,id,open,close,low,high,amount,vol,count,market_name
0,1593100800,1.709e-07,1.657e-07,1.65e-07,1.709e-07,2528888.97,0.420338216888,155,node-btc
1,1593014400,1.755e-07,1.706e-07,1.606e-07,1.816e-07,43573317.22,7.313916701932,3136,node-btc
2,1592928000,1.891e-07,1.753e-07,1.734e-07,1.891e-07,47432528.28675653,8.520430395489,2504,node-btc
3,1592841600,1.954e-07,1.901e-07,1.776e-07,2.007e-07,71810297.85625754,13.344666761977,3234,node-btc
4,1592755200,1.95e-07,1.946e-07,1.775e-07,2.065e-07,111532385.81912704,20.842755554108,4332,node-btc
5,1592668800,1.686e-07,1.95e-07,1.517e-07,1.999e-07,202233845.5530448,35.670031254927,5736,node-btc
6,1592582400,1.945e-07,1.685e-07,1.606e-07,2.31e-07,465627204.029284,86.15863489142411,7815,node-btc
7,1592496000,1.569e-07,1.941e-07,1.507e-07,2.067e-07,484573278.69141084,90.85290068449645,8406,node-btc
8,1592409600,1.394e-07,1.569e-07,1.346e-07,1.661e-07,258075285.47488633,39.465613156660766,4926,node-btc
9,1592323200,1.285e-07,1.392e-07,1.262e-07,1.395e-07,41918312.08967879,5.640154662552,2571,node-btc
10,1592236800,1.284e-07,1.288e-07,1.258e-07,1.301e-07,13392902.29,1.712726480909,2244,node-btc
11,1592150400,1.327e-07,1.283e-07,1.275e-07,1.367e-07,18165903.31,2.380691828071,2336,node-btc
12,1592064000,1.36e-07,1.327e-07,1.324e-07,1.374e-07,14438616.48,1.931869084381,2165,node-btc
13,1591977600,1.328e-07,1.358e-07,1.327e-07,1.39e-07,6927456.933097345,0.944637756734,2267,node-btc
14,1591891200,1.347e-07,1.328e-07,1.267e-07,1.385e-07,14438811.49,1.906820772593,2301,node-btc
15,1591804800,1.372e-07,1.346e-07,1.236e-07,1.376e-07,18854863.706063583,2.515533924638,2260,node-btc
16,1591718400,1.374e-07,1.37e-07,1.337e-07,1.378e-07,8619879.71,1.165730999219,2153,node-btc
17,1591632000,1.386e-07,1.373e-07,1.349e-07,1.439e-07,21375271.53,2.960402149219,2441,node-btc
18,1591545600,1.335e-07,1.375e-07,1.312e-07,1.4e-07,21866321.122143384,2.94109719845,2437,node-btc
19,1591459200,1.313e-07,1.336e-07,1.3e-07,1.351e-07,11652810.7,1.542038873776,2248,node-btc
20,1591372800,1.308e-07,1.313e-07,1.292e-07,1.333e-07,11108940.681039454,1.465340252318,2098,node-btc
21,1591286400,1.295e-07,1.308e-07,1.279e-07,1.322e-07,17642975.42,2.296108105806,2106,node-btc
22,1591200000,1.344e-07,1.297e-07,1.281e-07,1.345e-07,4897219.578738602,0.641335442859,2139,node-btc
23,1591113600,1.339e-07,1.342e-07,1.317e-07,1.371e-07,8472324.76,1.129660220412,2230,node-btc
24,1591027200,1.363e-07,1.335e-07,1.26e-07,1.388e-07,26397498.12,3.452135517065,2419,node-btc
25,1590940800,1.41e-07,1.363e-07,1.336e-07,1.436e-07,26636946.85,3.687854638383,2410,node-btc
26,1590854400,1.444e-07,1.409e-07,1.4e-07,1.493e-07,31196207.73,4.484599976649,2594,node-btc
27,1590768000,1.42e-07,1.442e-07,1.38e-07,1.49e-07,12643565.248878986,1.795315313955,2495,node-btc
28,1590681600,1.461e-07,1.42e-07,1.402e-07,1.494e-07,21067193.84,3.022034693992,2590,node-btc
29,1590595200,1.423e-07,1.468e-07,1.392e-07,1.51e-07,109911407.03983957,16.03982686045,3022,node-btc
30,1590508800,1.425e-07,1.422e-07,1.393e-07,1.508e-07,23807340.456356328,3.499933159043,2555,node-btc
31,1590422400,1.405e-07,1.424e-07,1.38e-07,1.447e-07,21984169.695109926,3.099146936429,2556,node-btc
32,1590336000,1.394e-07,1.407e-07,1.358e-07,1.427e-07,9293021.24,1.28721034106,2381,node-btc
33,1590249600,1.449e-07,1.392e-07,1.325e-07,1.474e-07,17426740.08,2.42838491064,2452,node-btc
34,1590163200,1.407e-07,1.447e-07,1.332e-07,1.51e-07,46078433.59251018,6.70712191568,2761,node-btc
35,1590076800,1.337e-07,1.407e-07,1.271e-07,1.423e-07,9620457.0,1.287772729969,2139,node-btc
36,1589990400,1.361e-07,1.335e-07,1.303e-07,1.392e-07,19284886.36,2.572799841399,2316,node-btc
37,1589904000,1.349e-07,1.353e-07,1.315e-07,1.366e-07,3957926.06,0.527324553704,1897,node-btc
38,1589817600,1.381e-07,1.35e-07,1.321e-07,1.401e-07,4368307.76,0.596770407747,1942,node-btc
39,1589731200,1.356e-07,1.382e-07,1.328e-07,1.408e-07,10803536.86,1.461311972515,2161,node-btc
40,1589644800,1.409e-07,1.361e-07,1.331e-07,1.428e-07,14989977.08,2.082132597093,2275,node-btc
