,id,open,close,low,high,amount,vol,count,market_name
0,1593100800,0.005638,0.005719,0.005637,0.005742,53127401.578924224,303847.52300076006,573,tt-usdt
1,1593014400,0.005662,0.005637,0.005433,0.005798,1915939199.506042,10868975.446373617,14839,tt-usdt
2,1592928000,0.006002,0.005662,0.005662,0.006098,1613101693.177217,9523589.40332481,12885,tt-usdt
3,1592841600,0.006109,0.006001,0.005983,0.00621,626035619.9507377,3811709.7814900884,9276,tt-usdt
4,1592755200,0.006001,0.006107,0.005956,0.006199,552218669.179435,3357484.146789354,9452,tt-usdt
5,1592668800,0.005944,0.006001,0.005881,0.006128,659396865.7117947,3964616.8954345877,11073,tt-usdt
6,1592582400,0.00605,0.005948,0.0059,0.006098,556228604.4633639,3330814.449201377,10786,tt-usdt
7,1592496000,0.005838,0.006049,0.005769,0.006128,809295378.3389999,4796249.994113521,13836,tt-usdt
8,1592409600,0.005743,0.005837,0.00574,0.005933,584581273.0954721,3422314.6007516994,11815,tt-usdt
9,1592323200,0.005694,0.005742,0.005672,0.00595,49719497.58714839,287390.3249486216,4679,tt-usdt
10,1592236800,0.00563,0.005695,0.005626,0.00582,54481074.324041955,311494.1969509647,4131,tt-usdt
11,1592150400,0.005854,0.00563,0.005384,0.005939,82689628.36798403,466231.9458460435,5015,tt-usdt
12,1592064000,0.005994,0.005854,0.00585,0.00605,39116528.12512227,233232.7257232504,3659,tt-usdt
13,1591977600,0.005882,0.005998,0.005882,0.00605,39876662.46139766,237959.93543300524,3749,tt-usdt
14,1591891200,0.005903,0.005882,0.0055,0.006055,123113189.61430666,717819.7999727511,7945,tt-usdt
15,1591804800,0.006204,0.005903,0.005902,0.006276,80545798.17778264,495494.59572173905,4825,tt-usdt
16,1591718400,0.006194,0.006204,0.00617,0.006273,52020655.86077656,322990.9237522254,4496,tt-usdt
17,1591632000,0.00627,0.006194,0.006136,0.006378,89414444.2665372,558703.6655540587,5395,tt-usdt
18,1591545600,0.006192,0.00627,0.0061,0.006496,113379120.21758729,715794.359539017,6325,tt-usdt
19,1591459200,0.006319,0.006192,0.006054,0.006569,154720182.75522754,985021.7624181707,8138,tt-usdt
20,1591372800,0.006501,0.006317,0.0063,0.006733,173496867.5468034,1121408.5019359828,8467,tt-usdt
21,1591286400,0.007887,0.0065,0.006322,0.0084,858024827.3343269,6161435.052960269,34229,tt-usdt
22,1591200000,0.006665,0.007887,0.00666,0.0085,924284737.4617988,7005994.445830381,49851,tt-usdt
23,1591113600,0.006328,0.006665,0.006328,0.0069,231377834.3983056,1546806.1333533179,17028,tt-usdt
24,1591027200,0.006595,0.006328,0.006157,0.006994,181176128.6584489,1215942.0252082902,11236,tt-usdt
25,1590940800,0.006435,0.006596,0.006423,0.006784,137080298.36497658,895404.7043706941,10963,tt-usdt
26,1590854400,0.006433,0.006435,0.006412,0.006718,126823329.41623554,830524.0479939193,8000,tt-usdt
27,1590768000,0.006425,0.006401,0.006382,0.006771,162213555.63147154,1069630.8402091996,11647,tt-usdt
28,1590681600,0.006801,0.006424,0.006313,0.006955,283693222.00942683,1869162.6962281535,16114,tt-usdt
29,1590595200,0.005708,0.006801,0.005674,0.006989,475111813.45606583,3080341.3355576466,18083,tt-usdt
30,1590508800,0.00572,0.005708,0.005539,0.005955,132352480.66747262,760635.9888757758,8812,tt-usdt
31,1590422400,0.005913,0.005724,0.005724,0.0065,176161490.1380546,1066003.2229781623,10975,tt-usdt
32,1590336000,0.006216,0.005913,0.005913,0.007197,571492770.4489495,3760330.707502212,23208,tt-usdt
33,1590249600,0.005703,0.006122,0.005702,0.006399,385271216.1458364,2347084.085427077,17829,tt-usdt
