,open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore,market_name
0,1568764800000,2.36500000,2.36500000,0.60000000,0.63830000,8801778.60000000,1568851199999,6178771.05598800,20333,3134418.85000000,2202002.22315300,0,BANDUSDT
1,1568851200000,0.63830000,0.64830000,0.55760000,0.60280000,3746946.12000000,1568937599999,2232155.03450600,9521,1366686.68000000,812112.91479200,0,BANDUSDT
2,1568937600000,0.60280000,0.90000000,0.58680000,0.68000000,8511213.66000000,1569023999999,6123408.16491300,16924,3261285.33000000,2333323.83195700,0,BANDUSDT
3,1569024000000,0.68000000,0.84800000,0.67780000,0.81100000,6540757.56000000,1569110399999,5123283.91857000,16696,2926647.37000000,2302702.89000100,0,BANDUSDT
4,1569110400000,0.81300000,0.92980000,0.70560000,0.71770000,6632537.82000000,1569196799999,5424232.14631300,17185,2590596.04000000,2142022.65644000,0,BANDUSDT
5,1569196800000,0.71750000,0.75500000,0.62320000,0.63250000,2979197.75000000,1569283199999,2025809.35410800,7347,1121804.50000000,766992.46648500,0,BANDUSDT
6,1569283200000,0.62730000,0.68000000,0.44000000,0.48460000,2886588.36000000,1569369599999,1658064.17122000,5845,1298587.87000000,743915.07064700,0,BANDUSDT
7,1569369600000,0.48450000,0.51860000,0.43590000,0.46390000,1520398.91000000,1569455999999,711134.95241300,3508,772036.88000000,360664.06394600,0,BANDUSDT
8,1569456000000,0.46390000,0.57330000,0.45000000,0.51500000,3883940.01000000,1569542399999,1978134.11926900,8209,1582647.43000000,806731.49257300,0,BANDUSDT
9,1569542400000,0.51700000,0.53800000,0.47510000,0.51820000,1394089.59000000,1569628799999,713925.29139100,3567,466773.39000000,239581.27169100,0,BANDUSDT
10,1569628800000,0.51820000,0.53400000,0.49430000,0.52880000,742634.63000000,1569715199999,384170.44274400,2479,332419.91000000,172054.29420000,0,BANDUSDT
11,1569715200000,0.52590000,0.53880000,0.48580000,0.50000000,822668.92000000,1569801599999,415738.66248600,3539,266339.87000000,135250.22828700,0,BANDUSDT
12,1569801600000,0.50090000,0.56160000,0.48520000,0.50970000,2361644.47000000,1569887999999,1233999.96371800,5912,951095.81000000,499763.14481100,0,BANDUSDT
13,1569888000000,0.51020000,0.52230000,0.48580000,0.48800000,985298.50000000,1569974399999,498031.04668800,3461,289812.49000000,146643.70923500,0,BANDUSDT
14,1569974400000,0.48800000,0.49000000,0.46010000,0.47760000,826666.89000000,1570060799999,391047.29458600,2077,327166.52000000,155081.11812000,0,BANDUSDT
15,1570060800000,0.47800000,0.50870000,0.46500000,0.47850000,530934.30000000,1570147199999,258239.23247700,2129,229504.68000000,112075.93410400,0,BANDUSDT
16,1570147200000,0.48180000,0.48180000,0.46850000,0.47450000,140821.31000000,1570233599999,66840.55872100,1065,55919.76000000,26579.08817300,0,BANDUSDT
17,1570233600000,0.47330000,0.47790000,0.46610000,0.47030000,209018.89000000,1570319999999,98813.47672800,1232,88112.82000000,41686.41253300,0,BANDUSDT
18,1570320000000,0.47240000,0.47240000,0.42370000,0.43160000,444847.77000000,1570406399999,197051.16076800,2034,152313.57000000,67538.87504500,0,BANDUSDT
19,1570406400000,0.43160000,0.44610000,0.40740000,0.43990000,857027.58000000,1570492799999,366137.04292500,2970,447730.45000000,191073.83192200,0,BANDUSDT
