,open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_base_volue,taker_quote_volume,ignore,market_name
0,1566777600000,0.07750000,0.27000000,0.07750000,0.11510000,109068248.55000000,1566863999999,14385725.40778300,50662,49355773.75000000,6524624.78253500,0,PERLUSDT
1,1566864000000,0.11520000,0.12950000,0.10400000,0.11240000,63447425.52000000,1566950399999,7352469.23287800,23050,30270905.49000000,3509995.89068200,0,PERLUSDT
2,1566950400000,0.11210000,0.11880000,0.09400000,0.09690000,32566080.35000000,1567036799999,3492466.39027100,11265,13295072.05000000,1431208.52073800,0,PERLUSDT
3,1567036800000,0.09690000,0.09780000,0.08770000,0.09110000,19029796.94000000,1567123199999,1749656.66674100,7202,6850220.54000000,630869.61660500,0,PERLUSDT
4,1567123200000,0.09100000,0.10440000,0.08890000,0.09230000,27236597.71000000,1567209599999,2645418.12439300,10727,12774035.21000000,1242593.54120900,0,PERLUSDT
5,1567209600000,0.09210000,0.09400000,0.08400000,0.08690000,11423278.11000000,1567295999999,1018248.24175900,5330,4575187.64000000,407518.22301500,0,PERLUSDT
6,1567296000000,0.08680000,0.09370000,0.08500000,0.08960000,10996611.92000000,1567382399999,977117.29858100,5773,4569780.25000000,406613.04992400,0,PERLUSDT
7,1567382400000,0.08960000,0.09000000,0.08060000,0.08400000,20623960.79000000,1567468799999,1734728.29094300,6052,8359031.73000000,705817.34686100,0,PERLUSDT
8,1567468800000,0.08470000,0.09000000,0.08270000,0.08610000,14195558.13000000,1567555199999,1225314.00855100,5316,6478888.49000000,560910.33951300,0,PERLUSDT
9,1567555200000,0.08560000,0.09930000,0.08430000,0.09280000,22560901.81000000,1567641599999,2104292.85817200,8816,10339956.00000000,966903.71299400,0,PERLUSDT
10,1567641600000,0.09280000,0.10280000,0.08770000,0.08880000,24303825.43000000,1567727999999,2338720.05847500,9353,10655149.23000000,1031634.02937500,0,PERLUSDT
11,1567728000000,0.08880000,0.09110000,0.08000000,0.08160000,20579076.49000000,1567814399999,1744945.76236600,6355,7599014.97000000,647178.79101900,0,PERLUSDT
12,1567814400000,0.08150000,0.08240000,0.07870000,0.08100000,8934102.39000000,1567900799999,718252.13232000,3149,3967583.56000000,319731.90260600,0,PERLUSDT
13,1567900800000,0.08110000,0.08520000,0.07960000,0.08120000,8511596.96000000,1567987199999,694696.62296100,2775,3381183.45000000,277188.65258700,0,PERLUSDT
14,1567987200000,0.08120000,0.08230000,0.07750000,0.07960000,6664965.41000000,1568073599999,531757.89528100,2492,2886581.49000000,230958.14798900,0,PERLUSDT
15,1568073600000,0.07960000,0.08320000,0.07770000,0.07860000,7889314.57000000,1568159999999,630742.61003700,2416,3284875.65000000,264122.34264600,0,PERLUSDT
16,1568160000000,0.07840000,0.07990000,0.06660000,0.06760000,13291573.03000000,1568246399999,974139.55958600,3934,4893038.22000000,359300.62897200,0,PERLUSDT
17,1568246400000,0.06810000,0.07130000,0.06460000,0.06640000,11636938.98000000,1568332799999,782155.28663500,3243,4410569.75000000,298057.51283400,0,PERLUSDT
18,1568332800000,0.06640000,0.06820000,0.06250000,0.06440000,5854823.83000000,1568419199999,380294.34736900,2017,2205214.79000000,143541.81704100,0,PERLUSDT
19,1568419200000,0.06440000,0.06460000,0.06010000,0.06120000,7690002.05000000,1568505599999,473892.59710500,2107,2952601.79000000,182460.89567300,0,PERLUSDT
20,1568505600000,0.06150000,0.06420000,0.06000000,0.06300000,6695467.09000000,1568591999999,414174.32241700,2007,2913470.35000000,181221.91508300,0,PERLUSDT
21,1568592000000,0.06300000,0.06360000,0.05570000,0.05770000,12960539.01000000,1568678399999,763412.25075200,3064,4935721.48000000,291044.39368100,0,PERLUSDT
22,1568678400000,0.05790000,0.05890000,0.05670000,0.05730000,11262313.48000000,1568764799999,651827.84894000,2972,4629541.15000000,268382.77016400,0,PERLUSDT
23,1568764800000,0.05740000,0.06230000,0.05630000,0.06030000,20903866.16000000,1568851199999,1249240.29716100,6553,8477513.16000000,507643.59240200,0,PERLUSDT
24,1568851200000,0.06040000,0.06060000,0.05250000,0.05570000,11906945.12000000,1568937599999,654518.63546500,3605,4769446.20000000,261790.36403800,0,PERLUSDT
25,1568937600000,0.05560000,0.06940000,0.05340000,0.05600000,36552172.19000000,1569023999999,2260830.50636100,6928,12755652.94000000,775900.05376100,0,PERLUSDT
26,1569024000000,0.05600000,0.06180000,0.05590000,0.05850000,17100074.92000000,1569110399999,1013739.15947600,4802,7740351.43000000,460546.86158600,0,PERLUSDT
27,1569110400000,0.05850000,0.05890000,0.05110000,0.05230000,11610178.69000000,1569196799999,636303.43037200,3318,4608855.89000000,252538.38780900,0,PERLUSDT
28,1569196800000,0.05220000,0.05270000,0.04560000,0.04730000,10226521.09000000,1569283199999,499241.72905700,3037,4463151.57000000,218979.53861600,0,PERLUSDT
29,1569283200000,0.04720000,0.04840000,0.03240000,0.03560000,14196553.00000000,1569369599999,592412.11533600,3408,5211067.03000000,213042.67292100,0,PERLUSDT
30,1569369600000,0.03570000,0.03880000,0.03320000,0.03620000,7201420.72000000,1569455999999,253582.07984900,1824,2582243.30000000,91243.41075800,0,PERLUSDT
31,1569456000000,0.03600000,0.03830000,0.03100000,0.03280000,11547062.63000000,1569542399999,401417.42508600,3009,5004742.74000000,174445.53600700,0,PERLUSDT
32,1569542400000,0.03280000,0.03480000,0.03150000,0.03440000,9686726.38000000,1569628799999,317341.90502900,1658,4986164.14000000,162861.87212500,0,PERLUSDT
33,1569628800000,0.03440000,0.03480000,0.03260000,0.03410000,5139554.52000000,1569715199999,172785.76840800,975,2663570.32000000,89418.11842600,0,PERLUSDT
34,1569715200000,0.03380000,0.03400000,0.03070000,0.03240000,6084420.02000000,1569801599999,196147.92966200,1406,2331261.54000000,74864.23782600,0,PERLUSDT
35,1569801600000,0.03240000,0.03320000,0.03030000,0.03280000,7066597.58000000,1569887999999,225782.40721600,1492,2996765.19000000,95403.73274700,0,PERLUSDT
36,1569888000000,0.03270000,0.03740000,0.03210000,0.03550000,13221959.62000000,1569974399999,458995.76729500,3026,6129598.77000000,213209.55236700,0,PERLUSDT
37,1569974400000,0.03550000,0.03570000,0.03350000,0.03480000,7247492.99000000,1570060799999,250338.75139500,1464,2721235.25000000,94182.69311000,0,PERLUSDT
38,1570060800000,0.03490000,0.03580000,0.03180000,0.03340000,10077903.10000000,1570147199999,340293.06848100,2428,3581727.90000000,121698.08960300,0,PERLUSDT
39,1570147200000,0.03330000,0.03410000,0.03220000,0.03320000,5781589.91000000,1570233599999,189933.85879700,1750,2536205.77000000,83494.05844800,0,PERLUSDT
40,1570233600000,0.03320000,0.03370000,0.03160000,0.03300000,5766512.20000000,1570319999999,188685.33606400,2583,2483787.35000000,81405.40769700,0,PERLUSDT
41,1570320000000,0.03300000,0.03320000,0.03120000,0.03170000,4905739.97000000,1570406399999,157392.92334800,2717,1716229.56000000,55136.63489500,0,PERLUSDT
42,1570406400000,0.03150000,0.03450000,0.03120000,0.03380000,7422609.64000000,1570492799999,244841.91087700,4142,3373354.26000000,111417.86658000,0,PERLUSDT
43,1570492800000,0.03380000,0.03560000,0.03220000,0.03390000,8782265.93000000,1570579199999,292186.15712200,3091,3139785.99000000,104741.96412100,0,PERLUSDT
44,1570579200000,0.03400000,0.03830000,0.03200000,0.03530000,24124368.74000000,1570665599999,850507.02133200,7203,10037088.92000000,354814.22812000,0,PERLUSDT
45,1570665600000,0.03520000,0.03710000,0.03340000,0.03480000,14688121.48000000,1570751999999,513242.53604800,3990,6352554.06000000,222346.45993500,0,PERLUSDT
46,1570752000000,0.03470000,0.03710000,0.03290000,0.03640000,17011786.29000000,1570838399999,594139.29932400,5162,7006214.51000000,245275.22575000,0,PERLUSDT
47,1570838400000,0.03640000,0.04080000,0.03520000,0.03660000,20511929.55000000,1570924799999,774350.72232100,7339,7995525.17000000,301253.21992800,0,PERLUSDT
48,1570924800000,0.03670000,0.03850000,0.03390000,0.03500000,8964522.70000000,1571011199999,322053.81357000,3074,3269456.69000000,118391.93114600,0,PERLUSDT
49,1571011200000,0.03500000,0.03780000,0.03450000,0.03690000,11303788.60000000,1571097599999,407917.73245800,3568,4371230.45000000,157784.95448500,0,PERLUSDT
50,1571097600000,0.03680000,0.03900000,0.03530000,0.03580000,11662303.58000000,1571183999999,431961.17334900,3991,4644548.03000000,172952.52247100,0,PERLUSDT
51,1571184000000,0.03580000,0.03630000,0.03160000,0.03330000,8021540.11000000,1571270399999,273003.51111700,2486,2822495.13000000,95365.30731200,0,PERLUSDT
52,1571270400000,0.03320000,0.03500000,0.03280000,0.03380000,3068005.81000000,1571356799999,103873.85369100,1055,1796458.62000000,61069.49589300,0,PERLUSDT
53,1571356800000,0.03370000,0.03410000,0.03030000,0.03190000,4927775.32000000,1571443199999,156950.87858300,1641,1822880.77000000,58005.70119300,0,PERLUSDT
54,1571443200000,0.03190000,0.03250000,0.03120000,0.03200000,3065762.95000000,1571529599999,97494.70145800,990,1350506.43000000,43069.15322900,0,PERLUSDT
55,1571529600000,0.03210000,0.03300000,0.03130000,0.03220000,3468306.14000000,1571615999999,111130.30068000,1420,1255103.61000000,40445.92602400,0,PERLUSDT
56,1571616000000,0.03220000,0.03330000,0.03180000,0.03241000,3803959.91000000,1571702399999,123967.99196200,864,1663431.62000000,54329.64445700,0,PERLUSDT
57,1571702400000,0.03270000,0.03290000,0.03110000,0.03116000,3085876.77000000,1571788799999,99490.05720800,771,1427577.27000000,45961.19262200,0,PERLUSDT
58,1571788800000,0.03113000,0.03164000,0.02641000,0.02791000,7490267.19000000,1571875199999,217342.17274640,1680,2151527.64000000,62009.45797360,0,PERLUSDT
59,1571875200000,0.02799000,0.02813000,0.02656000,0.02764000,2127273.30000000,1571961599999,58367.66409300,575,999511.90000000,27524.30891900,0,PERLUSDT
60,1571961600000,0.02764000,0.02940000,0.02676000,0.02874000,11412223.30000000,1572047999999,321760.19385000,1948,4957385.20000000,140478.93276100,0,PERLUSDT
61,1572048000000,0.02888000,0.02888000,0.02642000,0.02674000,10096728.40000000,1572134399999,279855.00156400,1899,4036473.00000000,111698.72646100,0,PERLUSDT
62,1572134400000,0.02699000,0.02723000,0.02531000,0.02671000,10664941.90000000,1572220799999,282450.45443400,2170,4853997.70000000,128532.78140300,0,PERLUSDT
63,1572220800000,0.02678000,0.02907000,0.02668000,0.02787000,9224727.90000000,1572307199999,256854.34265000,2000,4382284.10000000,122473.49707300,0,PERLUSDT
64,1572307200000,0.02809000,0.03000000,0.02771000,0.02804000,8034735.00000000,1572393599999,231391.41659200,1908,3736813.10000000,108060.24228000,0,PERLUSDT
65,1572393600000,0.02790000,0.03186000,0.02656000,0.03134000,11717455.70000000,1572479999999,331264.98734400,2016,5635569.20000000,158641.50496400,0,PERLUSDT
66,1572480000000,0.03128000,0.03434000,0.02900000,0.02978000,33063718.00000000,1572566399999,1035493.39937800,6449,13670317.07000000,429018.19361800,0,PERLUSDT
67,1572566400000,0.02960000,0.03020000,0.02853000,0.02912000,7177238.50000000,1572652799999,209041.94612600,1739,2474635.00000000,72165.18405300,0,PERLUSDT
68,1572652800000,0.02918000,0.02991000,0.02858000,0.02887000,4326285.20000000,1572739199999,126001.28130800,1098,1849678.40000000,54027.20663200,0,PERLUSDT
69,1572739200000,0.02887000,0.03098000,0.02820000,0.02953000,9224809.50000000,1572825599999,273254.60443600,2076,4664515.30000000,137890.84965500,0,PERLUSDT
70,1572825600000,0.02956000,0.03060000,0.02912000,0.02994000,6366010.60000000,1572911999999,189410.22655700,1384,2988873.40000000,89154.13787000,0,PERLUSDT
71,1572912000000,0.02995000,0.03250000,0.02931000,0.03122000,11101760.90000000,1572998399999,342696.70611600,2577,6287272.40000000,194447.95143000,0,PERLUSDT
72,1572998400000,0.03130000,0.03310000,0.03050000,0.03095000,8007491.20000000,1573084799999,255681.06210600,1996,3141626.80000000,100409.36361700,0,PERLUSDT
73,1573084800000,0.03095000,0.03107000,0.02949000,0.03006000,4210695.60000000,1573171199999,127255.13614600,1177,1858279.50000000,56210.25161000,0,PERLUSDT
74,1573171200000,0.03002000,0.03067000,0.02730000,0.02823000,5537614.70000000,1573257599999,160587.51741000,1249,1572408.30000000,45792.38771400,0,PERLUSDT
75,1573257600000,0.02811000,0.02820000,0.02675000,0.02784000,8395307.70000000,1573343999999,230818.40177600,1443,2970233.80000000,81838.02712800,0,PERLUSDT
76,1573344000000,0.02783000,0.02869000,0.02775000,0.02792000,3531292.20000000,1573430399999,98997.38600800,724,1208871.20000000,33986.42022700,0,PERLUSDT
77,1573430400000,0.02798000,0.02826000,0.02700000,0.02728000,4017224.70000000,1573516799999,110586.92895900,1033,1585649.00000000,43827.08794900,0,PERLUSDT
78,1573516800000,0.02727000,0.02810000,0.02705000,0.02750000,2285359.20000000,1573603199999,63124.27377600,734,1260956.60000000,34839.36815300,0,PERLUSDT
79,1573603200000,0.02764000,0.02817000,0.02746000,0.02784000,1790764.70000000,1573689599999,49940.35840700,509,770594.40000000,21494.07009600,0,PERLUSDT
80,1573689600000,0.02787000,0.02791000,0.02665000,0.02703000,2776829.00000000,1573775999999,75521.31117100,961,1080201.40000000,29396.02320300,0,PERLUSDT
