,time,open,high,low,close,vol,market_name
0,1563408000000,0.07000000,0.09800000,0.05000000,0.07821500,4959864.40820000,XENO_BIX
1,1563494400000,0.07826500,0.08709800,0.05180500,0.05708500,12614301.58870000,XENO_BIX
2,1563580800000,0.05708000,0.07723500,0.04605600,0.06901400,17180057.44120000,XENO_BIX
3,1563667200000,0.06901300,0.07096900,0.05477400,0.05899700,21653081.63640000,XENO_BIX
4,1563753600000,0.05879200,0.06283100,0.04834300,0.04834300,16359947.38390000,XENO_BIX
5,1563840000000,0.04834300,0.05606500,0.04834300,0.05342100,14766203.76450000,XENO_BIX
6,1563926400000,0.05342100,0.05607200,0.04856200,0.05362100,14732779.60470000,XENO_BIX
7,1564012800000,0.05362100,0.05448000,0.04549500,0.05125700,14050064.14340000,XENO_BIX
8,1564099200000,0.05125700,0.05226100,0.04944500,0.04968400,12814713.84140000,XENO_BIX
9,1564185600000,0.04968400,0.04968400,0.04002000,0.04470600,13475385.37150000,XENO_BIX
10,1564272000000,0.04470600,0.04742000,0.04184900,0.04539400,14440744.23870000,XENO_BIX
11,1564358400000,0.04539400,0.04707700,0.04001100,0.04369000,11856669.43100000,XENO_BIX
12,1564444800000,0.04369000,0.04369100,0.04001100,0.04215700,12034883.92260000,XENO_BIX
13,1564531200000,0.04215700,0.04215700,0.03866600,0.04054100,12814564.42290000,XENO_BIX
14,1564617600000,0.04054100,0.04096500,0.04013700,0.04096400,11662432.03430000,XENO_BIX
15,1564704000000,0.04096400,0.04154000,0.03764700,0.03979900,12189475.44400000,XENO_BIX
16,1564790400000,0.03979900,0.03980000,0.03457000,0.03804000,12054587.49980000,XENO_BIX
17,1564876800000,0.03804000,0.03805800,0.03628500,0.03803700,12075916.16860000,XENO_BIX
18,1564963200000,0.03803700,0.05475000,0.03457000,0.04288200,13670251.98120000,XENO_BIX
19,1565049600000,0.04288200,0.04302800,0.03457400,0.03959800,10301303.95960000,XENO_BIX
20,1565136000000,0.03959800,0.04211200,0.03457100,0.03497600,12219906.91050000,XENO_BIX
21,1565222400000,0.03497600,0.03633600,0.02971800,0.03252600,11430260.85510000,XENO_BIX
22,1565308800000,0.03252600,0.03657300,0.02977600,0.03097300,8186718.71670000,XENO_BIX
23,1565395200000,0.03097200,0.03097200,0.02531400,0.02750500,4738110.42590000,XENO_BIX
24,1565481600000,0.02750500,0.03301900,0.02750500,0.02851000,6461829.92770000,XENO_BIX
25,1565568000000,0.02651400,0.03209000,0.02001200,0.03051600,10747040.86320000,XENO_BIX
26,1565654400000,0.03051600,0.03085100,0.02549100,0.02645300,11792565.41390000,XENO_BIX
27,1565740800000,0.02645300,0.03023000,0.02200000,0.02800700,10236216.86180000,XENO_BIX
28,1565827200000,0.02800700,0.02800900,0.02791700,0.02800000,10334951.08410000,XENO_BIX
29,1565913600000,0.02800000,0.02800900,0.02550200,0.02798000,2227871.34990000,XENO_BIX
30,1566000000000,0.02798000,0.02798000,0.02798000,0.02798000,0.00000000,XENO_BIX
31,1566086400000,0.02798000,0.02798000,0.02798000,0.02798000,0.00000000,XENO_BIX
32,1566172800000,0.02798600,0.02798600,0.02521300,0.02521300,1020471.91720000,XENO_BIX
33,1566259200000,0.02521300,0.02521300,0.02001100,0.02001100,748494.14450000,XENO_BIX
34,1566345600000,0.02231500,0.02231500,0.02026000,0.02026000,5725.76130000,XENO_BIX
35,1566432000000,0.02026000,0.02026000,0.02026000,0.02026000,0.00000000,XENO_BIX
36,1566518400000,0.02026000,0.02026000,0.02026000,0.02026000,0.00000000,XENO_BIX
37,1566604800000,0.02026000,0.02026000,0.02026000,0.02026000,944.24860000,XENO_BIX
38,1566691200000,0.02026000,0.02026000,0.02026000,0.02026000,0.00000000,XENO_BIX
39,1566777600000,0.01898700,0.02160500,0.01895300,0.02123200,781388.72430000,XENO_BIX
40,1566864000000,0.02124700,0.02300800,0.02096700,0.02207800,2390860.34730000,XENO_BIX
41,1566950400000,0.02207000,0.03300100,0.02085800,0.02368300,2138519.00200000,XENO_BIX
42,1567036800000,0.02365100,0.02802200,0.01846900,0.02078500,2366903.13270000,XENO_BIX
43,1567123200000,0.02080900,0.02108500,0.00444400,0.02093400,2467988.10780000,XENO_BIX
44,1567209600000,0.02092900,0.02124200,0.00444400,0.01502200,2605237.44920000,XENO_BIX
45,1567296000000,0.01501700,0.01540200,0.00892200,0.00897700,2937264.42510000,XENO_BIX
46,1567382400000,0.00897400,0.00904500,0.00682400,0.00683500,4030642.12450000,XENO_BIX
47,1567468800000,0.00682900,0.00687300,0.00578900,0.00628000,4111733.03160000,XENO_BIX
48,1567555200000,0.00628900,0.00688000,0.00511400,0.00544500,4868316.47310000,XENO_BIX
49,1567641600000,0.00544500,0.00566700,0.00511400,0.00513200,4467736.74440000,XENO_BIX
50,1567728000000,0.00513200,0.00517600,0.00444300,0.00451200,5842151.30080000,XENO_BIX
51,1567814400000,0.00451300,0.00457900,0.00444100,0.00449700,5360817.98220000,XENO_BIX
52,1567900800000,0.00449700,0.00490700,0.00449700,0.00475600,4980947.06300000,XENO_BIX
53,1567987200000,0.00475100,0.00493500,0.00472300,0.00485600,4949537.86770000,XENO_BIX
54,1568073600000,0.00485400,0.00500800,0.00482200,0.00489100,4870414.69270000,XENO_BIX
55,1568160000000,0.00489100,0.00499200,0.00489000,0.00489700,4904498.73150000,XENO_BIX
56,1568246400000,0.00489800,0.00495600,0.00444200,0.00467100,5263540.93020000,XENO_BIX
57,1568332800000,0.00467200,0.00471500,0.00444400,0.00452900,5649635.98350000,XENO_BIX
58,1568419200000,0.00453200,0.00879600,0.00444400,0.00750000,3590113.66000000,XENO_BIX
59,1568505600000,0.00749900,0.00819900,0.00684000,0.00813300,3323007.27540000,XENO_BIX
60,1568592000000,0.00813500,0.00839900,0.00795000,0.00809800,2991954.21580000,XENO_BIX
61,1568678400000,0.00809400,0.00895500,0.00795000,0.00886500,2889989.33280000,XENO_BIX
62,1568764800000,0.00886500,0.01923400,0.00884900,0.00884900,3131878.60670000,XENO_BIX
63,1568851200000,0.00885600,0.00926600,0.00884900,0.00885100,2995411.66480000,XENO_BIX
64,1568937600000,0.00885200,0.01402900,0.00446700,0.00723300,7565860.52620000,XENO_BIX
65,1569024000000,0.00868600,0.00869100,0.00444300,0.00457400,7908999.01050000,XENO_BIX
66,1569110400000,0.00457400,0.00457400,0.00457400,0.00457400,0.00000000,XENO_BIX
67,1569196800000,0.00457400,0.00457400,0.00457400,0.00457400,0.00000000,XENO_BIX
68,1569283200000,0.01416000,0.01494800,0.00462500,0.00655500,11468495.06650000,XENO_BIX
69,1569369600000,0.00654800,0.01098100,0.00611600,0.00656200,22419585.19920000,XENO_BIX
70,1569456000000,0.00656700,0.00856400,0.00612800,0.00706700,18102868.60410000,XENO_BIX
71,1569542400000,0.00706900,0.01096200,0.00675600,0.00912700,22784538.97340000,XENO_BIX
72,1569628800000,0.00912600,0.00968900,0.00675600,0.00699700,22248983.70340000,XENO_BIX
73,1569715200000,0.00699100,0.00827700,0.00675600,0.00676500,20155571.25570000,XENO_BIX
74,1569801600000,0.00676500,0.00909700,0.00676400,0.00731200,22207046.80740000,XENO_BIX
75,1569888000000,0.00731600,0.00936600,0.00676500,0.00739900,23562318.21530000,XENO_BIX
76,1569974400000,0.00739200,0.01015400,0.00677100,0.00708500,19694075.04610000,XENO_BIX
77,1570060800000,0.00708900,0.01385600,0.00677100,0.00695100,21641746.69410000,XENO_BIX
78,1570147200000,0.00695100,0.00788900,0.00687100,0.00687100,19148522.85640000,XENO_BIX
79,1570233600000,0.00687100,0.02957600,0.00687100,0.02907000,7024086.44950000,XENO_BIX
80,1570320000000,0.02800000,0.02800000,0.02800000,0.02800000,2000.00000000,XENO_BIX
81,1570406400000,0.02795700,0.02800000,0.01329800,0.01369600,19051858.26940000,XENO_BIX
82,1570492800000,0.01369700,0.01704500,0.01230600,0.01420500,19304789.69650000,XENO_BIX
83,1570579200000,0.01418900,0.02135700,0.01261800,0.01399000,19719957.17090000,XENO_BIX
84,1570665600000,0.01399100,0.01611600,0.01100000,0.01184100,20585764.54020000,XENO_BIX
85,1570752000000,0.01183500,0.01283300,0.01059700,0.01087900,11896728.49070000,XENO_BIX
86,1570838400000,0.01087900,0.01249900,0.01082400,0.01107200,9665619.19520000,XENO_BIX
87,1570924800000,0.01107000,0.01289600,0.01017600,0.01183200,9261066.19710000,XENO_BIX
88,1571011200000,0.01182600,0.01202200,0.01074400,0.01092100,5880704.15490000,XENO_BIX
89,1571097600000,0.02000000,0.02008600,0.01125700,0.01147800,2800971.82810000,XENO_BIX
90,1571184000000,0.01147200,0.01600900,0.01090600,0.01090600,8396034.37180000,XENO_BIX
91,1571270400000,0.01090000,0.01090000,0.00966000,0.00983200,2255465.58130000,XENO_BIX
92,1571356800000,0.00983200,0.00983200,0.00983200,0.00983200,0.00000000,XENO_BIX
93,1571443200000,0.00983200,0.00983200,0.00983200,0.00983200,0.00000000,XENO_BIX
94,1571529600000,0.00983200,0.00983200,0.00983200,0.00983200,0.00000000,XENO_BIX
95,1571616000000,0.00983200,0.00983200,0.00983200,0.00983200,0.00000000,XENO_BIX
96,1571702400000,0.00990300,0.01492000,0.00915400,0.01299400,7363866.23140000,XENO_BIX
97,1571788800000,0.01299100,0.01328300,0.00960700,0.01188600,8943462.96770000,XENO_BIX
98,1571875200000,0.01189100,0.01232000,0.00958900,0.01009200,8518581.80510000,XENO_BIX
99,1571961600000,0.01008900,0.01201500,0.01000200,0.01002800,9802839.26720000,XENO_BIX
100,1572048000000,0.01002700,0.01964300,0.00964000,0.01092800,11821751.02980000,XENO_BIX
