,time,open,high,low,close,vol,market_name
0,1555891200000,0.06990000,0.06990000,0.04330000,0.04500000,9273229.94592000,FOR_USDT
1,1555977600000,0.06990000,0.06990000,0.04010000,0.05110000,21772460.50116001,FOR_USDT
2,1556064000000,0.05110000,0.05120000,0.03010000,0.03900000,6575391.92604000,FOR_USDT
3,1556150400000,0.03920000,0.04190000,0.03100000,0.03410000,8680503.15338000,FOR_USDT
4,1556236800000,0.03410000,0.03660000,0.02670000,0.03260000,36303456.78900000,FOR_USDT
5,1556323200000,0.03250000,0.03380000,0.03000000,0.03270000,8586217.66434000,FOR_USDT
6,1556409600000,0.03140000,0.03250000,0.02880000,0.03100000,14544174.72280000,FOR_USDT
7,1556496000000,0.03080000,0.03150000,0.02310000,0.02850000,6494632.38170000,FOR_USDT
8,1556582400000,0.02830000,0.04460000,0.02330000,0.03360000,38929884.34248000,FOR_USDT
9,1556668800000,0.03360000,0.04250000,0.03230000,0.03750000,6431595.00054000,FOR_USDT
10,1556755200000,0.03700000,0.04180000,0.03450000,0.04180000,12508309.39456000,FOR_USDT
11,1556841600000,0.04180000,0.04180000,0.03610000,0.03900000,9607021.48144000,FOR_USDT
12,1556928000000,0.03710000,0.04200000,0.03570000,0.04000000,5109271.37024000,FOR_USDT
13,1557014400000,0.04000000,0.04390000,0.03830000,0.04070000,8709674.00130000,FOR_USDT
14,1557100800000,0.04090000,0.04170000,0.03020000,0.04020000,1776207.75418000,FOR_USDT
15,1557187200000,0.04030000,0.04060000,0.03410000,0.03430000,3543671.88740000,FOR_USDT
16,1557273600000,0.03460000,0.03980000,0.03030000,0.03400000,4148375.81434000,FOR_USDT
17,1557360000000,0.03530000,0.03950000,0.03400000,0.03500000,1414080.11548000,FOR_USDT
18,1557446400000,0.03510000,0.03700000,0.03080000,0.03410000,1649152.04516000,FOR_USDT
19,1557532800000,0.03380000,0.04060000,0.03270000,0.03650000,3955128.46568000,FOR_USDT
20,1557619200000,0.03650000,0.04060000,0.03410000,0.03960000,1264583.64702000,FOR_USDT
21,1557705600000,0.03570000,0.05090000,0.03470000,0.04400000,4542645.46452000,FOR_USDT
22,1557792000000,0.04390000,0.04770000,0.04110000,0.04200000,4108870.82430000,FOR_USDT
23,1557878400000,0.04200000,0.04530000,0.03700000,0.04120000,4839964.76188000,FOR_USDT
24,1557964800000,0.04150000,0.04160000,0.03480000,0.03520000,6250158.12106000,FOR_USDT
25,1558051200000,0.03530000,0.03570000,0.03360000,0.03440000,23712282.93970000,FOR_USDT
26,1558137600000,0.03450000,0.03530000,0.03080000,0.03400000,8209866.14544000,FOR_USDT
27,1558224000000,0.03400000,0.03400000,0.03400000,0.03400000,0.00000000,FOR_USDT
28,1558310400000,0.03400000,0.03400000,0.03400000,0.03400000,0.00000000,FOR_USDT
29,1558396800000,0.03400000,0.03400000,0.03400000,0.03400000,0.00000000,FOR_USDT
30,1558483200000,0.03500000,0.04000000,0.03300000,0.03310000,548915.66760000,FOR_USDT
31,1558569600000,0.03310000,0.04820000,0.03310000,0.04680000,1529438.01090000,FOR_USDT
32,1558656000000,0.04680000,0.04750000,0.04390000,0.04750000,1670922.68328500,FOR_USDT
33,1558742400000,0.04880000,0.05880000,0.04260000,0.05340000,16516573.46360000,FOR_USDT
34,1558828800000,0.05330000,0.05990000,0.05150000,0.05460000,9539569.65323610,FOR_USDT
35,1558915200000,0.05460000,0.05610000,0.05060000,0.05480000,2439060.82669752,FOR_USDT
36,1559001600000,0.05480000,0.05490000,0.04330000,0.04450000,1909498.64970000,FOR_USDT
37,1559088000000,0.04450000,0.04850000,0.04330000,0.04470000,1244588.64650000,FOR_USDT
38,1559174400000,0.04460000,0.04480000,0.04010000,0.04180000,1586289.50730000,FOR_USDT
39,1559260800000,0.04180000,0.04390000,0.04010000,0.04220000,5472888.79130000,FOR_USDT
40,1559347200000,0.04220000,0.04340000,0.04000000,0.04210000,3830691.65540000,FOR_USDT
