,time,open,high,low,close,vol,market_name
0,1563408000000,0.01880000,0.03000000,0.01530000,0.02070000,32802802.50810000,XENO_USDT
1,1563494400000,0.02070000,0.02190000,0.01400000,0.01420000,31228629.90040000,XENO_USDT
2,1563580800000,0.01420000,0.01980000,0.01230000,0.01780000,27721808.61480000,XENO_USDT
3,1563667200000,0.01770000,0.01820000,0.01450000,0.01580000,34801856.04990000,XENO_USDT
4,1563753600000,0.01580000,0.01660000,0.01110000,0.01240000,17692024.98120000,XENO_USDT
5,1563840000000,0.01240000,0.01600000,0.01220000,0.01400000,10805628.00760000,XENO_USDT
6,1563926400000,0.01380000,0.01410000,0.01210000,0.01380000,7478466.30550000,XENO_USDT
7,1564012800000,0.01380000,0.01390000,0.01160000,0.01270000,14199971.81790000,XENO_USDT
8,1564099200000,0.01270000,0.01350000,0.01170000,0.01270000,13675366.37940000,XENO_USDT
9,1564185600000,0.01270000,0.01290000,0.01050000,0.01090000,16469021.66620000,XENO_USDT
10,1564272000000,0.01100000,0.01240000,0.01050000,0.01180000,22870015.53140000,XENO_USDT
11,1564358400000,0.01180000,0.01210000,0.01000000,0.01100000,12919170.89930000,XENO_USDT
12,1564444800000,0.01100000,0.01120000,0.01020000,0.01100000,21153400.46280000,XENO_USDT
13,1564531200000,0.01100000,0.01130000,0.01040000,0.01050000,7491278.54050000,XENO_USDT
14,1564617600000,0.01050000,0.01070000,0.01050000,0.01060000,3600133.90510000,XENO_USDT
15,1564704000000,0.01060000,0.01130000,0.01000000,0.01030000,4151550.69500000,XENO_USDT
16,1564790400000,0.01030000,0.01120000,0.01010000,0.01090000,4310106.04580000,XENO_USDT
17,1564876800000,0.01090000,0.01100000,0.01030000,0.01050000,4379832.28850000,XENO_USDT
18,1564963200000,0.01050000,0.01680000,0.00930000,0.01130000,8186452.73190000,XENO_USDT
19,1565049600000,0.01130000,0.01180000,0.01020000,0.01090000,8973284.78720000,XENO_USDT
20,1565136000000,0.01090000,0.01150000,0.01020000,0.01040000,9749408.95790000,XENO_USDT
21,1565222400000,0.01040000,0.01130000,0.00920000,0.01010000,2003860.06910000,XENO_USDT
22,1565308800000,0.01010000,0.01080000,0.00980000,0.01010000,5125577.64450000,XENO_USDT
23,1565395200000,0.01010000,0.01080000,0.00660000,0.00860000,14010135.94430000,XENO_USDT
24,1565481600000,0.00860000,0.00960000,0.00750000,0.00820000,19065841.81060000,XENO_USDT
25,1565568000000,0.00820000,0.00940000,0.00710000,0.00890000,16207248.54170000,XENO_USDT
26,1565654400000,0.00890000,0.00900000,0.00740000,0.00790000,15100063.33730000,XENO_USDT
27,1565740800000,0.00790000,0.00870000,0.00610000,0.00750000,18074056.04960000,XENO_USDT
28,1565827200000,0.00750000,0.00760000,0.00700000,0.00720000,15380013.71810000,XENO_USDT
29,1565913600000,0.00720000,0.00800000,0.00640000,0.00720000,10707164.05740000,XENO_USDT
30,1566000000000,0.00720000,0.00730000,0.00680000,0.00710000,4373208.67150000,XENO_USDT
31,1566086400000,0.00710000,0.00710000,0.00610000,0.00650000,5882472.16820000,XENO_USDT
32,1566172800000,0.00650000,0.00690000,0.00610000,0.00650000,4922024.90170000,XENO_USDT
33,1566259200000,0.00650000,0.00650000,0.00500000,0.00590000,4895336.99820000,XENO_USDT
34,1566345600000,0.00590000,0.00590000,0.00500000,0.00560000,4774861.00590000,XENO_USDT
35,1566432000000,0.00560000,0.00690000,0.00540000,0.00690000,3401240.21920000,XENO_USDT
36,1566518400000,0.00810000,0.00810000,0.00540000,0.00690000,4511118.00710000,XENO_USDT
37,1566604800000,0.00690000,0.00690000,0.00510000,0.00550000,441216.75990000,XENO_USDT
38,1566691200000,0.00550000,0.00550000,0.00450000,0.00490000,7394073.92630000,XENO_USDT
