,timestamp,open,high,low,close,volume,market_name
0,2019-03-21T00:00:00Z,3.1e-07,5.7e-07,1.9e-07,1.9e-07,95483.83202103,BTT-BTC
1,2019-03-22T00:00:00Z,2.3e-07,2.3e-07,1.9e-07,2.1e-07,78854.04464835,BTT-BTC
2,2019-03-23T00:00:00Z,2.1e-07,2.2e-07,2e-07,2.2e-07,100041.57609059,BTT-BTC
3,2019-03-24T00:00:00Z,2.1e-07,2.2e-07,1.9e-07,2.1e-07,16081.3851149,BTT-BTC
4,2019-03-25T00:00:00Z,2.1e-07,2.2e-07,1.8e-07,1.8e-07,33161.80719298,BTT-BTC
5,2019-03-26T00:00:00Z,2e-07,2e-07,1.9e-07,2e-07,28641.13603751,BTT-BTC
6,2019-03-27T00:00:00Z,1.9e-07,2e-07,1.7e-07,2e-07,806318.58341658,BTT-BTC
7,2019-03-28T00:00:00Z,1.9e-07,2.1e-07,1.9e-07,2e-07,560064.73886489,BTT-BTC
8,2019-03-29T00:00:00Z,2e-07,2e-07,1.9e-07,1.9e-07,10355.65334665,BTT-BTC
9,2019-03-30T00:00:00Z,2e-07,2e-07,1.8e-07,1.8e-07,124147.37662338,BTT-BTC
10,2019-03-31T00:00:00Z,1.8e-07,2e-07,1.8e-07,2e-07,13789.97513487,BTT-BTC
11,2019-04-01T00:00:00Z,2e-07,2e-07,1.8e-07,1.9e-07,5700.42973123,BTT-BTC
12,2019-04-02T00:00:00Z,1.8e-07,1.9e-07,1.7e-07,1.7e-07,36647.75066278,BTT-BTC
13,2019-04-03T00:00:00Z,1.9e-07,1.9e-07,1.5e-07,1.7e-07,525831.12087913,BTT-BTC
14,2019-04-04T00:00:00Z,1.6e-07,1.7e-07,1.5e-07,1.6e-07,75635.76323278,BTT-BTC
15,2019-04-05T00:00:00Z,1.5e-07,1.7e-07,1.5e-07,1.5e-07,134715.14484718,BTT-BTC
16,2019-04-06T00:00:00Z,1.5e-07,1.7e-07,1.5e-07,1.5e-07,319626.42866813,BTT-BTC
17,2019-04-07T00:00:00Z,1.5e-07,1.7e-07,1.4e-07,1.5e-07,175786.15837677,BTT-BTC
18,2019-04-08T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.4e-07,126574.78137021,BTT-BTC
19,2019-04-09T00:00:00Z,1.4e-07,1.6e-07,1.3e-07,1.5e-07,474173.61743645,BTT-BTC
20,2019-04-10T00:00:00Z,1.4e-07,1.6e-07,1.4e-07,1.4e-07,129235.10385115,BTT-BTC
21,2019-04-11T00:00:00Z,1.5e-07,1.6e-07,1.3e-07,1.3e-07,1589969.56971809,BTT-BTC
22,2019-04-12T00:00:00Z,1.3e-07,1.6e-07,1.2e-07,1.5e-07,279979.35643067,BTT-BTC
23,2019-04-13T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.5e-07,168891.88909092,BTT-BTC
24,2019-04-14T00:00:00Z,1.6e-07,1.6e-07,1.4e-07,1.6e-07,211132.91500589,BTT-BTC
25,2019-04-15T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.6e-07,263653.84742094,BTT-BTC
26,2019-04-16T00:00:00Z,1.6e-07,1.6e-07,1.4e-07,1.4e-07,92725.63353147,BTT-BTC
27,2019-04-17T00:00:00Z,1.4e-07,1.6e-07,1.4e-07,1.5e-07,227421.67385617,BTT-BTC
28,2019-04-18T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.5e-07,856833.07323772,BTT-BTC
29,2019-04-19T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.5e-07,83559.89310391,BTT-BTC
30,2019-04-20T00:00:00Z,1.5e-07,1.6e-07,1.4e-07,1.4e-07,545394.91810505,BTT-BTC
31,2019-04-21T00:00:00Z,1.4e-07,1.5e-07,1.2e-07,1.3e-07,1087374.98196497,BTT-BTC
32,2019-04-22T00:00:00Z,1.3e-07,1.4e-07,1.3e-07,1.3e-07,53959.73414232,BTT-BTC
33,2019-04-23T00:00:00Z,1.3e-07,1.4e-07,1.2e-07,1.3e-07,172874.42741857,BTT-BTC
34,2019-04-24T00:00:00Z,1.3e-07,1.4e-07,1.2e-07,1.3e-07,203587.41307572,BTT-BTC
35,2019-04-25T00:00:00Z,1.2e-07,1.5e-07,1.2e-07,1.2e-07,425007.65558747,BTT-BTC
36,2019-04-26T00:00:00Z,1.2e-07,1.4e-07,1.2e-07,1.3e-07,166216.35233169,BTT-BTC
37,2019-04-27T00:00:00Z,1.3e-07,1.4e-07,1.2e-07,1.2e-07,126201.87112891,BTT-BTC
38,2019-04-28T00:00:00Z,1.2e-07,1.3e-07,1.2e-07,1.2e-07,87516.14885117,BTT-BTC
39,2019-04-29T00:00:00Z,1.2e-07,1.3e-07,1.1e-07,1.2e-07,236881.00071777,BTT-BTC
40,2019-04-30T00:00:00Z,1.2e-07,1.4e-07,1.1e-07,1.2e-07,202780.50451802,BTT-BTC
41,2019-05-01T00:00:00Z,1.2e-07,1.3e-07,1.1e-07,1.2e-07,211023.347362,BTT-BTC
42,2019-05-02T00:00:00Z,1.2e-07,1.4e-07,1.2e-07,1.2e-07,158726.11915202,BTT-BTC
43,2019-05-03T00:00:00Z,1.2e-07,1.3e-07,1.1e-07,1.1e-07,194060.95745981,BTT-BTC
44,2019-05-04T00:00:00Z,1.2e-07,1.3e-07,1e-07,1e-07,765144.26234537,BTT-BTC
45,2019-05-05T00:00:00Z,1e-07,1.2e-07,1e-07,1.1e-07,279011.52997837,BTT-BTC
46,2019-05-06T00:00:00Z,1e-07,1.2e-07,1e-07,1.1e-07,358354.98233271,BTT-BTC
47,2019-05-07T00:00:00Z,1.1e-07,1.2e-07,1e-07,1.1e-07,472806.88961147,BTT-BTC
48,2019-05-08T00:00:00Z,1e-07,1.3e-07,1e-07,1.1e-07,860488.1006517,BTT-BTC
49,2019-05-09T00:00:00Z,1.1e-07,1.3e-07,1e-07,1e-07,278606.6296994,BTT-BTC
50,2019-05-10T00:00:00Z,1e-07,1.1e-07,9e-08,1e-07,1136825.18156305,BTT-BTC
51,2019-05-11T00:00:00Z,1e-07,1.1e-07,9e-08,9e-08,316174.55529948,BTT-BTC
52,2019-05-12T00:00:00Z,9e-08,1e-07,9e-08,9e-08,196065.08291719,BTT-BTC
53,2019-05-13T00:00:00Z,9e-08,1.1e-07,9e-08,1e-07,735694.0692729,BTT-BTC
54,2019-05-14T00:00:00Z,9e-08,1.1e-07,9e-08,1e-07,1357504.98204598,BTT-BTC
55,2019-05-15T00:00:00Z,1e-07,1.1e-07,9e-08,1e-07,491928.01904514,BTT-BTC
56,2019-05-16T00:00:00Z,1e-07,1.2e-07,1e-07,1.1e-07,924218.41421426,BTT-BTC
57,2019-05-17T00:00:00Z,1.1e-07,1.5e-07,1e-07,1.3e-07,1630430.60934301,BTT-BTC
58,2019-05-18T00:00:00Z,1.3e-07,1.6e-07,1.2e-07,1.3e-07,754383.73198904,BTT-BTC
59,2019-05-19T00:00:00Z,1.3e-07,1.4e-07,1.2e-07,1.3e-07,697230.58140776,BTT-BTC
60,2019-05-20T00:00:00Z,1.3e-07,1.5e-07,1.2e-07,1.5e-07,617418.89104669,BTT-BTC
61,2019-05-21T00:00:00Z,1.5e-07,1.7e-07,1.4e-07,1.5e-07,1547632.05905009,BTT-BTC
62,2019-05-22T00:00:00Z,1.5e-07,1.7e-07,1.3e-07,1.3e-07,883123.67830758,BTT-BTC
63,2019-05-23T00:00:00Z,1.3e-07,1.7e-07,1.3e-07,1.5e-07,770855.27486065,BTT-BTC
64,2019-05-24T00:00:00Z,1.5e-07,1.7e-07,1.4e-07,1.5e-07,1060358.0696333,BTT-BTC
65,2019-05-25T00:00:00Z,1.5e-07,1.6e-07,1.5e-07,1.5e-07,48276.78821184,BTT-BTC
66,2019-05-26T00:00:00Z,1.5e-07,1.8e-07,1.5e-07,1.6e-07,1077215.68209413,BTT-BTC
67,2019-05-27T00:00:00Z,1.6e-07,1.9e-07,1.6e-07,1.9e-07,865132.07165968,BTT-BTC
68,2019-05-28T00:00:00Z,1.9e-07,2.2e-07,1.9e-07,2e-07,1364325.16628747,BTT-BTC
69,2019-05-29T00:00:00Z,2e-07,2.1e-07,1.9e-07,2e-07,300669.92166765,BTT-BTC
70,2019-05-30T00:00:00Z,1.9e-07,2.1e-07,1.6e-07,1.7e-07,757533.6269581,BTT-BTC
71,2019-05-31T00:00:00Z,1.7e-07,1.9e-07,1.7e-07,1.8e-07,361537.24907198,BTT-BTC
72,2019-06-01T00:00:00Z,1.8e-07,2e-07,1.7e-07,1.9e-07,540239.71837594,BTT-BTC
73,2019-06-02T00:00:00Z,1.9e-07,2.1e-07,1.7e-07,1.8e-07,746634.66275266,BTT-BTC
74,2019-06-03T00:00:00Z,1.8e-07,1.9e-07,1.6e-07,1.7e-07,706211.80093643,BTT-BTC
75,2019-06-04T00:00:00Z,1.7e-07,1.9e-07,1.6e-07,1.6e-07,637285.3491211,BTT-BTC
76,2019-06-05T00:00:00Z,1.6e-07,1.8e-07,1.6e-07,1.6e-07,394002.19253898,BTT-BTC
77,2019-06-06T00:00:00Z,1.6e-07,1.8e-07,1.6e-07,1.6e-07,934555.68611993,BTT-BTC
78,2019-06-07T00:00:00Z,1.6e-07,1.7e-07,1.6e-07,1.6e-07,382810.5654347,BTT-BTC
