,timestamp,open,high,low,close,volume,market_name
0,2019-11-29T00:00:00Z,5e-05,5e-05,5e-05,5e-05,0.999001,CNTX-BTC
1,2019-12-01T00:00:00Z,5e-05,5e-05,5e-05,5e-05,2.7972028,CNTX-BTC
2,2019-12-02T00:00:00Z,5.3e-05,5.3e-05,5.03e-05,5.044e-05,3.1981019,CNTX-BTC
3,2019-12-03T00:00:00Z,5.3e-05,5.6e-05,5.3e-05,5.3e-05,2.6983017,CNTX-BTC
4,2019-12-05T00:00:00Z,5.299e-05,5.3e-05,5.299e-05,5.3e-05,1915.68431568,CNTX-BTC
5,2019-12-06T00:00:00Z,5.207e-05,5.289e-05,5.001e-05,5.289e-05,8.30500115,CNTX-BTC
6,2019-12-07T00:00:00Z,5.299e-05,5.3e-05,5.295e-05,5.3e-05,1007.4925075,CNTX-BTC
7,2019-12-08T00:00:00Z,5.223e-05,5.6e-05,5.01e-06,5.281e-05,23241.75695997,CNTX-BTC
8,2019-12-09T00:00:00Z,5.326e-05,5.596e-05,4.695e-05,4.728e-05,420.86634927,CNTX-BTC
9,2019-12-10T00:00:00Z,5e-05,5.236e-05,2.229e-05,5.213e-05,436.03291748,CNTX-BTC
10,2019-12-11T00:00:00Z,2.249e-05,3.78e-05,4.05e-06,3.292e-05,1105.22507493,CNTX-BTC
11,2019-12-12T00:00:00Z,1.251e-05,3.127e-05,6.2e-06,1.884e-05,599.59100899,CNTX-BTC
12,2019-12-13T00:00:00Z,6.28e-06,1.1e-05,2.91e-06,1.049e-05,7515.08008254,CNTX-BTC
13,2019-12-14T00:00:00Z,5.07e-06,1.599e-05,4.56e-06,9.67e-06,1079.74067056,CNTX-BTC
14,2019-12-15T00:00:00Z,9.66e-06,1.29e-05,7.99e-06,8e-06,961.8270541,CNTX-BTC
15,2019-12-16T00:00:00Z,7e-06,8.11e-06,4.01e-06,7.86e-06,533.96673327,CNTX-BTC
16,2019-12-17T00:00:00Z,7.51e-06,1.018e-05,6.69e-06,1.016e-05,22304.8943057,CNTX-BTC
17,2019-12-18T00:00:00Z,1.012e-05,1.013e-05,7.14e-06,1.003e-05,62819.92928857,CNTX-BTC
18,2019-12-19T00:00:00Z,9.78e-06,9.78e-06,4.84e-06,9.62e-06,62998.64238565,CNTX-BTC
19,2019-12-20T00:00:00Z,7.57e-06,8.98e-06,6.93e-06,8.4e-06,131031.30927922,CNTX-BTC
20,2019-12-21T00:00:00Z,7.86e-06,1.004e-05,7.55e-06,9.52e-06,71023.23555373,CNTX-BTC
