,time,volume,close,high,low,open,market_name
0,1556236800000,7133883158.8691,0.00517,0.0129,0.00044,0.00044,drep-_usdt
1,1556323200000,3896046641.085,0.0054,0.00654,0.00515,0.00518,drep-_usdt
2,1556409600000,1744219835.7602,0.0047,0.00546,0.00448,0.00541,drep-_usdt
3,1556496000000,593443831.36902,0.00379,0.0047,0.00361,0.0047,drep-_usdt
4,1556582400000,1092980426.7711,0.00355,0.00441,0.0034,0.00377,drep-_usdt
5,1556668800000,1123920495.1451,0.00333,0.00374,0.00324,0.00355,drep-_usdt
6,1556755200000,1023147191.5414,0.00307,0.00334,0.00301,0.00333,drep-_usdt
7,1556841600000,874802852.10721,0.00296,0.00328,0.00286,0.00307,drep-_usdt
8,1556928000000,502195609.90966,0.00345,0.00376,0.00288,0.00296,drep-_usdt
9,1557014400000,990908217.24629,0.0037,0.004,0.0034,0.00342,drep-_usdt
10,1557100800000,478783620.28791,0.00333,0.00374,0.0032,0.0037,drep-_usdt
11,1557187200000,822072014.29828,0.00316,0.00357,0.00293,0.00333,drep-_usdt
12,1557273600000,674885553.33527,0.00324,0.0039,0.00296,0.00316,drep-_usdt
13,1557360000000,467312291.23692,0.00305,0.00336,0.003,0.00325,drep-_usdt
14,1557446400000,261008416.58347,0.0033,0.00332,0.00289,0.00306,drep-_usdt
15,1557532800000,818583574.93009,0.00323,0.00354,0.00308,0.0033,drep-_usdt
16,1557619200000,25550509.013972,0.00313,0.00329,0.00313,0.00323,drep-_usdt
17,1557705600000,1120963721.1256,0.00316,0.00325,0.003,0.00313,drep-_usdt
18,1557792000000,1684066501.4969,0.00318,0.00323,0.00303,0.00316,drep-_usdt
19,1557878400000,478975287.99043,0.00334,0.00345,0.00315,0.00319,drep-_usdt
20,1557964800000,869167206.28613,0.00326,0.00356,0.00311,0.00335,drep-_usdt
21,1558051200000,600385365.52519,0.00347,0.0037,0.00302,0.00326,drep-_usdt
22,1558137600000,1015665474.7017,0.00372,0.0044,0.00343,0.00347,drep-_usdt
23,1558224000000,587200192.22552,0.00419,0.00421,0.00363,0.00372,drep-_usdt
24,1558310400000,940388699.14648,0.00466,0.00477,0.00399,0.0042,drep-_usdt
25,1558396800000,1287590009.6057,0.00431,0.00587,0.00419,0.00468,drep-_usdt
26,1558483200000,1148525026.2368,0.00398,0.00497,0.00387,0.00431,drep-_usdt
27,1558569600000,799217907.43365,0.00369,0.00402,0.00358,0.00397,drep-_usdt
28,1558656000000,374894222.40901,0.0038,0.0041,0.00366,0.00369,drep-_usdt
29,1558742400000,516360699.00057,0.00373,0.004,0.00363,0.0038,drep-_usdt
30,1558828800000,328863468.60268,0.00376,0.00382,0.00366,0.00373,drep-_usdt
31,1558915200000,540324689.42091,0.00385,0.00399,0.00371,0.00376,drep-_usdt
32,1559001600000,727348979.53122,0.00388,0.00402,0.00378,0.00384,drep-_usdt
33,1559088000000,583618201.92225,0.00377,0.00391,0.00373,0.00388,drep-_usdt
34,1559174400000,706639547.13062,0.0034,0.00385,0.0031,0.00377,drep-_usdt
35,1559260800000,573294071.55056,0.00352,0.00361,0.00324,0.0034,drep-_usdt
36,1559347200000,596659480.87551,0.00344,0.00358,0.00339,0.00352,drep-_usdt
37,1559433600000,422131963.33787,0.00338,0.0035,0.00331,0.00343,drep-_usdt
38,1559520000000,512797422.9136,0.00302,0.00345,0.00299,0.00338,drep-_usdt
39,1559606400000,373788196.21723,0.00279,0.00303,0.00275,0.00302,drep-_usdt
40,1559692800000,332223299.04277,0.00292,0.00299,0.00275,0.00279,drep-_usdt
41,1559779200000,410796404.91904,0.003,0.00307,0.00287,0.00292,drep-_usdt
42,1559865600000,272442976.69451,0.00295,0.00304,0.00287,0.00299,drep-_usdt
43,1559952000000,489388656.02781,0.00297,0.0031,0.00288,0.00296,drep-_usdt
44,1560038400000,126439958.15949,0.00289,0.00308,0.0028,0.00298,drep-_usdt
45,1560124800000,166531079.66889,0.00294,0.00304,0.00285,0.00288,drep-_usdt
46,1560211200000,45223551.506281,0.00296,0.00299,0.00286,0.00294,drep-_usdt
47,1560297600000,62599497.536389,0.00296,0.00303,0.0029,0.00296,drep-_usdt
48,1560384000000,42227237.638375,0.00294,0.00308,0.00291,0.00296,drep-_usdt
49,1560470400000,47610584.73643,0.00289,0.00297,0.00282,0.00294,drep-_usdt
50,1560556800000,196653527.3419,0.00318,0.00331,0.00282,0.00289,drep-_usdt
51,1560643200000,56245116.415922,0.00296,0.00334,0.00295,0.00317,drep-_usdt
52,1560729600000,47189945.026895,0.00306,0.00315,0.00296,0.00297,drep-_usdt
53,1560816000000,66724453.800294,0.00297,0.00314,0.00294,0.00306,drep-_usdt
54,1560902400000,537599931.16865,0.0047,0.0047,0.00298,0.00298,drep-_usdt
55,1560988800000,544810243.97583,0.00358,0.00477,0.00345,0.0047,drep-_usdt
56,1561075200000,292412651.71952,0.00428,0.00448,0.00356,0.00356,drep-_usdt
57,1561161600000,157215922.13802,0.00371,0.00429,0.0036,0.00427,drep-_usdt
58,1561248000000,61687445.117211,0.00352,0.00381,0.0034,0.00371,drep-_usdt
59,1561334400000,76772222.943297,0.0033,0.00363,0.00328,0.00352,drep-_usdt
60,1561420800000,142456236.61701,0.00303,0.00336,0.00292,0.00329,drep-_usdt
61,1561507200000,269374390.1444,0.00271,0.00308,0.00264,0.00303,drep-_usdt
