,time,volume,close,high,low,open,market_name
0,1563753600000,123577.33,3.64e-06,8.997e-05,2.02e-06,2.11e-06,vidy-_eth
1,1563840000000,699323.98274021,1.782e-05,3.798e-05,1.698e-05,2e-05,vidy-_eth
2,1563926400000,705851.74042078,1.596e-05,1.699e-05,1.594e-05,1.699e-05,vidy-_eth
3,1564012800000,71091.7979,1.534e-05,1.554e-05,1.515e-05,1.554e-05,vidy-_eth
4,1564099200000,241795.426349,1.409e-05,1.442e-05,1.396e-05,1.442e-05,vidy-_eth
5,1564185600000,2464.45431,2.091e-05,2.091e-05,1.397e-05,1.397e-05,vidy-_eth
6,1564272000000,0.0,2.091e-05,2.091e-05,2.091e-05,2.091e-05,vidy-_eth
7,1564358400000,941898.349194,1.355e-05,1.875e-05,1.355e-05,1.355e-05,vidy-_eth
8,1564444800000,1835.63653617,1.376e-05,1.376e-05,1.376e-05,1.376e-05,vidy-_eth
9,1564531200000,0.0,1.376e-05,1.376e-05,1.376e-05,1.376e-05,vidy-_eth
10,1564617600000,0.0,1.376e-05,1.376e-05,1.376e-05,1.376e-05,vidy-_eth
11,1564704000000,76492.89258224,1.375e-05,1.375e-05,1.272e-05,1.273e-05,vidy-_eth
12,1564790400000,22222.0,1.376e-05,1.376e-05,1.376e-05,1.376e-05,vidy-_eth
13,1564876800000,51778.14843429,1.496e-05,1.519e-05,1.496e-05,1.5e-05,vidy-_eth
14,1564963200000,47213.550362,1.395e-05,1.395e-05,1.387e-05,1.387e-05,vidy-_eth
15,1565049600000,2577.86,1.295e-05,1.295e-05,1.295e-05,1.295e-05,vidy-_eth
16,1565136000000,0.0,1.295e-05,1.295e-05,1.295e-05,1.295e-05,vidy-_eth
17,1565222400000,7508.27,1.341e-05,1.374e-05,1.341e-05,1.374e-05,vidy-_eth
18,1565308800000,227479.47252248,1.264e-05,1.888e-05,1.189e-05,1.216e-05,vidy-_eth
19,1565395200000,27207.8123,1.305e-05,1.305e-05,1.305e-05,1.305e-05,vidy-_eth
20,1565481600000,0.0,1.305e-05,1.305e-05,1.305e-05,1.305e-05,vidy-_eth
21,1565568000000,62656.274500658,1.316e-05,1.35e-05,1.305e-05,1.305e-05,vidy-_eth
22,1565654400000,0.0,1.316e-05,1.316e-05,1.316e-05,1.316e-05,vidy-_eth
23,1565740800000,14788.048632,1.322e-05,1.323e-05,1.322e-05,1.323e-05,vidy-_eth
24,1565827200000,0.0,1.322e-05,1.322e-05,1.322e-05,1.322e-05,vidy-_eth
25,1565913600000,10000.0,1.885e-05,1.885e-05,1.884e-05,1.884e-05,vidy-_eth
26,1566000000000,238906.2108,1.435e-05,1.882e-05,1.406e-05,1.406e-05,vidy-_eth
27,1566086400000,1989567.922891,1.4e-05,1.5e-05,1.4e-05,1.436e-05,vidy-_eth
28,1566172800000,1035365.5392492,1.299e-05,1.544e-05,1.299e-05,1.428e-05,vidy-_eth
29,1566259200000,75318.1475,1.356e-05,1.4e-05,1.356e-05,1.4e-05,vidy-_eth
