,time,volume,close,high,low,open,market_name
0,1557100800000,5950911838.9164,0.00098,0.002114,0.00092,0.0012,mbl-_usdt
1,1557187200000,1224329272.0805,0.000668,0.000987,0.000668,0.00098,mbl-_usdt
2,1557273600000,780838108.28487,0.000545,0.000669,0.000522,0.000668,mbl-_usdt
3,1557360000000,388194213.53635,0.000465,0.000598,0.00045,0.000543,mbl-_usdt
4,1557446400000,218561040.46016,0.000462,0.000488,0.000451,0.000465,mbl-_usdt
5,1557532800000,427429820.26033,0.000508,0.000508,0.000452,0.000463,mbl-_usdt
6,1557619200000,110251753.12939,0.000467,0.000511,0.00046,0.000509,mbl-_usdt
7,1557705600000,653551046.07044,0.000473,0.00055,0.0004,0.000467,mbl-_usdt
8,1557792000000,172131537.3786,0.000484,0.0005,0.000456,0.000479,mbl-_usdt
9,1557878400000,251699658.58112,0.000508,0.000548,0.000461,0.000494,mbl-_usdt
10,1557964800000,293693527.84449,0.000605,0.000632,0.000492,0.000513,mbl-_usdt
11,1558051200000,611711820.53023,0.000705,0.000852,0.00052,0.000605,mbl-_usdt
12,1558137600000,198965455.72584,0.000641,0.000748,0.000607,0.000748,mbl-_usdt
13,1558224000000,98004755.977678,0.000712,0.000713,0.000641,0.000641,mbl-_usdt
14,1558310400000,338803648.79761,0.000867,0.000918,0.0007,0.000712,mbl-_usdt
15,1558396800000,300782498.75013,0.000924,0.000969,0.000839,0.000867,mbl-_usdt
16,1558483200000,170850960.00562,0.00084,0.000924,0.000821,0.000924,mbl-_usdt
17,1558569600000,91753245.781685,0.000812,0.000841,0.000768,0.000838,mbl-_usdt
18,1558656000000,113365843.90629,0.000846,0.00085,0.000762,0.000812,mbl-_usdt
19,1558742400000,176306167.44738,0.000915,0.000978,0.00082,0.000846,mbl-_usdt
20,1558828800000,94232889.728586,0.000894,0.000915,0.000769,0.000915,mbl-_usdt
21,1558915200000,95731731.277773,0.000901,0.000926,0.000883,0.000893,mbl-_usdt
22,1559001600000,67934858.833446,0.000949,0.000962,0.000895,0.000901,mbl-_usdt
23,1559088000000,40433947.408751,0.000916,0.000947,0.000903,0.000947,mbl-_usdt
24,1559174400000,37744544.230432,0.000935,0.000978,0.000905,0.000917,mbl-_usdt
25,1559260800000,18753692.484289,0.000941,0.000941,0.00091,0.000934,mbl-_usdt
26,1559347200000,122615694.25324,0.000887,0.001031,0.000869,0.000935,mbl-_usdt
27,1559433600000,21412742.346051,0.000897,0.000909,0.000886,0.000888,mbl-_usdt
28,1559520000000,39867503.827224,0.000891,0.000936,0.000878,0.000892,mbl-_usdt
29,1559606400000,65799784.91229,0.000903,0.000905,0.000841,0.000889,mbl-_usdt
30,1559692800000,25462681.61517,0.000919,0.00095,0.000901,0.000904,mbl-_usdt
31,1559779200000,35543538.420683,0.000958,0.000988,0.000915,0.000915,mbl-_usdt
32,1559865600000,49910219.619024,0.000973,0.00108,0.000943,0.000972,mbl-_usdt
33,1559952000000,24750622.500092,0.000995,0.001066,0.000946,0.000971,mbl-_usdt
34,1560038400000,135663401.14271,0.000988,0.001248,0.000943,0.000992,mbl-_usdt
35,1560124800000,107117976.78637,0.00103,0.001048,0.000958,0.000977,mbl-_usdt
36,1560211200000,330778979.75711,0.001102,0.00131,0.001016,0.001028,mbl-_usdt
37,1560297600000,141156828.17224,0.001157,0.001157,0.001044,0.001101,mbl-_usdt
38,1560384000000,96834176.429899,0.001188,0.001323,0.001136,0.001157,mbl-_usdt
39,1560470400000,187568927.77031,0.001192,0.00128,0.001127,0.001188,mbl-_usdt
40,1560556800000,178274467.15451,0.001391,0.001599,0.001188,0.00119,mbl-_usdt
41,1560643200000,103890642.55382,0.001439,0.0015,0.001228,0.001392,mbl-_usdt
42,1560729600000,88298970.459351,0.001494,0.0016,0.001376,0.001435,mbl-_usdt
43,1560816000000,44026708.4629,0.001542,0.001643,0.001454,0.001528,mbl-_usdt
44,1560902400000,65487702.90653,0.001599,0.00164,0.001514,0.001532,mbl-_usdt
45,1560988800000,5296992495.7746,0.005588,0.008401,0.001586,0.001607,mbl-_usdt
46,1561075200000,642654314.69171,0.004957,0.00575,0.004711,0.005682,mbl-_usdt
47,1561161600000,221750043.17879,0.004235,0.004975,0.00384,0.004934,mbl-_usdt
