,time,volume,close,high,low,open,market_name
0,1558742400000,2889271710.378,0.00159,0.002222,0.001551,0.0019,gmat-_usdt
1,1558828800000,825898577.57567,0.001369,0.0016,0.001281,0.00159,gmat-_usdt
2,1558915200000,526977506.178,0.001363,0.001417,0.0013,0.0013689999,gmat-_usdt
3,1559001600000,337786728.25368,0.001291,0.001363,0.001261,0.001363,gmat-_usdt
4,1559088000000,176563497.51009,0.001275,0.001296,0.00125,0.001287,gmat-_usdt
5,1559174400000,264690531.23485,0.001277,0.001303,0.001246,0.001275,gmat-_usdt
6,1559260800000,161285654.81327,0.001266,0.0013,0.001233,0.0012769999,gmat-_usdt
7,1559347200000,287083120.83495,0.001265,0.001352,0.001233,0.001266,gmat-_usdt
8,1559433600000,92342950.206377,0.001289,0.001299,0.001254,0.001266,gmat-_usdt
9,1559520000000,135600172.42687,0.001243,0.001298,0.001239,0.001292,gmat-_usdt
10,1559606400000,255907494.32886,0.00123,0.001307,0.00123,0.001243,gmat-_usdt
11,1559692800000,146226361.60513,0.001228,0.00131,0.001228,0.00123,gmat-_usdt
12,1559779200000,80551702.833677,0.001151,0.001282,0.001142,0.001236,gmat-_usdt
13,1559865600000,113799314.36027,0.001248,0.001288,0.001156,0.001158,gmat-_usdt
14,1559952000000,529434136.78363,0.001621,0.001831,0.001248,0.001248,gmat-_usdt
15,1560038400000,94306022.671385,0.001581,0.001647,0.001555,0.001621,gmat-_usdt
16,1560124800000,86642106.406194,0.001613,0.001669,0.001566,0.001582,gmat-_usdt
17,1560211200000,112995643.29392,0.001709,0.0018,0.001613,0.001613,gmat-_usdt
18,1560297600000,51932768.313465,0.001699,0.001779,0.001642,0.001719,gmat-_usdt
19,1560384000000,42038189.193597,0.001599,0.001703,0.001504,0.001693,gmat-_usdt
20,1560470400000,54280071.377525,0.001597,0.0017,0.001597,0.001602,gmat-_usdt
21,1560556800000,584562238.03825,0.00328,0.004,0.001596,0.0016,gmat-_usdt
22,1560643200000,209825672.09529,0.00281,0.003807,0.002512,0.00329,gmat-_usdt
23,1560729600000,115651641.35292,0.0033,0.004,0.002724,0.00281,gmat-_usdt
24,1560816000000,271519186.92484,0.004816,0.0049,0.003231,0.003331,gmat-_usdt
25,1560902400000,289244787.62148,0.006433,0.00674,0.004522,0.004815,gmat-_usdt
26,1560988800000,104546643.58526,0.008,0.008,0.0052,0.006433,gmat-_usdt
27,1561075200000,187348047.82876,0.010501,0.01123,0.0075,0.008111,gmat-_usdt
28,1561161600000,143638837.63111,0.0092,0.012,0.0079,0.010502,gmat-_usdt
29,1561248000000,84966337.850416,0.0097,0.011428,0.0088,0.009209,gmat-_usdt
30,1561334400000,43146744.440684,0.0096,0.010216,0.008873,0.0097,gmat-_usdt
31,1561420800000,94773706.388869,0.00758,0.009597,0.0065,0.009597,gmat-_usdt
32,1561507200000,69111832.731611,0.006374,0.007734,0.006004,0.007661,gmat-_usdt
33,1561593600000,160313737.38582,0.00974,0.01,0.0057,0.006374,gmat-_usdt
34,1561680000000,148256409.57908,0.009619,0.01292,0.0085,0.009741,gmat-_usdt
35,1561766400000,42185829.083782,0.008887,0.010199,0.008142,0.009427,gmat-_usdt
36,1561852800000,21058054.279152,0.008746,0.00998,0.008506,0.009026,gmat-_usdt
37,1561939200000,12293432.987637,0.008553,0.009151,0.008003,0.008726,gmat-_usdt
38,1562025600000,10579200.478199,0.008895,0.009285,0.008,0.008553,gmat-_usdt
39,1562112000000,26261671.183446,0.009857,0.010588,0.008895,0.008897,gmat-_usdt
40,1562198400000,10378931.042988,0.00895,0.0099,0.008812,0.009867,gmat-_usdt
41,1562284800000,17257446.525451,0.009164,0.009798,0.0088,0.00895,gmat-_usdt
42,1562371200000,14518473.929272,0.008902,0.0099,0.0088,0.009166,gmat-_usdt
43,1562457600000,20107850.583363,0.009072,0.009342,0.008877,0.0089,gmat-_usdt
44,1562544000000,14996770.002194,0.008356,0.009289,0.008312,0.0091,gmat-_usdt
45,1562630400000,75594578.318098,0.011182,0.013571,0.008209,0.008358,gmat-_usdt
46,1562716800000,829110085.64967,0.018466,0.021432,0.010103,0.011166,gmat-_usdt
47,1562803200000,776218969.31639,0.010075,0.019,0.008321,0.01836,gmat-_usdt
48,1562889600000,604161824.5975,0.008396,0.010075,0.0067872059,0.010075,gmat-_usdt
49,1562976000000,330686841.13065,0.00779,0.00888,0.007309,0.008396,gmat-_usdt
50,1563062400000,320307449.2202,0.006824,0.007943,0.006769,0.007856,gmat-_usdt
51,1563148800000,403127784.1047,0.005225,0.006818,0.003831,0.006818,gmat-_usdt
52,1563235200000,97973871.258258,0.0046,0.0056904288,0.004351,0.005224,gmat-_usdt
53,1563321600000,53716159.027351,0.004883,0.00541,0.004351,0.004599,gmat-_usdt
54,1563408000000,34991848.900628,0.005036,0.005199,0.0047,0.004878,gmat-_usdt
55,1563494400000,19058621.805721,0.004739,0.0052,0.0045,0.005036,gmat-_usdt
56,1563580800000,22870277.478309,0.004722,0.004789,0.004543,0.004737,gmat-_usdt
57,1563667200000,32238344.41633,0.004706,0.005126,0.004617,0.00472,gmat-_usdt
58,1563753600000,2841809.4430759,0.004748,0.004823,0.004706,0.004708,gmat-_usdt
59,1563840000000,26634195.9752,0.004351,0.004814,0.004351,0.004795,gmat-_usdt
60,1563926400000,57907310.805683,0.005138,0.0056904288,0.004351,0.004372,gmat-_usdt
61,1564012800000,27978825.086318,0.00495,0.005571,0.00461,0.005138,gmat-_usdt
62,1564099200000,14675783.561763,0.0051,0.005285,0.004668,0.004949,gmat-_usdt
63,1564185600000,15852597.469337,0.004938,0.005337,0.004805,0.0051,gmat-_usdt
64,1564272000000,8746569.975285,0.005056,0.005207,0.004744,0.004938,gmat-_usdt
65,1564358400000,5187652.3436309,0.005126,0.005166,0.004854,0.005077,gmat-_usdt
66,1564444800000,9159334.4620952,0.005096,0.005128,0.004879,0.005128,gmat-_usdt
67,1564531200000,7014892.62331,0.005019,0.005113,0.004848,0.005094,gmat-_usdt
68,1564617600000,15933570.180389,0.005112,0.005114,0.004501,0.005021,gmat-_usdt
