,time,volume,close,high,low,open,market_name
0,1532908800000,443.31977069,8179.56,8276.37,7875.18,8214.97,btc-_usdt
1,1532995200000,690.4490083346,7738.23,8182.08,7652.66,8179.56,btc-_usdt
2,1533081600000,660.2620269595,7617.41,7758.44,7442.13,7751.99,btc-_usdt
3,1533168000000,308.674034751,7539.31,7704.99,7464.43,7582.69,btc-_usdt
4,1533254400000,564.4437636332,7418.27,7544.98,7288.0,7532.31,btc-_usdt
5,1533340800000,519.1022171718,7014.0,7505.42,6940.01,7418.28,btc-_usdt
6,1533427200000,397.3509807088,7028.16,7093.54,6885.9,7014.0,btc-_usdt
7,1533513600000,330.3416106633,6938.0,7150.0,6850.0,7028.16,btc-_usdt
8,1533600000000,427.5829653053,6732.26,7150.0,6683.0,6927.39,btc-_usdt
9,1533686400000,1085.0757743617,6278.0,6732.18,6130.99,6722.19,btc-_usdt
10,1533772800000,511.2892227133,6527.99,6618.88,6188.0,6278.0,btc-_usdt
11,1533859200000,665.9655631121,6150.0,6576.4,6033.92,6527.15,btc-_usdt
12,1533945600000,709.1748659493,6218.02,6469.4,6000.0,6147.5,btc-_usdt
13,1534032000000,615.8407453914,6314.35,6450.0,6150.0,6218.37,btc-_usdt
14,1534118400000,595.8694997172,6257.0,6522.66,6153.0,6307.53,btc-_usdt
15,1534204800000,1015.6775496625,6179.64,6257.65,5894.88,6257.01,btc-_usdt
16,1534291200000,751.6137660991,6261.19,6600.36,6176.43,6195.23,btc-_usdt
17,1534377600000,485.669989553,6304.47,6466.55,6215.89,6265.83,btc-_usdt
18,1534464000000,550.1351816861,6577.55,6577.55,6290.29,6304.55,btc-_usdt
19,1534550400000,523.7925395894,6398.58,6620.0,6300.0,6580.0,btc-_usdt
20,1534636800000,254.7111830629,6468.37,6534.09,6307.43,6398.54,btc-_usdt
21,1534723200000,616.6805375994,6250.03,6518.79,6240.0,6467.83,btc-_usdt
22,1534809600000,354.2079519144,6466.44,6490.0,6240.0,6250.0,btc-_usdt
23,1534896000000,983.6273636936,6354.99,6860.47,6260.0,6469.98,btc-_usdt
