,time,volume,close,high,low,open,market_name
0,1556064000000,2858268216.8765,0.02521,0.062,0.00019,0.00019,cnns-_usdt
1,1556150400000,1704215266.1827,0.01729,0.0263,0.0162,0.02516,cnns-_usdt
2,1556236800000,1820547533.7573,0.01277,0.0195,0.01191,0.01732,cnns-_usdt
3,1556323200000,558693507.60045,0.01252,0.01423,0.012,0.01278,cnns-_usdt
4,1556409600000,578744163.82206,0.01206,0.0135,0.0111,0.01252,cnns-_usdt
5,1556496000000,273942552.70347,0.01214,0.0129,0.01106,0.01205,cnns-_usdt
6,1556582400000,261598857.53352,0.01085,0.0122,0.01026,0.01214,cnns-_usdt
7,1556668800000,145834587.39522,0.01138,0.01171,0.01081,0.01084,cnns-_usdt
8,1556755200000,91034353.976472,0.01102,0.01141,0.01067,0.01135,cnns-_usdt
9,1556841600000,196442582.20915,0.01166,0.01221,0.01093,0.01104,cnns-_usdt
10,1556928000000,115699259.34092,0.01139,0.01204,0.01072,0.01166,cnns-_usdt
11,1557014400000,77282581.533551,0.01155,0.01188,0.01113,0.01139,cnns-_usdt
12,1557100800000,93919310.881078,0.01067,0.01153,0.0104,0.01153,cnns-_usdt
13,1557187200000,442991081.54033,0.0074,0.01082,0.00512,0.01067,cnns-_usdt
14,1557273600000,170027186.78428,0.008,0.008107248,0.007,0.00741,cnns-_usdt
15,1557360000000,94207407.913682,0.00718,0.0081460771,0.0062,0.008,cnns-_usdt
16,1557446400000,81667860.501622,0.00702,0.00739,0.00641,0.00718,cnns-_usdt
17,1557532800000,63635792.934773,0.00716,0.00729,0.00643,0.00702,cnns-_usdt
18,1557619200000,41440967.848378,0.00712,0.00733,0.00653,0.00728,cnns-_usdt
19,1557705600000,37147783.359243,0.00719,0.00735,0.0069,0.00704,cnns-_usdt
20,1557792000000,34880998.751857,0.00779,0.0078,0.00681,0.00716,cnns-_usdt
21,1557878400000,34815442.321376,0.0079,0.0081967617,0.00741,0.00776,cnns-_usdt
22,1557964800000,72701413.476715,0.0072,0.0086912104,0.00691,0.00788,cnns-_usdt
23,1558051200000,27897175.753518,0.00785,0.00797,0.00664,0.0072,cnns-_usdt
24,1558137600000,19626921.746985,0.00738,0.00794,0.00711,0.00781,cnns-_usdt
25,1558224000000,16181984.795982,0.00747,0.0076,0.00716,0.00736,cnns-_usdt
26,1558310400000,82341252.017422,0.0088,0.00918,0.00727,0.00744,cnns-_usdt
27,1558396800000,227261086.29059,0.00871,0.0106,0.00786,0.00881,cnns-_usdt
28,1558483200000,89168200.17474,0.00774,0.00925,0.00772,0.00876,cnns-_usdt
29,1558569600000,49387752.344661,0.0081,0.0082,0.00742,0.00773,cnns-_usdt
30,1558656000000,25250503.078466,0.0082,0.00867,0.00807,0.00816,cnns-_usdt
31,1558742400000,21786234.776982,0.00802,0.00841,0.0079,0.00828,cnns-_usdt
32,1558828800000,40626842.148311,0.00805,0.00819,0.00743,0.00803,cnns-_usdt
33,1558915200000,189694052.8404,0.00923,0.01007,0.00779,0.00805,cnns-_usdt
34,1559001600000,65431387.787951,0.00914,0.01007,0.0086,0.00924,cnns-_usdt
35,1559088000000,41761363.589286,0.0088,0.00933,0.0084,0.00911,cnns-_usdt
36,1559174400000,70960603.20064,0.00814,0.00968,0.00782,0.0088,cnns-_usdt
37,1559260800000,34445038.284122,0.00818,0.00842,0.00769,0.00821,cnns-_usdt
38,1559347200000,23055389.308501,0.00797,0.0084,0.00783,0.0082,cnns-_usdt
39,1559433600000,17051227.094052,0.008,0.00814,0.00769,0.00799,cnns-_usdt
40,1559520000000,52641709.329964,0.00777,0.00811,0.00666,0.00797,cnns-_usdt
41,1559606400000,36748579.608929,0.00752,0.00808,0.00735,0.00779,cnns-_usdt
42,1559692800000,22173266.009675,0.00803,0.00808,0.00748,0.00752,cnns-_usdt
43,1559779200000,10604455.774759,0.00796,0.00806,0.00756,0.00803,cnns-_usdt
44,1559865600000,6050217.0887397,0.00789,0.008,0.00773,0.00793,cnns-_usdt
45,1559952000000,7791498.900364,0.00783,0.00812,0.00769,0.00787,cnns-_usdt
46,1560038400000,15508875.111984,0.00765,0.00806,0.00748,0.00783,cnns-_usdt
47,1560124800000,10406501.326519,0.00775,0.008,0.0075,0.00763,cnns-_usdt
48,1560211200000,6372191.865623,0.00775,0.00787,0.0076,0.00773,cnns-_usdt
49,1560297600000,13571116.850549,0.00772,0.00799,0.0076,0.00772,cnns-_usdt
50,1560384000000,11793772.714341,0.0077,0.0078,0.00759,0.00769,cnns-_usdt
51,1560470400000,8359788.1666757,0.00766,0.00773,0.00755,0.00769,cnns-_usdt
52,1560556800000,79668574.596524,0.00787,0.00864,0.00756,0.00759,cnns-_usdt
53,1560643200000,50063466.619221,0.00782,0.0083,0.00761,0.00787,cnns-_usdt
54,1560729600000,23175835.460672,0.00779,0.00795,0.00755,0.00782,cnns-_usdt
55,1560816000000,27782886.984943,0.00785,0.00815,0.00766,0.00781,cnns-_usdt
56,1560902400000,250985431.85778,0.01014,0.0103,0.00778,0.00784,cnns-_usdt
