,time,volume,close,high,low,open,market_name
0,1561334400000,3399636.1407487,1.364e-05,0.01,1.354e-05,0.01,mbl-_eth
1,1561420800000,7276272.3094753,1.306e-05,1.545e-05,1.275e-05,1.373e-05,mbl-_eth
2,1561507200000,38585543.384563,1.22e-05,1.641e-05,1.138e-05,1.306e-05,mbl-_eth
3,1561593600000,16241702.196762,1.453e-05,1.552e-05,1.231e-05,1.231e-05,mbl-_eth
4,1561680000000,4970744.4789594,1.351e-05,1.466e-05,1.306e-05,1.457e-05,mbl-_eth
5,1561766400000,2148014.3444862,1.297e-05,1.378e-05,1.284e-05,1.354e-05,mbl-_eth
6,1561852800000,3142398.8614998,1.293e-05,1.328e-05,1.216e-05,1.302e-05,mbl-_eth
7,1561939200000,3813873.0291175,1.305e-05,1.368e-05,1.274e-05,1.293e-05,mbl-_eth
8,1562025600000,8606166.7196039,1.391e-05,1.573e-05,1.301e-05,1.301e-05,mbl-_eth
9,1562112000000,1736685.3005116,1.313e-05,1.387e-05,1.313e-05,1.387e-05,mbl-_eth
10,1562198400000,3301273.89463,1.363e-05,1.383e-05,1.289e-05,1.312e-05,mbl-_eth
11,1562284800000,2744568.7171048,1.345e-05,1.457e-05,1.31e-05,1.378e-05,mbl-_eth
12,1562371200000,697288.53486957,1.364e-05,1.378e-05,1.328e-05,1.341e-05,mbl-_eth
13,1562457600000,2161412.7663338,1.363e-05,1.433e-05,1.309e-05,1.372e-05,mbl-_eth
14,1562544000000,1800960.1673683,1.273e-05,1.387e-05,1.268e-05,1.363e-05,mbl-_eth
15,1562630400000,1277989.4995937,1.269e-05,1.279e-05,1.239e-05,1.268e-05,mbl-_eth
16,1562716800000,3789766.2415316,1.141e-05,1.265e-05,1.102e-05,1.265e-05,mbl-_eth
17,1562803200000,4231157.8516685,1.034e-05,1.172e-05,1e-05,1.145e-05,mbl-_eth
18,1562889600000,1246395.7954378,1.064e-05,1.079e-05,1.037e-05,1.047e-05,mbl-_eth
19,1562976000000,895098.54212984,1.058e-05,1.075e-05,1.041e-05,1.064e-05,mbl-_eth
20,1563062400000,6203183.129449,1.136e-05,1.18e-05,1.055e-05,1.059e-05,mbl-_eth
21,1563148800000,18832037.925893,1.084e-05,1.15e-05,1.022e-05,1.145e-05,mbl-_eth
22,1563235200000,5562168.3135472,1.079e-05,1.18e-05,1.042e-05,1.088e-05,mbl-_eth
23,1563321600000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
24,1563408000000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
25,1563494400000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
26,1563580800000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
27,1563667200000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
28,1563753600000,0.0,1.079e-05,1.079e-05,1.079e-05,1.079e-05,mbl-_eth
29,1563840000000,2843582.7385892,1.209e-05,1.34e-05,1.17e-05,1.284e-05,mbl-_eth
30,1563926400000,2470022.783395,1.136e-05,1.249e-05,1.136e-05,1.209e-05,mbl-_eth
31,1564012800000,2775556.3490608,1.138e-05,1.19e-05,1.087e-05,1.146e-05,mbl-_eth
32,1564099200000,19751076.665944,1.226e-05,1.522e-05,1.113e-05,1.132e-05,mbl-_eth
33,1564185600000,14161061.736698,1.236e-05,1.483e-05,1.106e-05,1.232e-05,mbl-_eth
34,1564272000000,3038945.0891079,1.176e-05,1.279e-05,1.151e-05,1.225e-05,mbl-_eth
35,1564358400000,14035718.94995,1.209e-05,1.283e-05,1.124e-05,1.17e-05,mbl-_eth
36,1564444800000,2890644.7928416,1.184e-05,1.283e-05,1.166e-05,1.213e-05,mbl-_eth
37,1564531200000,1760197.8044414,1.149e-05,1.216e-05,1.136e-05,1.188e-05,mbl-_eth
38,1564617600000,1435678.6097427,1.157e-05,1.184e-05,1.139e-05,1.153e-05,mbl-_eth
39,1564704000000,1180593.5146397,1.117e-05,1.151e-05,1.109e-05,1.151e-05,mbl-_eth
40,1564790400000,1544165.8684073,1.051e-05,1.117e-05,1.038e-05,1.117e-05,mbl-_eth
41,1564876800000,1479769.3997087,1.052e-05,1.079e-05,1.017e-05,1.045e-05,mbl-_eth
42,1564963200000,1903328.8212199,9.65e-06,1.052e-05,9.48e-06,1.052e-05,mbl-_eth
43,1565049600000,1944977.1171133,9.29e-06,9.77e-06,9.16e-06,9.64e-06,mbl-_eth
44,1565136000000,927722.91661062,9.27e-06,9.39e-06,9.04e-06,9.26e-06,mbl-_eth
45,1565222400000,1674797.2259234,9.1e-06,9.32e-06,8.8e-06,9.29e-06,mbl-_eth
46,1565308800000,2085739.2479889,8.84e-06,9.26e-06,8.6e-06,9.16e-06,mbl-_eth
47,1565395200000,4374113.8182206,8.87e-06,8.92e-06,8.18e-06,8.81e-06,mbl-_eth
48,1565481600000,1430068.7649861,8.62e-06,9.06e-06,8.54e-06,8.95e-06,mbl-_eth
49,1565568000000,656321.78432566,8.6e-06,8.68e-06,8.46e-06,8.65e-06,mbl-_eth
50,1565654400000,599742.6498381,8.39e-06,8.68e-06,8.37e-06,8.59e-06,mbl-_eth
51,1565740800000,4918545.0656747,9.29e-06,9.34e-06,8.29e-06,8.45e-06,mbl-_eth
52,1565827200000,7268090.7657808,9.29e-06,9.46e-06,8.4e-06,9.26e-06,mbl-_eth
53,1565913600000,3879372.0478103,8.87e-06,9.26e-06,8.87e-06,9.26e-06,mbl-_eth
54,1566000000000,3805301.1188576,8.95e-06,9.09e-06,8.82e-06,8.95e-06,mbl-_eth
55,1566086400000,3220394.3380808,8.62e-06,8.98e-06,8.49e-06,8.98e-06,mbl-_eth
56,1566172800000,4249771.2392239,8.45e-06,8.8e-06,8.4e-06,8.65e-06,mbl-_eth
57,1566259200000,1466911.672498,8.37e-06,8.51e-06,8.29e-06,8.43e-06,mbl-_eth
58,1566345600000,11440220.892181,1.012e-05,1.095e-05,8.32e-06,8.32e-06,mbl-_eth
59,1566432000000,7367345.9802004,9.67e-06,1.013e-05,9.03e-06,1.009e-05,mbl-_eth
60,1566518400000,5017955.3247527,9.59e-06,9.8e-06,9.22e-06,9.67e-06,mbl-_eth
61,1566604800000,18177786.789477,1.062e-05,1.146e-05,9.64e-06,9.64e-06,mbl-_eth
62,1566691200000,4375089.6074972,9.97e-06,1.058e-05,9.76e-06,1.054e-05,mbl-_eth
63,1566777600000,12059501.306132,1.019e-05,1.127e-05,9.53e-06,1e-05,mbl-_eth
64,1566864000000,6543408.8165994,9.99e-06,1.087e-05,9.79e-06,1.016e-05,mbl-_eth
65,1566950400000,8758261.7289986,9.82e-06,1.034e-05,9.37e-06,1.007e-05,mbl-_eth
66,1567036800000,7127862.4614751,9.64e-06,9.94e-06,9.16e-06,9.9e-06,mbl-_eth
67,1567123200000,5035004.1579663,1.007e-05,1.017e-05,9.49e-06,9.64e-06,mbl-_eth
68,1567209600000,3475268.6976115,9.71e-06,1.02e-05,9.53e-06,1.01e-05,mbl-_eth
69,1567296000000,2701336.3105429,9.9e-06,1.01e-05,9.74e-06,9.74e-06,mbl-_eth
70,1567382400000,2425441.354042,9.36e-06,9.88e-06,9.19e-06,9.86e-06,mbl-_eth
