,time,volume,close,high,low,open,market_name
0,1562630400000,7066447983.5007,0.00722,0.008226,0.004,0.0041,vidy-_usdt
1,1562716800000,3011487208.6598,0.005776,0.007388,0.00512,0.007214,vidy-_usdt
2,1562803200000,1856902094.8276,0.003798,0.005776,0.003707,0.005776,vidy-_usdt
3,1562889600000,1721302745.783,0.004851,0.005321,0.003792,0.003792,vidy-_usdt
4,1562976000000,681762564.21746,0.004334,0.004854,0.00422,0.004854,vidy-_usdt
5,1563062400000,675888666.47883,0.003565,0.004472,0.003428,0.004334,vidy-_usdt
6,1563148800000,1319240242.0391,0.002986,0.003579,0.00254,0.003569,vidy-_usdt
7,1563235200000,630348081.65256,0.00253,0.003472,0.002501,0.003001,vidy-_usdt
8,1563321600000,0.0,0.00253,0.00253,0.00253,0.00253,vidy-_usdt
9,1563408000000,0.0,0.00253,0.00253,0.00253,0.00253,vidy-_usdt
10,1563494400000,0.0,0.00253,0.00253,0.00253,0.00253,vidy-_usdt
11,1563580800000,0.0,0.00253,0.00253,0.00253,0.00253,vidy-_usdt
12,1563667200000,0.0,0.00253,0.00253,0.00253,0.00253,vidy-_usdt
13,1563753600000,94826550.255656,0.003414,0.00355,0.003213,0.00355,vidy-_usdt
14,1563840000000,628052432.35175,0.003829,0.00416,0.003447,0.003559,vidy-_usdt
15,1563926400000,435367758.30187,0.003422,0.003886,0.0032,0.003829,vidy-_usdt
16,1564012800000,176496406.07577,0.003404,0.003659,0.00329,0.003422,vidy-_usdt
17,1564099200000,223038964.89404,0.003173,0.0034,0.003013,0.0034,vidy-_usdt
18,1564185600000,189675810.70123,0.00286,0.00332,0.00285,0.003174,vidy-_usdt
19,1564272000000,95034539.719495,0.002947,0.002953,0.002852,0.00286,vidy-_usdt
20,1564358400000,86808009.976388,0.002928,0.003073,0.00286,0.002949,vidy-_usdt
21,1564444800000,117715586.92748,0.003004,0.003043,0.002857,0.002928,vidy-_usdt
22,1564531200000,98760876.128845,0.003046,0.003089,0.002896,0.002988,vidy-_usdt
23,1564617600000,137592406.95339,0.002915,0.00307,0.0028,0.003045,vidy-_usdt
24,1564704000000,86947134.920002,0.00294,0.002967,0.002799,0.002918,vidy-_usdt
25,1564790400000,437210700.88629,0.003559,0.003649,0.002913,0.00294,vidy-_usdt
26,1564876800000,384773669.73762,0.00324,0.00369,0.003147,0.003549,vidy-_usdt
27,1564963200000,156756694.5967,0.003025,0.003326,0.002988,0.003236,vidy-_usdt
28,1565049600000,89253889.503568,0.002983,0.003125,0.002932,0.003025,vidy-_usdt
29,1565136000000,143858038.61604,0.003295,0.00332,0.002971,0.002971,vidy-_usdt
30,1565222400000,97515999.291282,0.003067,0.003297,0.003014,0.003297,vidy-_usdt
