,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1581120000,2020/2/8,1.00E-07,1.00E-07," 9,895.01 ", 0.0010 ,1.00E-07,1.00E-07,20000,0.002,PDATA_BTC
1,1581206400,2020/2/9,1.00E-07,1.00E-07," 10,137.86 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
2,1581292800,2020/2/10,1.00E-07,1.00E-07," 9,851.83 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
3,1581379200,2020/2/11,1.00E-07,1.00E-07," 10,074.10 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
4,1581465600,2020/2/12,1.00E-07,1.00E-07," 10,325.27 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
5,1581552000,2020/2/13,1.00E-07,1.00E-07," 10,228.07 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
6,1581638400,2020/2/14,1.00E-07,1.00E-07," 10,344.29 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
7,1581724800,2020/2/15,1.00E-07,1.00E-07," 9,904.72 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
8,1581811200,2020/2/16,1.00E-07,1.00E-07," 9,941.41 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
9,1581897600,2020/2/17,1.00E-07,1.00E-07," 9,706.00 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
10,1581984000,2020/2/18,1.00E-07,1.00E-07," 10,164.69 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
11,1582070400,2020/2/19,1.00E-07,1.00E-07," 9,593.79 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
12,1582156800,2020/2/20,1.00E-07,1.00E-07," 9,596.42 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
13,1582243200,2020/2/21,1.00E-07,1.00E-07," 9,677.90 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
14,1582329600,2020/2/22,1.00E-07,1.00E-07," 9,650.86 ", 0.0010 ,1.00E-07,1.00E-07,0,0,PDATA_BTC
