,open_time,open,close,highest,lowest,volume,amount,market_name
0,1566950400,0.59,0.59,0.59,0.59,8,4.72,HNT_USD
1,1567036800,0.4581,0.4491,0.4593,0.4453,39010,17635.4466,HNT_USD
2,1567123200,0.4527,0.2452,0.4537,0.0458,70092,24338.4326,HNT_USD
3,1567209600,0.2401,0.2275,0.4573,0.1799,63294,14614.7887,HNT_USD
4,1567296000,0.2226,0.2245,0.2297,0.1888,66240,14052.5624,HNT_USD
5,1567382400,0.2184,0.219,0.228,0.21,64203,14026.1624,HNT_USD
6,1567468800,0.2106,0.2057,0.2198,0.195,65364,13685.8822,HNT_USD
7,1567555200,0.2098,0.1608,0.459,0.1608,61878,11476.0784,HNT_USD
8,1567641600,0.1622,0.1627,0.4591,0.16,62255.51,10382.1484,HNT_USD
9,1567728000,0.1657,0.1652,0.1698,0.035,71646,8404.8619,HNT_USD
10,1567814400,0.1628,0.1409,0.1696,0.14,61887,9804.3924,HNT_USD
11,1567900800,0.147,0.141,0.456,0.1401,65590,9797.3189,HNT_USD
12,1567987200,0.1474,0.2274,0.8,0.0403,65535.28,14863.151037,HNT_USD
13,1568073600,0.2286,0.4402,0.8,0.2141,64118.4,22049.912845,HNT_USD
14,1568160000,0.4474,0.4365,0.4497,0.4308,66543,29136.3433,HNT_USD
15,1568246400,0.4378,0.3262,0.4405,0.3202,70215,25874.3026,HNT_USD
16,1568332800,0.3205,0.3175,0.4589,0.0901,60990,16059.883,HNT_USD
17,1568419200,0.3123,0.2908,0.4198,0.098,65635,24731.4131,HNT_USD
18,1568505600,0.2998,0.2869,0.2998,0.28,66774,19486.2091,HNT_USD
19,1568592000,0.284,0.1997,0.4593,0.1901,58826,14306.6087,HNT_USD
20,1568678400,0.1996,0.4178,0.4199,0.19,70099,23633.538,HNT_USD
21,1568764800,0.4139,0.3975,0.4193,0.3902,58211,23498.1286,HNT_USD
22,1568851200,0.3944,0.3303,0.3994,0.1059,63270,13858.5145,HNT_USD
23,1568937600,0.3322,0.3187,0.3995,0.201,69497.89,21400.13979,HNT_USD
24,1569024000,0.3235,0.2923,0.339,0.2521,70325,21934.2303,HNT_USD
25,1569110400,0.2974,0.2932,0.4562,0.2178,66493.46,18885.008908,HNT_USD
26,1569196800,0.4561,0.1822,0.65,0.1779,65446.59,17197.032741,HNT_USD
27,1569283200,0.1776,0.1529,0.65,0.14,63512.37,10911.689654,HNT_USD
28,1569369600,0.1537,0.253,0.65,0.1432,63443.35,12311.112547,HNT_USD
