,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1582675200,2020/2/26,1.40E-07,0.000001,8794.26,0.00879426,0.000025,1.00E-08,604311,0.03284179,NTRT_BTC
1,1582761600,2020/2/27,1.10E-07,4.00E-07,8811.61,0.003524644,4.00E-07,6.00E-08,137777,0.02760252,NTRT_BTC
2,1582848000,2020/2/28,4.00E-07,2.50E-07,8690,0.0021725,5.00E-07,2.00E-07,87579.72,0.02346264,NTRT_BTC
3,1582934400,2020/2/29,4.80E-07,2.40E-07,8523.61,0.002045666,4.80E-07,2.40E-07,31932,0.010696533,NTRT_BTC
4,1583020800,2020/3/1,2.40E-07,3.00E-07,8544.21,0.002563263,3.00E-07,6.00E-08,1048359,0.11391604,NTRT_BTC
5,1583107200,2020/3/2,1.10E-07,1.90E-07,8915.2,0.001693888,1.90E-07,9.00E-08,148630,0.01947273,NTRT_BTC
6,1583193600,2020/3/3,1.00E-07,4.00E-08,8760.07,0.000350403,1.50E-07,2.00E-08,1176926.28,0.049481467,NTRT_BTC
7,1583280000,2020/3/4,8.00E-08,5.00E-08,8750.87,0.000437544,9.00E-08,4.00E-08,395382,0.02014558,NTRT_BTC
8,1583366400,2020/3/5,5.00E-08,5.00E-08,9054.68,0.000452734,5.00E-08,5.00E-08,25000,0.00125,NTRT_BTC
9,1583452800,2020/3/6,6.00E-08,6.00E-08,9131.88,0.000547913,6.00E-08,6.00E-08,50000,0.003,NTRT_BTC
10,1583539200,2020/3/7,6.00E-08,6.00E-08,8886.66,0.0005332,6.00E-08,6.00E-08,0,0,NTRT_BTC
11,1583625600,2020/3/8,6.00E-08,6.00E-08,8034.72,0.000482083,6.00E-08,6.00E-08,3405,0.0002043,NTRT_BTC
12,1583712000,2020/3/9,1.40E-07,1.40E-07,7929.94,0.001110192,1.50E-07,1.40E-07,14071,0.00198494,NTRT_BTC
13,1583798400,2020/3/10,1.40E-07,1.40E-07,7894.56,0.001105238,1.40E-07,1.40E-07,0,0,NTRT_BTC
14,1583884800,2020/3/11,1.40E-07,1.40E-07,7934.58,0.001110841,1.40E-07,1.40E-07,0,0,NTRT_BTC
15,1583971200,2020/3/12,1.40E-07,1.40E-07,4659,0.00065226,1.40E-07,1.40E-07,0,0,NTRT_BTC
16,1584057600,2020/3/13,1.40E-07,1.40E-07,5578.59,0.000781003,1.40E-07,1.40E-07,0,0,NTRT_BTC
17,1584144000,2020/3/14,1.40E-07,1.40E-07,5176.18,0.000724665,1.40E-07,1.40E-07,0,0,NTRT_BTC
18,1584230400,2020/3/15,1.40E-07,1.40E-07,5361.3,0.000750582,1.40E-07,1.40E-07,0,0,NTRT_BTC
19,1584316800,2020/3/16,1.40E-07,1.40E-07,5028.97,0.000704056,1.40E-07,1.40E-07,0,0,NTRT_BTC
20,1584403200,2020/3/17,1.40E-07,1.40E-07,5312.85,0.000743799,1.40E-07,1.40E-07,0,0,NTRT_BTC
21,1584489600,2020/3/18,1.40E-07,1.40E-07,5393.67,0.000755114,1.40E-07,1.40E-07,0,0,NTRT_BTC
22,1584576000,2020/3/19,1.40E-07,1.40E-07,6162.37,0.000862732,1.40E-07,1.40E-07,0,0,NTRT_BTC
23,1584662400,2020/3/20,1.40E-07,1.40E-07,6207.99,0.000869119,1.40E-07,1.40E-07,0,0,NTRT_BTC
24,1584748800,2020/3/21,1.40E-07,1.40E-07,6186.98,0.000866177,1.40E-07,1.40E-07,0,0,NTRT_BTC
25,1584835200,2020/3/22,1.40E-07,1.40E-07,5861.87,0.000820662,1.40E-07,1.40E-07,0,0,NTRT_BTC
26,1584921600,2020/3/23,1.40E-07,1.40E-07,6333.38,0.000886673,1.40E-07,1.40E-07,0,0,NTRT_BTC
27,1585008000,2020/3/24,1.40E-07,1.40E-07,6744.72,0.000944261,1.40E-07,1.40E-07,0,0,NTRT_BTC
28,1585094400,2020/3/25,1.40E-07,1.40E-07,6523.75,0.000913325,1.40E-07,1.40E-07,0,0,NTRT_BTC
29,1585180800,2020/3/26,1.40E-07,1.40E-07,6737.36,0.00094323,1.40E-07,1.40E-07,0,0,NTRT_BTC
30,1585267200,2020/3/27,1.40E-07,1.40E-07,6470.58,0.000905881,1.40E-07,1.40E-07,0,0,NTRT_BTC
31,1585353600,2020/3/28,9.00E-08,9.00E-08,6237.82,0.000561404,1.00E-07,8.00E-08,82449,0.0076542,NTRT_BTC
32,1585440000,2020/3/29,9.00E-08,9.00E-08,5881.42,0.000529328,9.00E-08,9.00E-08,72,0.00000648,NTRT_BTC
33,1585526400,2020/3/30,9.00E-08,9.00E-08,6394.38,0.000575494,9.00E-08,9.00E-08,0,0,NTRT_BTC
34,1585612800,2020/3/31,9.00E-08,9.00E-08,6410.44,0.00057694,9.00E-08,9.00E-08,0,0,NTRT_BTC
35,1585699200,2020/4/1,1.10E-07,3.30E-07,6480.84,0.002138677,3.30E-07,1.10E-07,331523,0.06244331,NTRT_BTC
36,1585785600,2020/4/2,3.30E-07,3.30E-07,6794.09,0.00224205,3.30E-07,3.30E-07,0,0,NTRT_BTC
37,1585872000,2020/4/3,3.30E-07,3.30E-07,6703.34,0.002212102,3.30E-07,3.30E-07,0,0,NTRT_BTC
38,1585958400,2020/4/4,3.30E-07,3.30E-07,6755.61,0.002229351,3.30E-07,3.30E-07,0,0,NTRT_BTC
39,1586044800,2020/4/5,3.30E-07,3.30E-07,6797.7,0.002243241,3.30E-07,3.30E-07,0,0,NTRT_BTC
40,1586131200,2020/4/6,1.50E-07,5.80E-07,7156.2,0.004150596,5.80E-07,1.50E-07,612500,0.24457756,NTRT_BTC
