,open_time,,open,close,highest,lowest,volume,amount,market_name
0,1575417600,2019/12/4,0.027,0.001,0.0277,0.001,109276.8,1712.168101,CALL_USD
1,1575504000,2019/12/5,0.0035,0.00147,0.0039,0.00065,2400048.8,3892.510181,CALL_USD
2,1575590400,2019/12/6,0.00135,0.00183,0.00186,0.0006,2853874.7,4184.277453,CALL_USD
3,1575676800,2019/12/7,0.0019,0.0035,0.0035,0.0015,2342701.9,5548.26442,CALL_USD
4,1575763200,2019/12/8,0.003,0.0044,0.0044,0.0025,2633276.4,9342.18243,CALL_USD
5,1575849600,2019/12/9,0.0039,0.0026,0.0044,0.0026,1264687.8,5209.76049,CALL_USD
6,1575936000,2019/12/10,0.003,0.0029,0.0039,0.0023,2732723,8802.668397,CALL_USD
7,1576022400,2019/12/11,0.0029,0.0033,0.0036,0.0024,1605383.1,4820.61655,CALL_USD
8,1576108800,2019/12/12,0.003,0.0034,0.0035,0.0026,1067780.8,3289.99666,CALL_USD
9,1576195200,2019/12/13,0.0028,0.0025,0.0032,0.0024,588687.2,1572.99928,CALL_USD
10,1576281600,2019/12/14,0.0023,0.0028,0.003,0.0022,3471210.2,8992.86331,CALL_USD
11,1576368000,2019/12/15,0.0022,0.0021,0.0029,0.0019,3881964.6,8196.132136,CALL_USD
12,1576454400,2019/12/16,0.0022,0.0026,0.0037,0.0019,3657938.9,8354.60071,CALL_USD
13,1576540800,2019/12/17,0.0021,0.0022,0.0027,0.0018,3075975.6,6451.32702,CALL_USD
14,1576627200,2019/12/18,0.002,0.0022,0.0022,0.0018,4345839.8,8658.83309,CALL_USD
15,1576713600,2019/12/19,0.0023,0.002,0.0024,0.0019,3891011.4,8433.15556,CALL_USD
16,1576800000,2019/12/20,0.0022,0.0025,0.0025,0.0019,4187600.5,9312.12668,CALL_USD
17,1576886400,2019/12/21,0.0021,0.0021,0.0024,0.0019,3278093.2,6865.31449,CALL_USD
18,1576972800,2019/12/22,0.002,0.0021,0.0023,0.0018,6821337.6,14056.90473,CALL_USD
19,1577059200,2019/12/23,0.0023,0.0022,0.0025,0.0019,4791753.7,10486.26653,CALL_USD
20,1577145600,2019/12/24,0.0023,0.00226,0.0024,0.00191,9516743.8,21025.76315,CALL_USD
21,1577232000,2019/12/25,0.00231,0.00214,0.0024,0.00212,18169853.3,40129.8015,CALL_USD
22,1577318400,2019/12/26,0.00214,0.00231,0.00232,0.00212,15711381.1,34545.74896,CALL_USD
23,1577404800,2019/12/27,0.00231,0.00228,0.00248,0.0022,15780908.2,36396.41165,CALL_USD
24,1577491200,2019/12/28,0.00228,0.00253,0.0026,0.00224,15717226.5,37985.32884,CALL_USD
25,1577577600,2019/12/29,0.00253,0.00262,0.00266,0.00224,15479018.2,39836.54896,CALL_USD
26,1577664000,2019/12/30,0.00262,0.00239,0.00266,0.00238,15237621.9,38849.13863,CALL_USD
27,1577750400,2019/12/31,0.00239,0.00239,0.00255,0.0018,15161461.6,35748.60811,CALL_USD
28,1577836800,2020/1/1,0.00239,0.00237,0.00245,0.0021,15628273.8,36741.70197,CALL_USD
29,1577923200,2020/1/2,0.00237,0.00249,0.00275,0.00233,14358734,35237.01323,CALL_USD
30,1578009600,2020/1/3,0.00249,0.00262,0.00262,0.00249,7483449.7,19064.42354,CALL_USD
31,1578096000,2020/1/4,0.00262,0.00281,0.00281,0.00262,4847257.1,13376.41869,CALL_USD
32,1578182400,2020/1/5,0.00281,0.00355,0.0038,0.00281,4438911.1,14389.58866,CALL_USD
33,1578268800,2020/1/6,0.00355,0.00399,0.00416,0.00355,4695061.8,18420.28961,CALL_USD
34,1578355200,2020/1/7,0.00399,0.00443,0.0045,0.00399,5332884.3,22272.11667,CALL_USD
35,1578441600,2020/1/8,0.00443,0.0047,0.0047,0.0043,4711597.5,21182.94377,CALL_USD
36,1578528000,2020/1/9,0.0047,0.0043,0.0048,0.00424,4696908.9,21296.32126,CALL_USD
37,1578614400,2020/1/10,0.0043,0.00483,0.0049,0.0042,4490362.9,20505.01636,CALL_USD
38,1578700800,2020/1/11,0.00483,0.00282,0.00576,0.00262,4933183.3,22061.64642,CALL_USD
39,1578787200,2020/1/12,0.00282,0.00452,0.0047,0.00282,1623384.3,5545.618156,CALL_USD
40,1578873600,2020/1/13,0.00452,0.00416,0.00452,0.00277,1576224.2,6362.650986,CALL_USD
41,1578960000,2020/1/14,0.00416,0.00356,0.00452,0.00318,1554204.6,6145.50348,CALL_USD
42,1579046400,2020/1/15,0.00356,0.00142,0.00356,0.0005,1670801.4,4786.39268,CALL_USD
43,1579132800,2020/1/16,0.00142,0.00141,0.00142,0.00141,1646067,2325.13232,CALL_USD
44,1579219200,2020/1/17,0.00141,0.00072,0.00141,0.00061,1586484,1726.73267,CALL_USD
45,1579305600,2020/1/18,0.00083,0.00095,0.00095,0.00066,693954.5,519.468385,CALL_USD
46,1579392000,2020/1/19,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
47,1579478400,2020/1/20,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
48,1579564800,2020/1/21,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
49,1579651200,2020/1/22,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
50,1579737600,2020/1/23,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
51,1579824000,2020/1/24,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
52,1579910400,2020/1/25,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
53,1579996800,2020/1/26,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
54,1580083200,2020/1/27,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
55,1580169600,2020/1/28,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
56,1580256000,2020/1/29,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
57,1580342400,2020/1/30,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
58,1580428800,2020/1/31,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
59,1580515200,2020/2/1,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
60,1580601600,2020/2/2,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
61,1580688000,2020/2/3,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
62,1580774400,2020/2/4,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
63,1580860800,2020/2/5,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
64,1580947200,2020/2/6,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
65,1581033600,2020/2/7,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
66,1581120000,2020/2/8,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
67,1581206400,2020/2/9,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
68,1581292800,2020/2/10,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
69,1581379200,2020/2/11,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
70,1581465600,2020/2/12,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
71,1581552000,2020/2/13,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
72,1581638400,2020/2/14,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
73,1581724800,2020/2/15,0.00095,0.00095,0.00095,0.00095,0,0,CALL_USD
