,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1569801600,2019/9/30,0.000004,0.0000286,8289.99,0.237093714,0.00003,2.00E-07,57452.38,0.252794465,LVX_BTC
1,1569888000,2019/10/1,0.0000195,0.000016,8248.07,0.13196912,0.0000195,0.000016,150,0.002578185,LVX_BTC
2,1569974400,2019/10/2,0.0000276,0.0000276,8359.94,0.230734344,0.0000276,0.0000276,1721.48,0.047512848,LVX_BTC
3,1570060800,2019/10/3,0.0000276,0.0000276,8223.94,0.226980744,0.0000276,0.0000276,0,0,LVX_BTC
4,1570147200,2019/10/4,0.0000276,0.0000276,8137.07,0.224583132,0.0000276,0.0000276,0,0,LVX_BTC
5,1570233600,2019/10/5,0.0000276,0.0000276,8127.63,0.224322588,0.0000276,0.0000276,0,0,LVX_BTC
6,1570320000,2019/10/6,0.0000075,0.0000075,7854.25,0.058906875,0.0000075,0.0000075,208.7,0.00156525,LVX_BTC
7,1570406400,2019/10/7,0.000004,0.0000041,8190.09,0.033579369,0.0000041,0.000004,7903.8,0.0317652,LVX_BTC
8,1570492800,2019/10/8,0.0000039,0.000004,8170.82,0.03268328,0.000004,0.0000039,18500,0.073,LVX_BTC
9,1570579200,2019/10/9,0.000004,0.000004,8560.76,0.03424304,0.000004,0.000004,0,0,LVX_BTC
10,1570665600,2019/10/10,0.0000046,0.0000046,8558.03,0.039366938,0.0000046,0.0000046,100,0.00046,LVX_BTC
11,1570752000,2019/10/11,0.0000046,0.0000046,8307.07,0.038212522,0.0000046,0.0000046,0,0,LVX_BTC
12,1570838400,2019/10/12,0.0000046,0.0000046,8300.09,0.038180414,0.0000046,0.0000046,0,0,LVX_BTC
13,1570924800,2019/10/13,0.0000046,0.0000046,8218.89,0.037806894,0.0000046,0.0000046,0,0,LVX_BTC
14,1571011200,2019/10/14,0.0000046,0.0000046,8348.2,0.03840172,0.0000046,0.0000046,0,0,LVX_BTC
15,1571097600,2019/10/15,0.0000046,0.0000046,8212.83,0.037779018,0.0000046,0.0000046,0,0,LVX_BTC
16,1571184000,2019/10/16,0.0000046,0.0000046,7991.74,0.036762004,0.0000046,0.0000046,0,0,LVX_BTC
17,1571270400,2019/10/17,0.0000046,0.0000046,8070.58,0.037124668,0.0000046,0.0000046,0,0,LVX_BTC
18,1571356800,2019/10/18,0.0000046,0.0000046,7946.74,0.036555004,0.0000046,0.0000046,0,0,LVX_BTC
19,1571443200,2019/10/19,0.0000046,0.0000046,7948.01,0.036560846,0.0000046,0.0000046,0,0,LVX_BTC
20,1571529600,2019/10/20,0.0000046,0.0000046,8225.32,0.037836472,0.0000046,0.0000046,0,0,LVX_BTC
21,1571616000,2019/10/21,0.0000046,0.0000046,8197.27,0.037707442,0.0000046,0.0000046,0,0,LVX_BTC
22,1571702400,2019/10/22,0.0000046,0.0000046,8020.05,0.03689223,0.0000046,0.0000046,0,0,LVX_BTC
23,1571788800,2019/10/23,0.0000046,0.0000046,7468.62,0.034355652,0.0000046,0.0000046,0,0,LVX_BTC
