,open_time,open,close,highest,lowest,volume,amount,market_name
0,1590364800,0.001,0.001,0.001,0.001,33.2,0.0332,TREEP_EUR
1,1590451200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
2,1590537600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
3,1590624000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
4,1590710400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
5,1590796800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
6,1590883200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
7,1590969600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
8,1591056000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
9,1591142400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
10,1591228800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
11,1591315200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
12,1591401600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
13,1591488000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
14,1591574400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
15,1591660800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
16,1591747200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
17,1591833600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
18,1591920000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
19,1592006400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
20,1592092800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
21,1592179200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
22,1592265600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
23,1592352000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
24,1592438400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
25,1592524800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
26,1592611200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
27,1592697600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
28,1592784000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
29,1592870400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
30,1592956800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
31,1593043200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
32,1593129600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
33,1593216000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
34,1593302400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
35,1593388800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
36,1593475200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
37,1593561600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
38,1593648000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
39,1593734400,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
40,1593820800,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
41,1593907200,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
42,1593993600,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
43,1594080000,0.001,0.001,0.001,0.001,0,0,TREEP_EUR
