,open_time,open,close,highest,lowest,volume,amount,market_name
0,1587600000,3.8e-7,3.6e-7,3.8e-7,3.6e-7,588088,0.21919942,STAMP_ETH
1,1587686400,3.7e-7,2.9e-7,3.8e-7,2.3e-7,6023237,1.83406318,STAMP_ETH
2,1587772800,2.9e-7,2.8e-7,3.1e-7,2.8e-7,3720154,1.09543023,STAMP_ETH
3,1587859200,2.7e-7,2.5e-7,2.7e-7,2.4e-7,4350646,1.09847893,STAMP_ETH
4,1587945600,2.4e-7,2.3e-7,2.6e-7,2.2e-7,9894804,2.43357053,STAMP_ETH
5,1588032000,2.3e-7,2.9e-7,2.9e-7,2.3e-7,14313296,3.85473378,STAMP_ETH
6,1588118400,2.8e-7,3.1e-7,3.2e-7,2.5e-7,24468543,7.23146637,STAMP_ETH
7,1588204800,3.1e-7,2.7e-7,3.1e-7,2.1e-7,15367718,4.4607226,STAMP_ETH
8,1588291200,2.7e-7,2.6e-7,2.9e-7,2.4e-7,7979092,2.13457279,STAMP_ETH
9,1588377600,2.6e-7,2.7e-7,2.7e-7,2.5e-7,1635114,0.42885002,STAMP_ETH
10,1588464000,2.7e-7,2.6e-7,2.7e-7,2.4e-7,8563220,2.17131684,STAMP_ETH
11,1588550400,2.6e-7,2.7e-7,2.8e-7,2.5e-7,15728298,4.09316801,STAMP_ETH
12,1588636800,2.7e-7,3.7e-7,3.9e-7,2.7e-7,39988235,13.48065357,STAMP_ETH
13,1588723200,3.8e-7,4.5e-7,4.5e-7,3.7e-7,45369765,18.69485244,STAMP_ETH
14,1588809600,4.5e-7,5.1e-7,5.1e-7,4.1e-7,44617414,21.06412683,STAMP_ETH
15,1588896000,5.1e-7,6.5e-7,6.5e-7,5.0e-7,47037753,26.05277848,STAMP_ETH
16,1588982400,6.5e-7,7.9e-7,8.2e-7,6.1e-7,61232610,46.33989934,STAMP_ETH
17,1589068800,7.9e-7,7.8e-7,8.0e-7,7.4e-7,17381773,13.59759807,STAMP_ETH
18,1589155200,7.8e-7,8.0e-7,8.4e-7,7.8e-7,28678250,23.19369807,STAMP_ETH
19,1589241600,8.0e-7,8.6e-7,8.7e-7,8.0e-7,24185004,20.23162459,STAMP_ETH
20,1589328000,8.6e-7,8.9e-7,9.0e-7,8.3e-7,25197112,22.07415867,STAMP_ETH
21,1589414400,8.9e-7,0.00000101,0.00000101,8.9e-7,30933384,29.70685114,STAMP_ETH
22,1589500800,0.00000101,0.00000129,0.0000013,0.00000101,36939683,42.70923779,STAMP_ETH
23,1589587200,0.00000129,0.0000013,0.00000131,0.00000126,22826498,29.60334985,STAMP_ETH
24,1589673600,0.00000129,0.00000144,0.00000144,0.00000129,22327339,30.32189734,STAMP_ETH
25,1589760000,0.00000143,0.00000157,0.0000016,0.0000014,31432106,46.86497072,STAMP_ETH
26,1589846400,0.00000158,0.00000186,0.0000019,0.00000156,37412752,64.65943612,STAMP_ETH
27,1589932800,0.00000186,0.00000236,0.0000024,0.00000185,30872817,65.23165493,STAMP_ETH
28,1590019200,0.00000238,0.00000262,0.00000265,0.00000223,27302801,68.09035494,STAMP_ETH
29,1590105600,0.00000261,0.00000301,0.00000311,0.0000026,31652204,91.21907982,STAMP_ETH
30,1590192000,0.00000303,0.00000319,0.00000325,0.0000026,35368381,110.48098537,STAMP_ETH
31,1590278400,0.00000319,0.00000338,0.00000343,0.0000031,30943636,101.658792671,STAMP_ETH
32,1590364800,0.00000337,0.00000353,0.00000356,0.0000033,31436909,108.6759903291,STAMP_ETH
33,1590451200,0.00000352,0.00000387,0.00000401,0.0000035,35715004,131.34646152,STAMP_ETH
34,1590537600,0.00000387,0.00000437,0.00000441,0.00000372,37663636,155.52206678,STAMP_ETH
35,1590624000,0.00000437,0.00000456,0.0000046,0.00000374,32205216,143.08694652,STAMP_ETH
36,1590710400,0.00000458,0.00000471,0.00000479,0.00000416,29876101,138.87903422,STAMP_ETH
37,1590796800,0.00000471,0.00000475,0.00000485,0.0000043,26833345,128.00291184,STAMP_ETH
38,1590883200,0.00000474,0.00000461,0.00000494,0.000003,26949426,129.63738479,STAMP_ETH
39,1590969600,0.0000046,0.0000039,0.00000467,0.0000015,26031570,108.02015164,STAMP_ETH
40,1591056000,0.00000202,0.00000352,0.00000382,0.00000202,25968085,85.4494399,STAMP_ETH
41,1591142400,0.00000353,0.00000352,0.00000379,0.000001,30828549,108.49393847,STAMP_ETH
42,1591228800,0.00000352,0.00000342,0.00000353,0.000003,24129940,81.9143651,STAMP_ETH
43,1591315200,0.00000343,0.00000322,0.00000343,0.00000203,23650795,78.49535575,STAMP_ETH
44,1591401600,0.00000322,0.00000286,0.00000323,0.000002,25932709,76.61868987,STAMP_ETH
45,1591488000,0.00000286,0.00000212,0.00000288,0.00000104,24933438,49.68624956,STAMP_ETH
46,1591574400,0.00000211,0.00000192,0.00000215,0.0000019,25119373,49.70855303,STAMP_ETH
47,1591660800,0.00000192,0.00000193,0.00000239,0.00000191,36129165,78.36159734,STAMP_ETH
48,1591747200,0.00000191,0.00000232,0.0000024,0.00000191,30505479,69.39804787,STAMP_ETH
49,1591833600,0.00000232,0.00000188,0.00000234,0.00000105,29428424,57.33170565,STAMP_ETH
50,1591920000,0.00000186,0.00000201,0.00000205,0.00000175,23605461,46.52108716,STAMP_ETH
51,1592006400,0.00000201,0.00000201,0.00000204,0.00000175,29434857,57.42583135,STAMP_ETH
52,1592092800,0.00000201,0.00000215,0.00000217,0.00000201,29047317,60.98209027,STAMP_ETH
53,1592179200,0.00000216,0.00000218,0.00000225,0.000002,24597887,53.19227075,STAMP_ETH
54,1592265600,0.00000218,0.00000197,0.00000223,0.00000195,25321249,52.44307328,STAMP_ETH
55,1592352000,0.00000196,0.00000203,0.00000211,0.00000196,21483499,43.67144777,STAMP_ETH
56,1592438400,0.00000201,0.00000213,0.00000215,0.00000201,23863163,49.45412331,STAMP_ETH
57,1592524800,0.00000213,0.00000216,0.00000219,0.00000205,20938227,45.20164517,STAMP_ETH
58,1592611200,0.00000216,0.00000206,0.00000222,0.00000196,23880749,50.20130016,STAMP_ETH
59,1592697600,0.00000202,0.00000186,0.00000207,0.00000176,26218198,51.30033106,STAMP_ETH
60,1592784000,0.00000184,0.00000187,0.00000189,0.00000175,23170193,42.87573879,STAMP_ETH
61,1592870400,0.00000186,0.00000193,0.00000194,0.0000016,26215091,49.63619779,STAMP_ETH
62,1592956800,0.00000192,0.00000193,0.00000198,0.0000016,26879081,51.3536799,STAMP_ETH
63,1593043200,0.00000195,0.00000152,0.00000207,0.0000015,33130403,62.40191424,STAMP_ETH
64,1593129600,0.00000151,0.00000162,0.00000175,0.00000105,29175737,46.93046039,STAMP_ETH
65,1593216000,0.00000162,0.00000115,0.00000162,0.0000011,23187837,31.51939637,STAMP_ETH
66,1593302400,0.00000114,9.6e-7,0.00000118,7.6e-7,17244554,16.67477418,STAMP_ETH
67,1593388800,9.5e-7,7.1e-7,0.00000109,5.1e-7,19120797,15.16094555,STAMP_ETH
68,1593475200,7.1e-7,0.00000102,0.00000203,5.6e-7,57764255,70.92202399,STAMP_ETH
69,1593561600,0.00000103,7.6e-7,0.0000019,3.7e-7,43492080,38.66696479,STAMP_ETH
70,1593648000,7.4e-7,4.7e-7,9.9e-7,4.5e-7,71731716,49.35583798,STAMP_ETH
71,1593734400,4.7e-7,2.6e-7,5.9e-7,1.9e-7,340045084,95.51261992,STAMP_ETH
72,1593820800,2.7e-7,2.1e-7,4.6e-7,1.1e-7,2426480347.67439514,603.0555261079032224,STAMP_ETH
73,1593907200,2.2e-7,5.2e-7,5.7e-7,1.8e-7,113486242,41.36586633,STAMP_ETH
74,1593993600,5.2e-7,8.3e-7,9.3e-7,4.7e-7,78564091.19254017,58.7675876255140166,STAMP_ETH
75,1594080000,8.3e-7,2.7e-7,8.9e-7,2.3e-7,176779512.90020151,88.094007550060453,STAMP_ETH
