,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1581292800,2020/2/10,3.40E-07,6.00E-08," 9,851.83 ", 0.00059 ,3.40E-07,1.00E-08,221879.544,0.030182112,PIXBY_BTC
1,1581379200,2020/2/11,7.00E-08,1.70E-07," 10,074.10 ", 0.00171 ,1.70E-07,4.00E-08,85962.3,0.007247589,PIXBY_BTC
2,1581465600,2020/2/12,1.70E-07,1.20E-07," 10,325.27 ", 0.00124 ,2.70E-07,6.00E-08,903514,0.11491847,PIXBY_BTC
3,1581552000,2020/2/13,1.10E-07,1.30E-07," 10,228.07 ", 0.00133 ,1.50E-07,9.00E-08,18096982,2.38510059,PIXBY_BTC
4,1581638400,2020/2/14,1.30E-07,1.20E-07," 10,344.29 ", 0.00124 ,2.80E-07,8.00E-08,389772.9946,0.046555749,PIXBY_BTC
5,1581724800,2020/2/15,1.20E-07,1.20E-07," 9,904.72 ", 0.00119 ,1.60E-07,1.00E-07,1257439,0.16068428,PIXBY_BTC
6,1581811200,2020/2/16,1.20E-07,1.10E-07," 9,941.41 ", 0.00109 ,1.30E-07,8.00E-08,1369429,0.15630076,PIXBY_BTC
7,1581897600,2020/2/17,1.00E-07,9.00E-08," 9,706.00 ", 0.00087 ,1.10E-07,8.00E-08,649011,0.05856423,PIXBY_BTC
8,1581984000,2020/2/18,8.00E-08,6.00E-08," 10,164.69 ", 0.00061 ,9.00E-08,6.00E-08,622347,0.04903466,PIXBY_BTC
9,1582070400,2020/2/19,6.00E-08,6.00E-08," 9,593.79 ", 0.00058 ,7.00E-08,6.00E-08,113667,0.00687002,PIXBY_BTC
10,1582156800,2020/2/20,6.00E-08,7.00E-08," 9,596.42 ", 0.00067 ,7.00E-08,6.00E-08,42466,0.00257195,PIXBY_BTC
11,1582243200,2020/2/21,6.00E-08,4.00E-08," 9,677.90 ", 0.00039 ,6.00E-08,3.00E-08,263600,0.01012199,PIXBY_BTC
12,1582329600,2020/2/22,3.00E-08,6.00E-08," 9,650.86 ", 0.00058 ,8.00E-08,3.00E-08,2765883,0.18924731,PIXBY_BTC
13,1582416000,2020/2/23,6.00E-08,6.00E-08," 9,949.58 ", 0.00060 ,8.00E-08,3.00E-08,21191191,1.24434188,PIXBY_BTC
14,1582502400,2020/2/24,6.00E-08,7.00E-08," 9,656.13 ", 0.00068 ,7.00E-08,5.00E-08,9662016.5,0.567758565,PIXBY_BTC
15,1582588800,2020/2/25,7.00E-08,7.00E-08," 9,314.10 ", 0.00065 ,8.00E-08,2.00E-08,10188659.5,0.63973034,PIXBY_BTC
16,1582675200,2020/2/26,5.00E-08,4.00E-08," 8,794.26 ", 0.00035 ,5.00E-08,4.00E-08,9554,0.00047215,PIXBY_BTC
