,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1578009600,2020/1/3,1.00E-07,2.00E-07," 7,344.96 ", 0.00147 ,2.00E-07,1.00E-07,304891.18,0.038234391,KAM_BTC
1,1578096000,2020/1/4,2.00E-07,1.00E-07," 7,354.11 ", 0.00074 ,2.00E-07,1.00E-07,86712.59,0.011091389,KAM_BTC
2,1578182400,2020/1/5,1.00E-07,2.00E-07," 7,358.75 ", 0.00147 ,2.00E-07,1.00E-07,240017.66,0.042252403,KAM_BTC
3,1578268800,2020/1/6,1.00E-07,2.00E-07," 7,758.00 ", 0.00155 ,2.00E-07,1.00E-07,28314.06,0.003105927,KAM_BTC
4,1578355200,2020/1/7,2.00E-07,2.00E-07," 8,147.89 ", 0.00163 ,2.00E-07,2.00E-07,0,0,KAM_BTC
5,1578441600,2020/1/8,1.00E-07,1.00E-07," 8,055.98 ", 0.00081 ,1.00E-07,1.00E-07,66.09,0.000006609,KAM_BTC
6,1578528000,2020/1/9,1.00E-07,1.00E-07," 7,817.76 ", 0.00078 ,1.00E-07,1.00E-07,0,0,KAM_BTC
7,1578614400,2020/1/10,1.00E-07,1.00E-07," 8,197.02 ", 0.00082 ,2.00E-07,1.00E-07,189212.91,0.019030091,KAM_BTC
8,1578700800,2020/1/11,1.00E-07,1.00E-07," 8,020.01 ", 0.00080 ,1.00E-07,1.00E-07,0,0,KAM_BTC
9,1578787200,2020/1/12,1.00E-07,1.00E-07," 8,184.82 ", 0.00082 ,1.00E-07,1.00E-07,0,0,KAM_BTC
10,1578873600,2020/1/13,1.00E-07,1.00E-07," 8,110.34 ", 0.00081 ,2.00E-07,1.00E-07,45784.75,0.004632575,KAM_BTC
11,1578960000,2020/1/14,2.00E-07,2.00E-07," 8,812.64 ", 0.00176 ,2.00E-07,2.00E-07,4453,0.0008906,KAM_BTC
12,1579046400,2020/1/15,1.00E-07,1.00E-07," 8,820.01 ", 0.00088 ,1.00E-07,1.00E-07,3006,0.0003006,KAM_BTC
