,open_time,,open,close,,,highest,lowest,volume,amount,market_name
0,1564444800,2019/7/30,0.00005415,0.00005582,209.58,0.011698756,0.00005582,0.00005401,4627,0.251949,XSCC_ETH
1,1564531200,2019/7/31,0.00005613,0.00005942,218.42,0.012978516,0.00006001,0.00005579,5702,0.32228425,XSCC_ETH
2,1564617600,2019/8/1,0.00005942,0.00006421,216.8,0.013920728,0.00006421,0.00005911,3241,0.20070265,XSCC_ETH
3,1564704000,2019/8/2,0.00006421,0.00006835,217.69,0.014879112,0.00006835,0.00006255,445,0.02901452,XSCC_ETH
4,1564790400,2019/8/3,0.00006835,0.00006835,222.14,0.015183269,0.00006835,0.00006835,0,0,XSCC_ETH
5,1564876800,2019/8/4,0.00006835,0.00006835,221.81,0.015160714,0.00006835,0.00006835,0,0,XSCC_ETH
6,1564963200,2019/8/5,0.00006255,0.00005823,233.49,0.013596123,0.00006255,0.00005823,132,0.00794618,XSCC_ETH
7,1565049600,2019/8/6,0.00005823,0.00005823,226.31,0.013178031,0.00005823,0.00005823,0,0,XSCC_ETH
8,1565136000,2019/8/7,0.00005823,0.00005823,226.1,0.013165803,0.00005823,0.00005823,0,0,XSCC_ETH
9,1565222400,2019/8/8,0.00005823,0.00005823,221.31,0.012886881,0.00005823,0.00005823,0,0,XSCC_ETH
10,1565308800,2019/8/9,0.00005823,0.00005823,210.59,0.012262656,0.00005823,0.00005823,0,0,XSCC_ETH
11,1565395200,2019/8/10,0.00005823,0.00005823,206.48,0.01202333,0.00005823,0.00005823,0,0,XSCC_ETH
12,1565481600,2019/8/11,0.00005823,0.00005823,216.57,0.012610871,0.00005823,0.00005823,0,0,XSCC_ETH
13,1565568000,2019/8/12,0.00005823,0.00005823,211.41,0.012310404,0.00005823,0.00005823,0,0,XSCC_ETH
14,1565654400,2019/8/13,0.00005823,0.00005823,209.3,0.012187539,0.00005823,0.00005823,0,0,XSCC_ETH
15,1565740800,2019/8/14,0.00005823,0.00005823,187.1,0.010894833,0.00005823,0.00005823,0,0,XSCC_ETH
16,1565827200,2019/8/15,0.00005823,0.00005823,188.03,0.010948987,0.00005823,0.00005823,0,0,XSCC_ETH
17,1565913600,2019/8/16,0.00005823,0.00005823,185.08,0.010777208,0.00005823,0.00005823,0,0,XSCC_ETH
18,1566000000,2019/8/17,0.00005823,0.00005823,185.61,0.01080807,0.00005823,0.00005823,0,0,XSCC_ETH
19,1566086400,2019/8/18,0.00005823,0.00005823,194.33,0.011315836,0.00005823,0.00005823,0,0,XSCC_ETH
20,1566172800,2019/8/19,0.00005823,0.00005823,202.28,0.011778764,0.00005823,0.00005823,0,0,XSCC_ETH
21,1566259200,2019/8/20,0.00005823,0.00005823,196.54,0.011444524,0.00005823,0.00005823,0,0,XSCC_ETH
22,1566345600,2019/8/21,0.00005823,0.00005823,187,0.01088901,0.00005823,0.00005823,0,0,XSCC_ETH
23,1566432000,2019/8/22,0.00005823,0.00005823,190.4,0.011086992,0.00005823,0.00005823,0,0,XSCC_ETH
24,1566518400,2019/8/23,0.00005823,0.00005823,194.21,0.011308848,0.00005823,0.00005823,0,0,XSCC_ETH
