,open_time,open,close,highest,lowest,volume,amount,market_name
0,1581292800,0.00004,0.000012,0.00004,0.000009,9857,0.1421643,PIXBY_ETH
1,1581379200,0.000012,0.000012,0.000012,0.000012,0,0,PIXBY_ETH
2,1581465600,0.0000083,0.0000083,0.0000089,0.0000083,10589,0.0912168,PIXBY_ETH
3,1581552000,0.0000083,0.0000083,0.0000083,0.0000083,0,0,PIXBY_ETH
4,1581638400,0.0000074,0.0000075,0.0000075,0.0000074,11222,0.0833964,PIXBY_ETH
5,1581724800,0.0000075,0.0000075,0.0000075,0.0000075,0,0,PIXBY_ETH
6,1581811200,0.0000075,0.0000075,0.0000075,0.0000075,0,0,PIXBY_ETH
7,1581897600,0.0000033,0.000003,0.0000035,0.000003,286155,0.9431828,PIXBY_ETH
8,1581984000,0.000003,0.000003,0.000003,0.000003,0,0,PIXBY_ETH
9,1582070400,0.000003,0.000003,0.000003,0.000003,0,0,PIXBY_ETH
10,1582156800,0.000002,0.000002,0.000002,0.000002,555,0.00111,PIXBY_ETH
11,1582243200,0.000002,0.000002,0.000002,0.000002,4445,0.00889,PIXBY_ETH
12,1582329600,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
13,1582416000,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
14,1582502400,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
15,1582588800,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
16,1582675200,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
17,1582761600,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
18,1582848000,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
19,1582934400,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
20,1583020800,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
21,1583107200,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
22,1583193600,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
23,1583280000,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
24,1583366400,0.000002,0.000002,0.000002,0.000002,0,0,PIXBY_ETH
25,1583452800,0.0000055,0.0000021,0.0000055,0.000002,147478,0.3295506,PIXBY_ETH
26,1583539200,0.0000021,0.0000021,0.0000021,0.0000021,0,0,PIXBY_ETH
27,1583625600,0.0000021,0.0000021,0.0000021,0.0000021,0,0,PIXBY_ETH
28,1583712000,0.0000034,0.0000034,0.0000034,0.000002,3496,0.0111864,PIXBY_ETH
29,1583798400,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
30,1583884800,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
31,1583971200,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
32,1584057600,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
33,1584144000,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
34,1584230400,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
35,1584316800,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
36,1584403200,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
37,1584489600,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
38,1584576000,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
39,1584662400,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
40,1584748800,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
41,1584835200,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
42,1584921600,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
43,1585008000,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
44,1585094400,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
45,1585180800,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
46,1585267200,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
47,1585353600,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
48,1585440000,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
49,1585526400,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
50,1585612800,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
51,1585699200,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
52,1585785600,0.0000034,0.0000034,0.0000034,0.0000034,0,0,PIXBY_ETH
