,timestamp,,open_price,highest_price,lowest_price,current_price,volume,market_name
0,1.58345E+12,2020/3/6,0.0045,0.006006,0.0027,0.00441,47720543,SNK_USDT
1,1.58354E+12,2020/3/7,0.004084,0.0097,0.003211,0.00887,61288831,SNK_USDT
2,1.58363E+12,2020/3/8,0.00892,0.009949,0.006808,0.008475,37976821,SNK_USDT
3,1.58371E+12,2020/3/9,0.008459,0.013479,0.006,0.013387,45938346,SNK_USDT
4,1.5838E+12,2020/3/10,0.013316,0.015,0.01205,0.013923,40106079,SNK_USDT
5,1.58388E+12,2020/3/11,0.013923,0.02008,0.013602,0.015282,26721390,SNK_USDT
6,1.58397E+12,2020/3/12,0.015296,0.019479,0.015,0.01535,20317399,SNK_USDT
7,1.58406E+12,2020/3/13,0.0155,0.0174,0.007018,0.009647,6735202,SNK_USDT
8,1.58414E+12,2020/3/14,0.009845,0.01,0.0057,0.006201,3924105,SNK_USDT
9,1.58423E+12,2020/3/15,0.00622,0.006501,0.00308,0.006066,1535860,SNK_USDT
10,1.58432E+12,2020/3/16,0.006142,0.006449,0.004501,0.004543,1316807,SNK_USDT
11,1.5844E+12,2020/3/17,0.004511,0.006,0.004502,0.00593,1254588,SNK_USDT
12,1.58449E+12,2020/3/18,0.005894,0.007271,0.005609,0.006753,2368443,SNK_USDT
13,1.58458E+12,2020/3/19,0.006765,0.00795,0.0056,0.006361,3361476,SNK_USDT
14,1.58466E+12,2020/3/20,0.006308,0.007263,0.00578,0.006755,2170902,SNK_USDT
15,1.58475E+12,2020/3/21,0.00683,0.007479,0.00654,0.007186,2574826,SNK_USDT
16,1.58484E+12,2020/3/22,0.007107,0.008301,0.006722,0.008121,2587965,SNK_USDT
17,1.58492E+12,2020/3/23,0.008126,0.008199,0.007941,0.007995,2019239,SNK_USDT
18,1.58501E+12,2020/3/24,0.007987,0.007997,0.0072,0.00725,2014798,SNK_USDT
19,1.58509E+12,2020/3/25,0.007251,0.007735,0.007225,0.007708,2063749,SNK_USDT
20,1.58518E+12,2020/3/26,0.007718,0.007735,0.007227,0.007568,2017255,SNK_USDT
21,1.58527E+12,2020/3/27,0.007567,0.007575,0.007507,0.007523,1972915,SNK_USDT
22,1.58535E+12,2020/3/28,0.007523,0.007552,0.007275,0.007323,1733872,SNK_USDT
23,1.58544E+12,2020/3/29,0.007323,0.007328,0.006836,0.006847,2036817,SNK_USDT
24,1.58553E+12,2020/3/30,0.006856,0.006875,0.006455,0.006533,1365964,SNK_USDT
25,1.58561E+12,2020/3/31,0.006525,0.006675,0.006501,0.006663,1511974,SNK_USDT
26,1.5857E+12,2020/4/1,0.006642,0.006927,0.006538,0.006904,1946815,SNK_USDT
27,1.58579E+12,2020/4/2,0.006906,0.007576,0.006845,0.007554,2082645,SNK_USDT
28,1.58587E+12,2020/4/3,0.007562,0.007728,0.007513,0.007646,2039407,SNK_USDT
29,1.58596E+12,2020/4/4,0.007653,0.007698,0.004635,0.00493,2066783,SNK_USDT
30,1.58604E+12,2020/4/5,0.00493,0.005062,0.00493,0.005007,1843575,SNK_USDT
31,1.58613E+12,2020/4/6,0.005005,0.005062,0.004978,0.005003,1910757,SNK_USDT
32,1.58622E+12,2020/4/7,0.004997,0.005062,0.004925,0.005022,1911462,SNK_USDT
33,1.5863E+12,2020/4/8,0.00503,0.005062,0.004856,0.005047,1812306,SNK_USDT
34,1.58639E+12,2020/4/9,0.005045,0.005062,0.004929,0.005019,1882018,SNK_USDT
35,1.58648E+12,2020/4/10,0.005009,0.005061,0.004899,0.00504,1898728,SNK_USDT
36,1.58656E+12,2020/4/11,0.005042,0.005744,0.004145,0.005424,2451562,SNK_USDT
37,1.58665E+12,2020/4/12,0.005438,0.005744,0.004148,0.004791,2704178,SNK_USDT
38,1.58674E+12,2020/4/13,0.004802,0.005144,0.003845,0.004063,1248255,SNK_USDT
39,1.58682E+12,2020/4/14,0.004058,0.004245,0.003756,0.004085,133311,SNK_USDT
40,1.58691E+12,2020/4/15,0.00408,0.004114,0.004037,0.004056,131134,SNK_USDT
41,1.587E+12,2020/4/16,0.004049,0.004102,0.004036,0.004081,164994,SNK_USDT
42,1.58708E+12,2020/4/17,0.004082,0.004116,0.00407,0.00409,151374,SNK_USDT
43,1.58717E+12,2020/4/18,0.00409,0.004138,0.004056,0.004111,262839,SNK_USDT
44,1.58725E+12,2020/4/19,0.004122,0.004144,0.004097,0.004131,259926,SNK_USDT
45,1.58734E+12,2020/4/20,0.004134,0.004354,0.003659,0.004029,319714,SNK_USDT
46,1.58743E+12,2020/4/21,0.003998,0.00413,0.003992,0.004105,186004,SNK_USDT
