,timestamp,open_price,highest_price,lowest_price,current_price,volume,market_name
0,1553990400000,4102.90000000,4139.97000000,4052.28000000,4107.00000000,10812.99438000,BTC_USDT
1,1554076800000,4100.99000000,4111.79000000,4095.82000000,4104.62000000,4281.51769000,BTC_USDT
2,1554163200000,4116.25000000,4154.20000000,4111.77000000,4144.52000000,4948.43364000,BTC_USDT
3,1554249600000,4743.00000000,4897.88000000,4650.71000000,4856.36000000,16046.90854000,BTC_USDT
4,1554336000000,5028.47000000,5275.00000000,4766.47000000,4932.57000000,11656.48912000,BTC_USDT
5,1554422400000,4933.40000000,5014.99000000,4777.22000000,4898.53000000,16318.61684000,BTC_USDT
6,1554508800000,4987.80000000,5018.83000000,4956.39000000,5004.95000000,4466.69678000,BTC_USDT
7,1554595200000,5003.44000000,5201.00000000,4931.41000000,5042.07000000,26016.23636000,BTC_USDT
8,1554681600000,5152.21000000,5226.95000000,5051.52000000,5170.28000000,12350.50295000,BTC_USDT
9,1554768000000,5186.65000000,5255.00000000,5173.11000000,5237.89000000,5104.31437000,BTC_USDT
10,1554854400000,5163.21000000,5194.12000000,5086.79000000,5151.84000000,19077.13533000,BTC_USDT
11,1554940800000,5225.65000000,5420.00000000,5190.09000000,5308.60000000,13227.23499000,BTC_USDT
12,1555027200000,5269.75000000,5269.75000000,4929.95000000,5016.36000000,19273.73229000,BTC_USDT
13,1555113600000,5014.05000000,5079.43000000,4872.03000000,5047.00000000,19386.15990000,BTC_USDT
14,1555200000000,5045.50000000,5091.39000000,5005.62000000,5046.98000000,18987.83892000,BTC_USDT
15,1555286400000,5045.01000000,5150.01000000,5003.58000000,5131.28000000,16373.82328000,BTC_USDT
16,1555372800000,5130.40000000,5166.82000000,4952.68000000,5035.98000000,17638.98624000,BTC_USDT
17,1555459200000,5074.94000000,5196.52000000,5006.48000000,5176.22000000,10348.43803000,BTC_USDT
18,1555545600000,5173.19000000,5229.86000000,5150.72000000,5202.41000000,17368.25745000,BTC_USDT
19,1555632000000,5274.06000000,5287.00000000,5237.46000000,5258.48000000,3202.10275000,BTC_USDT
20,1555718400000,5242.02000000,5319.74000000,5212.39000000,5257.84000000,8951.76369000,BTC_USDT
21,1555804800000,5257.19000000,5332.12000000,5232.47000000,5291.13000000,18699.77901000,BTC_USDT
22,1555891200000,5294.79000000,5302.66000000,5174.04000000,5258.51000000,17739.50242000,BTC_USDT
23,1555977600000,5338.53000000,5379.00000000,5331.20000000,5357.14000000,2602.73298000,BTC_USDT
24,1556064000000,5534.51000000,5588.98000000,5476.35000000,5495.00000000,7251.07083000,BTC_USDT
25,1556150400000,5410.25000000,5418.84000000,5343.15000000,5414.64000000,6068.24901000,BTC_USDT
26,1556236800000,5470.94000000,5491.22000000,5126.64000000,5221.70000000,6918.32554000,BTC_USDT
27,1556323200000,5325.88000000,5335.20000000,5198.32000000,5314.10000000,9235.06252000,BTC_USDT
28,1556409600000,5337.15000000,5341.62000000,5286.28000000,5295.69000000,2808.06969000,BTC_USDT
29,1556496000000,5316.20000000,5335.15000000,5260.36000000,5307.41000000,9242.82355000,BTC_USDT
30,1556582400000,5222.74000000,5246.43000000,5188.47000000,5238.14000000,3476.24717000,BTC_USDT
31,1556668800000,5294.38000000,5337.94000000,5290.00000000,5320.81000000,4405.42641000,BTC_USDT
32,1556755200000,5320.00000000,5399.52000000,5317.53000000,5383.20000000,20185.56716000,BTC_USDT
33,1556841600000,5384.04000000,5534.18000000,5369.03000000,5495.21000000,17166.46078000,BTC_USDT
34,1556928000000,5568.62000000,5841.97000000,5564.20000000,5770.74000000,21730.37387000,BTC_USDT
35,1557014400000,5772.98000000,5898.67000000,5597.76000000,5829.45000000,27180.47080000,BTC_USDT
36,1557100800000,5804.60000000,5818.00000000,5701.15000000,5773.20000000,15714.08548000,BTC_USDT
37,1557187200000,5749.49000000,5781.56000000,5740.60000000,5747.09000000,2976.58972000,BTC_USDT
38,1557273600000,5749.99000000,6025.05000000,5747.79000000,5840.11000000,25002.94139000,BTC_USDT
39,1557360000000,5894.74000000,6012.97000000,5890.93000000,5987.77000000,13841.23228000,BTC_USDT
40,1557446400000,5988.48000000,6287.15000000,5986.05000000,6208.63000000,23108.74615000,BTC_USDT
41,1557532800000,6436.73000000,6446.79000000,6280.12000000,6374.75000000,5961.93602000,BTC_USDT
42,1557619200000,6765.57000000,7339.99000000,6662.00000000,7076.23000000,17899.28814000,BTC_USDT
43,1557705600000,7167.98000000,7514.35000000,6750.04000000,6966.29000000,27107.61020000,BTC_USDT
44,1557792000000,6965.81000000,8099.00000000,6873.10000000,7791.24000000,26230.03482000,BTC_USDT
45,1557878400000,8055.48000000,8203.14000000,7601.01000000,7947.56000000,9434.05402000,BTC_USDT
46,1557964800000,8033.28000000,8247.87000000,8027.26000000,8172.44000000,4873.54355000,BTC_USDT
47,1558051200000,8165.76000000,8313.55000000,7705.41000000,7875.22000000,17457.83263000,BTC_USDT
48,1558137600000,7127.35000000,7370.64000000,6981.36000000,7354.66000000,15033.94580000,BTC_USDT
49,1558224000000,7356.88000000,7454.98000000,7190.75000000,7256.39000000,50837.47444000,BTC_USDT
50,1558310400000,7253.13000000,8274.84000000,7245.53000000,8157.55000000,48950.08241000,BTC_USDT
51,1558396800000,8150.39000000,8154.62000000,7562.57000000,7934.00000000,18786.03286000,BTC_USDT
52,1558483200000,7870.00000000,8040.00000000,7784.45000000,7907.26000000,7341.91595000,BTC_USDT
53,1558569600000,7904.36000000,8013.20000000,7508.10000000,7623.05000000,13904.53413000,BTC_USDT
54,1558656000000,7619.55000000,7940.08000000,7467.50000000,7847.65000000,15345.80938000,BTC_USDT
55,1558742400000,7945.00000000,8118.58000000,7895.93000000,7966.38000000,9396.15500000,BTC_USDT
56,1558828800000,7964.47000000,8090.21000000,7909.33000000,8027.02000000,15950.48548000,BTC_USDT
57,1558915200000,8538.60000000,9019.9000000000,8425.00000000,8722.17,1967.7046800000,BTC_USDT
58,1559001600000,9000.00000000,9051.50000000,8603.99000000,8756.18000000,10344.83388000,BTC_USDT
59,1559088000000,8755.29000000,8796.34000000,8546.44000000,8719.56000000,13675.91589000,BTC_USDT
60,1559174400000,8603.84000000,8748.79000000,8570.00000000,8645.69000000,9297.32841000,BTC_USDT
61,1559260800000,8310.45000000,8313.38000000,8258.26000000,8268.71000000,228.99398000,BTC_USDT
62,1559347200000,8285.23000000,8586.12000000,8114.89000000,8558.87000000,14692.08996000,BTC_USDT
63,1559433600000,8564.57000000,8600.00000000,8448.24000000,8544.07000000,7591.41077000,BTC_USDT
64,1559520000000,8539.89000000,8813.43000000,8527.27000000,8725.98000000,15718.37696000,BTC_USDT
65,1559606400000,8718.95000000,8718.95000000,8092.55000000,8113.60000000,20025.71781000,BTC_USDT
66,1559692800000,8109.82000000,8125.54000000,7492.17000000,7687.02000000,19091.76401000,BTC_USDT
67,1559779200000,7692.97000000,7913.11000000,7578.49000000,7777.91000000,20507.98411000,BTC_USDT
68,1559865600000,7771.62000000,7860.27000000,7456.46000000,7787.55000000,19712.80060000,BTC_USDT
69,1559952000000,7793.90000000,8099.24000000,7740.34000000,7978.92000000,20221.26162000,BTC_USDT
70,1560038400000,7976.84000000,8046.79000000,7764.14000000,7897.70000000,18904.81025000,BTC_USDT
