,timestamp,open_price,highest_price,lowest_price,current_price,volume,market_name
0,1.55399E+12,0.0206,0.0216,0.0195,0.0209,3261773.6,BMX_USDT
1,1.55408E+12,0.0231,0.025,0.0225,0.0229,2807875.5,BMX_USDT
2,1.55416E+12,0.0246,0.0357,0.0246,0.0351,9393684.8,BMX_USDT
3,1.55425E+12,0.0418,0.043,0.04,0.0421,1937353.7,BMX_USDT
4,1.55434E+12,0.0392,0.0444,0.037,0.0374,3994806.7,BMX_USDT
5,1.55442E+12,0.0413,0.0428,0.037,0.0386,6672373.7,BMX_USDT
6,1.55451E+12,0.038,0.0392,0.033,0.0354,3412140.7,BMX_USDT
7,1.5546E+12,0.0363,0.0383,0.0351,0.0353,15316734.1,BMX_USDT
8,1.55468E+12,0.0354,0.0387,0.032,0.037,18860494.2,BMX_USDT
9,1.55477E+12,0.0412,0.0412,0.036,0.0381,7656504.2,BMX_USDT
10,1.55485E+12,0.0385,0.0385,0.03,0.0306,4277868.1,BMX_USDT
11,1.55494E+12,0.0282,0.0308,0.0277,0.0298,620372.4,BMX_USDT
12,1.55503E+12,0.03,0.0316,0.0212,0.0249,1495432.4,BMX_USDT
13,1.55511E+12,0.0245,0.0277,0.0241,0.026,674498.2,BMX_USDT
14,1.5552E+12,0.0254,0.0268,0.0221,0.0226,340273.7,BMX_USDT
15,1.55529E+12,0.023,0.0255,0.0227,0.0244,728730.8,BMX_USDT
16,1.55537E+12,0.0245,0.0263,0.0221,0.0225,284780.8,BMX_USDT
17,1.55546E+12,0.0225,0.0232,0.021,0.0227,1057353.2,BMX_USDT
18,1.55555E+12,0.023,0.0245,0.0228,0.0244,3310169.8,BMX_USDT
19,1.55563E+12,0.0243,0.0273,0.0234,0.0269,3280429,BMX_USDT
20,1.55572E+12,0.0249,0.0304,0.0249,0.0292,59296.8,BMX_USDT
21,1.5558E+12,0.028,0.0303,0.028,0.0297,185788.9,BMX_USDT
22,1.55589E+12,0.0297,0.03,0.0273,0.0282,534521,BMX_USDT
23,1.55598E+12,0.0278,0.03,0.0278,0.0291,334288.5,BMX_USDT
24,1.55606E+12,0.0291,0.0315,0.0285,0.0299,495299.8,BMX_USDT
25,1.55615E+12,0.0289,0.0295,0.0271,0.0278,337338.9,BMX_USDT
26,1.55624E+12,0.0279,0.0287,0.0264,0.0265,333291.1,BMX_USDT
27,1.55632E+12,0.0265,0.0276,0.0261,0.0268,242388.1,BMX_USDT
28,1.55641E+12,0.0274,0.0278,0.0258,0.0262,626147.8,BMX_USDT
29,1.5565E+12,0.0268,0.0295,0.026,0.0269,1460988.9,BMX_USDT
30,1.55658E+12,0.0259,0.0268,0.025,0.026,308858.8,BMX_USDT
31,1.55667E+12,0.026,0.0267,0.0254,0.0259,263641.1,BMX_USDT
32,1.55676E+12,0.0259,0.0267,0.024,0.0259,680989.9,BMX_USDT
33,1.55684E+12,0.025,0.0272,0.0246,0.0263,380418.1,BMX_USDT
34,1.55693E+12,0.0263,0.0273,0.0232,0.0265,1267414.9,BMX_USDT
35,1.55701E+12,0.0254,0.0257,0.0253,0.0254,24693.3,BMX_USDT
36,1.5571E+12,0.0238,0.0243,0.0235,0.0239,16953.3,BMX_USDT
37,1.55719E+12,0.0239,0.0252,0.0235,0.0248,304502.8,BMX_USDT
38,1.55727E+12,0.0258,0.0268,0.0251,0.0255,762789.2,BMX_USDT
39,1.55736E+12,0.0248,0.0256,0.0242,0.0244,297156.5,BMX_USDT
40,1.55745E+12,0.0233,0.0243,0.0225,0.0234,315616.3,BMX_USDT
41,1.55753E+12,0.0238,0.0242,0.0224,0.023,236809.4,BMX_USDT
42,1.55762E+12,0.0248,0.0255,0.0236,0.0242,193509.2,BMX_USDT
43,1.55771E+12,0.0238,0.0251,0.0219,0.024,635420.8,BMX_USDT
44,1.55779E+12,0.0238,0.0264,0.0238,0.0251,491276.3,BMX_USDT
45,1.55788E+12,0.0252,0.0267,0.0242,0.0265,740618.1,BMX_USDT
46,1.55796E+12,0.0262,0.0281,0.024,0.0253,790176.4,BMX_USDT
47,1.55805E+12,0.0253,0.0278,0.0252,0.0255,822979.2,BMX_USDT
48,1.55814E+12,0.0255,0.026,0.0238,0.0251,168907,BMX_USDT
49,1.55822E+12,0.0247,0.0247,0.0247,0.0247,365.4,BMX_USDT
50,1.55831E+12,0.0247,0.0349,0.0245,0.0349,466565,BMX_USDT
51,1.5584E+12,0.0315,0.0349,0.0274,0.028,1123182.3,BMX_USDT
52,1.55848E+12,0.0285,0.0305,0.0273,0.0294,507891.8,BMX_USDT
53,1.55857E+12,0.0294,0.0339,0.0291,0.033,793797.5,BMX_USDT
54,1.55866E+12,0.0331,0.0341,0.0305,0.0332,610956.8,BMX_USDT
55,1.55874E+12,0.0342,0.0342,0.034,0.0342,1707.9,BMX_USDT
56,1.55883E+12,0.0336,0.0345,0.0332,0.034,101184.6,BMX_USDT
57,1.55892E+12,0.0341,0.0405,0.0335,0.0378,1155133.4,BMX_USDT
58,1.559E+12,0.0385,0.0394,0.036,0.0388,465110.1,BMX_USDT
59,1.55909E+12,0.0388,0.041,0.0266,0.0387,2400152.4,BMX_USDT
