,timestamp,,open_price,highest_price,lowest_price,current_price,,,volume,market_name
18,1.57352E+12,2019/11/12,0.00008307,0.00009375,0.00008306,0.00009214,5.7101,0.000526129,79348096,XHD_BHD
19,1.5736E+12,2019/11/13,0.00009269,0.00009583,0.00008023,0.00009455,5.4149,0.000511979,61234765,XHD_BHD
20,1.57369E+12,2019/11/14,0.00009419,0.000095,0.00008412,0.00009,5.9635,0.000536715,39910405,XHD_BHD
21,1.57378E+12,2019/11/15,0.00009,0.00009484,0.000085,0.00008635,5.7487,0.0004964,40866717,XHD_BHD
22,1.57386E+12,2019/11/16,0.00008591,0.00009161,0.00008501,0.00009108,5.5757,0.000507835,38839692,XHD_BHD
23,1.57395E+12,2019/11/17,0.00009132,0.00009364,0.00008817,0.00009078,5.5655,0.000505236,40733596,XHD_BHD
24,1.57404E+12,2019/11/18,0.00009165,0.00009342,0.000086,0.00008914,5.6627,0.000504773,83696222,XHD_BHD
25,1.57412E+12,2019/11/19,0.00008891,0.00009199,0.00008405,0.00008678,5.0147,0.000435176,145384993,XHD_BHD
26,1.57421E+12,2019/11/20,0.00008712,0.00008799,0.00007771,0.0000845,5.0525,0.000426936,315210393,XHD_BHD
27,1.57429E+12,2019/11/21,0.0000845,0.0000861,0.00008215,0.00008483,5.0871,0.000431539,585730022,XHD_BHD
28,1.57438E+12,2019/11/22,0.00008483,0.00008498,0.00004504,0.00005232,4.8573,0.000254134,211874748,XHD_BHD
29,1.57447E+12,2019/11/23,0.00006,0.00006,0.00004292,0.00004398,3.8119,0.000167647,254898290,XHD_BHD
30,1.57455E+12,2019/11/24,0.00004388,0.00004396,0.00003214,0.00003837,4.326,0.000165989,352190178,XHD_BHD
31,1.57464E+12,2019/11/25,0.00003831,0.00003846,0.00003262,0.00003663,3.7371,0.00013689,389510900,XHD_BHD
32,1.57473E+12,2019/11/26,0.00003664,0.00003866,0.000032,0.00003801,3.5186,0.000133742,244017820,XHD_BHD
33,1.57481E+12,2019/11/27,0.00003799,0.00003986,0.00003351,0.00003695,3.4762,0.000128446,170200991,XHD_BHD
34,1.5749E+12,2019/11/28,0.00003695,0.00003945,0.00003402,0.0000341,3.494,0.000119145,267588965,XHD_BHD
35,1.57499E+12,2019/11/29,0.00003483,0.00003945,0.00003402,0.00003461,3.3499,0.00011594,149802671,XHD_BHD
36,1.57507E+12,2019/11/30,0.00003421,0.00005764,0.0000341,0.00004411,3.5603,0.000157045,344569964,XHD_BHD
37,1.57516E+12,2019/12/1,0.00004332,0.00005014,0.00004001,0.00004949,3.4291,0.000169706,128969779,XHD_BHD
38,1.57524E+12,2019/12/2,0.00004948,0.00006349,0.00004413,0.00006243,3.5077,0.000218986,453009419,XHD_BHD
39,1.57533E+12,2019/12/3,0.00006243,0.00007027,0.00005305,0.00006105,3.3209,0.000202741,342701461,XHD_BHD
40,1.57542E+12,2019/12/4,0.00006105,0.00006542,0.0000387,0.00004683,3.295,0.000154305,225204562,XHD_BHD
41,1.5755E+12,2019/12/5,0.000046,0.00004866,0.00003711,0.00003999,2.9434,0.000117707,229053456,XHD_BHD
42,1.57559E+12,2019/12/6,0.00004001,0.0000502,0.00003815,0.00004889,2.9369,0.000143585,104678922,XHD_BHD
43,1.57568E+12,2019/12/7,0.00004889,0.00004896,0.0000382,0.0000436,2.9304,0.000127765,155113848,XHD_BHD
44,1.57576E+12,2019/12/8,0.00003866,0.00004391,0.00003685,0.00003709,2.9632,0.000109905,157532312,XHD_BHD
45,1.57585E+12,2019/12/9,0.00003709,0.0000399,0.00003652,0.00003798,2.9748,0.000112983,36325923,XHD_BHD
46,1.57594E+12,2019/12/10,0.00003654,0.00003887,0.00003579,0.00003885,2.9151,0.000113252,638530085,XHD_BHD
47,1.57602E+12,2019/12/11,0.00003885,0.00004099,0.00003513,0.00003802,3.372,0.000128203,107803813,XHD_BHD
48,1.57611E+12,2019/12/12,0.00003802,0.00003994,0.00003401,0.000035,3.1735,0.000111073,129484086,XHD_BHD
49,1.5762E+12,2019/12/13,0.00003404,0.00003989,0.00003404,0.00003989,3.4358,0.000137054,244124931,XHD_BHD
50,1.57628E+12,2019/12/14,0.00003899,0.00003899,0.00003202,0.00003399,3.2653,0.000110988,353570259,XHD_BHD
51,1.57637E+12,2019/12/15,0.00003204,0.000042,0.00003203,0.00003599,3.0464,0.00010964,199871197,XHD_BHD
52,1.57645E+12,2019/12/16,0.00003619,0.00004089,0.00003581,0.0000384,3.06,0.000117504,235441850,XHD_BHD
53,1.57654E+12,2019/12/17,0.00003617,0.0000409,0.00003452,0.00003529,3.1399,0.000110807,293517235,XHD_BHD
54,1.57663E+12,2019/12/18,0.00003516,0.00004015,0.00003265,0.00003995,2.9924,0.000119546,193747379,XHD_BHD
55,1.57671E+12,2019/12/19,0.00003757,0.00004088,0.00003627,0.0000385,3.0312,0.000116701,392869670,XHD_BHD
56,1.5768E+12,2019/12/20,0.00003981,0.00004087,0.0000375,0.00003935,3.126,0.000123008,69940788,XHD_BHD
57,1.57689E+12,2019/12/21,0.00003935,0.00003935,0.00003367,0.00003381,3.0138,0.000101897,80898582,XHD_BHD
58,1.57697E+12,2019/12/22,0.00003382,0.00003777,0.00003206,0.00003284,3.1073,0.000102044,53639028,XHD_BHD
59,1.57706E+12,2019/12/23,0.0000333,0.00003499,0.00003058,0.00003288,3.0792,0.000101244,78010802,XHD_BHD
60,1.57715E+12,2019/12/24,0.00003069,0.00003355,0.000025,0.00002581,3.0518,7.8767E-05,665837256,XHD_BHD
61,1.57723E+12,2019/12/25,0.00002581,0.00003261,0.00002581,0.0000285,3.0499,8.69222E-05,103892087,XHD_BHD
62,1.57732E+12,2019/12/26,0.0000285,0.00003015,0.000025,0.00002663,3.0345,8.08087E-05,102674441,XHD_BHD
63,1.5774E+12,2019/12/27,0.00002663,0.00003259,0.00002253,0.00002799,3.1018,8.68194E-05,204261279,XHD_BHD
64,1.57749E+12,2019/12/28,0.00002798,0.00002798,0.000016,0.0000165,3.0513,5.03465E-05,89041885,XHD_BHD
65,1.57758E+12,2019/12/29,0.0000165,0.00002419,0.00001429,0.00001885,3.1503,5.93832E-05,85442535,XHD_BHD
66,1.57766E+12,2019/12/30,0.00001885,0.00001899,0.0000143,0.00001635,3.2771,5.35806E-05,371746536,XHD_BHD
67,1.57775E+12,2019/12/31,0.00001635,0.00001678,0.00001163,0.00001257,3.2902,4.13578E-05,264042749,XHD_BHD
68,1.57784E+12,2020/1/1,0.00001257,0.0000183,0.00001257,0.00001565,3.3686,5.27186E-05,50176523,XHD_BHD
69,1.57792E+12,2020/1/2,0.00001561,0.00001789,0.00001465,0.00001629,3.2655,5.3195E-05,168515015,XHD_BHD
70,1.57801E+12,2020/1/3,0.00001582,0.00001768,0.00001475,0.00001652,3.1707,5.238E-05,485287312,XHD_BHD
71,1.5781E+12,2020/1/4,0.00001652,0.00001758,0.00001574,0.00001578,3.211,5.06696E-05,198391035,XHD_BHD
72,1.57818E+12,2020/1/5,0.00001578,0.0000242,0.00001516,0.0000156,3.2398,5.05409E-05,83509478,XHD_BHD
73,1.57827E+12,2020/1/6,0.00001561,0.00001874,0.00001561,0.00001677,3.3177,5.56378E-05,105935758,XHD_BHD
74,1.57836E+12,2020/1/7,0.00001621,0.000018,0.00001409,0.00001653,3.3341,5.51127E-05,395000767,XHD_BHD
75,1.57844E+12,2020/1/8,0.00001653,0.00003414,0.00001652,0.00002019,3.3513,6.76627E-05,275839162,XHD_BHD
76,1.57853E+12,2020/1/9,0.00002142,0.00002197,0.00001709,0.00001756,3.3844,5.94301E-05,941631380,XHD_BHD
77,1.57861E+12,2020/1/10,0.00001756,0.00001964,0.000015,0.00001516,3.2503,4.92745E-05,162169550,XHD_BHD
78,1.5787E+12,2020/1/11,0.00001519,0.00001689,0.00001505,0.00001512,3.3305,5.03572E-05,368269418,XHD_BHD
79,1.57879E+12,2020/1/12,0.00001512,0.00001656,0.00001511,0.00001528,3.3649,5.14157E-05,58893258,XHD_BHD
80,1.57887E+12,2020/1/13,0.00001528,0.00001679,0.00001514,0.00001656,3.3739,5.58718E-05,505320911,XHD_BHD
81,1.57896E+12,2020/1/14,0.00001656,0.00001656,0.00001411,0.00001412,3.35,0.000047302,957136015,XHD_BHD
82,1.57905E+12,2020/1/15,0.00001412,0.00001697,0.00001411,0.00001422,3.3641,4.78375E-05,358117236,XHD_BHD
83,1.57913E+12,2020/1/16,0.00001423,0.00001564,0.00001419,0.00001424,3.793,5.40123E-05,112294423,XHD_BHD
84,1.57922E+12,2020/1/17,0.00001424,0.00001551,0.00001344,0.00001356,3.7433,5.07591E-05,234984755,XHD_BHD
85,1.57931E+12,2020/1/18,0.00001348,0.00001552,0.00001347,0.00001391,3.8948,5.41767E-05,932069957,XHD_BHD
86,1.57939E+12,2020/1/19,0.00001494,0.000015,0.0000139,0.00001399,4.4518,6.22807E-05,161486549,XHD_BHD
87,1.57948E+12,2020/1/20,0.00001399,0.00001491,0.0000131,0.0000131,5.7809,7.57298E-05,114599049,XHD_BHD
88,1.57956E+12,2020/1/21,0.0000131,0.00001395,0.0000102,0.00001188,5.061,6.01247E-05,56445755,XHD_BHD
89,1.57965E+12,2020/1/22,0.00001132,0.00001314,0.00001063,0.00001114,5.0925,5.67305E-05,83422722,XHD_BHD
90,1.57974E+12,2020/1/23,0.000012,0.00001284,0.00001111,0.00001229,5.3709,6.60084E-05,47678874,XHD_BHD
91,1.57982E+12,2020/1/24,0.00001229,0.00001435,0.00001111,0.00001111,5.8803,6.53301E-05,44519761,XHD_BHD
92,1.57991E+12,2020/1/25,0.00001145,0.00001183,0.00001064,0.00001137,6.3139,7.1789E-05,480011766,XHD_BHD
93,1.58E+12,2020/1/26,0.00001137,0.00001138,0.00001018,0.00001047,7.9335,8.30637E-05,177312174,XHD_BHD
94,1.58008E+12,2020/1/27,0.00001049,0.00001122,0.00001015,0.00001017,7.6459,7.77588E-05,358587668,XHD_BHD
95,1.58017E+12,2020/1/28,0.00001017,0.00001119,0.00001016,0.00001033,7.5294,7.77787E-05,358446984,XHD_BHD
96,1.58026E+12,2020/1/29,0.00001034,0.00001099,0.00001015,0.00001021,7.5008,7.65832E-05,533809012,XHD_BHD
97,1.58034E+12,2020/1/30,0.00001022,0.00001298,0.00001021,0.00001274,7.2861,9.28249E-05,63960520,XHD_BHD
98,1.58043E+12,2020/1/31,0.00001274,0.00001275,0.00001272,0.00001274,6.7581,8.60982E-05,1995700,XHD_BHD
99,1.58052E+12,2020/2/1,0.00001201,0.00001204,0.00001028,0.00001047,5.9224,6.20075E-05,107647677,XHD_BHD
100,1.5806E+12,2020/2/2,0.00001048,0.00001182,0.00001009,0.00001053,6.3332,6.66886E-05,119451244,XHD_BHD
101,1.58077E+12,2020/2/4,0.00001014,0.00001187,0.00001005,0.00001171,6.2186,7.28198E-05,253578164,XHD_BHD
102,1.58086E+12,2020/2/5,0.00001171,0.00001171,0.00001005,0.00001146,6.5346,7.48865E-05,116784728,XHD_BHD
103,1.58095E+12,2020/2/6,0.00001146,0.00001149,0.00000856,0.00000856,6.6525,5.69454E-05,585355069,XHD_BHD
104,1.58103E+12,2020/2/7,0.00000857,0.00000996,0.00000856,0.00000876,6.6056,5.78651E-05,229022381,XHD_BHD
105,1.58112E+12,2020/2/8,0.00000885,0.00001048,0.0000087,0.00000887,6.7873,6.02034E-05,196278756,XHD_BHD
106,1.58121E+12,2020/2/9,0.00000888,0.0000099,0.00000855,0.00000856,6.4973,5.56169E-05,402564405,XHD_BHD
107,1.58129E+12,2020/2/10,0.00000856,0.00001024,0.00000445,0.00000944,6.5119,6.14723E-05,471992774,XHD_BHD
108,1.58138E+12,2020/2/11,0.00000624,0.00000947,0.00000576,0.00000626,6.2489,3.91181E-05,600199527,XHD_BHD
109,1.58147E+12,2020/2/12,0.00000627,0.0000087,0.00000627,0.00000784,6.4845,5.08385E-05,444356124,XHD_BHD
110,1.58155E+12,2020/2/13,0.00000784,0.00000828,0.00000714,0.00000722,6.5603,4.73654E-05,95509948,XHD_BHD
111,1.58164E+12,2020/2/14,0.00000722,0.00000834,0.00000704,0.00000719,6.4353,4.62698E-05,270779720,XHD_BHD
112,1.58172E+12,2020/2/15,0.00000719,0.00000806,0.000007,0.00000736,6.3067,4.64173E-05,63809755,XHD_BHD
113,1.58181E+12,2020/2/16,0.00000736,0.000012,0.00000736,0.00001094,5.5586,6.08111E-05,482001876,XHD_BHD
114,1.5819E+12,2020/2/17,0.00001097,0.0000119,0.00000836,0.00000903,5.4268,4.9004E-05,931974251,XHD_BHD
115,1.58198E+12,2020/2/18,0.00000906,0.0000109,0.00000836,0.00000878,5.2232,4.58597E-05,576618749,XHD_BHD
116,1.58207E+12,2020/2/19,0.00000878,0.0000114,0.00000861,0.00001095,5.6399,6.17569E-05,509980255,XHD_BHD
117,1.58216E+12,2020/2/20,0.00001095,0.00001696,0.00000902,0.00001114,5.4122,6.02919E-05,900168542,XHD_BHD
118,1.58224E+12,2020/2/21,0.00001012,0.00001482,0.00001,0.00001482,5.3013,7.85653E-05,108537346,XHD_BHD
119,1.58233E+12,2020/2/22,0.00001482,0.00001486,0.00001,0.00001026,5.4155,5.5563E-05,249328537,XHD_BHD
120,1.58242E+12,2020/2/23,0.00001026,0.00001181,0.00000936,0.00000946,5.4456,5.15154E-05,102040158,XHD_BHD
121,1.5825E+12,2020/2/24,0.00000946,0.000011,0.00000871,0.0000106,5.5788,5.91353E-05,921384497,XHD_BHD
122,1.58259E+12,2020/2/25,0.00001061,0.00001298,0.00000875,0.0000116,5.3723,6.23187E-05,359035874,XHD_BHD
123,1.58268E+12,2020/2/26,0.0000114,0.00001287,0.00000983,0.0000121,5.2632,6.36847E-05,350858686,XHD_BHD
124,1.58276E+12,2020/2/27,0.00001221,0.00001287,0.00000989,0.00001287,5.245,6.75032E-05,181118492,XHD_BHD
125,1.58285E+12,2020/2/28,0.00001286,0.00001389,0.00001002,0.00001389,5.1225,7.11515E-05,576530347,XHD_BHD
126,1.58293E+12,2020/2/29,0.0000139,0.00001449,0.00001066,0.00001353,5.1956,7.02965E-05,420834426,XHD_BHD
127,1.58302E+12,2020/3/1,0.00001367,0.00001391,0.00001026,0.00001383,5.0533,6.98871E-05,305708337,XHD_BHD
128,1.58311E+12,2020/3/2,0.00001369,0.00001445,0.000012,0.00001369,5.0373,6.89606E-05,887744393,XHD_BHD
129,1.58319E+12,2020/3/3,0.00001369,0.000015,0.00001212,0.000015,5.1173,7.67595E-05,145329925,XHD_BHD
130,1.58328E+12,2020/3/4,0.000016,0.0000192,0.00001222,0.0000192,5.0622,9.71942E-05,96695652,XHD_BHD
131,1.58337E+12,2020/3/5,0.0000192,0.00001999,0.00001321,0.0000192,5.0005,9.60096E-05,162685570,XHD_BHD
132,1.58345E+12,2020/3/6,0.0000192,0.00003487,0.00001695,0.00001971,5.11,0.000100718,890092272,XHD_BHD
133,1.58354E+12,2020/3/7,0.00001971,0.00002199,0.00001332,0.00002095,5.1167,0.000107195,413014917,XHD_BHD
134,1.58363E+12,2020/3/8,0.00002095,0.0000277,0.0000135,0.000022,5.1332,0.00011293,196202860,XHD_BHD
135,1.58371E+12,2020/3/9,0.00002,0.00002199,0.0000162,0.00002063,4.8807,0.000100689,1398278765,XHD_BHD
136,1.5838E+12,2020/3/10,0.00002062,0.00002063,0.00001476,0.00001842,4.849,8.93186E-05,1448520783,XHD_BHD
137,1.58388E+12,2020/3/11,0.00001842,0.00002095,0.0000145,0.00002026,4.8499,9.8259E-05,225706071,XHD_BHD
138,1.58397E+12,2020/3/12,0.00002025,0.00002163,0.000014,0.00002163,4.7713,0.000103203,730276697,XHD_BHD
139,1.58406E+12,2020/3/13,0.00002194,0.00002194,0.0000136,0.00002031,3.281,6.66371E-05,1891642763,XHD_BHD
140,1.58414E+12,2020/3/14,0.00002031,0.0000214,0.00001363,0.00002042,3.5181,7.18396E-05,741521300,XHD_BHD
141,1.58423E+12,2020/3/15,0.00002013,0.00002048,0.00001628,0.00002013,3.6415,7.33034E-05,500044549,XHD_BHD
142,1.58432E+12,2020/3/16,0.00002013,0.00002117,0.00001756,0.00001798,3.6686,6.59614E-05,1201840472,XHD_BHD
143,1.5844E+12,2020/3/17,0.00001799,0.00001881,0.0000153,0.00001881,3.453,6.49509E-05,1818112544,XHD_BHD
144,1.58449E+12,2020/3/18,0.00001881,0.00001886,0.0000145,0.00001615,3.4409,5.55705E-05,543494418,XHD_BHD
145,1.58458E+12,2020/3/19,0.00001615,0.00001653,0.0000138,0.0000161,3.3788,5.43987E-05,731189138,XHD_BHD
146,1.58466E+12,2020/3/20,0.0000161,0.00001616,0.00001384,0.00001421,3.7364,5.30942E-05,818358716,XHD_BHD
147,1.58475E+12,2020/3/21,0.00001424,0.00001493,0.00001366,0.0000143,3.5792,5.11826E-05,906105579,XHD_BHD
148,1.58484E+12,2020/3/22,0.0000143,0.00001489,0.00001207,0.00001362,3.4951,4.76033E-05,378288240,XHD_BHD
149,1.58492E+12,2020/3/23,0.00001362,0.00001448,0.00001266,0.00001402,3.4,0.000047668,933335644,XHD_BHD
150,1.58501E+12,2020/3/24,0.00001415,0.00001473,0.00001254,0.00001254,3.6237,4.54412E-05,667561810,XHD_BHD
151,1.58509E+12,2020/3/25,0.00001256,0.00001417,0.00001222,0.00001323,3.6494,4.82816E-05,559731066,XHD_BHD
152,1.58518E+12,2020/3/26,0.00001323,0.00001336,0.000012,0.00001335,3.6657,4.89371E-05,549178873,XHD_BHD
153,1.58527E+12,2020/3/27,0.00001334,0.00001334,0.00000875,0.00001088,3.9218,4.26692E-05,778342245,XHD_BHD
154,1.58535E+12,2020/3/28,0.00001088,0.00001149,0.00000725,0.00000726,4.6001,3.33967E-05,395137896,XHD_BHD
155,1.58544E+12,2020/3/29,0.00000727,0.00000988,0.00000661,0.00000868,4.9174,4.2683E-05,1021626636,XHD_BHD
156,1.58553E+12,2020/3/30,0.00000875,0.00000888,0.00000662,0.00000664,5.3917,3.58009E-05,474351675,XHD_BHD
157,1.58561E+12,2020/3/31,0.00000686,0.00000761,0.0000065,0.00000662,5.2335,3.46458E-05,1466785608,XHD_BHD
158,1.5857E+12,2020/4/1,0.00000651,0.00000848,0.00000601,0.0000066,5.2751,3.48157E-05,1001606911,XHD_BHD
159,1.58579E+12,2020/4/2,0.00000661,0.0000078,0.00000541,0.00000657,5.165,3.39341E-05,726715293,XHD_BHD
160,1.58587E+12,2020/4/3,0.00000657,0.00000657,0.00000445,0.00000473,5.0528,2.38997E-05,268479710,XHD_BHD
161,1.58596E+12,2020/4/4,0.0000048,0.000006,0.0000046,0.00000507,4.9977,2.53383E-05,129487313,XHD_BHD
162,1.58604E+12,2020/4/5,0.00000506,0.00000596,0.00000375,0.00000396,5.1844,2.05302E-05,106602488,XHD_BHD
163,1.58613E+12,2020/4/6,0.00000396,0.00000525,0.000001,0.00000299,5.0505,1.5101E-05,100895245,XHD_BHD
164,1.58622E+12,2020/4/7,0.00000302,0.0000049,0.00000297,0.0000049,5.0321,2.46573E-05,224453381,XHD_BHD
165,1.5863E+12,2020/4/8,0.00000489,0.00000489,0.00000316,0.00000406,5.0798,2.0624E-05,167060677,XHD_BHD
166,1.58639E+12,2020/4/9,0.00000409,0.00000415,0.0000025,0.00000258,5.0333,1.29859E-05,160327224,XHD_BHD
167,1.58648E+12,2020/4/10,0.00000257,0.0000039,0.00000257,0.00000325,5.1462,1.67252E-05,146347666,XHD_BHD
168,1.58656E+12,2020/4/11,0.00000315,0.00000406,0.00000266,0.00000365,4.8273,1.76196E-05,204445109,XHD_BHD
169,1.58665E+12,2020/4/12,0.00000374,0.00000477,0.00000335,0.00000402,4.6516,1.86994E-05,120266491,XHD_BHD
170,1.58674E+12,2020/4/13,0.00000402,0.0000048,0.00000274,0.00000438,4.8093,2.10647E-05,190316292,XHD_BHD
171,1.58682E+12,2020/4/14,0.00000435,0.0000046,0.00000289,0.00000331,4.963,1.64275E-05,194247528,XHD_BHD
172,1.58691E+12,2020/4/15,0.000003,0.00000425,0.00000299,0.00000398,4.8081,1.91362E-05,131746320,XHD_BHD
173,1.587E+12,2020/4/16,0.00000404,0.0000047,0.000003,0.00000353,5.0917,1.79737E-05,1253471793,XHD_BHD
174,1.58708E+12,2020/4/17,0.00000348,0.0000048,0.0000034,0.00000415,5.4032,2.24233E-05,1114315181,XHD_BHD
175,1.58717E+12,2020/4/18,0.00000414,0.0000048,0.0000031,0.00000328,5.8031,1.90342E-05,318094707,XHD_BHD
176,1.58725E+12,2020/4/19,0.00000328,0.00000391,0.00000328,0.00000345,5.8268,2.01025E-05,429689059,XHD_BHD
177,1.58734E+12,2020/4/20,0.0000034,0.00000479,0.0000029,0.00000313,5.803,1.81634E-05,423595345,XHD_BHD
178,1.58743E+12,2020/4/21,0.00000301,0.00000464,0.00000101,0.00000291,5.8281,1.69598E-05,279947511,XHD_BHD
179,1.58751E+12,2020/4/22,0.00000291,0.00000384,0.00000279,0.00000279,5.9038,1.64716E-05,147376300,XHD_BHD
180,1.5876E+12,2020/4/23,0.00000338,0.00000338,0.00000227,0.00000227,6.4258,1.45866E-05,14398951,XHD_BHD
181,1.58769E+12,2020/4/24,0.0000016,0.00000275,0.00000151,0.00000275,6.4929,1.78555E-05,18547353,XHD_BHD
182,1.58777E+12,2020/4/25,0.00000166,0.00000269,0.00000161,0.00000161,6.3692,1.02544E-05,9739919,XHD_BHD
183,1.58786E+12,2020/4/26,0.00000161,0.000002,0.00000161,0.00000161,6.572,1.05809E-05,2635406,XHD_BHD
184,1.58795E+12,2020/4/27,0.00000161,0.00000238,0.00000152,0.00000152,6.6488,1.01062E-05,15202324,XHD_BHD
185,1.58803E+12,2020/4/28,0.00000152,0.00000197,0.00000018,0.00000081,6.857,5.55417E-06,42520877,XHD_BHD
186,1.58812E+12,2020/4/29,0.000001,0.00000148,0.00000082,0.00000082,6.7799,5.55952E-06,33177843,XHD_BHD
187,1.5882E+12,2020/4/30,0.00000118,0.00000159,0.00000089,0.00000101,7.1999,7.2719E-06,18493572,XHD_BHD
188,1.58829E+12,2020/5/1,0.00000104,0.00000151,0.00000099,0.00000149,7.5224,1.12084E-05,17518934,XHD_BHD
189,1.58838E+12,2020/5/2,0.00000108,0.00000108,0.00000039,0.00000039,11.0979,4.32818E-06,24232230,XHD_BHD
190,1.58846E+12,2020/5/3,0.0000004,0.000001,0.0000004,0.00000051,11.5508,5.89091E-06,10755124,XHD_BHD
191,1.58855E+12,2020/5/4,0.00000055,0.00000101,0.00000046,0.00000101,10.8367,1.09451E-05,5588957,XHD_BHD
192,1.58864E+12,2020/5/5,0.00000046,0.00000049,0.00000046,0.00000049,9.1783,4.49737E-06,2994399,XHD_BHD
193,1.58872E+12,2020/5/6,0.00000096,0.00000109,0.00000049,0.00000109,9.5089,1.03647E-05,6575482,XHD_BHD
194,1.58881E+12,2020/5/7,0.00000051,0.00000109,0.00000051,0.000001,9.4981,9.4981E-06,5459315,XHD_BHD
195,1.5889E+12,2020/5/8,0.00000066,0.00000067,0.00000066,0.00000066,9.6558,6.37283E-06,4942220,XHD_BHD
196,1.58898E+12,2020/5/9,0.00000067,0.00000067,0.00000046,0.00000046,10.09,4.6414E-06,16154802,XHD_BHD
197,1.58907E+12,2020/5/10,0.00000036,0.0000011,0.00000011,0.00000031,9.7129,3.011E-06,86196046,XHD_BHD
198,1.58916E+12,2020/5/11,0.000001,0.00000116,0.00000055,0.00000077,9.2,0.000007084,56447231,XHD_BHD
199,1.58924E+12,2020/5/12,0.0000008,0.0000009,0.00000056,0.00000066,8.9781,5.92555E-06,18268101,XHD_BHD
200,1.58933E+12,2020/5/13,0.0000007,0.0000007,0.00000068,0.00000068,8.9621,6.09423E-06,2533019,XHD_BHD
201,1.58941E+12,2020/5/14,0.0000008,0.00000085,0.00000069,0.00000075,8.963,6.72225E-06,9771593,XHD_BHD
202,1.5895E+12,2020/5/15,0.00000076,0.00000444,0.0000007,0.00000106,8.4992,9.00915E-06,61226872,XHD_BHD
203,1.58959E+12,2020/5/16,0.00000263,0.00000263,0.00000052,0.00000052,8.2136,4.27107E-06,22687093,XHD_BHD
204,1.58967E+12,2020/5/17,0.00000067,0.00000243,0.00000067,0.0000011,7.7784,8.55624E-06,50634342,XHD_BHD
205,1.58976E+12,2020/5/18,0.00000159,0.0000016,0.00000078,0.00000078,7.8382,6.1138E-06,58562447,XHD_BHD
206,1.58985E+12,2020/5/19,0.00000086,0.00000136,0.00000086,0.00000098,7.8431,7.68624E-06,21198743,XHD_BHD
207,1.58993E+12,2020/5/20,0.00000097,0.00000114,0.00000097,0.00000097,7.4704,7.24629E-06,5840462,XHD_BHD
208,1.59002E+12,2020/5/21,0.0000011,0.0000014,0.00000093,0.00000094,7.4691,7.02095E-06,15850970,XHD_BHD
209,1.59011E+12,2020/5/22,0.00000094,0.00000176,0.00000093,0.00000118,7.0863,8.36183E-06,41061813,XHD_BHD
210,1.59019E+12,2020/5/23,0.0000012,0.00000166,0.00000103,0.00000103,7.1889,7.40457E-06,20896018,XHD_BHD
211,1.59028E+12,2020/5/24,0.00000103,0.00000147,0.00000103,0.00000111,6.825,7.57575E-06,18815310,XHD_BHD
212,1.59036E+12,2020/5/25,0.00000111,0.00000155,0.00000103,0.00000155,6.5231,1.01108E-05,47006871,XHD_BHD
213,1.59045E+12,2020/5/26,0.00000113,0.00000167,0.00000113,0.00000119,6.4925,7.72608E-06,7802302,XHD_BHD
