,timestamp,open_price,highest_price,lowest_price,current_price,volume,market_name
0,1557446400000,0.00000025,0.00000240,0.00000025,0.00000120,483440.00000000,IOTW_BTC
1,1557532800000,0.00000081,0.00000095,0.00000081,0.00000095,9359.00000000,IOTW_BTC
2,1557619200000,0.00000092,0.00000107,0.00000079,0.00000099,1727203.00000000,IOTW_BTC
3,1557705600000,0.00000100,0.00000110,0.00000081,0.00000086,2493565.00000000,IOTW_BTC
4,1557792000000,0.00000086,0.00000091,0.00000063,0.00000069,2714611.00000000,IOTW_BTC
5,1557878400000,0.00000065,0.00000076,0.00000062,0.00000070,689953.00000000,IOTW_BTC
6,1557964800000,0.00000070,0.00000070,0.00000070,0.00000070,0.00000000,IOTW_BTC
7,1558051200000,0.00000069,0.00000079,0.00000068,0.00000068,1878101.00000000,IOTW_BTC
8,1558137600000,0.00000068,0.00000070,0.00000066,0.00000069,613837.00000000,IOTW_BTC
9,1558224000000,0.00000068,0.00000071,0.00000066,0.00000068,2293653.00000000,IOTW_BTC
10,1558310400000,0.00000071,0.00000072,0.00000050,0.00000050,671467.00000000,IOTW_BTC
11,1558396800000,0.00000053,0.00000069,0.00000053,0.00000063,5102242.00000000,IOTW_BTC
12,1558483200000,0.00000061,0.00000080,0.00000059,0.00000075,1994144.00000000,IOTW_BTC
13,1558569600000,0.00000077,0.00000089,0.00000074,0.00000083,3609903.00000000,IOTW_BTC
14,1558656000000,0.00000087,0.00000088,0.00000077,0.00000081,3415770.00000000,IOTW_BTC
15,1558742400000,0.00000074,0.00000078,0.00000073,0.00000075,1743530.00000000,IOTW_BTC
16,1558828800000,0.00000078,0.00000089,0.00000073,0.00000078,3108630.00000000,IOTW_BTC
17,1558915200000,0.00000084,0.00000084,0.00000068,0.00000068,730138.00000000,IOTW_BTC
18,1559001600000,0.00000068,0.00000076,0.00000067,0.00000071,1954675.00000000,IOTW_BTC
19,1559088000000,0.00000071,0.00000076,0.00000066,0.00000074,2289877.00000000,IOTW_BTC
20,1559174400000,0.00000074,0.00000080,0.00000071,0.00000076,1797193.00000000,IOTW_BTC
21,1559260800000,0.00000075,0.00000076,0.00000073,0.00000074,9720.00000000,IOTW_BTC
22,1559347200000,0.00000076,0.00000081,0.00000073,0.00000079,607221.00000000,IOTW_BTC
23,1559433600000,0.00000090,0.00000096,0.00000088,0.00000093,543313.00000000,IOTW_BTC
24,1559520000000,0.00000088,0.00000092,0.00000084,0.00000085,401684.00000000,IOTW_BTC
25,1559606400000,0.00000078,0.00000095,0.00000077,0.00000089,674999.00000000,IOTW_BTC
26,1559692800000,0.00000085,0.00000089,0.00000077,0.00000086,507301.00000000,IOTW_BTC
27,1559779200000,0.00000089,0.00000091,0.00000080,0.00000085,446958.00000000,IOTW_BTC
28,1559865600000,0.00000083,0.00000090,0.00000072,0.00000081,491777.00000000,IOTW_BTC
29,1559952000000,0.00000080,0.00000085,0.00000073,0.00000077,819437.00000000,IOTW_BTC
30,1560038400000,0.00000076,0.00000091,0.00000076,0.00000090,709790.00000000,IOTW_BTC
31,1560124800000,0.00000090,0.00000093,0.00000087,0.00000091,692936.00000000,IOTW_BTC
32,1560211200000,0.00000085,0.00000105,0.00000078,0.00000091,498710.00000000,IOTW_BTC
33,1560297600000,0.00000094,0.00000104,0.00000089,0.00000102,517719.0000000000,IOTW_BTC
34,1560384000000,0.00000100,0.00000105,0.00000094,0.00000100,1051418.0000000000,IOTW_BTC
