,timestamp,,open_price,highest_price,lowest_price,current_price,volume,market_name
0,1.58872E+12,2020/5/6,0.0312,0.0399,0.0245,0.0283,1341717,QM_USDT
1,1.58881E+12,2020/5/7,0.0283,0.0312,0.0273,0.02807,1311024,QM_USDT
2,1.5889E+12,2020/5/8,0.028,0.02992,0.0269,0.02855,1390878,QM_USDT
3,1.58898E+12,2020/5/9,0.02853,0.0336,0.02701,0.03035,1333223,QM_USDT
4,1.58907E+12,2020/5/10,0.03033,0.0329,0.02896,0.03138,1858198,QM_USDT
5,1.58916E+12,2020/5/11,0.0314,0.03164,0.02804,0.0297,3567395,QM_USDT
6,1.58924E+12,2020/5/12,0.02969,0.0298,0.0251,0.02797,1712962,QM_USDT
7,1.58933E+12,2020/5/13,0.02796,0.02804,0.02512,0.02595,1733386,QM_USDT
8,1.58941E+12,2020/5/14,0.02589,0.02902,0.02557,0.02778,1518373,QM_USDT
9,1.5895E+12,2020/5/15,0.02782,0.02992,0.02774,0.02899,1436579,QM_USDT
10,1.58959E+12,2020/5/16,0.02899,0.03046,0.02868,0.03038,1487850,QM_USDT
11,1.58967E+12,2020/5/17,0.03037,0.03087,0.02985,0.03055,1075113,QM_USDT
12,1.58976E+12,2020/5/18,0.03055,0.03059,0.02916,0.03019,1145845,QM_USDT
13,1.58985E+12,2020/5/19,0.03019,0.03302,0.03011,0.03302,920951,QM_USDT
14,1.58993E+12,2020/5/20,0.03297,0.0348,0.03229,0.03415,1019483,QM_USDT
15,1.59002E+12,2020/5/21,0.03413,0.03537,0.0331,0.03509,1084514,QM_USDT
16,1.59011E+12,2020/5/22,0.03509,0.03532,0.03229,0.03249,929273,QM_USDT
17,1.59019E+12,2020/5/23,0.03251,0.034,0.03119,0.03165,932421,QM_USDT
18,1.59028E+12,2020/5/24,0.03168,0.03238,0.0299,0.03066,949113,QM_USDT
19,1.59036E+12,2020/5/25,0.03068,0.03198,0.02998,0.03171,899285,QM_USDT
20,1.59045E+12,2020/5/26,0.03168,0.03232,0.02794,0.02959,1074872,QM_USDT
21,1.59054E+12,2020/5/27,0.02962,0.03239,0.02932,0.03152,875567,QM_USDT
22,1.59062E+12,2020/5/28,0.03154,0.03398,0.03138,0.0331,1193945,QM_USDT
23,1.59071E+12,2020/5/29,0.03308,0.0333,0.03112,0.03239,1533249,QM_USDT
24,1.5908E+12,2020/5/30,0.03235,0.03399,0.03189,0.03217,1394505,QM_USDT
25,1.59088E+12,2020/5/31,0.03219,0.03393,0.03195,0.03331,1488309,QM_USDT
26,1.59097E+12,2020/6/1,0.03333,0.03398,0.0319,0.03201,1326519,QM_USDT
27,1.59106E+12,2020/6/2,0.032,0.03398,0.03189,0.03313,1371733,QM_USDT
28,1.59114E+12,2020/6/3,0.03312,0.0334,0.02819,0.02935,1592203,QM_USDT
29,1.59123E+12,2020/6/4,0.02928,0.03177,0.02819,0.02869,1623816,QM_USDT
30,1.59132E+12,2020/6/5,0.02865,0.03101,0.02819,0.0294,2029084,QM_USDT
31,1.5914E+12,2020/6/6,0.02939,0.03283,0.02615,0.02785,1531863,QM_USDT
32,1.59149E+12,2020/6/7,0.02786,0.0298,0.0277,0.02913,1710864,QM_USDT
33,1.59157E+12,2020/6/8,0.02912,0.03066,0.02302,0.02767,2869810,QM_USDT
34,1.59166E+12,2020/6/9,0.02772,0.02793,0.02552,0.02638,1347346,QM_USDT
35,1.59175E+12,2020/6/10,0.02635,0.03027,0.02312,0.02663,2103479,QM_USDT
36,1.59183E+12,2020/6/11,0.02666,0.02715,0.02566,0.02589,2136479,QM_USDT
37,1.59192E+12,2020/6/12,0.02589,0.02742,0.02571,0.02723,2410715,QM_USDT
38,1.59201E+12,2020/6/13,0.0272,0.02855,0.0267,0.02853,1010095,QM_USDT
39,1.59209E+12,2020/6/14,0.02854,0.02878,0.02753,0.02802,1256370,QM_USDT
