,open_time,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1577923200000,1e-7,1e-7,1e-7,1e-7,371814699.6,1578009599999,37.18146996,2,2,,0,808TAUSDT
1,1578009600000,1e-7,1e-7,1e-7,1e-7,102000000,1578095999999,10.2,1,1,,0,808TAUSDT
2,1578096000000,1e-7,1e-7,1e-7,1e-7,227336735,1578182399999,22.7336735,3,3,,0,808TAUSDT
3,1578960000000,1e-8,1e-8,1e-8,1e-8,2050800858.8,1579046399999,20.50800859,2,2,,0,808TAUSDT
4,1579219200000,2e-8,5e-8,2e-8,3e-8,6732573700.1,1579305599999,253.488685,19,10,,0,808TAUSDT
5,1579305600000,2e-8,2e-8,2e-8,2e-8,2010000000,1579391999999,40.2,3,0,,0,808TAUSDT
6,1579737600000,3e-8,3e-8,3e-8,3e-8,696364868.1,1579823999999,20.89094605,3,2,,0,808TAUSDT
7,1580256000000,2e-8,2e-8,2e-8,2e-8,101771458,1580342399999,2.03542916,1,0,,0,808TAUSDT
8,1580601600000,2e-8,1e-7,1e-8,1e-7,3664188614.9,1580687999999,172.87284073,10,5,,0,808TAUSDT
9,1580688000000,7e-8,7e-8,1e-8,7e-8,2829328155.1,1580774399999,37.134853,5,1,,0,808TAUSDT
10,1581120000000,1e-8,2e-8,1e-8,2e-8,1700000000,1581206399999,23.9,2,1,,0,808TAUSDT
11,1581379200000,1e-8,1e-8,1e-8,1e-8,1664303580,1581465599999,16.6430358,2,1,,0,808TAUSDT
12,1581724800000,2e-8,2e-8,2e-8,2e-8,677358838,1581811199999,13.54717676,2,2,,0,808TAUSDT
13,1581811200000,2e-8,2e-8,2e-8,2e-8,1302901322,1581897599999,26.05802644,3,2,,0,808TAUSDT
14,1582070400000,2e-8,2e-8,2e-8,2e-8,750000000,1582156799999,15,1,0,,0,808TAUSDT
15,1582416000000,3e-8,3e-8,3e-8,3e-8,372518329.6,1582502399999,11.17554989,1,1,,0,808TAUSDT
16,1582502400000,3e-8,4e-8,3e-8,4e-8,375000000,1582588799999,14.72518329,2,2,,0,808TAUSDT
17,1583539200000,4e-8,4e-8,4e-8,4e-8,21704.2,1583625599999,0.00086817,1,1,,0,808TAUSDT
18,1584057600000,2e-8,2e-8,2e-8,2e-8,3715652295.6,1584143999999,74.31304591,2,0,,0,808TAUSDT
19,1586304000000,4e-8,4e-8,4e-8,4e-8,359577357.8,1586390399999,14.38309431,1,1,,0,808TAUSDT
20,1586822400000,2e-8,2e-8,2e-8,2e-8,504747500,1586908799999,10.09495,1,0,,0,808TAUSDT
21,1587168000000,4e-8,4e-8,4e-8,4e-8,250000000,1587254399999,10,1,1,,0,808TAUSDT
22,1588032000000,3e-8,3e-8,3e-8,3e-8,366666666.6,1588118399999,11,1,0,,0,808TAUSDT
23,1588550400000,3e-8,3e-8,3e-8,3e-8,488080833.4,1588636799999,14.642425,2,2,,0,808TAUSDT
24,1588896000000,4e-8,4e-8,4e-8,4e-8,18573.5,1588982399999,0.00074294,2,2,,0,808TAUSDT
25,1589068800000,2e-8,2e-8,2e-8,2e-8,2818033773.8,1589155199999,56.36067548,5,0,,0,808TAUSDT
26,1589241600000,1e-8,1e-8,1e-8,1e-8,18564.2,1589327999999,0.00018564,1,0,,0,808TAUSDT
27,1589760000000,2e-8,2e-8,2e-8,2e-8,500000000,1589846399999,10,1,0,,0,808TAUSDT
28,1589846400000,2e-8,3e-8,2e-8,3e-8,37053089,1589932799999,1.06411767,2,2,,0,808TAUSDT
29,1591920000000,1e-8,1e-8,1e-8,1e-8,2000000000,1592006399999,20,2,0,,0,808TAUSDT
30,1592006400000,3e-8,3e-8,3e-8,3e-8,1000000000,1592092799999,30,2,2,,0,808TAUSDT
