,open_time,,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
153,1.56989E+12,2019/10/1,0.0577,0.0671,0.0477,0.0521,786545.12,1.56997E+12,47933.07552,8903,4452,,0,VDUSDT
154,1.56997E+12,2019/10/2,0.051,0.0799,0.047,0.078,796260.1,1.57006E+12,48316.61723,8913,4446,,0,VDUSDT
155,1.57006E+12,2019/10/3,0.078,0.0782,0.0474,0.0507,768163.55,1.57015E+12,48017.19492,8598,4300,,0,VDUSDT
156,1.57015E+12,2019/10/4,0.0514,0.0699,0.0472,0.0615,764777.47,1.57023E+12,44926.84698,8740,4321,,0,VDUSDT
157,1.57023E+12,2019/10/5,0.0573,0.0794,0.047,0.0592,773924.35,1.57032E+12,44750.39263,8641,4336,,0,VDUSDT
158,1.57032E+12,2019/10/6,0.0586,0.08,0.0472,0.0728,748779.1,1.57041E+12,51471.9251,8622,4273,,0,VDUSDT
159,1.57041E+12,2019/10/7,0.0728,0.08,0.0402,0.0704,729020.75,1.57049E+12,48556.6167,8324,4176,,0,VDUSDT
160,1.57049E+12,2019/10/8,0.0704,0.08,0.0415,0.0719,723495.53,1.57058E+12,50387.06878,7886,3885,,0,VDUSDT
161,1.57058E+12,2019/10/9,0.0732,0.114,0.037,0.063,582779.2862,1.57067E+12,42461.33941,6407,3078,,0,VDUSDT
162,1.57067E+12,2019/10/10,0.0627,0.0872,0.0409,0.0705,685054.1178,1.57075E+12,46196.29,7792,3910,,0,VDUSDT
163,1.57075E+12,2019/10/11,0.0705,0.0796,0.041,0.0498,535605.75,1.57084E+12,31872.54527,5988,2927,,0,VDUSDT
164,1.57084E+12,2019/10/12,0.0499,0.0553,0.0402,0.0497,764477.79,1.57092E+12,36475.76189,8486,4244,,0,VDUSDT
165,1.57092E+12,2019/10/13,0.0498,0.0828,0.043,0.057,740949.47,1.57101E+12,38199.63286,8365,4208,,0,VDUSDT
166,1.57101E+12,2019/10/14,0.057,0.1085,0.043,0.0683,641440.2,1.5711E+12,41791.48146,6986,3451,,0,VDUSDT
167,1.5711E+12,2019/10/15,0.0621,0.0682,0.0383,0.0668,233969.74,1.57118E+12,13837.13064,2627,1326,,0,VDUSDT
168,1.57118E+12,2019/10/16,0.0676,0.0682,0.0377,0.065,709361.75,1.57127E+12,40998.36924,8227,4182,,0,VDUSDT
169,1.57127E+12,2019/10/17,0.0659,0.0704,0.0372,0.046,691433.2,1.57136E+12,35450.80409,7966,4002,,0,VDUSDT
170,1.57136E+12,2019/10/18,0.046,0.0857,0.037,0.084,692812.79,1.57144E+12,41198.69504,7935,4023,,0,VDUSDT
171,1.57144E+12,2019/10/19,0.0843,0.0859,0.0374,0.0679,712673.82,1.57153E+12,49117.59382,8018,3994,,0,VDUSDT
172,1.57153E+12,2019/10/20,0.0679,0.0859,0.0375,0.0839,693512.44,1.57162E+12,48651.66716,7775,3863,,0,VDUSDT
173,1.57162E+12,2019/10/21,0.0824,0.0859,0.0372,0.0772,705494.2,1.5717E+12,48557.22689,8068,4065,,0,VDUSDT
174,1.5717E+12,2019/10/22,0.0772,0.0859,0.0387,0.0682,702966.18,1.57179E+12,49008.19723,7993,4003,,0,VDUSDT
175,1.57179E+12,2019/10/23,0.0682,0.0833,0.0371,0.0614,691558.66,1.57188E+12,42421.49037,7669,3793,,0,VDUSDT
176,1.57188E+12,2019/10/24,0.0614,0.0647,0.0371,0.0488,681666.63,1.57196E+12,35360.40275,7769,3919,,0,VDUSDT
177,1.57196E+12,2019/10/25,0.0506,0.0598,0.0372,0.0453,645084.87,1.57205E+12,31435.39647,7286,3596,,0,VDUSDT
178,1.57205E+12,2019/10/26,0.0453,0.0569,0.0371,0.0556,656408.45,1.57213E+12,32877.29293,7420,3710,,0,VDUSDT
179,1.57213E+12,2019/10/27,0.0516,0.0569,0.0371,0.0451,656971.57,1.57222E+12,29640.7175,7518,3759,,0,VDUSDT
180,1.57222E+12,2019/10/28,0.0438,0.0497,0.0371,0.0416,604540.7,1.57231E+12,25998.08285,6850,3357,,0,VDUSDT
