,open_time,,open,high,low,close,,,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
36,1.58172E+12,2020/2/15,0.00001442,0.00002199,0.00001418,0.00001906,9897.2,0.188640632,79409,1.58181E+12,1.49704339,8925,4486,,0,BXCBTC
37,1.58181E+12,2020/2/16,0.00001906,0.000029,0.00001501,0.00002208,9944.85,0.219582288,83149,1.5819E+12,1.58902931,9066,4590,,0,BXCBTC
38,1.5819E+12,2020/2/17,0.00002172,0.00002861,0.000016,0.000025,9697.85,0.24244625,65467,1.58198E+12,1.24120764,7131,3582,,0,BXCBTC
39,1.58198E+12,2020/2/18,0.00002346,0.00002606,0.0000165,0.00001802,10157.08,0.183030582,75735,1.58207E+12,1.53479506,8162,4053,,0,BXCBTC
40,1.58207E+12,2020/2/19,0.00001801,0.00002399,0.000013,0.00001827,9612.99,0.175629327,92456,1.58216E+12,1.83001057,9882,4896,,0,BXCBTC
41,1.58216E+12,2020/2/20,0.00001838,0.00002199,0.00001501,0.00001883,9597.32,0.180717536,85372,1.58224E+12,1.62799702,9652,4793,,0,BXCBTC
42,1.58224E+12,2020/2/21,0.00001894,0.00001899,0.000016,0.00001829,9682.52,0.177093291,88244,1.58233E+12,1.58168533,9494,4820,,0,BXCBTC
43,1.58233E+12,2020/2/22,0.00001805,0.00001848,0.0000141,0.0000172,9654.12,0.166050864,94428,1.58242E+12,1.61409131,9814,4940,,0,BXCBTC
44,1.58242E+12,2020/2/23,0.00001719,0.00001796,0.00001406,0.00001613,9957.61,0.160616249,87657,1.5825E+12,1.4292621,9925,5025,,0,BXCBTC
45,1.5825E+12,2020/2/24,0.00001598,0.00001792,0.00001203,0.00001672,9662.95,0.161564524,85008,1.58259E+12,1.25517142,9553,4761,,0,BXCBTC
46,1.58259E+12,2020/2/25,0.00001672,0.00001688,0.00001241,0.0000136,9320.71,0.126761656,85356,1.58268E+12,1.29253232,9733,4933,,0,BXCBTC
47,1.58268E+12,2020/2/26,0.00001403,0.00001597,0.0000072,0.00001402,8850,0.124077,90232,1.58276E+12,1.23504322,9533,4747,,0,BXCBTC
48,1.58276E+12,2020/2/27,0.00001398,0.0000151,0.0000138,0.00001391,8804.64,0.122472542,85724,1.58285E+12,1.22494563,9439,4731,,0,BXCBTC
49,1.58285E+12,2020/2/28,0.00001389,0.00001389,0.0000138,0.0000138,8692.44,0.119955672,84,1.58293E+12,0.00115974,2,1,,0,BXCBTC
50,1.58293E+12,2020/2/29,0.00001389,0.000014,0.00001389,0.000014,8537.34,0.11952276,672,1.58302E+12,0.00937621,6,6,,0,BXCBTC
51,1.58302E+12,2020/3/1,0.000014,0.0000151,0.000014,0.0000151,8545.43,0.129035993,585,1.58311E+12,0.0084419,2,2,,0,BXCBTC
52,1.58311E+12,2020/3/2,0.00001471,0.00001787,0.00001261,0.00001545,8929.9,0.137966955,76449,1.58319E+12,1.17150661,8635,4338,,0,BXCBTC
53,1.58319E+12,2020/3/3,0.0000157,0.00001789,0.00001245,0.00001601,8760.53,0.140256085,84559,1.58328E+12,1.32081294,8870,4405,,0,BXCBTC
54,1.58328E+12,2020/3/4,0.00001603,0.00001689,0.00001227,0.00001592,8751.43,0.139322766,81393,1.58337E+12,1.21054628,8977,4437,,0,BXCBTC
55,1.58337E+12,2020/3/5,0.00001607,0.00001648,0.000013,0.0000135,9045.16,0.12210966,75386,1.58345E+12,1.06582044,8474,4184,,0,BXCBTC
56,1.58345E+12,2020/3/6,0.00001395,0.00001474,0.00001226,0.00001297,9123.81,0.118335816,66903,1.58354E+12,0.913579,7001,3461,,0,BXCBTC
57,1.58354E+12,2020/3/7,0.00001294,0.00001421,0.00001111,0.0000142,8878.85,0.12607967,56143,1.58363E+12,0.69989438,6279,3122,,0,BXCBTC
58,1.58363E+12,2020/3/8,0.00001423,0.00001443,0.00001022,0.00001287,8280.16,0.106565659,41910,1.58371E+12,0.52181885,4738,2327,,0,BXCBTC
59,1.58371E+12,2020/3/9,0.00001291,0.00001398,0.00001021,0.00001252,7936.84,0.099369237,15514,1.5838E+12,0.18810587,1776,877,,0,BXCBTC
60,1.58388E+12,2020/3/11,0.00000949,0.00001355,0.00000905,0.0000097,7928.57,0.076907129,43523,1.58397E+12,0.51269013,4835,2402,,0,BXCBTC
61,1.58397E+12,2020/3/12,0.00000958,0.00001355,0.00000905,0.00001109,4674.16,0.051836434,71290,1.58406E+12,0.81667927,7907,3965,,0,BXCBTC
62,1.58406E+12,2020/3/13,0.00001126,0.00001354,0.00000788,0.00000788,5509.06,0.043411393,71773,1.58414E+12,0.83931055,7708,3807,,0,BXCBTC
63,1.58414E+12,2020/3/14,0.00000785,0.00001321,0.00000584,0.00001011,5430.02,0.054897502,70402,1.58423E+12,0.71291773,7860,3853,,0,BXCBTC
64,1.58423E+12,2020/3/15,0.00001028,0.00001299,0.00000708,0.00001083,5429.38,0.058800185,69837,1.58432E+12,0.77626244,7741,3844,,0,BXCBTC
65,1.58432E+12,2020/3/16,0.00001073,0.00001288,0.00000712,0.00000874,5018.29,0.043859855,70283,1.5844E+12,0.71654205,7939,4063,,0,BXCBTC
66,1.5844E+12,2020/3/17,0.00000905,0.00000999,0.00000714,0.00000836,5388.39,0.04504694,71177,1.58449E+12,0.62240122,8058,3918,,0,BXCBTC
67,1.58449E+12,2020/3/18,0.00000869,0.00000999,0.0000072,0.00000732,5113.46,0.037430527,73055,1.58458E+12,0.65065811,8157,4069,,0,BXCBTC
68,1.58458E+12,2020/3/19,0.0000077,0.00001198,0.000007,0.00000904,6174.85,0.055820644,82845,1.58466E+12,0.75489476,7954,3940,,0,BXCBTC
69,1.58466E+12,2020/3/20,0.00000889,0.00001187,0.00000707,0.00000763,6204.41,0.047339648,73913,1.58475E+12,0.74759271,8465,4250,,0,BXCBTC
70,1.58475E+12,2020/3/21,0.00000765,0.00001187,0.00000706,0.00000801,6175.14,0.049462871,83192,1.58484E+12,0.81206648,9274,4608,,0,BXCBTC
71,1.58484E+12,2020/3/22,0.00000777,0.00001089,0.000007,0.00000831,5824.73,0.048403506,85714,1.58492E+12,0.80155178,9259,4598,,0,BXCBTC
72,1.58492E+12,2020/3/23,0.00000803,0.00001089,0.00000706,0.00000849,6487.57,0.055079469,84028,1.58501E+12,0.75930584,9260,4643,,0,BXCBTC
73,1.58501E+12,2020/3/24,0.00000838,0.00001024,0.000007,0.00000966,6740.91,0.065117191,83524,1.58509E+12,0.72214493,9169,4651,,0,BXCBTC
74,1.58509E+12,2020/3/25,0.0000098,0.00000999,0.000007,0.00000799,6693.22,0.053478828,84124,1.58518E+12,0.72800483,9187,4678,,0,BXCBTC
75,1.58518E+12,2020/3/26,0.00000809,0.00000988,0.00000702,0.00000867,6741.13,0.058445597,83187,1.58527E+12,0.6841026,9274,4682,,0,BXCBTC
76,1.58527E+12,2020/3/27,0.00000885,0.00000898,0.00000701,0.00000803,6363.78,0.051101153,84901,1.58535E+12,0.68320491,9378,4739,,0,BXCBTC
77,1.58535E+12,2020/3/28,0.00000817,0.00000849,0.00000701,0.00000742,6245.65,0.046342723,82818,1.58544E+12,0.62879676,9166,4535,,0,BXCBTC
78,1.58544E+12,2020/3/29,0.00000746,0.0000077,0.00000701,0.00000747,5890.21,0.043999869,81081,1.58553E+12,0.59458682,9004,4524,,0,BXCBTC
79,1.58553E+12,2020/3/30,0.00000746,0.0000077,0.00000592,0.0000073,6402.87,0.046740951,82535,1.58561E+12,0.58667859,9139,4595,,0,BXCBTC
80,1.58561E+12,2020/3/31,0.00000712,0.00000768,0.00000605,0.00000628,6436.48,0.040421094,59736,1.5857E+12,0.40533761,6706,3346,,0,BXCBTC
81,1.5857E+12,2020/4/1,0.00000636,0.00000724,0.00000604,0.00000702,6324.76,0.044399815,74216,1.58579E+12,0.49872291,8374,4148,,0,BXCBTC
82,1.58587E+12,2020/4/3,0.00000725,0.0000088,0.00000725,0.0000088,6669.06,0.058687728,120,1.58596E+12,0.0009049,4,2,,0,BXCBTC
83,1.58604E+12,2020/4/5,0.0000087,0.0000087,0.0000087,0.0000087,6717.17,0.058439379,20,1.58613E+12,0.000174,1,0,,0,BXCBTC
84,1.58613E+12,2020/4/6,0.000006,0.000006,0.0000053,0.0000053,7263.86,0.038498458,2127,1.58622E+12,0.0120091,4,0,,0,BXCBTC
85,1.58622E+12,2020/4/7,0.0000076,0.0000076,0.00000432,0.00000432,7203.03,0.03111709,331,1.5863E+12,0.00152002,3,0,,0,BXCBTC
86,1.58639E+12,2020/4/9,0.0000015,0.0000015,0.00000142,0.00000142,7286.8,0.010347256,288,1.58648E+12,0.00041448,2,0,,0,BXCBTC
87,1.58665E+12,2020/4/12,0.00000879,0.000009,0.00000879,0.0000089,6981.02,0.062131078,876.9791759,1.58674E+12,0.00777326,33,3,,0,BXCBTC
88,1.58674E+12,2020/4/13,0.00000889,0.0000089,0.00000889,0.0000089,6859.44,0.061049016,247,1.58682E+12,0.00219808,3,3,,0,BXCBTC
89,1.587E+12,2020/4/16,0.00000552,0.00000552,0.0000055,0.0000055,7102.02,0.03906111,110,1.58708E+12,0.000606,3,0,,0,BXCBTC
90,1.58734E+12,2020/4/20,0.0000055,0.0000055,0.0000055,0.0000055,7022.86,0.03862573,200,1.58743E+12,0.0011,1,0,,0,BXCBTC
91,1.5876E+12,2020/4/23,0.0000055,0.000006,0.00000474,0.00000474,7462.94,0.035374336,4232,1.58769E+12,0.02272924,4,0,,0,BXCBTC
92,1.5882E+12,2020/4/30,0.000006,0.000006,0.000006,0.000006,8816.28,0.05289768,81,1.58829E+12,0.000486,3,0,,0,BXCBTC
93,1.58838E+12,2020/5/2,0.000006,0.00001,0.00000474,0.00001,8907.38,0.0890738,40,1.58846E+12,0.00031874,4,0,,0,BXCBTC
94,1.58846E+12,2020/5/3,0.00000474,0.00000474,0.00000474,0.00000474,8853.89,0.041967439,198,1.58855E+12,0.00093852,1,0,,0,BXCBTC
95,1.58864E+12,2020/5/5,0.00000474,0.00000474,0.00000305,0.00000305,9029.98,0.027541439,64,1.58872E+12,0.00019689,2,0,,0,BXCBTC
96,1.58924E+12,2020/5/12,0.000006,0.000006,0.000006,0.000006,8795.07,0.05277042,130,1.58933E+12,0.00078,1,1,,0,BXCBTC
97,1.5895E+12,2020/5/15,0.000006,0.000006,0.000004,0.000004,9516.24,0.03806496,561,1.58959E+12,0.002694,3,1,,0,BXCBTC
98,1.58967E+12,2020/5/17,0.000004,0.000004,0.00000305,0.00000305,9713.64,0.029626602,35,1.58976E+12,0.0001077,2,0,,0,BXCBTC
99,1.58985E+12,2020/5/19,0.00000305,0.00000305,0.00000305,0.00000305,9751.98,0.029743539,243,1.58993E+12,0.00074115,2,0,,0,BXCBTC
100,1.59002E+12,2020/5/21,0.000008,0.00001245,0.00000602,0.000007,8949.42,0.06264594,923,1.59011E+12,0.00882708,23,5,,0,BXCBTC
101,1.59011E+12,2020/5/22,0.000007,0.00001245,0.000005,0.0000055,9209.83,0.050654065,1117,1.59019E+12,0.00951728,16,7,,0,BXCBTC
102,1.59019E+12,2020/5/23,0.00000553,0.00000914,0.00000408,0.00000513,9173.6,0.047060568,199934,1.59028E+12,1.11004093,1277,636,,0,BXCBTC
103,1.59028E+12,2020/5/24,0.00000457,0.00000787,0.00000402,0.00000494,9168.51,0.045292439,230962,1.59036E+12,1.09405492,1440,721,,0,BXCBTC
104,1.59036E+12,2020/5/25,0.00000575,0.00000719,0.00000405,0.0000047,8838.91,0.041542877,227769,1.59045E+12,1.19814055,1437,722,,0,BXCBTC
105,1.59045E+12,2020/5/26,0.00000455,0.00000549,0.00000405,0.00000434,9060.29,0.039321659,230290,1.59054E+12,1.07235142,1440,716,,0,BXCBTC
106,1.59054E+12,2020/5/27,0.00000481,0.0000055,0.00000405,0.0000052,8987.25,0.0467337,237813,1.59062E+12,1.14229064,1441,733,,0,BXCBTC
107,1.59062E+12,2020/5/28,0.00000488,0.000011,0.00000405,0.00000413,9322.78,0.038503081,236921.0218,1.59071E+12,1.46272329,1451,739,,0,BXCBTC
108,1.59071E+12,2020/5/29,0.00000409,0.00000499,0.00000405,0.00000467,9191.18,0.042922811,234581,1.5908E+12,1.05271887,1445,726,,0,BXCBTC
109,1.5908E+12,2020/5/30,0.00000497,0.00000497,0.00000307,0.00000323,9881.18,0.031916211,235585,1.59088E+12,1.02230042,1442,714,,0,BXCBTC
110,1.59088E+12,2020/5/31,0.00000408,0.00000494,0.00000314,0.0000041,9548.79,0.039150039,22995,1.59097E+12,0.09071375,154,74,,0,BXCBTC
111,1.59097E+12,2020/6/1,0.00000469,0.00000487,0.00000306,0.00000332,9764.36,0.032417675,63344,1.59106E+12,0.24364107,399,208,,0,BXCBTC
112,1.59106E+12,2020/6/2,0.0000035,0.00000798,0.00000309,0.00000533,10590.56,0.056447685,335228,1.59114E+12,1.58463623,2060,998,,0,BXCBTC
113,1.59114E+12,2020/6/3,0.00000599,0.00000691,0.00000352,0.00000482,9580,0.0461756,317545,1.59123E+12,1.67281761,1992,1016,,0,BXCBTC
114,1.59123E+12,2020/6/4,0.00000565,0.00000674,0.00000399,0.00000567,9748.33,0.055273031,232664.3205,1.59132E+12,1.24284216,1443,728,,0,BXCBTC
115,1.59132E+12,2020/6/5,0.00000608,0.00000671,0.00000343,0.00000392,9742.97,0.038192442,231897,1.5914E+12,1.06259084,1441,719,,0,BXCBTC
116,1.5914E+12,2020/6/6,0.0000039,0.00000454,0.00000365,0.0000041,9651.42,0.039570822,144910,1.59149E+12,0.58426488,896,458,,0,BXCBTC
117,1.59149E+12,2020/6/7,0.00000386,0.00000455,0.00000301,0.00000416,9812.73,0.040820957,379723,1.59157E+12,1.54064174,2354,1199,,0,BXCBTC
118,1.59157E+12,2020/6/8,0.00000418,0.00000428,0.0000038,0.00000406,6580.05,0.026715003,406858,1.59166E+12,1.66000108,2510,1254,,0,BXCBTC
119,1.59166E+12,2020/6/9,0.00000406,0.00000443,0.00000302,0.00000331,9681.01,0.032044143,405120,1.59175E+12,1.53268654,2508,1328,,0,BXCBTC
120,1.59175E+12,2020/6/10,0.00000348,0.00000443,0.00000303,0.00000395,9530.95,0.037647253,401087,1.59183E+12,1.48977425,2487,1235,,0,BXCBTC
121,1.59183E+12,2020/6/11,0.00000389,0.00000443,0.00000304,0.00000351,9508.28,0.033374063,207450,1.59192E+12,0.75978975,1261,616,,0,BXCBTC
122,1.59192E+12,2020/6/12,0.00000372,0.00000443,0.00000302,0.00000409,9371.67,0.03833013,377064,1.59201E+12,1.39483879,2288,1126,,0,BXCBTC
123,1.59201E+12,2020/6/13,0.00000347,0.00000435,0.00000303,0.00000311,9578.35,0.029788669,229710,1.59209E+12,0.83129389,1441,697,,0,BXCBTC
