,open_time,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1570060800000,2.7e-7,9.9e-7,1.9e-7,9.8e-7,5554181,1570147199999,3.86264639,6642,3310,,0,GCZBTC
1,1570147200000,9.7e-7,9.9e-7,1.9e-7,6.4e-7,9401083,1570233599999,6.7503281,11775,5871,,0,GCZBTC
2,1570233600000,6.4e-7,9.9e-7,2e-7,7.6e-7,9612109,1570319999999,6.9672994,11778,5890,,0,GCZBTC
3,1570320000000,7.5e-7,9.9e-7,1.9e-7,8.1e-7,9455339,1570406399999,6.48053377,11585,5856,,0,GCZBTC
4,1570406400000,8.2e-7,9.9e-7,1.9e-7,8.9e-7,8707639,1570492799999,6.4201464,11228,5676,,0,GCZBTC
5,1570492800000,8.2e-7,9.9e-7,2.1e-7,7.9e-7,8432786,1570579199999,5.63568768,10634,5342,,0,GCZBTC
6,1570579200000,7.9e-7,9.9e-7,2.2e-7,4.1e-7,6706280,1570665599999,4.68115263,8274,4161,,0,GCZBTC
7,1570665600000,4.1e-7,9.9e-7,2.1e-7,5.8e-7,8119453,1570751999999,5.48295029,10062,5126,,0,GCZBTC
8,1570752000000,5.8e-7,9.9e-7,2.2e-7,8.2e-7,9195221,1570838399999,6.77857965,11200,5606,,0,GCZBTC
9,1570838400000,8.2e-7,9.9e-7,2.4e-7,6.2e-7,9205602,1570924799999,6.36803291,11497,5731,,0,GCZBTC
10,1570924800000,6.1e-7,9.9e-7,3e-7,5e-7,9207629,1571011199999,6.93834766,11464,5763,,0,GCZBTC
11,1571011200000,4.9e-7,9.9e-7,2.5e-7,9.6e-7,8790442,1571097599999,6.0693934,10883,5559,,0,GCZBTC
12,1571097600000,9.6e-7,9.9e-7,2.5e-7,9.1e-7,8655291,1571183999999,6.21803102,10757,5494,,0,GCZBTC
13,1571184000000,8.5e-7,9.9e-7,2.5e-7,7.9e-7,8458002,1571270399999,6.11606335,10592,5383,,0,GCZBTC
14,1571270400000,7.7e-7,9.9e-7,2.6e-7,9.7e-7,8408223,1571356799999,6.17185324,10532,5205,,0,GCZBTC
15,1571356800000,9.7e-7,9.9e-7,2.5e-7,5.3e-7,8167569,1571443199999,5.90226689,10164,5079,,0,GCZBTC
16,1571443200000,5.2e-7,9.9e-7,2.5e-7,3.6e-7,8330093,1571529599999,6.19557461,10339,5165,,0,GCZBTC
17,1571529600000,3.6e-7,9.9e-7,2.6e-7,5.7e-7,8205951,1571615999999,6.10246601,10130,5042,,0,GCZBTC
18,1571616000000,5.5e-7,9.9e-7,2.5e-7,8.7e-7,8431734,1571702399999,5.93581618,10460,5224,,0,GCZBTC
19,1571702400000,8.7e-7,9.9e-7,2.5e-7,4.9e-7,8191443,1571788799999,5.81825857,10343,5111,,0,GCZBTC
20,1571788800000,5.4e-7,9.9e-7,2.5e-7,7.8e-7,8029040,1571875199999,5.63490657,9989,4975,,0,GCZBTC
21,1571875200000,7.7e-7,9.9e-7,2.5e-7,9.3e-7,8016352,1571961599999,5.8446189,10018,4987,,0,GCZBTC
22,1571961600000,9.3e-7,9.9e-7,2.5e-7,7.6e-7,7572063,1572047999999,5.4183752,9377,4688,,0,GCZBTC
23,1572048000000,7.6e-7,9.9e-7,3.7e-7,7.5e-7,7325150,1572134399999,5.43737272,9380,4710,,0,GCZBTC
24,1572134400000,7.5e-7,9.9e-7,3.7e-7,9.9e-7,7672479,1572220799999,6.26132927,9481,4810,,0,GCZBTC
25,1572220800000,9.7e-7,9.9e-7,2.5e-7,7.8e-7,6842519,1572307199999,5.62364533,8537,4266,,0,GCZBTC
26,1572307200000,7.8e-7,9.9e-7,2.9e-7,8.2e-7,7471869,1572393599999,6.24456651,9307,4648,,0,GCZBTC
