,open_time,,open,high,low,close,,,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1.57447E+12,2019/11/23,0.00009,0.01491,0.00009,0.01491,7306.45,108.9391695,1041,1.57455E+12,14.195837,278,278,,0,CVABTC
1,1.57455E+12,2019/11/24,0.01491,0.0162,0.013919,0.0162,6935.73,112.358826,578,1.57464E+12,8.875575,138,138,,0,CVABTC
2,1.57464E+12,2019/11/25,0.0162,0.017296,0.0162,0.017296,7121.93,123.1809013,503,1.57473E+12,8.520588,130,130,,0,CVABTC
3,1.57473E+12,2019/11/26,0.017296,0.017549,0.016549,0.016549,7157.39,118.4476471,519,1.57481E+12,8.996548,72,72,,0,CVABTC
4,1.57481E+12,2019/11/27,0.016849,0.0175519,0.0165519,0.0165519,7501.08,124.1571261,684.517,1.5749E+12,11.64310586,89,89,,0,CVABTC
5,1.5749E+12,2019/11/28,0.0165519,0.01679771,0.0165519,0.01679771,7426.01,124.7399624,958.227,1.57499E+12,15.99887879,118,118,,0,CVABTC
6,1.57499E+12,2019/11/29,0.01679771,0.01699879,0.01679771,0.01699879,7733.57,131.4613324,741.256,1.57507E+12,12.56619161,92,92,,0,CVABTC
7,1.57507E+12,2019/11/30,0.01699987,0.01699999,0.01699987,0.01699999,7541.1,128.1986246,408.292,1.57516E+12,6.94093378,51,51,,0,CVABTC
8,1.57516E+12,2019/12/1,0.01699999,0.0171,0.01699999,0.0171,7403.93,126.607203,431.888,1.57524E+12,7.34611215,54,54,,0,CVABTC
9,1.57524E+12,2019/12/2,0.0171,0.017111,0.0171,0.017111,7304.41,124.9857595,417.493,1.57533E+12,7.14176471,52,52,,0,CVABTC
10,1.57533E+12,2019/12/3,0.017111,0.0173111,0.017111,0.0173111,7287.64,126.1570648,174.899,1.57542E+12,2.99921447,22,22,,0,CVABTC
11,1.57542E+12,2019/12/4,0.0173111,0.01755919,0.0173111,0.01755919,7186.77,126.1938599,375.428,1.5755E+12,6.50105644,63,63,,0,CVABTC
12,1.5755E+12,2019/12/5,0.01755919,0.01756519,0.01755919,0.01756519,7382.81,129.6804604,250,1.57559E+12,4.39044919,33,33,,0,CVABTC
13,1.57559E+12,2019/12/6,0.01756951,0.01762,0.01756951,0.01762,7533.64,132.7427368,337.546,1.57568E+12,5.93673373,48,47,,0,CVABTC
14,1.57568E+12,2019/12/7,0.01762,0.01762,0.0176199,0.0176199,7492.33,132.0141054,56.039,1.57576E+12,0.98740238,8,7,,0,CVABTC
15,1.57576E+12,2019/12/8,0.0176199,0.017628,0.0174,0.0174,7512.14,130.711236,192.377,1.57585E+12,3.38638389,25,25,,0,CVABTC
16,1.57585E+12,2019/12/9,0.0174,0.0174,0.0174,0.0174,7347.88,127.853112,284,1.57594E+12,4.9416,35,35,,0,CVABTC
17,1.57594E+12,2019/12/10,0.01741,0.01741,0.01741,0.01741,7230.06,125.8753446,162.04,1.57602E+12,2.8211164,20,20,,0,CVABTC
18,1.57602E+12,2019/12/11,0.01741,0.01741,0.01741,0.01741,7202.8,125.400748,170.176,1.57611E+12,2.96276416,22,22,,0,CVABTC
19,1.57611E+12,2019/12/12,0.0138,0.0138,0.0138,0.0138,7208.54,99.477852,124.112,1.5762E+12,1.7127456,13,13,,0,CVABTC
20,1.5762E+12,2019/12/13,0.00959,0.00959,0.00959,0.00959,7245.99,69.4890441,300,1.57628E+12,2.877,21,21,,0,CVABTC
21,1.57628E+12,2019/12/14,0.00685,0.00685,0.00685,0.00685,7069.88,48.428678,103.395,1.57637E+12,0.70825575,5,5,,0,CVABTC
22,1.57637E+12,2019/12/15,0.0023,0.00253,0.0023,0.00253,7119.49,18.0123097,1822.9,1.57645E+12,4.579437,37,37,,0,CVABTC
23,1.57645E+12,2019/12/16,0.000554,0.000554,0.000554,0.000554,6901.16,3.82324264,3357,1.57654E+12,1.859778,15,15,,0,CVABTC
24,1.57654E+12,2019/12/17,0.000554,0.000554,0.000554,0.000554,6627.16,3.67144664,1432.299,1.57663E+12,0.79349363,11,11,,0,CVABTC
25,1.57663E+12,2019/12/18,0.000554,0.00059,0.000554,0.00059,7274.4,4.291896,1440.556,1.57671E+12,0.8436628,11,11,,0,CVABTC
26,1.57671E+12,2019/12/19,0.00052,0.00052,0.00052,0.00052,7147.15,3.716518,2952.779,1.5768E+12,1.53544508,26,25,,0,CVABTC
27,1.5768E+12,2019/12/20,0.00052,0.00052,0.00052,0.00052,7192.28,3.7399856,910.674,1.57689E+12,0.47355048,6,6,,0,CVABTC
28,1.57689E+12,2019/12/21,0.00052,0.00054,0.00052,0.00054,7132.73,3.8516742,566.157,1.57697E+12,0.30499384,5,5,,0,CVABTC
29,1.57697E+12,2019/12/22,0.00054,0.00055,0.00054,0.00055,7170.6,3.94383,2714.69,1.57706E+12,1.4883756,22,21,,0,CVABTC
30,1.57706E+12,2019/12/23,0.00055,0.00055,0.00055,0.00055,7293.18,4.011249,143.9,1.57715E+12,0.079145,1,1,,0,CVABTC
31,1.57715E+12,2019/12/24,0.000555,0.000555,0.000555,0.000555,7288.12,4.0449066,400,1.57723E+12,0.222,6,6,,0,CVABTC
32,1.57732E+12,2019/12/26,0.000555,0.000555,0.000555,0.000555,7209.71,4.00138905,509.566,1.5774E+12,0.28280913,4,4,,0,CVABTC
33,1.5774E+12,2019/12/27,0.00056,0.00057,0.00056,0.00057,7222.84,4.1170188,1659.219,1.57749E+12,0.93075483,13,13,,0,CVABTC
34,1.57758E+12,2019/12/29,0.00059,0.00059,0.00059,0.00059,7222.35,4.2611865,1950.145,1.57766E+12,1.15058555,15,14,,0,CVABTC
35,1.57775E+12,2019/12/31,0.00055,0.00055,0.00055,0.00055,7202.4,3.96132,2480,1.57784E+12,1.364,18,18,,0,CVABTC
36,1.57792E+12,2020/1/2,0.00056,0.00056,0.00056,0.00056,6964.92,3.9003552,1300,1.57801E+12,0.728,9,9,,0,CVABTC
37,1.5781E+12,2020/1/4,0.00055,0.00055,0.00055,0.00055,7356.44,4.046042,600,1.57818E+12,0.33,4,4,,0,CVABTC
38,1.57827E+12,2020/1/6,0.00054886,0.00054991,0.00051084,0.00054683,7769.48,4.248584748,4148.95,1.57836E+12,2.23537529,4664,2410,,0,CVABTC
39,1.57836E+12,2020/1/7,0.00054431,0.0005499,0.00049851,0.00054806,8140.41,4.461433105,5991.609,1.57844E+12,3.2163542,6677,3341,,0,CVABTC
40,1.57844E+12,2020/1/8,0.00054806,0.00054992,0.00049071,0.00054249,8034.28,4.358516557,4829.09,1.57853E+12,2.57077466,5494,2771,,0,CVABTC
41,1.57853E+12,2020/1/9,0.00053651,0.00059,0.00045069,0.00057266,7825.35,4.481264931,2993.158,1.57861E+12,1.61561485,5514,2686,,0,CVABTC
42,1.57861E+12,2020/1/10,0.0005747,0.00058991,0.00049237,0.0005745,8182.75,4.700989875,3499.38,1.5787E+12,1.96646776,7846,3903,,0,CVABTC
43,1.5787E+12,2020/1/11,0.00057322,0.00058992,0.00049314,0.00058395,8023.48,4.685311146,3609.688,1.57879E+12,2.02740577,7920,3971,,0,CVABTC
44,1.57879E+12,2020/1/12,0.0005829,0.00058984,0.0004924,0.00051939,8181.4,4.249337346,3651.534,1.57887E+12,2.02610845,8049,3952,,0,CVABTC
45,1.57887E+12,2020/1/13,0.00052131,0.00058983,0.0004901,0.00052043,8115.54,4.223570482,3528.552,1.57896E+12,1.96385478,7691,3886,,0,CVABTC
