,open_time,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1570060800000,2e-7,0.000001,2e-7,9.1e-7,5173137,1570147199999,3.10066205,6556,3251,,0,HNTBTC
1,1570147200000,9.1e-7,0.00000101,2.4e-7,5.7e-7,9666360,1570233599999,7.00004581,12012,6031,,0,HNTBTC
2,1570233600000,5.7e-7,0.000001,2e-7,8.8e-7,9162736,1570319999999,6.19112818,11697,5923,,0,HNTBTC
3,1570320000000,8.9e-7,0.000001,2.4e-7,9.7e-7,9316922,1570406399999,6.78292839,11533,5755,,0,HNTBTC
4,1570406400000,9.7e-7,0.000001,2e-7,5.9e-7,8883346,1570492799999,6.34048162,11050,5561,,0,HNTBTC
5,1570492800000,6.3e-7,0.000001,2.2e-7,7.7e-7,8430431,1570579199999,6.55281922,10627,5326,,0,HNTBTC
6,1570579200000,7.7e-7,0.000001,2.2e-7,8.3e-7,6621598,1570665599999,4.62591394,8242,4102,,0,HNTBTC
7,1570665600000,8.3e-7,0.000001,2.2e-7,5.6e-7,8225372,1570751999999,5.28678891,10123,5114,,0,HNTBTC
8,1570752000000,5.6e-7,0.000001,2.3e-7,8.2e-7,8890497,1570838399999,6.22011773,11217,5680,,0,HNTBTC
9,1570838400000,8.2e-7,0.000001,6.1e-7,7.7e-7,9234296,1570924799999,7.83194147,11460,5724,,0,HNTBTC
10,1570924800000,7.7e-7,0.000001,6.3e-7,9e-7,9103579,1571011199999,8.00761954,11536,5750,,0,HNTBTC
11,1571011200000,9e-7,0.000001,6.6e-7,9.7e-7,8755078,1571097599999,7.80366604,10946,5417,,0,HNTBTC
12,1571097600000,9.5e-7,0.000002,6.7e-7,0.00000112,8593718,1571183999999,12.70612125,10722,5288,,0,HNTBTC
13,1571184000000,0.0000011,0.000002,6.6e-7,0.0000012,8524515,1571270399999,12.5813235,10575,5311,,0,HNTBTC
14,1571270400000,0.00000141,0.000002,6.7e-7,0.00000119,8392169,1571356799999,12.49841186,10511,5224,,0,HNTBTC
15,1571356800000,0.00000123,0.000002,6.8e-7,0.0000018,8385376,1571443199999,13.2993728,10119,4969,,0,HNTBTC
16,1571443200000,0.00000182,0.000002,0.00000131,0.00000176,8249718,1571529599999,14.79893311,10260,5042,,0,HNTBTC
17,1571529600000,0.00000176,0.000002,0.00000151,0.00000194,8243533,1571615999999,15.42569088,10168,5067,,0,HNTBTC
18,1571616000000,0.00000194,0.000002,0.00000161,0.00000194,8431112,1571702399999,15.75250188,10461,5217,,0,HNTBTC
19,1571702400000,0.00000198,0.000002,0.00000161,0.00000183,8434194,1571788799999,15.57418809,10415,5259,,0,HNTBTC
20,1571788800000,0.00000183,0.000002,0.00000161,0.00000193,7789495,1571875199999,14.47244983,9985,4971,,0,HNTBTC
21,1571875200000,0.00000192,0.000002,0.00000161,0.00000177,8025815,1571961599999,14.87886984,9925,5017,,0,HNTBTC
22,1571961600000,0.00000177,0.000002,0.00000161,0.00000196,7504206,1572047999999,14.08792592,9280,4667,,0,HNTBTC
23,1572048000000,0.00000195,0.000002,0.00000161,0.00000193,7505544,1572134399999,13.86655977,9298,4677,,0,HNTBTC
24,1572134400000,0.00000193,0.000002,0.00000161,0.00000186,7516730,1572220799999,14.11925077,9538,4829,,0,HNTBTC
25,1572220800000,0.00000186,0.000002,4.3e-7,0.0000014,7097672,1572307199999,10.75969239,8674,4303,,0,HNTBTC
26,1572307200000,0.0000014,0.000002,4.3e-7,0.00000136,7443090,1572393599999,10.17624637,9310,4678,,0,HNTBTC
27,1572393600000,0.00000136,0.000002,4.6e-7,8.3e-7,2715631,1572479999999,3.98585714,3293,1653,,0,HNTBTC
28,1572480000000,9.4e-7,0.000002,4.3e-7,0.00000178,5201329,1572566399999,7.29278782,6530,3203,,0,HNTBTC
29,1572566400000,0.00000178,0.000002,4.3e-7,0.00000156,8712720,1572652799999,12.37041183,10531,5243,,0,HNTBTC
30,1572652800000,0.00000156,0.000002,4.5e-7,0.00000174,7675065,1572739199999,11.05314403,9712,4777,,0,HNTBTC
31,1572739200000,0.00000174,0.00000198,2.3e-7,0.00000121,8709962,1572825599999,10.13353709,10806,5424,,0,HNTBTC
32,1572825600000,0.00000105,0.00000128,2.3e-7,9.5e-7,8921740,1572911999999,7.23043111,11279,5693,,0,HNTBTC
33,1572912000000,9.5e-7,0.00000128,3.3e-7,0.00000127,8976949,1572998399999,8.62341249,11141,5506,,0,HNTBTC
