,open_time,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1557360000000,0.00002562,0.00033581,0.00000941,0.0000391,266287,1557446399999,30.36881434,2764,1380,,0,VDBTC
1,1557446400000,0.00003806,0.0002,0.000011,0.00006886,454097.94609999,1557532799999,21.26452288,5122,2553,,0,VDBTC
2,1557532800000,0.00006886,0.00006923,0.00001526,0.00002777,447494,1557619199999,15.20172265,5121,2548,,0,VDBTC
3,1557619200000,0.00002847,0.0000299,0.00001619,0.00002426,449640,1557705599999,11.34325204,5031,2574,,0,VDBTC
4,1557705600000,0.00002426,0.00004032,0.0000165,0.00002662,445703,1557791999999,10.61382491,5053,2512,,0,VDBTC
5,1557792000000,0.00002662,0.0000281,0.000011,0.00001934,438086,1557878399999,8.61033025,4831,2418,,0,VDBTC
6,1557878400000,0.00001934,0.00001999,0.00001118,0.0000176,433339,1557964799999,7.64085843,4876,2420,,0,VDBTC
7,1557964800000,0.00001777,0.00001801,0.00001249,0.00001629,438092,1558051199999,7.3273965,4948,2411,,0,VDBTC
8,1558051200000,0.00001629,0.000035,0.00000582,0.00001915,431592,1558137599999,7.62629415,4883,2416,,0,VDBTC
9,1558137600000,0.00002298,0.00002498,0.00001081,0.00001988,450630,1558223999999,9.25073909,4951,2469,,0,VDBTC
10,1558224000000,0.00001988,0.00002239,0.00000904,0.00001772,445417.83966056,1558310399999,7.66829703,4962,2548,,0,VDBTC
11,1558310400000,0.0000177,0.000018,0.00001109,0.00001753,438165,1558396799999,7.16818039,4917,2461,,0,VDBTC
12,1558396800000,0.00001747,0.00001773,0.00001289,0.00001529,439138,1558483199999,7.17539527,4929,2401,,0,VDBTC
13,1558483200000,0.00001529,0.0000165,0.00001156,0.0000161,443974,1558569599999,6.8948288,4897,2443,,0,VDBTC
14,1558569600000,0.0000161,0.0000165,0.00001145,0.00001489,2450104,1558655999999,36.07671965,3346,1644,,0,VDBTC
15,1558656000000,0.00001517,0.0000175,0.00001161,0.00001351,7260103,1558742399999,114.28736592,8036,3976,,0,VDBTC
16,1558742400000,0.00001351,0.000014,0.00001157,0.00001375,7530057,1558828799999,102.98360025,8483,4268,,0,VDBTC
17,1558828800000,0.00001391,0.000014,0.00001193,0.00001295,7415961,1558915199999,102.01060528,8348,4202,,0,VDBTC
18,1558915200000,0.00001295,0.00001456,0.00001235,0.0000139,6577470,1559001599999,90.8561628,7153,3552,,0,VDBTC
19,1559001600000,0.00001371,0.00001431,0.00001301,0.00001386,5946385,1559087999999,82.85915461,6758,3355,,0,VDBTC
20,1559088000000,0.00001386,0.0000143,0.00001301,0.00001344,7107761,1559174399999,98.54972612,7960,3914,,0,VDBTC
21,1559174400000,0.00001344,0.00001843,0.00001302,0.00001668,5804267,1559260799999,83.40654186,6568,3321,,0,VDBTC
22,1559260800000,0.00001673,0.0000238,0.00001497,0.00002083,7687563,1559347199999,141.22659951,8601,4237,,0,VDBTC
23,1559347200000,0.00002083,0.000021,0.000013,0.00001952,7547809,1559433599999,141.30579515,8619,4301,,0,VDBTC
24,1559433600000,0.00001955,0.00002056,0.00000804,0.00001938,7841764.33811386,1559519999999,142.78977354,9004,4434,,0,VDBTC
25,1559520000000,0.00001964,0.00002019,0.00001301,0.00001545,7638199,1559606399999,128.76670167,8694,4411,,0,VDBTC
26,1559606400000,0.00001551,0.00001848,0.00001302,0.00001577,6594755,1559692799999,108.58128877,7575,3774,,0,VDBTC
27,1559692800000,0.00001544,0.0000185,0.00001395,0.00001587,7725702,1559779199999,129.86669705,8976,4492,,0,VDBTC
