,open_time,,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
142,1.58233E+12,2020/2/22,8.00E-07,9.90E-07,5.80E-07,6.70E-07,10014082,1.58242E+12,7.8637723,12592,6336,,0,GCZBTC
143,1.58242E+12,2020/2/23,6.60E-07,9.90E-07,5.80E-07,9.00E-07,10162288,1.5825E+12,7.80958498,12731,6270,,0,GCZBTC
144,1.5825E+12,2020/2/24,9.20E-07,9.90E-07,5.80E-07,7.00E-07,10489080,1.58259E+12,8.78349054,12900,6391,,0,GCZBTC
145,1.58259E+12,2020/2/25,7.10E-07,9.90E-07,5.80E-07,8.30E-07,10070820,1.58268E+12,7.64273305,12568,6292,,0,GCZBTC
146,1.58268E+12,2020/2/26,8.40E-07,9.90E-07,5.80E-07,6.10E-07,9935122,1.58276E+12,7.98162251,12133,6126,,0,GCZBTC
147,1.58276E+12,2020/2/27,6.30E-07,9.90E-07,5.80E-07,9.00E-07,9368029,1.58285E+12,7.57463308,11650,5801,,0,GCZBTC
148,1.58285E+12,2020/2/28,9.00E-07,9.90E-07,5.80E-07,7.20E-07,9317229,1.58293E+12,7.28031514,11473,5749,,0,GCZBTC
149,1.58293E+12,2020/2/29,7.70E-07,9.90E-07,5.80E-07,6.40E-07,8957821,1.58302E+12,6.75634422,11348,5742,,0,GCZBTC
150,1.58302E+12,2020/3/1,6.20E-07,9.90E-07,5.80E-07,6.90E-07,8953975,1.58311E+12,7.34464306,11027,5559,,0,GCZBTC
151,1.58311E+12,2020/3/2,6.90E-07,9.90E-07,5.80E-07,7.50E-07,8938431,1.58319E+12,7.02215362,11135,5624,,0,GCZBTC
152,1.58319E+12,2020/3/3,7.70E-07,9.90E-07,5.80E-07,8.80E-07,8976398,1.58328E+12,7.19049261,11161,5452,,0,GCZBTC
153,1.58328E+12,2020/3/4,9.20E-07,9.90E-07,5.80E-07,7.00E-07,9037650,1.58337E+12,7.53406895,11320,5673,,0,GCZBTC
154,1.58337E+12,2020/3/5,6.90E-07,9.90E-07,5.80E-07,6.70E-07,8331233,1.58345E+12,6.65011151,10570,5323,,0,GCZBTC
155,1.58345E+12,2020/3/6,6.70E-07,9.90E-07,5.80E-07,9.00E-07,7830974,1.58354E+12,6.19150184,9698,4905,,0,GCZBTC
156,1.58354E+12,2020/3/7,9.00E-07,9.90E-07,5.80E-07,6.70E-07,6281763,1.58363E+12,4.80492863,7875,3930,,0,GCZBTC
