,open_time,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
0,1570060800000,2.1e-7,9.9e-7,2.1e-7,8.3e-7,569259,1570147199999,0.45378529,6877,3491,,0,FDTBTC
1,1570147200000,8.3e-7,9.9e-7,2.2e-7,6e-7,958062,1570233599999,0.6373885,11860,5934,,0,FDTBTC
2,1570233600000,6e-7,9.9e-7,2.2e-7,8.8e-7,951849,1570319999999,0.70819718,11718,5808,,0,FDTBTC
3,1570320000000,8.8e-7,9.9e-7,2.2e-7,2.5e-7,890578,1570406399999,0.65700148,11386,5665,,0,FDTBTC
4,1570406400000,2.4e-7,9.9e-7,2.2e-7,7.4e-7,899885,1570492799999,0.70071173,11115,5475,,0,FDTBTC
5,1570492800000,7.6e-7,9.9e-7,2.9e-7,5.9e-7,833192,1570579199999,0.60722309,10577,5216,,0,FDTBTC
6,1570579200000,5.9e-7,9.9e-7,2.8e-7,5.5e-7,653445,1570665599999,0.49035314,8234,4106,,0,FDTBTC
7,1570665600000,5.5e-7,9.9e-7,2.8e-7,7.2e-7,795753,1570751999999,0.59546823,10110,5039,,0,FDTBTC
8,1570752000000,7.2e-7,9.9e-7,2.9e-7,8.4e-7,903133,1570838399999,0.62534047,11141,5547,,0,FDTBTC
9,1570838400000,8.4e-7,9.9e-7,3.2e-7,8.3e-7,915561,1570924799999,0.67754642,11493,5752,,0,FDTBTC
10,1570924800000,8.3e-7,9.9e-7,2.9e-7,6.4e-7,934556,1571011199999,0.70581632,11553,5868,,0,FDTBTC
11,1571011200000,6.5e-7,9.9e-7,2.9e-7,5.1e-7,882853,1571097599999,0.67213242,10937,5395,,0,FDTBTC
12,1571097600000,5.4e-7,9.9e-7,2.9e-7,5.1e-7,856038,1571183999999,0.61322708,10636,5363,,0,FDTBTC
13,1571184000000,5.1e-7,9.9e-7,2.9e-7,9.8e-7,858776,1571270399999,0.5943855,10630,5278,,0,FDTBTC
14,1571270400000,9.8e-7,9.9e-7,3.3e-7,6.9e-7,850658,1571356799999,0.65426267,10563,5265,,0,FDTBTC
15,1571356800000,6.6e-7,9.9e-7,2.9e-7,6.2e-7,828484,1571443199999,0.56237213,10210,5155,,0,FDTBTC
16,1571443200000,6.4e-7,9.9e-7,2.9e-7,9.4e-7,834532,1571529599999,0.63329041,10278,5140,,0,FDTBTC
17,1571529600000,9.4e-7,9.9e-7,2.9e-7,9.4e-7,822946,1571615999999,0.5437094,10274,5124,,0,FDTBTC
18,1571616000000,9.6e-7,9.9e-7,2.9e-7,7.4e-7,816918,1571702399999,0.58314407,10475,5293,,0,FDTBTC
19,1571702400000,7.4e-7,9.9e-7,2.9e-7,5.5e-7,850801,1571788799999,0.63743015,10356,5276,,0,FDTBTC
20,1571788800000,5.4e-7,9.9e-7,2.9e-7,8.3e-7,797241,1571875199999,0.54385414,9898,5031,,0,FDTBTC
21,1571875200000,8.3e-7,0.000002,2.9e-7,8.3e-7,810194,1571961599999,0.62248745,9999,5065,,0,FDTBTC
22,1571961600000,8.7e-7,0.00000199,3.7e-7,0.00000183,740870,1572047999999,0.79094196,9334,4779,,0,FDTBTC
23,1572048000000,0.00000177,0.00000199,4e-7,0.00000172,751651,1572134399999,1.0793115,9315,4672,,0,FDTBTC
24,1572134400000,0.00000175,0.00000199,3.7e-7,0.00000169,762423,1572220799999,1.04359537,9535,4843,,0,FDTBTC
25,1572220800000,0.00000169,0.00000199,3.9e-7,0.00000105,691013,1572307199999,0.92070822,8481,4261,,0,FDTBTC
26,1572307200000,0.00000105,0.00000151,2.9e-7,9.3e-7,745738,1572393599999,0.85999162,9330,4597,,0,FDTBTC
