,volume,high,low,openPrice,startTime,closePrice,market_name
0,2611039.0195549,0.00028847,0.0002838,0.00028847,1593129600000,0.00028393,BQQQ-USDT
1,1720920.93443137,0.00028994,0.00028381,0.00028994,1593043200000,0.00028846,BQQQ-USDT
2,1374867.41003195,0.00029494,0.00028376,0.00028381,1592697600000,0.00029491,BQQQ-USDT
3,3424299.459267,0.00030093,0.00028178,0.00030093,1592611200000,0.00028178,BQQQ-USDT
4,3757588.263488,0.0003029,0.00030081,0.00030289,1592524800000,0.00030081,BQQQ-USDT
5,3154807.69945521,0.00030621,0.00029068,0.00029069,1592438400000,0.0003029,BQQQ-USDT
6,2425422.97553281,0.00028907,0.00028904,0.00028907,1592352000000,0.00028904,BQQQ-USDT
7,3474677.38125485,0.00028977,0.00028707,0.00028708,1592265600000,0.00028907,BQQQ-USDT
8,1433897.10465729,0.00028983,0.00028982,0.00028983,1591833600000,0.00028983,BQQQ-USDT
9,2637848.98470602,0.00028983,0.00028982,0.00028983,1591747200000,0.00028983,BQQQ-USDT
10,653682.41484908,0.00028983,0.00028983,0.00028983,1591660800000,0.00028983,BQQQ-USDT
11,2437899.35205774,0.00029006,0.00028935,0.00029005,1591574400000,0.00028983,BQQQ-USDT
12,2111879.06981591,0.00029155,0.00028935,0.00028936,1591488000000,0.00029006,BQQQ-USDT
13,1958566.76336099,0.00028937,0.00028369,0.00028369,1591401600000,0.00028936,BQQQ-USDT
14,4404128.4226338,0.00028377,0.00027914,0.00027936,1591315200000,0.00028377,BQQQ-USDT
15,3382438.45720626,0.00028377,0.00027913,0.00028377,1591228800000,0.00027913,BQQQ-USDT
16,1835751.70979226,0.00028377,0.00028376,0.00028377,1591142400000,0.00028377,BQQQ-USDT
17,8473271.78976917,0.0002991,0.00027795,0.00027912,1591056000000,0.00028377,BQQQ-USDT
18,1913867.10569113,0.00027913,0.00027912,0.00027913,1590969600000,0.00027913,BQQQ-USDT
19,2579285.54626974,0.00027912,0.00027909,0.0002791,1590883200000,0.00027912,BQQQ-USDT
