,volume,high,low,openPrice,startTime,closePrice,market_name
0,341303.42238407,0.00000124,0.00000124,0.00000124,1593129600000,0.00000124,BQQQ-ETH
1,341769.2251156,0.00000127,0.00000123,0.00000123,1593043200000,0.00000123,BQQQ-ETH
2,711474.44861332,0.00000125,0.00000123,0.00000123,1592438400000,0.00000123,BQQQ-ETH
3,138914.47212288,0.00000125,0.00000123,0.00000125,1592352000000,0.00000123,BQQQ-ETH
4,690986.04796288,0.00000125,0.00000123,0.00000125,1592265600000,0.00000123,BQQQ-ETH
5,826601.70943864,0.00000129,0.00000122,0.00000123,1592179200000,0.00000125,BQQQ-ETH
6,760799.65569761,0.00000123,0.00000122,0.00000122,1592092800000,0.00000123,BQQQ-ETH
7,886259.36452233,0.00000122,0.00000122,0.00000122,1592006400000,0.00000122,BQQQ-ETH
8,411577.99625218,0.00000122,0.00000122,0.00000122,1591920000000,0.00000122,BQQQ-ETH
9,1460412.63418287,0.00000122,0.00000119,0.00000119,1591833600000,0.00000122,BQQQ-ETH
10,1500619.9699913,0.0000012,0.00000117,0.0000012,1591747200000,0.00000117,BQQQ-ETH
11,459441.15076588,0.00000121,0.00000119,0.00000121,1591660800000,0.0000012,BQQQ-ETH
12,683164.2052397,0.00000121,0.00000119,0.00000121,1591574400000,0.00000121,BQQQ-ETH
13,958680.14735831,0.00000122,0.0000012,0.0000012,1591488000000,0.0000012,BQQQ-ETH
14,678712.71609841,0.00000119,0.00000118,0.00000118,1591401600000,0.00000119,BQQQ-ETH
15,671910.3889001,0.00000117,0.00000114,0.00000114,1591315200000,0.00000117,BQQQ-ETH
16,604318.26026277,0.00000118,0.00000109,0.00000118,1591228800000,0.00000115,BQQQ-ETH
17,432617.99666093,0.00000119,0.00000118,0.00000118,1591142400000,0.00000118,BQQQ-ETH
18,1102196.64947681,0.00000121,0.00000111,0.00000116,1591056000000,0.00000118,BQQQ-ETH
19,701446.98279686,0.00000118,0.00000116,0.00000118,1590969600000,0.00000116,BQQQ-ETH
20,355580.72535352,0.0000012,0.00000113,0.00000119,1590883200000,0.0000012,BQQQ-ETH
21,588687.85667359,0.00000127,0.00000119,0.00000127,1590796800000,0.00000119,BQQQ-ETH
22,680420.31049359,0.00000137,0.00000128,0.00000132,1590710400000,0.00000128,BQQQ-ETH
23,960100.55344348,0.00000138,0.0000013,0.00000134,1590624000000,0.00000131,BQQQ-ETH
24,1541962.76530747,0.00000135,0.00000107,0.00000132,1590537600000,0.00000131,BQQQ-ETH
25,2657842.20877054,0.00000134,0.000001,0.00000133,1590451200000,0.00000134,BQQQ-ETH
26,786586.26949238,0.00000133,0.00000133,0.00000133,1590364800000,0.00000133,BQQQ-ETH
27,651367.42562081,0.00000133,0.00000132,0.00000132,1590278400000,0.00000133,BQQQ-ETH
28,568232.10451555,0.00000135,0.00000133,0.00000134,1590192000000,0.00000133,BQQQ-ETH
29,608893.26359752,0.0000014,0.00000133,0.0000014,1590105600000,0.00000134,BQQQ-ETH
30,728998.548696,0.00000142,0.00000133,0.00000133,1590019200000,0.00000141,BQQQ-ETH
31,1132456.06160798,0.00000133,0.00000125,0.00000126,1589932800000,0.00000132,BQQQ-ETH
32,602756.82205909,0.00000125,0.00000123,0.00000125,1589846400000,0.00000125,BQQQ-ETH
33,641128.27712706,0.00000125,0.00000119,0.00000119,1589760000000,0.00000125,BQQQ-ETH
34,111517.21218018,0.00000135,0.00000119,0.00000135,1589673600000,0.00000119,BQQQ-ETH
35,734737.13801093,0.00000143,0.00000135,0.00000141,1589587200000,0.00000135,BQQQ-ETH
36,698405.9685765,0.00000142,0.00000135,0.00000136,1589500800000,0.00000142,BQQQ-ETH
37,598795.62679211,0.00000142,0.00000135,0.00000141,1589414400000,0.00000136,BQQQ-ETH
38,2336522.06535,0.00000155,0.00000137,0.00000152,1589328000000,0.00000141,BQQQ-ETH
39,2909665.3227087,0.00000155,0.00000144,0.00000147,1589241600000,0.00000151,BQQQ-ETH
40,2884473.10840003,0.0000016,0.00000145,0.00000146,1589155200000,0.00000152,BQQQ-ETH
41,3029190.19425014,0.00000155,0.00000137,0.00000141,1589068800000,0.00000147,BQQQ-ETH
42,2856636.39652638,0.00000155,0.00000135,0.00000154,1588982400000,0.00000143,BQQQ-ETH
43,3582458.95396147,0.00000159,0.00000124,0.00000133,1588896000000,0.00000141,BQQQ-ETH
44,3066828.23525063,0.00000146,0.00000124,0.00000143,1588809600000,0.00000131,BQQQ-ETH
45,6968506.54947934,0.00000153,0.00000134,0.00000139,1588723200000,0.00000141,BQQQ-ETH
46,2970272.25758936,0.00000145,0.00000131,0.00000142,1588636800000,0.00000138,BQQQ-ETH
47,3153861.77300718,0.00000145,0.00000118,0.00000129,1588550400000,0.0000014,BQQQ-ETH
48,3011748.19136286,0.00000133,0.00000117,0.00000124,1588464000000,0.00000128,BQQQ-ETH
49,3198993.56135907,0.00000136,0.00000115,0.00000128,1588377600000,0.00000128,BQQQ-ETH
50,3796177.4253277,0.00000138,0.00000125,0.00000132,1588291200000,0.0000013,BQQQ-ETH
51,3984795.6166521,0.0000015,0.00000125,0.00000131,1588204800000,0.00000127,BQQQ-ETH
52,3165938.83886808,0.00000154,0.00000122,0.00000144,1588118400000,0.00000132,BQQQ-ETH
53,3166840.97073093,0.00000179,0.0000012,0.00000127,1588032000000,0.00000129,BQQQ-ETH
54,2824229.54109,0.00000135,0.00000118,0.00000122,1587945600000,0.00000125,BQQQ-ETH
55,2908797.21359016,0.00000134,0.0000012,0.00000132,1587859200000,0.00000123,BQQQ-ETH
56,2767111.82427,0.00000133,0.0000012,0.00000125,1587772800000,0.0000013,BQQQ-ETH
57,2997414.28866392,0.00000134,0.00000116,0.00000127,1587686400000,0.00000127,BQQQ-ETH
58,3421730.96064603,0.00000145,0.00000123,0.00000132,1587600000000,0.00000132,BQQQ-ETH
59,2950088.34594845,0.00000148,0.00000123,0.00000127,1587513600000,0.00000136,BQQQ-ETH
60,4350159.98653899,0.00000145,0.00000115,0.00000129,1587427200000,0.00000125,BQQQ-ETH
61,3178437.83918732,0.00000148,0.00000115,0.00000133,1587340800000,0.00000124,BQQQ-ETH
62,3296953.78527728,0.00000148,0.00000106,0.0000014,1587254400000,0.00000147,BQQQ-ETH
63,3118012.04478612,0.00000149,0.00000134,0.0000014,1587168000000,0.00000141,BQQQ-ETH
64,2889072.53479222,0.00000156,0.00000134,0.00000147,1587081600000,0.00000142,BQQQ-ETH
65,3863603.07259744,0.00000158,0.00000133,0.00000154,1586995200000,0.00000136,BQQQ-ETH
66,2932886.51647129,0.00000158,0.00000151,0.00000157,1586908800000,0.00000153,BQQQ-ETH
67,3846992.59236,0.00000166,0.0000015,0.0000016,1586822400000,0.00000155,BQQQ-ETH
68,2930573.7737313,0.00000162,0.00000152,0.00000161,1586736000000,0.00000159,BQQQ-ETH
69,3650109.08978166,0.00000163,0.00000148,0.00000161,1586649600000,0.00000155,BQQQ-ETH
70,5594613.50509438,0.00000174,0.00000147,0.00000159,1586563200000,0.00000154,BQQQ-ETH
71,3380827.62396371,0.00000177,0.00000147,0.00000158,1586476800000,0.0000016,BQQQ-ETH
72,5993006.08702367,0.00000177,0.00000125,0.00000166,1586390400000,0.00000152,BQQQ-ETH
73,3338528.75715081,0.00000182,0.00000163,0.00000166,1586304000000,0.00000169,BQQQ-ETH
74,3474906.95937065,0.00000185,0.00000164,0.00000171,1586217600000,0.00000167,BQQQ-ETH
