,open_time,open,high,low,close,volume,market_name
0,2020-06-21T16:00:00.000Z,0.0108,0.0108,0.01,0.0107,221117.6,ETM-USDT
1,2020-06-20T16:00:00.000Z,0.0107,0.0108,0.0098,0.0108,803987.836,ETM-USDT
2,2020-06-19T16:00:00.000Z,0.01,0.011,0.0096,0.0107,1861859.9225,ETM-USDT
3,2020-06-18T16:00:00.000Z,0.0094,0.0101,0.0092,0.01,8285145.4975,ETM-USDT
4,2020-06-17T16:00:00.000Z,0.0091,0.0099,0.009,0.0094,1940414.7696,ETM-USDT
5,2020-06-16T16:00:00.000Z,0.0103,0.0103,0.0088,0.0093,2246101.8696,ETM-USDT
6,2020-06-15T16:00:00.000Z,0.0102,0.0104,0.0092,0.0103,1596548.4715,ETM-USDT
7,2020-06-14T16:00:00.000Z,0.0103,0.0108,0.0091,0.0102,2487694.1279,ETM-USDT
8,2020-06-13T16:00:00.000Z,0.0102,0.0103,0.0093,0.0103,1022871.8092,ETM-USDT
9,2020-06-12T16:00:00.000Z,0.0103,0.0103,0.0098,0.0103,210662.5392,ETM-USDT
10,2020-06-11T16:00:00.000Z,0.0089,0.0103,0.0089,0.0103,1730822.2585,ETM-USDT
11,2020-06-10T16:00:00.000Z,0.0107,0.011,0.0088,0.01,1256083.9709,ETM-USDT
12,2020-06-09T16:00:00.000Z,0.0104,0.0107,0.009,0.0107,1075246.3234,ETM-USDT
13,2020-06-08T16:00:00.000Z,0.0106,0.0106,0.01,0.0104,108729.707,ETM-USDT
14,2020-06-07T16:00:00.000Z,0.0111,0.0111,0.01,0.0106,1856878.3528,ETM-USDT
15,2020-06-06T16:00:00.000Z,0.0113,0.0113,0.0101,0.0111,311805.4497,ETM-USDT
16,2020-06-05T16:00:00.000Z,0.0113,0.0115,0.0107,0.0113,236992.5942,ETM-USDT
17,2020-06-04T16:00:00.000Z,0.0106,0.0114,0.0104,0.0113,1519885.6245,ETM-USDT
18,2020-06-03T16:00:00.000Z,0.0115,0.0115,0.0102,0.0111,1804373.8559,ETM-USDT
19,2020-06-02T16:00:00.000Z,0.0101,0.0115,0.0095,0.0115,1403117.0993,ETM-USDT
20,2020-06-01T16:00:00.000Z,0.0096,0.0105,0.0093,0.0102,1453113.8585,ETM-USDT
21,2020-05-31T16:00:00.000Z,0.0102,0.0104,0.0086,0.0096,3242097.1429,ETM-USDT
22,2020-05-30T16:00:00.000Z,0.0103,0.0105,0.0095,0.0103,692288.7527,ETM-USDT
23,2020-05-29T16:00:00.000Z,0.0111,0.0111,0.0091,0.0103,1117081.6841,ETM-USDT
24,2020-05-28T16:00:00.000Z,0.0104,0.0115,0.0086,0.0111,3192533.9086,ETM-USDT
25,2020-05-27T16:00:00.000Z,0.011,0.011,0.0098,0.0105,4535462.2261,ETM-USDT
26,2020-05-26T16:00:00.000Z,0.0115,0.0122,0.0087,0.011,4109466.873,ETM-USDT
27,2020-05-25T16:00:00.000Z,0.0123,0.0129,0.011,0.0119,2925817.3446,ETM-USDT
28,2020-05-24T16:00:00.000Z,0.0122,0.013,0.0122,0.0128,3908214.4751,ETM-USDT
29,2020-05-23T16:00:00.000Z,0.012,0.0132,0.0112,0.0126,6103075.0042,ETM-USDT
30,2020-05-22T16:00:00.000Z,0.013,0.0136,0.0111,0.0121,3700753.909,ETM-USDT
31,2020-05-21T16:00:00.000Z,0.0113,0.013,0.0106,0.013,4034186.188,ETM-USDT
32,2020-05-20T16:00:00.000Z,0.0124,0.013,0.0111,0.0112,3152629.6281,ETM-USDT
33,2020-05-19T16:00:00.000Z,0.0118,0.0133,0.011,0.0125,6480576.2214,ETM-USDT
34,2020-05-18T16:00:00.000Z,0.0159,0.0159,0.011,0.0118,9902745.3572,ETM-USDT
35,2020-05-17T16:00:00.000Z,0.0179,0.0185,0.0146,0.0155,9762771.9052,ETM-USDT
36,2020-05-16T16:00:00.000Z,0.0215,0.0217,0.017,0.018,13801708.047,ETM-USDT
37,2020-05-15T16:00:00.000Z,0.0188,0.023,0.017,0.0214,9526568.0394,ETM-USDT
38,2020-05-14T16:00:00.000Z,0.0149,0.0202,0.0145,0.0187,6182663.3213,ETM-USDT
39,2020-05-13T16:00:00.000Z,0.0173,0.0177,0.0135,0.015,4916113.2891,ETM-USDT
40,2020-05-12T16:00:00.000Z,0.0174,0.019,0.0155,0.0174,6298654.1041,ETM-USDT
41,2020-05-11T16:00:00.000Z,0.015,0.0173,0.0113,0.0173,7689795.3573,ETM-USDT
42,2020-05-10T16:00:00.000Z,0.0161,0.0161,0.0131,0.015,2661273.7328,ETM-USDT
43,2020-05-09T16:00:00.000Z,0.0143,0.0184,0.0121,0.0165,10875583.4495,ETM-USDT
44,2020-05-08T16:00:00.000Z,0.0123,0.0149,0.0105,0.0137,4520201.9696,ETM-USDT
45,2020-05-07T16:00:00.000Z,0.0093,0.0129,0.0085,0.012,4399337.6665,ETM-USDT
46,2020-05-06T16:00:00.000Z,0.008,0.0093,0.0079,0.0093,1511664.2205,ETM-USDT
47,2020-05-05T16:00:00.000Z,0.0078,0.0083,0.0074,0.0083,1179741.2085,ETM-USDT
48,2020-05-04T16:00:00.000Z,0.0082,0.0084,0.0074,0.0083,1930360.6925,ETM-USDT
49,2020-05-03T16:00:00.000Z,0.0078,0.0083,0.0074,0.0083,3472568.2947,ETM-USDT
50,2020-05-02T16:00:00.000Z,0.008,0.0081,0.0068,0.0081,2850552.5054,ETM-USDT
51,2020-05-01T16:00:00.000Z,0.0071,0.0083,0.0071,0.008,1929967.2847,ETM-USDT
52,2020-04-30T16:00:00.000Z,0.0071,0.0086,0.0068,0.0073,2222965.862,ETM-USDT
53,2020-04-29T16:00:00.000Z,0.0066,0.0071,0.0062,0.0071,1887255.7454,ETM-USDT
54,2020-04-28T16:00:00.000Z,0.0064,0.0069,0.0058,0.0067,1985836.6243,ETM-USDT
55,2020-04-27T16:00:00.000Z,0.0064,0.0068,0.0054,0.0066,2591497.5293,ETM-USDT
56,2020-04-26T16:00:00.000Z,0.0071,0.0073,0.0065,0.0067,2617571.9537,ETM-USDT
57,2020-04-25T16:00:00.000Z,0.0068,0.0091,0.0063,0.0072,18756631.153,ETM-USDT
58,2020-04-24T16:00:00.000Z,0.0079,0.0079,0.0064,0.0068,1577994.248,ETM-USDT
59,2020-04-23T16:00:00.000Z,0.0066,0.0099,0.0064,0.0079,5085337.7023,ETM-USDT
60,2020-04-22T16:00:00.000Z,0.0064,0.0066,0.0063,0.0066,2471908.4186,ETM-USDT
61,2020-04-21T16:00:00.000Z,0.0059,0.0067,0.0059,0.0065,1789608.8022,ETM-USDT
62,2020-04-20T16:00:00.000Z,0.0064,0.0068,0.0059,0.0061,869387.1712,ETM-USDT
63,2020-04-19T16:00:00.000Z,0.0065,0.0068,0.0062,0.0068,391814.3082,ETM-USDT
64,2020-04-18T16:00:00.000Z,0.0071,0.0071,0.0062,0.0066,1004179.017,ETM-USDT
65,2020-04-17T16:00:00.000Z,0.0064,0.0071,0.0058,0.007,2617276.3115,ETM-USDT
66,2020-04-16T16:00:00.000Z,0.0061,0.0064,0.0059,0.0062,335598.8313,ETM-USDT
67,2020-04-15T16:00:00.000Z,0.0066,0.0066,0.0059,0.0064,3225923.0569,ETM-USDT
68,2020-04-14T16:00:00.000Z,0.0064,0.007,0.0058,0.0065,2953150.9359,ETM-USDT
69,2020-04-13T16:00:00.000Z,0.0066,0.007,0.0058,0.0067,863457.4247,ETM-USDT
70,2020-04-12T16:00:00.000Z,0.0068,0.0071,0.0061,0.0066,1262218.2892,ETM-USDT
71,2020-04-11T16:00:00.000Z,0.0074,0.0086,0.0053,0.0068,4770787.8345,ETM-USDT
72,2020-04-10T16:00:00.000Z,0.0108,0.0109,0.0017,0.0073,8296540.2497,ETM-USDT
73,2020-04-09T16:00:00.000Z,0.0117,0.0117,0.01,0.0109,1423457.694,ETM-USDT
74,2020-04-08T16:00:00.000Z,0.0117,0.0118,0.0113,0.0117,287103.0714,ETM-USDT
75,2020-04-07T16:00:00.000Z,0.0121,0.0125,0.0112,0.0117,3053169.6486,ETM-USDT
76,2020-04-06T16:00:00.000Z,0.0117,0.0124,0.0115,0.012,3583764.8292,ETM-USDT
77,2020-04-05T16:00:00.000Z,0.0115,0.0119,0.0107,0.0116,1295491.5209,ETM-USDT
78,2020-04-04T16:00:00.000Z,0.0118,0.0118,0.011,0.0116,2842299.662,ETM-USDT
79,2020-04-03T16:00:00.000Z,0.0116,0.0121,0.0105,0.0117,2514255.6449,ETM-USDT
80,2020-04-02T16:00:00.000Z,0.0111,0.0122,0.011,0.0117,757037.5898,ETM-USDT
81,2020-04-01T16:00:00.000Z,0.0124,0.0124,0.0102,0.0108,2487021.6116,ETM-USDT
82,2020-03-31T16:00:00.000Z,0.0121,0.0124,0.0111,0.0124,1031220.6589,ETM-USDT
83,2020-03-30T16:00:00.000Z,0.012,0.0125,0.0113,0.012,1100612.6226,ETM-USDT
84,2020-03-29T16:00:00.000Z,0.012,0.0123,0.0116,0.0119,222913.6507,ETM-USDT
85,2020-03-28T16:00:00.000Z,0.0122,0.0122,0.0113,0.0119,955980.158,ETM-USDT
86,2020-03-27T16:00:00.000Z,0.0123,0.0125,0.0113,0.0123,1355642.7511,ETM-USDT
87,2020-03-26T16:00:00.000Z,0.0125,0.013,0.0118,0.0123,776221.1338,ETM-USDT
88,2020-03-25T16:00:00.000Z,0.0124,0.0128,0.0119,0.0125,848393.8282,ETM-USDT
89,2020-03-24T16:00:00.000Z,0.0129,0.0134,0.0121,0.0124,2203122.1155,ETM-USDT
90,2020-03-23T16:00:00.000Z,0.0125,0.0135,0.0116,0.0133,3282222.5479,ETM-USDT
91,2020-03-22T16:00:00.000Z,0.0127,0.0128,0.0121,0.0127,1988622.2792,ETM-USDT
92,2020-03-21T16:00:00.000Z,0.0133,0.0133,0.0126,0.0127,345744.1843,ETM-USDT
93,2020-03-20T16:00:00.000Z,0.0126,0.0134,0.012,0.0134,1452745.6861,ETM-USDT
94,2020-03-19T16:00:00.000Z,0.0124,0.016,0.0112,0.013,6986296.4926,ETM-USDT
95,2020-03-18T16:00:00.000Z,0.0115,0.0129,0.0115,0.0124,4997957.5269,ETM-USDT
96,2020-03-17T16:00:00.000Z,0.0119,0.0119,0.0111,0.0113,71489.7149,ETM-USDT
97,2020-03-16T16:00:00.000Z,0.0109,0.012,0.0107,0.0119,1549824.0731,ETM-USDT
98,2020-03-15T16:00:00.000Z,0.0126,0.0131,0.0109,0.0113,271545.7523,ETM-USDT
99,2020-03-14T16:00:00.000Z,0.013,0.0133,0.0112,0.0126,227696.5783,ETM-USDT
100,2020-03-13T16:00:00.000Z,0.0119,0.0132,0.0118,0.0131,502110.4505,ETM-USDT
101,2020-03-12T16:00:00.000Z,0.0138,0.0145,0.008,0.0123,1183325.4181,ETM-USDT
102,2020-03-11T16:00:00.000Z,0.0167,0.0173,0.0113,0.0138,1369487.0507,ETM-USDT
103,2020-03-10T16:00:00.000Z,0.0179,0.0179,0.0153,0.0174,237626.278,ETM-USDT
104,2020-03-09T16:00:00.000Z,0.0168,0.0186,0.0162,0.0174,361396.2588,ETM-USDT
105,2020-03-08T16:00:00.000Z,0.0176,0.0178,0.0165,0.0167,184951.7633,ETM-USDT
106,2020-03-07T16:00:00.000Z,0.0184,0.0187,0.0174,0.0174,132330.6806,ETM-USDT
107,2020-03-06T16:00:00.000Z,0.0182,0.0188,0.017,0.0184,356883.0319,ETM-USDT
108,2020-03-05T16:00:00.000Z,0.0185,0.019,0.0177,0.0182,208195.7207,ETM-USDT
109,2020-03-04T16:00:00.000Z,0.0203,0.0205,0.0178,0.0185,375191.2632,ETM-USDT
110,2020-03-03T16:00:00.000Z,0.0195,0.0214,0.0195,0.0206,415506.7431,ETM-USDT
