,open_time,open,high,low,close,volume,market_name
0,2019-12-31T16:00:00.000Z,0.00029,0.0003,0.00028,0.00028,6685490.0211,PLG-USDT
1,2019-12-30T16:00:00.000Z,0.00029,0.00032,0.00029,0.0003,9309508.7073,PLG-USDT
2,2019-12-29T16:00:00.000Z,0.00031,0.00034,0.00029,0.00029,18355961.4924,PLG-USDT
3,2019-12-28T16:00:00.000Z,0.0003,0.00033,0.0003,0.00032,7521886.2598,PLG-USDT
4,2019-12-27T16:00:00.000Z,0.0003,0.00031,0.00028,0.00031,11394603.7448,PLG-USDT
5,2019-12-26T16:00:00.000Z,0.00032,0.00032,0.00029,0.0003,10559969.6151,PLG-USDT
6,2019-12-25T16:00:00.000Z,0.00029,0.00035,0.00027,0.00033,38398106.296,PLG-USDT
7,2019-12-24T16:00:00.000Z,0.00034,0.00035,0.00029,0.00029,22866584.1626,PLG-USDT
8,2019-12-23T16:00:00.000Z,0.00036,0.00039,0.00031,0.00033,38626081.5564,PLG-USDT
9,2019-12-22T16:00:00.000Z,0.00043,0.00043,0.00028,0.00036,84305030.3129,PLG-USDT
10,2019-12-21T16:00:00.000Z,0.00043,0.00048,0.00042,0.00043,10550969.9469,PLG-USDT
11,2019-12-20T16:00:00.000Z,0.00042,0.00047,0.0004,0.00042,7259266.4995,PLG-USDT
12,2019-12-19T16:00:00.000Z,0.00042,0.00044,0.00038,0.00044,7574953.4988,PLG-USDT
13,2019-12-18T16:00:00.000Z,0.00045,0.00053,0.00039,0.0004,25983206.2232,PLG-USDT
14,2019-12-17T16:00:00.000Z,0.00047,0.00047,0.00038,0.00047,19575219.6248,PLG-USDT
15,2019-12-16T16:00:00.000Z,0.00055,0.00059,0.00036,0.00044,32366901.7159,PLG-USDT
16,2019-12-15T16:00:00.000Z,0.00054,0.00057,0.00052,0.00055,10454513.4441,PLG-USDT
17,2019-12-14T16:00:00.000Z,0.00054,0.00056,0.00051,0.00055,23363046.342,PLG-USDT
18,2019-12-13T16:00:00.000Z,0.00054,0.0006,0.00053,0.00054,42292645.8499,PLG-USDT
19,2019-12-12T16:00:00.000Z,0.00055,0.00057,0.00046,0.00055,71831279.7176,PLG-USDT
20,2019-12-11T16:00:00.000Z,0.00056,0.00067,0.0005,0.00055,79703266.306,PLG-USDT
21,2019-12-10T16:00:00.000Z,0.00063,0.00067,0.00052,0.00058,147761550.6066,PLG-USDT
22,2019-12-09T16:00:00.000Z,0.00352,0.00369,0.00045,0.00063,414077552.0881,PLG-USDT
23,2019-12-08T16:00:00.000Z,0.00413,0.00694,0.00336,0.0035,589923246.3509,PLG-USDT
24,2019-12-07T16:00:00.000Z,0.00424,0.00425,0.00409,0.00414,894126092.2778,PLG-USDT
25,2019-12-06T16:00:00.000Z,0.00456,0.00457,0.00412,0.00424,999720509.3065,PLG-USDT
26,2019-12-05T16:00:00.000Z,0.00472,0.00474,0.00436,0.00455,828643598.3998,PLG-USDT
27,2019-12-04T16:00:00.000Z,0.00498,0.00501,0.0045,0.00472,1028000510.224,PLG-USDT
28,2019-12-03T16:00:00.000Z,0.00535,0.00536,0.00445,0.00498,879972995.2124,PLG-USDT
29,2019-12-02T16:00:00.000Z,0.0062,0.00631,0.0051,0.00535,352480173.6777,PLG-USDT
30,2019-12-01T16:00:00.000Z,0.00652,0.00668,0.00612,0.0062,274693553.4483,PLG-USDT
31,2019-11-30T16:00:00.000Z,0.00676,0.00677,0.00621,0.00652,298900191.7345,PLG-USDT
32,2019-11-29T16:00:00.000Z,0.0073,0.00734,0.00604,0.00674,301715118.4477,PLG-USDT
33,2019-11-28T16:00:00.000Z,0.0086,0.00875,0.00719,0.00729,282814405.5513,PLG-USDT
34,2019-11-27T16:00:00.000Z,0.00854,0.0087,0.00825,0.00861,259591512.3019,PLG-USDT
35,2019-11-26T16:00:00.000Z,0.00875,0.01007,0.00802,0.00855,389849193.1941,PLG-USDT
36,2019-11-25T16:00:00.000Z,0.00971,0.01449,0.00858,0.00875,300260226.6863,PLG-USDT
37,2019-11-24T16:00:00.000Z,0.00791,0.01058,0.00785,0.00971,519717260.0689,PLG-USDT
38,2019-11-23T16:00:00.000Z,0.00801,0.00803,0.00787,0.0079,1083619848.7706,PLG-USDT
39,2019-11-22T16:00:00.000Z,0.00786,0.00801,0.00786,0.00799,752489023.2443,PLG-USDT
40,2019-11-21T16:00:00.000Z,0.00799,0.00815,0.00781,0.00787,687242803.6091,PLG-USDT
41,2019-11-20T16:00:00.000Z,0.00801,0.00909,0.0076,0.00799,556995411.3615,PLG-USDT
42,2019-11-19T16:00:00.000Z,0.00856,0.00992,0.00762,0.00803,865362261.2958,PLG-USDT
43,2019-11-18T16:00:00.000Z,0.00707,0.00861,0.00694,0.00857,1143819261.9401,PLG-USDT
44,2019-11-17T16:00:00.000Z,0.00907,0.00945,0.00671,0.00707,985882650.5845,PLG-USDT
45,2019-11-16T16:00:00.000Z,0.00823,0.01,0.00822,0.00905,983179336.2803,PLG-USDT
46,2019-11-15T16:00:00.000Z,0.00745,0.00842,0.00721,0.00826,1097714061.7615,PLG-USDT
47,2019-11-14T16:00:00.000Z,0.00748,0.00832,0.007,0.00748,1614117508.0427,PLG-USDT
48,2019-11-13T16:00:00.000Z,0.00762,0.00897,0.00716,0.0075,1443483272.42,PLG-USDT
49,2019-11-12T16:00:00.000Z,0.00773,0.00837,0.00735,0.00763,635144174.183,PLG-USDT
50,2019-11-11T16:00:00.000Z,0.00711,0.00899,0.00706,0.00772,8464539.059,PLG-USDT
51,2019-11-10T16:00:00.000Z,0.00724,0.00735,0.00691,0.00707,8821433.0671,PLG-USDT
52,2019-11-09T16:00:00.000Z,0.00657,0.00796,0.00656,0.00726,12981089.3161,PLG-USDT
53,2019-11-08T16:00:00.000Z,0.00601,0.00659,0.00598,0.00657,14721785.9908,PLG-USDT
54,2019-11-07T16:00:00.000Z,0.00624,0.00684,0.00591,0.00601,49650032.324,PLG-USDT
55,2019-11-06T16:00:00.000Z,0.00695,0.00897,0.00624,0.00625,366729823.958,PLG-USDT
56,2019-11-05T16:00:00.000Z,0.00651,0.007,0.0065,0.00695,1082283442.6279,PLG-USDT
57,2019-11-04T16:00:00.000Z,0.00651,0.00653,0.00649,0.00651,1181462116.529,PLG-USDT
58,2019-11-03T16:00:00.000Z,0.00645,0.00653,0.00645,0.00651,1197375537.1669,PLG-USDT
59,2019-11-02T16:00:00.000Z,0.00649,0.00652,0.00642,0.00645,1117102732.3292,PLG-USDT
60,2019-11-01T16:00:00.000Z,0.00647,0.00653,0.00644,0.00649,1323747193.2561,PLG-USDT
61,2019-10-31T16:00:00.000Z,0.00641,0.00653,0.00639,0.00645,1230866777.9952,PLG-USDT
62,2019-10-30T16:00:00.000Z,0.00631,0.00649,0.00627,0.0064,1198727023.992,PLG-USDT
63,2019-10-29T16:00:00.000Z,0.00623,0.00637,0.00612,0.00631,1212392344.305,PLG-USDT
64,2019-10-28T16:00:00.000Z,0.00643,0.00662,0.00601,0.00622,1069116645.7046,PLG-USDT
65,2019-10-27T16:00:00.000Z,0.00662,0.00676,0.00632,0.00644,989328556.76,PLG-USDT
66,2019-10-26T16:00:00.000Z,0.0064,0.00677,0.00639,0.00662,1107057623.954,PLG-USDT
67,2019-10-25T16:00:00.000Z,0.00642,0.00652,0.00625,0.00641,917706783.8593,PLG-USDT
68,2019-10-24T16:00:00.000Z,0.00595,0.00652,0.00594,0.00643,1314868330.0824,PLG-USDT
69,2019-10-23T16:00:00.000Z,0.00582,0.00601,0.00559,0.00595,1341823309.4946,PLG-USDT
70,2019-10-22T16:00:00.000Z,0.00584,0.006,0.00578,0.00583,1361127634.1681,PLG-USDT
71,2019-10-21T16:00:00.000Z,0.00519,0.00605,0.00518,0.00584,1348342363.263,PLG-USDT
72,2019-10-20T16:00:00.000Z,0.00513,0.00524,0.00511,0.0052,1621077725.6068,PLG-USDT
73,2019-10-19T16:00:00.000Z,0.00514,0.00517,0.00511,0.00514,1429527731.1848,PLG-USDT
74,2019-10-18T16:00:00.000Z,0.00509,0.00519,0.00505,0.00514,1452685774.0956,PLG-USDT
75,2019-10-17T16:00:00.000Z,0.00445,0.00548,0.00433,0.00514,1573639299.349,PLG-USDT
76,2019-10-16T16:00:00.000Z,0.00495,0.00496,0.00383,0.00447,2042608378.366,PLG-USDT
77,2019-10-15T16:00:00.000Z,0.00497,0.00499,0.00492,0.00496,1406863454.4231,PLG-USDT
78,2019-10-14T16:00:00.000Z,0.00498,0.005,0.00495,0.00497,1517725346.6058,PLG-USDT
79,2019-10-13T16:00:00.000Z,0.00491,0.00499,0.0049,0.00498,1606616710.1314,PLG-USDT
80,2019-10-12T16:00:00.000Z,0.00495,0.00501,0.00487,0.00491,1581340558.8355,PLG-USDT
81,2019-10-11T16:00:00.000Z,0.00499,0.00502,0.0049,0.00498,1657568260.6094,PLG-USDT
82,2019-10-10T16:00:00.000Z,0.00499,0.00504,0.00493,0.00499,1599942574.5809,PLG-USDT
83,2019-10-09T16:00:00.000Z,0.005,0.00513,0.00487,0.00501,1671260045.1243,PLG-USDT
84,2019-10-08T16:00:00.000Z,0.00502,0.00526,0.00497,0.005,1603634003.1114,PLG-USDT
85,2019-10-07T16:00:00.000Z,0.00505,0.00506,0.005,0.00505,824819525.0806,PLG-USDT
86,2019-10-06T16:00:00.000Z,0.00504,0.00507,0.00502,0.00505,362065702.2629,PLG-USDT
87,2019-10-05T16:00:00.000Z,0.005,0.00509,0.00499,0.00504,1174137225.3222,PLG-USDT
