,open_time,open,high,low,close,volume,market_name
0,2020-06-21T16:00:00.000Z,0.00379,0.00388,0.00379,0.00387,1333212.0013,EM-USDT
1,2020-06-20T16:00:00.000Z,0.00382,0.00396,0.00379,0.00393,4741745.1806,EM-USDT
2,2020-06-19T16:00:00.000Z,0.00392,0.00392,0.00379,0.00387,1148259.997,EM-USDT
3,2020-06-18T16:00:00.000Z,0.00379,0.00395,0.00379,0.00382,676831.5351,EM-USDT
4,2020-06-17T16:00:00.000Z,0.00383,0.00394,0.00377,0.00387,2767840.2161,EM-USDT
5,2020-06-16T16:00:00.000Z,0.00378,0.004,0.00377,0.00382,5620944.8772,EM-USDT
6,2020-06-15T16:00:00.000Z,0.0037,0.0037,0.0037,0.0037,113.6854,EM-USDT
7,2020-06-14T16:00:00.000Z,0.00366,0.00415,0.00353,0.00363,4029923.5256,EM-USDT
8,2020-06-13T16:00:00.000Z,0.00371,0.0038,0.00366,0.00372,1428279.8261,EM-USDT
9,2020-06-12T16:00:00.000Z,0.00402,0.00407,0.00335,0.00379,5749733.5721,EM-USDT
10,2020-06-11T16:00:00.000Z,0.00403,0.00418,0.00402,0.00403,3611326.0109,EM-USDT
11,2020-06-10T16:00:00.000Z,0.0042,0.00441,0.00403,0.00411,6967647.1329,EM-USDT
12,2020-06-09T16:00:00.000Z,0.00405,0.00427,0.00402,0.00407,1794245.5588,EM-USDT
13,2020-06-08T16:00:00.000Z,0.00409,0.00439,0.00377,0.00416,9933364.7445,EM-USDT
14,2020-06-07T16:00:00.000Z,0.00359,0.00462,0.00351,0.00415,21926386.8337,EM-USDT
15,2020-06-06T16:00:00.000Z,0.00356,0.0041,0.00334,0.00356,18249945.7487,EM-USDT
16,2020-06-05T16:00:00.000Z,0.00338,0.00356,0.00334,0.00349,968116.6882,EM-USDT
17,2020-06-04T16:00:00.000Z,0.0035,0.00352,0.00338,0.00352,3895921.5917,EM-USDT
18,2020-06-03T16:00:00.000Z,0.00349,0.0035,0.00349,0.00349,1471881.1229,EM-USDT
