,time,,open,close,high,low,volume,market_name,
59,1.56842E+12,2019/9/14,0.032973,0.032793,0.033165,0.031101,859277.7738,UOSUSD,6.052604846
60,1.56851E+12,2019/9/15,0.032807,0.02928,0.032824,0.026101,287184.1775,UOSUSD,5.759777564
61,1.56859E+12,2019/9/16,0.0287,0.027934,0.031031,0.023999,357220.0279,UOSUSD,5.79417165
62,1.56868E+12,2019/9/17,0.027934,0.0258,0.028494,0.022562,262089.7017,UOSUSD,5.670599943
63,1.56876E+12,2019/9/18,0.02442,0.025216,0.025216,0.022933,69613.92934,UOSUSD,5.413778858
64,1.56885E+12,2019/9/19,0.025,0.026324,0.028914,0.024,138991.5805,UOSUSD,5.834116721
65,1.56894E+12,2019/9/20,0.026394,0.027696,0.028214,0.0252,290470.9058,UOSUSD,5.70210816
66,1.56902E+12,2019/9/21,0.027695,0.026967,0.0282,0.026245,617982.0227,UOSUSD,5.898758635
67,1.56911E+12,2019/9/22,0.026968,0.027007,0.028354,0.02655,594873.1682,UOSUSD,5.864301293
68,1.5692E+12,2019/9/23,0.02699,0.024865,0.0289,0.02481,806496.8082,UOSUSD,5.929249417
69,1.56928E+12,2019/9/24,0.024819,0.022889,0.028,0.0226,1068141.141,UOSUSD,6.180422883
70,1.56937E+12,2019/9/25,0.022789,0.022265,0.023256,0.022004,885452.5879,UOSUSD,6.013242543
71,1.56946E+12,2019/9/26,0.022368,0.022708,0.023704,0.022003,805402.7289,UOSUSD,5.986222688
72,1.56954E+12,2019/9/27,0.022845,0.023659,0.02762,0.020554,846990.7779,UOSUSD,5.974390887
73,1.56963E+12,2019/9/28,0.023743,0.022721,0.025764,0.02101,691536.5266,UOSUSD,5.937974487
74,1.56972E+12,2019/9/29,0.022535,0.023646,0.024784,0.0206,863691.1919,UOSUSD,5.978239032
75,1.5698E+12,2019/9/30,0.023658,0.02127,0.02388,0.020001,1751059.413,UOSUSD,6.420729204
76,1.56989E+12,2019/10/1,0.021691,0.023163,0.024854,0.020613,655023.6549,UOSUSD,5.961331754
77,1.56997E+12,2019/10/2,0.023135,0.02568,0.02695,0.022549,743102.7685,UOSUSD,5.951772292
78,1.57006E+12,2019/10/3,0.025753,0.025308,0.0269,0.023312,931467.1311,UOSUSD,6.043561103
79,1.57015E+12,2019/10/4,0.025319,0.024211,0.025358,0.024,726023.2968,UOSUSD,5.928876663
80,1.57023E+12,2019/10/5,0.024212,0.023941,0.024607,0.023372,572613.7516,UOSUSD,5.764955813
81,1.57032E+12,2019/10/6,0.024041,0.023229,0.024486,0.023077,723909.7495,UOSUSD,5.899164891
82,1.57041E+12,2019/10/7,0.023189,0.023934,0.024157,0.022,827638.9045,UOSUSD,6.006596375
83,1.57049E+12,2019/10/8,0.02395,0.024606,0.0259,0.023808,1151035.149,UOSUSD,6.100019223
84,1.57058E+12,2019/10/9,0.02461,0.028146,0.03,0.02399,1568993.813,UOSUSD,6.347871259
85,1.57067E+12,2019/10/10,0.028179,0.029842,0.0305,0.026131,1209585.56,UOSUSD,6.194239651
86,1.57075E+12,2019/10/11,0.029838,0.02901,0.03115,0.027841,388045.1574,UOSUSD,5.687982718
87,1.57084E+12,2019/10/12,0.030289,0.031993,0.035,0.029354,568640.4196,UOSUSD,6.114699671
88,1.57092E+12,2019/10/13,0.032056,0.031757,0.035,0.030242,553184.5013,UOSUSD,6.071973952
89,1.57101E+12,2019/10/14,0.031066,0.030899,0.031757,0.0293,45945.11024,UOSUSD,5.801010552
90,1.5711E+12,2019/10/15,0.030102,0.0303,0.033631,0.03,227533.1106,UOSUSD,5.779102321
91,1.57118E+12,2019/10/16,0.030263,0.025925,0.030263,0.02451,340823.4453,UOSUSD,6.014994267
92,1.57127E+12,2019/10/17,0.025534,0.027564,0.027564,0.024823,231838.1127,UOSUSD,5.688284008
93,1.57136E+12,2019/10/18,0.02775,0.027701,0.028611,0.027253,154876.9045,UOSUSD,6.370255874
94,1.57144E+12,2019/10/19,0.027888,0.028678,0.028872,0.027888,24810.09127,UOSUSD,5.015518599
95,1.57153E+12,2019/10/20,0.028281,0.028925,0.029231,0.0277,180419.9913,UOSUSD,5.76898249
96,1.57162E+12,2019/10/21,0.02912,0.030612,0.030612,0.028904,85333.09846,UOSUSD,5.63220668
97,1.5717E+12,2019/10/22,0.030107,0.029532,0.030954,0.029421,27088.22688,UOSUSD,5.570209356
98,1.57179E+12,2019/10/23,0.030113,0.0295,0.03242,0.026624,157032.5564,UOSUSD,5.780120958
99,1.57188E+12,2019/10/24,0.030006,0.029653,0.030006,0.028501,23880.87286,UOSUSD,5.393399038
100,1.57196E+12,2019/10/25,0.029337,0.030706,0.033422,0.029336,264595.5601,UOSUSD,5.732011129
101,1.57205E+12,2019/10/26,0.033,0.033958,0.0369,0.031,323739.8116,UOSUSD,6.016675137
102,1.57213E+12,2019/10/27,0.033958,0.0335,0.034043,0.032,138853.5625,UOSUSD,5.586083394
103,1.57222E+12,2019/10/28,0.033876,0.033243,0.033876,0.032822,61946.52867,UOSUSD,5.393618961
104,1.57231E+12,2019/10/29,0.032732,0.032319,0.03345,0.031969,70781.68223,UOSUSD,5.397290893
105,1.57239E+12,2019/10/30,0.031754,0.031284,0.032084,0.030883,69302.21808,UOSUSD,5.60494397
106,1.57248E+12,2019/10/31,0.029834,0.030611,0.032533,0.0285,130291.5195,UOSUSD,5.878686089
107,1.57257E+12,2019/11/1,0.030337,0.02972,0.031343,0.02972,48575.86997,UOSUSD,5.288097955
108,1.57265E+12,2019/11/2,0.02931,0.029045,0.0308,0.028348,157146.1045,UOSUSD,5.549527893
109,1.57274E+12,2019/11/3,0.029263,0.028779,0.029385,0.028173,132430.4484,UOSUSD,5.391142828
110,1.57283E+12,2019/11/4,0.028362,0.028455,0.029057,0.02715,292917.9689,UOSUSD,5.766495436
111,1.57291E+12,2019/11/5,0.028783,0.02762,0.03004,0.026,570480.9959,UOSUSD,5.892410543
112,1.573E+12,2019/11/6,0.02753,0.027404,0.027882,0.026059,154998.7844,UOSUSD,5.300108609
113,1.57308E+12,2019/11/7,0.027472,0.03405,0.03405,0.026937,725582.3806,UOSUSD,6.23115067
114,1.57317E+12,2019/11/8,0.03405,0.02958,0.034099,0.0295,181576.9863,UOSUSD,5.480571618
115,1.57326E+12,2019/11/9,0.02975,0.030708,0.031057,0.0297,115205.7235,UOSUSD,5.546049811
116,1.57334E+12,2019/11/10,0.03134,0.031535,0.032238,0.031253,86373.59842,UOSUSD,5.526298904
117,1.57343E+12,2019/11/11,0.03151,0.033641,0.0365,0.030167,555594.9252,UOSUSD,6.135006892
118,1.57352E+12,2019/11/12,0.033657,0.0373,0.0374,0.033657,431414.5297,UOSUSD,6.044005846
119,1.5736E+12,2019/11/13,0.037217,0.036878,0.0399,0.036276,579727.0148,UOSUSD,6.108776313
120,1.57369E+12,2019/11/14,0.036645,0.03505,0.038247,0.033976,317292.1615,UOSUSD,6.061851612
121,1.57378E+12,2019/11/15,0.034912,0.037863,0.039,0.034745,274089.7955,UOSUSD,5.816491642
122,1.57386E+12,2019/11/16,0.037811,0.0352,0.038416,0.0346,263242.0119,UOSUSD,5.810486975
123,1.57395E+12,2019/11/17,0.034979,0.038433,0.038433,0.034,313721.0663,UOSUSD,5.835086198
124,1.57404E+12,2019/11/18,0.038677,0.041508,0.042889,0.038677,559778.2076,UOSUSD,6.223140172
125,1.57412E+12,2019/11/19,0.042,0.038753,0.043133,0.0385,325413.7917,UOSUSD,6.147760798
126,1.57421E+12,2019/11/20,0.039313,0.037704,0.039631,0.036071,294724.7444,UOSUSD,6.145282389
127,1.57429E+12,2019/11/21,0.037874,0.034073,0.04067,0.03288,523535.7402,UOSUSD,6.235293422
128,1.57438E+12,2019/11/22,0.034377,0.0301,0.035477,0.0301,405645.129,UOSUSD,6.114639706
129,1.57447E+12,2019/11/23,0.030464,0.028886,0.030464,0.028431,237449.3912,UOSUSD,5.872663045
130,1.57455E+12,2019/11/24,0.028108,0.0301,0.03214,0.028039,191287.3141,UOSUSD,5.860015007
131,1.57464E+12,2019/11/25,0.030876,0.025859,0.031382,0.025859,466749.1327,UOSUSD,6.002199945
132,1.57473E+12,2019/11/26,0.025859,0.024367,0.027372,0.0241,387430.3902,UOSUSD,5.9175999
133,1.57481E+12,2019/11/27,0.024559,0.024387,0.024851,0.024025,122305.1115,UOSUSD,5.766420951
134,1.5749E+12,2019/11/28,0.024694,0.025522,0.028845,0.024351,345284.9483,UOSUSD,5.966489927
135,1.57499E+12,2019/11/29,0.027999,0.028999,0.028999,0.024947,191993.8508,UOSUSD,5.935193134
136,1.57507E+12,2019/11/30,0.027613,0.028431,0.030367,0.027613,39684.50065,UOSUSD,5.739100222
137,1.57516E+12,2019/12/1,0.029465,0.027721,0.030872,0.027721,91332.4136,UOSUSD,5.616541764
138,1.57524E+12,2019/12/2,0.027721,0.028992,0.030024,0.026501,67672.88824,UOSUSD,5.900774832
139,1.57533E+12,2019/12/3,0.030249,0.034392,0.03496,0.028613,314787.5409,UOSUSD,6.035086459
140,1.57542E+12,2019/12/4,0.034959,0.03834,0.0397,0.034,487106.2381,UOSUSD,6.286093186
141,1.5755E+12,2019/12/5,0.037262,0.040263,0.040263,0.031867,238593.9833,UOSUSD,6.0198912
142,1.57559E+12,2019/12/6,0.0395,0.036924,0.0395,0.03597,130914.5579,UOSUSD,6.022187429
143,1.57568E+12,2019/12/7,0.038373,0.037637,0.039476,0.036879,26285.4919,UOSUSD,5.207938158
144,1.57576E+12,2019/12/8,0.036018,0.035359,0.038353,0.035359,93146.83291,UOSUSD,5.422562824
145,1.57585E+12,2019/12/9,0.038033,0.038242,0.038672,0.036908,14132.00611,UOSUSD,5.663189555
146,1.57594E+12,2019/12/10,0.03774,0.037345,0.0386,0.036462,23019.89121,UOSUSD,4.976956682
147,1.57602E+12,2019/12/11,0.036847,0.034533,0.038476,0.03382,234359.0504,UOSUSD,5.719858954
148,1.57611E+12,2019/12/12,0.034485,0.039719,0.0402,0.033819,332290.5482,UOSUSD,6.083860677
149,1.5762E+12,2019/12/13,0.03976,0.050114,0.0519,0.03946,1650264.229,UOSUSD,6.650371828
150,1.57628E+12,2019/12/14,0.050109,0.044637,0.055261,0.044035,1178528.702,UOSUSD,6.380407302
151,1.57637E+12,2019/12/15,0.044661,0.057066,0.0618,0.044637,802905.5036,UOSUSD,6.365725709
152,1.57645E+12,2019/12/16,0.057045,0.055001,0.06,0.054828,485696.1483,UOSUSD,6.022833345
153,1.57654E+12,2019/12/17,0.055002,0.052143,0.0564,0.051501,1446392.697,UOSUSD,6.35237689
154,1.57663E+12,2019/12/18,0.052151,0.059751,0.061346,0.0518,886128.7711,UOSUSD,6.400940769
155,1.57671E+12,2019/12/19,0.059753,0.059305,0.061346,0.058,214343.363,UOSUSD,5.843562997
156,1.5768E+12,2019/12/20,0.059289,0.056922,0.06126,0.056036,145484.4493,UOSUSD,5.609232143
157,1.57689E+12,2019/12/21,0.056898,0.05116,0.056898,0.05116,597379.458,UOSUSD,6.022570722
158,1.57697E+12,2019/12/22,0.051199,0.05,0.052614,0.04896,412863.0154,UOSUSD,5.892263302
159,1.57706E+12,2019/12/23,0.05,0.047658,0.05052,0.047658,164124.8645,UOSUSD,5.606519117
160,1.57715E+12,2019/12/24,0.048752,0.048826,0.050095,0.047659,67206.71449,UOSUSD,5.284515734
161,1.57723E+12,2019/12/25,0.048856,0.0485,0.050213,0.0485,169645.1406,UOSUSD,5.515607671
162,1.57732E+12,2019/12/26,0.048849,0.045679,0.04885,0.0445,332798.6156,UOSUSD,5.693720497
163,1.5774E+12,2019/12/27,0.044908,0.046616,0.047019,0.044908,40495.85019,UOSUSD,5.233253739
164,1.57749E+12,2019/12/28,0.046602,0.046258,0.048046,0.046113,127059.3329,UOSUSD,5.428849978
165,1.57758E+12,2019/12/29,0.046306,0.046903,0.04725,0.045645,122911.6836,UOSUSD,5.402217122
166,1.57766E+12,2019/12/30,0.04689,0.046064,0.04885,0.045396,167315.2868,UOSUSD,5.52759304
167,1.57775E+12,2019/12/31,0.046073,0.045879,0.047488,0.044903,168292.6502,UOSUSD,5.452865203
168,1.57784E+12,2020/1/1,0.045927,0.046302,0.046451,0.044001,148586.5887,UOSUSD,5.43908449
169,1.57792E+12,2020/1/2,0.046318,0.050699,0.050699,0.045033,156055.5162,UOSUSD,5.66623402
170,1.57801E+12,2020/1/3,0.0505,0.050036,0.0505,0.047347,90847.06396,UOSUSD,5.323869779
171,1.5781E+12,2020/1/4,0.050011,0.050013,0.050699,0.05,151357.2763,UOSUSD,5.564039556
172,1.57818E+12,2020/1/5,0.050055,0.058785,0.06075,0.046933,1101545.769,UOSUSD,6.303153494
173,1.57827E+12,2020/1/6,0.059579,0.058147,0.061,0.054973,167997.6236,UOSUSD,5.53122024
174,1.57836E+12,2020/1/7,0.058191,0.05303,0.058959,0.05142,332579.211,UOSUSD,5.753411758
175,1.57844E+12,2020/1/8,0.052551,0.057127,0.05852,0.050021,189394.0239,UOSUSD,5.825145592
176,1.57853E+12,2020/1/9,0.057135,0.051748,0.057142,0.05,315207.2802,UOSUSD,5.806725215
177,1.57861E+12,2020/1/10,0.05172,0.055298,0.056016,0.05,167596.8347,UOSUSD,5.529314167
178,1.5787E+12,2020/1/11,0.055736,0.056338,0.06,0.055119,176932.2184,UOSUSD,5.49496115
179,1.57879E+12,2020/1/12,0.056535,0.0565,0.057118,0.055231,258991.3499,UOSUSD,5.665457326
180,1.57887E+12,2020/1/13,0.0565,0.049255,0.0565,0.046606,440587.5768,UOSUSD,5.929981069
181,1.57896E+12,2020/1/14,0.04923,0.050193,0.053588,0.04913,286943.9316,UOSUSD,5.797097425
182,1.57905E+12,2020/1/15,0.050273,0.046037,0.050324,0.044734,256003.4813,UOSUSD,6.169711793
183,1.57913E+12,2020/1/16,0.046042,0.04342,0.046498,0.042052,691864.54,UOSUSD,6.406190155
184,1.57922E+12,2020/1/17,0.04342,0.040475,0.045,0.040475,881009.9774,UOSUSD,6.351570354
185,1.57931E+12,2020/1/18,0.041441,0.041125,0.042895,0.040475,143094.8136,UOSUSD,5.411794328
186,1.57939E+12,2020/1/19,0.041089,0.04275,0.044182,0.040784,279289.0629,UOSUSD,5.781627193
187,1.57948E+12,2020/1/20,0.042742,0.04029,0.042856,0.0394,481100.5853,UOSUSD,5.900933508
188,1.57956E+12,2020/1/21,0.040934,0.042955,0.042989,0.04,201631.4756,UOSUSD,5.661302248
189,1.57965E+12,2020/1/22,0.04294,0.042284,0.04385,0.042052,133606.8071,UOSUSD,5.468333147
190,1.57974E+12,2020/1/23,0.042284,0.050233,0.059999,0.042219,1485367.912,UOSUSD,6.632024732
191,1.57982E+12,2020/1/24,0.051006,0.0387,0.051951,0.038,1748743.605,UOSUSD,6.649244738
192,1.57991E+12,2020/1/25,0.0387,0.038506,0.0405,0.036667,491907.2204,UOSUSD,6.137464205
193,1.58E+12,2020/1/26,0.038471,0.038645,0.0397,0.037955,145996.6182,UOSUSD,5.719812174
194,1.58008E+12,2020/1/27,0.038601,0.037308,0.039,0.0362,218305.2336,UOSUSD,6.017855501
195,1.58017E+12,2020/1/28,0.037296,0.045312,0.04533,0.036671,567172.2562,UOSUSD,6.108113893
196,1.58026E+12,2020/1/29,0.045391,0.047522,0.047522,0.042619,160936.0323,UOSUSD,5.612296569
197,1.58034E+12,2020/1/30,0.046502,0.048151,0.048151,0.044658,193332.8941,UOSUSD,5.550625504
198,1.58043E+12,2020/1/31,0.04707,0.047873,0.048512,0.044955,150731.5277,UOSUSD,5.534523103
199,1.58052E+12,2020/2/1,0.047825,0.048548,0.048548,0.045959,302177.8482,UOSUSD,5.723764313
200,1.5806E+12,2020/2/2,0.048548,0.048059,0.049,0.046251,147395.1172,UOSUSD,5.48728356
201,1.58069E+12,2020/2/3,0.048035,0.048013,0.049,0.045439,142609.5986,UOSUSD,5.711921435
202,1.58077E+12,2020/2/4,0.048048,0.046542,0.048988,0.044625,150215.2917,UOSUSD,5.967025354
203,1.58086E+12,2020/2/5,0.047481,0.05038,0.051929,0.046444,697420.4901,UOSUSD,6.133762034
204,1.58095E+12,2020/2/6,0.050272,0.048256,0.051929,0.0455,587065.1716,UOSUSD,6.248708536
205,1.58103E+12,2020/2/7,0.047777,0.046104,0.04822,0.04503,148775.1312,UOSUSD,5.934534811
206,1.58112E+12,2020/2/8,0.046106,0.046085,0.047,0.045,167105.427,UOSUSD,6.048603861
207,1.58121E+12,2020/2/9,0.046147,0.043938,0.046174,0.042899,564990.0239,UOSUSD,6.001351718
208,1.58129E+12,2020/2/10,0.044015,0.04389,0.046021,0.042899,272296.9977,UOSUSD,5.840268148
209,1.58138E+12,2020/2/11,0.043945,0.042741,0.044579,0.042741,251303.7261,UOSUSD,5.969283019
210,1.58147E+12,2020/2/12,0.042741,0.043845,0.043845,0.042038,399408.7986,UOSUSD,6.010831322
211,1.58155E+12,2020/2/13,0.043845,0.043998,0.045247,0.043,345738.9272,UOSUSD,5.819341679
212,1.58164E+12,2020/2/14,0.044552,0.0463,0.046918,0.042662,564182.3518,UOSUSD,6.086953855
213,1.58172E+12,2020/2/15,0.046918,0.05,0.05,0.045849,423804.2085,UOSUSD,6.060388484
214,1.58181E+12,2020/2/16,0.05,0.0598,0.0598,0.049999,866842.1806,UOSUSD,6.190735402
215,1.5819E+12,2020/2/17,0.0598,0.06,0.06,0.04832,604044.3939,UOSUSD,6.178898659
216,1.58198E+12,2020/2/18,0.05927,0.051908,0.05927,0.050637,641545.5694,UOSUSD,6.115766085
217,1.58207E+12,2020/2/19,0.051776,0.0465,0.0559,0.046303,571074.1275,UOSUSD,5.95957041
218,1.58216E+12,2020/2/20,0.046945,0.0521,0.0525,0.0465,289371.6034,UOSUSD,5.953182504
219,1.58224E+12,2020/2/21,0.052113,0.0527,0.053655,0.051333,202991.3426,UOSUSD,5.634273732
220,1.58233E+12,2020/2/22,0.052095,0.053845,0.056,0.05197,148014.8647,UOSUSD,5.36723552
221,1.58242E+12,2020/2/23,0.053819,0.050809,0.054707,0.050004,207451.6801,UOSUSD,5.727283551
222,1.5825E+12,2020/2/24,0.052161,0.052471,0.052471,0.046304,719989.6038,UOSUSD,6.31287079
223,1.58259E+12,2020/2/25,0.052471,0.049973,0.053533,0.048735,196653.1398,UOSUSD,5.667138395
224,1.58268E+12,2020/2/26,0.050834,0.049386,0.052797,0.048301,485745.033,UOSUSD,5.938452359
225,1.58276E+12,2020/2/27,0.049132,0.050041,0.050555,0.048302,179883.5581,UOSUSD,5.580686291
226,1.58285E+12,2020/2/28,0.050007,0.050727,0.053265,0.048845,579702.215,UOSUSD,6.104148746
227,1.58293E+12,2020/2/29,0.050727,0.050564,0.052565,0.050323,285328.8837,UOSUSD,5.711564985
228,1.58302E+12,2020/3/1,0.051435,0.0565,0.0565,0.050657,420174.2464,UOSUSD,6.03753409
229,1.58311E+12,2020/3/2,0.056494,0.062583,0.06345,0.055377,965137.6119,UOSUSD,6.364484434
230,1.58319E+12,2020/3/3,0.063247,0.056992,0.063721,0.053858,1854023.431,UOSUSD,6.526270593
231,1.58328E+12,2020/3/4,0.056387,0.057022,0.061216,0.054564,688610.3277,UOSUSD,6.118987187
232,1.58337E+12,2020/3/5,0.057403,0.05772,0.061329,0.056177,750274.7614,UOSUSD,6.162648708
233,1.58345E+12,2020/3/6,0.057745,0.056741,0.06,0.052778,997778.4838,UOSUSD,6.247391765
234,1.58354E+12,2020/3/7,0.056776,0.05505,0.05964,0.054997,701905.7144,UOSUSD,6.111225436
235,1.58363E+12,2020/3/8,0.055074,0.047661,0.055074,0.04766,1009711.582,UOSUSD,6.327400923
236,1.58371E+12,2020/3/9,0.048096,0.055449,0.055472,0.0442,1953273.755,UOSUSD,6.576825249
237,1.5838E+12,2020/3/10,0.055449,0.054157,0.055467,0.050071,614711.2098,UOSUSD,6.090749505
238,1.58388E+12,2020/3/11,0.054465,0.050874,0.054511,0.0465,773698.8515,UOSUSD,6.220717387
239,1.58397E+12,2020/3/12,0.050486,0.02833,0.050486,0.02833,1667109.047,UOSUSD,6.564165159
240,1.58406E+12,2020/3/13,0.028332,0.033,0.035352,0.023891,756400.1457,UOSUSD,6.215060745
241,1.58414E+12,2020/3/14,0.033,0.032086,0.033,0.03086,150257.5769,UOSUSD,5.512711414
242,1.58423E+12,2020/3/15,0.031001,0.035853,0.035853,0.03074,448042.9104,UOSUSD,6.015246919
243,1.58432E+12,2020/3/16,0.0333,0.032,0.035,0.028001,1326039.968,UOSUSD,6.300520184
244,1.5844E+12,2020/3/17,0.032122,0.033167,0.033286,0.0321,219549.9357,UOSUSD,5.409045973
245,1.58449E+12,2020/3/18,0.033164,0.032227,0.03338,0.0304,157856.1672,UOSUSD,5.271718291
246,1.58458E+12,2020/3/19,0.031774,0.0326,0.034505,0.031432,859534.7139,UOSUSD,6.09648732
247,1.58466E+12,2020/3/20,0.033083,0.029187,0.034691,0.029187,868252.4234,UOSUSD,6.266662282
248,1.58475E+12,2020/3/21,0.029187,0.037911,0.042,0.028222,1628960.924,UOSUSD,6.412803948
249,1.58484E+12,2020/3/22,0.037911,0.031473,0.039159,0.029699,1166194.331,UOSUSD,6.293515509
250,1.58492E+12,2020/3/23,0.031416,0.034989,0.034989,0.030301,262895.3822,UOSUSD,5.873573339
