,time,open,close,high,low,volume,turnover,market_name
0,1593043200,0.00000279,0.00000271,0.00000281,0.00000267,2077635.0308821,5.6582116673152777,COTI-BTC
1,1592956800,0.00000282,0.00000279,0.00000285,0.00000265,4072138.3928588,11.1435483888361243,COTI-BTC
2,1592870400,0.00000287,0.00000285,0.0000029,0.00000272,4053569.30981809,11.3628704094554663,COTI-BTC
3,1592784000,0.00000297,0.00000287,0.00000306,0.00000282,5459859.11609934,15.9777132821666999,COTI-BTC
4,1592697600,0.00000291,0.00000297,0.00000308,0.00000284,6010639.93023857,17.931169613944675,COTI-BTC
5,1592611200,0.00000289,0.0000029,0.00000307,0.00000282,5126813.43051545,15.1083537470435667,COTI-BTC
6,1592524800,0.00000253,0.00000288,0.00000294,0.00000247,7054244.90150955,19.648606791109814,COTI-BTC
7,1592438400,0.00000253,0.00000253,0.0000026,0.00000251,1954679.84147394,4.9935980351415559,COTI-BTC
8,1592352000,0.00000256,0.00000253,0.00000268,0.00000249,1557293.82343821,3.9920563931259444,COTI-BTC
9,1592265600,0.00000252,0.00000256,0.00000272,0.00000243,4102491.0563446,10.6536115477318777,COTI-BTC
10,1592179200,0.00000261,0.00000251,0.00000263,0.00000243,3990373.9777352,10.0005396800452878,COTI-BTC
11,1592092800,0.00000255,0.00000261,0.0000027,0.0000025,3144431.06105396,8.2110875500339814,COTI-BTC
12,1592006400,0.00000263,0.00000255,0.00000276,0.00000251,3294286.15520392,8.50442494187111,COTI-BTC
13,1591920000,0.00000241,0.00000263,0.00000267,0.00000238,4848960.1425597,12.4345592029277347,COTI-BTC
14,1591833600,0.00000228,0.00000242,0.00000256,0.00000225,8172883.16866656,19.8535005677403266,COTI-BTC
15,1591747200,0.00000227,0.00000226,0.0000024,0.00000223,4692200.41183128,10.8030196191212029,COTI-BTC
16,1591660800,0.00000222,0.00000229,0.00000236,0.0000022,2817710.06439151,6.4440316673991243,COTI-BTC
17,1591574400,0.00000223,0.00000223,0.00000226,0.00000216,2053351.30346942,4.5519563977814381,COTI-BTC
18,1591488000,0.00000227,0.00000223,0.0000023,0.00000216,4678408.97768153,10.3287249966869206,COTI-BTC
19,1591401600,0.00000237,0.00000228,0.00000237,0.00000225,1793246.29074143,4.1317792057886081,COTI-BTC
20,1591315200,0.00000232,0.00000236,0.00000242,0.00000228,3056554.46315786,7.1937324392171968,COTI-BTC
21,1591228800,0.00000225,0.00000232,0.00000243,0.0000022,4403932.3166025,10.2684871083421402,COTI-BTC
22,1591142400,0.00000222,0.00000225,0.00000231,0.00000219,2314652.37194449,5.2095240973998948,COTI-BTC
23,1591056000,0.00000206,0.00000222,0.00000225,0.00000203,7268858.87058457,15.3811167872990746,COTI-BTC
24,1590969600,0.00000214,0.00000208,0.00000223,0.00000203,5054045.46713291,10.8870652428979327,COTI-BTC
25,1590883200,0.00000224,0.00000212,0.00000236,0.00000212,2468775.84269047,5.5434959119648703,COTI-BTC
26,1590796800,0.00000233,0.00000225,0.00000234,0.00000218,2556637.66113895,5.7459075106434644,COTI-BTC
27,1590710400,0.0000023,0.00000233,0.00000243,0.00000225,3452566.03342456,8.0461038181463115,COTI-BTC
28,1590624000,0.00000238,0.00000231,0.00000269,0.0000023,6936703.93190754,17.524336407638894,COTI-BTC
29,1590537600,0.00000256,0.00000239,0.00000261,0.00000227,5133290.17967236,12.517671851461078,COTI-BTC
30,1590451200,0.00000267,0.00000256,0.0000027,0.00000244,5884443.01373241,15.1489957935428579,COTI-BTC
31,1590364800,0.00000245,0.00000268,0.00000269,0.00000237,7603502.91209632,19.2247487265394701,COTI-BTC
32,1590278400,0.00000253,0.00000245,0.00000269,0.00000242,9544736.80744953,24.3639468141928144,COTI-BTC
33,1590192000,0.00000228,0.00000254,0.00000255,0.00000226,3828469.52106693,9.2403801977757438,COTI-BTC
34,1590105600,0.00000221,0.00000228,0.00000234,0.00000216,3811803.05334749,8.6538404720877196,COTI-BTC
35,1590019200,0.00000225,0.00000222,0.00000225,0.00000207,5170114.0843824,11.2600830475716807,COTI-BTC
36,1589932800,0.00000207,0.00000224,0.00000229,0.00000206,7869941.44871999,17.3998990906525082,COTI-BTC
37,1589846400,0.00000204,0.00000206,0.00000217,0.00000204,4014210.48005286,8.3894756114829395,COTI-BTC
38,1589760000,0.00000193,0.00000204,0.00000214,0.00000179,8873011.86513494,17.6117835741547674,COTI-BTC
39,1589673600,0.00000204,0.00000194,0.00000204,0.0000019,3985868.17036465,7.8467422177549988,COTI-BTC
40,1589587200,0.00000205,0.00000204,0.00000211,0.000002,4695343.38499741,9.5968445691196393,COTI-BTC
41,1589500800,0.00000189,0.00000206,0.00000212,0.00000189,4464344.19201689,9.0184354692382175,COTI-BTC
