,time,open,close,high,low,volume,turnover,market_name
0,1593043200,0.0006721,0.0006729,0.0006917,0.0006609,15250072.48287185,10367.159830258688645,TRY-USDT
1,1592956800,0.000701,0.0006747,0.0007214,0.000671,18471042.012,12898.16791561935,TRY-USDT
2,1592870400,0.0006926,0.000702,0.0007425,0.0006816,23933188.60203933,16923.350657384347169,TRY-USDT
3,1592784000,0.0007283,0.0006932,0.0007495,0.00065,17060006.9138,12525.28036501533,TRY-USDT
4,1592697600,0.0007289,0.0007281,0.0007533,0.0007155,18212314.92149123,13356.887622249129284,TRY-USDT
5,1592611200,0.0007668,0.0007287,0.000774,0.0007066,19598044.31966561,14476.227780200198681,TRY-USDT
6,1592524800,0.0007974,0.0007671,0.0008196,0.0007299,19185239.80866025,14755.364783498303466,TRY-USDT
7,1592438400,0.0008384,0.0007973,0.0008733,0.000785,19122053.93772135,15978.456554041926991,TRY-USDT
8,1592352000,0.000874,0.0008387,0.00092,0.0008101,19665962.12161885,17268.60012262670919,TRY-USDT
9,1592265600,0.0008225,0.0008739,0.0008782,0.0008155,16878115.0972,14077.49509366214,TRY-USDT
10,1592179200,0.0008701,0.0008224,0.000891,0.00079,20436508.0876,16882.14299985544,TRY-USDT
11,1592092800,0.0007904,0.0008706,0.0008867,0.0007695,20929602.93624101,17182.743161740832523,TRY-USDT
12,1592006400,0.0007404,0.0007932,0.0008164,0.0007403,20476373.37211311,15695.173779491491504,TRY-USDT
13,1591920000,0.0007365,0.0007412,0.0007473,0.0007249,15986369.45651026,11786.468010974577544,TRY-USDT
14,1591833600,0.0007702,0.000737,0.0007718,0.0007302,15486404.3754,11672.11126395919,TRY-USDT
15,1591747200,0.0007719,0.0007714,0.0007865,0.0007445,18599170.8001,14412.10803574251,TRY-USDT
16,1591660800,0.0007832,0.0007721,0.0007947,0.0007496,20544416.04594979,15961.068340419874142,TRY-USDT
17,1591574400,0.0007568,0.0007835,0.0007865,0.0007445,17179676.22871991,12969.208047942065537,TRY-USDT
18,1591488000,0.0007497,0.0007567,0.0007706,0.0007183,21554248.7508,16131.35900215083,TRY-USDT
19,1591401600,0.0007612,0.0007498,0.0008095,0.0007266,18294474.79144903,14033.161495503244397,TRY-USDT
20,1591315200,0.0008456,0.0007628,0.0009822,0.0007,36265467.35914165,28552.720082162952355,TRY-USDT
21,1591228800,0.0007607,0.0008461,0.0008462,0.0007597,20369922.8316,16647.25541425139,TRY-USDT
22,1591142400,0.0007662,0.0007608,0.0007865,0.00074,15189915.4804,11488.57451293954,TRY-USDT
23,1591056000,0.0007789,0.0007662,0.0007933,0.0007448,20107829.9903,15622.14248303041,TRY-USDT
24,1590969600,0.000769,0.000779,0.0008061,0.0007612,19071622.15676578,14864.979185392135366,TRY-USDT
25,1590883200,0.0007622,0.0007692,0.0007755,0.000745,16804038.5191,12763.66964443414,TRY-USDT
26,1590796800,0.0007588,0.0007619,0.0008673,0.000745,32134171.31944323,25220.100078168146192,TRY-USDT
27,1590710400,0.0008059,0.0007583,0.0008113,0.0007115,30278333.0803,22969.98683257543,TRY-USDT
