,time,open,close,high,low,volume,turnover,market_name
0,1593043200,0.025788,0.025123,0.026117,0.0245,819840.01551004,20715.70166550151044,COTI-USDT
1,1592956800,0.027107,0.025788,0.027518,0.0245,1352969.20425141,35109.81105405508603,COTI-USDT
2,1592870400,0.027633,0.027263,0.028665,0.026454,1062032.53314593,28656.06428631076837,COTI-USDT
3,1592784000,0.027613,0.027822,0.028792,0.027192,1660081.18320846,46365.78298637819826,COTI-USDT
4,1592697600,0.027278,0.027613,0.028797,0.026439,1158743.46812972,32040.2154870135548,COTI-USDT
5,1592611200,0.026961,0.027278,0.028599,0.026202,2648040.90600972,72180.12500053629532,COTI-USDT
6,1592524800,0.023857,0.026802,0.027698,0.023183,2961850.5600253,76883.23282901818309,COTI-USDT
7,1592438400,0.024002,0.023706,0.024438,0.0236,329657.10099815,7925.66965499382741,COTI-USDT
8,1592352000,0.02437,0.02404,0.025355,0.023309,401445.67706351,9697.53243361298126,COTI-USDT
9,1592265600,0.023679,0.024472,0.025851,0.023066,1079477.88108825,26536.89167939309436,COTI-USDT
10,1592179200,0.0244,0.023686,0.0249,0.021787,1596472.10481259,36832.72735183094721,COTI-USDT
11,1592092800,0.024029,0.0244,0.025472,0.023551,842884.04898007,20464.30505320261262,COTI-USDT
12,1592006400,0.024994,0.024042,0.025999,0.0236,620338.4333414,15057.20423995005419,COTI-USDT
13,1591920000,0.022305,0.025158,0.0272,0.022305,1534710.83983474,36815.94730540880107,COTI-USDT
14,1591833600,0.022367,0.022304,0.024992,0.021365,4300061.93557167,99642.49733205519347,COTI-USDT
15,1591747200,0.022227,0.022299,0.023186,0.021886,1056277.15785333,23866.20961636033061,COTI-USDT
16,1591660800,0.021823,0.022186,0.022829,0.021392,953577.16638881,21202.76745183343749,COTI-USDT
17,1591574400,0.021763,0.021823,0.022,0.021137,647337.37919002,13991.13680226483625,COTI-USDT
18,1591488000,0.022,0.021733,0.022173,0.020703,1949191.89254518,41540.26458693132609,COTI-USDT
19,1591401600,0.022708,0.022015,0.022708,0.02158,789890.46510834,17487.27472024695112,COTI-USDT
20,1591315200,0.022679,0.022708,0.023436,0.022515,643330.2408424,14774.61911966343906,COTI-USDT
21,1591228800,0.02167,0.022679,0.02342,0.021435,1630723.82884446,36932.83531705806424,COTI-USDT
22,1591142400,0.021168,0.02167,0.022,0.021168,931536.56964082,20039.13365874424409,COTI-USDT
23,1591056000,0.021167,0.021118,0.0223,0.019566,2860087.17028349,59506.59913436102217,COTI-USDT
24,1590969600,0.020226,0.021043,0.021384,0.020226,1751063.71001918,36564.2732656525066,COTI-USDT
25,1590883200,0.021712,0.020133,0.022245,0.020133,1098443.63571395,23472.71157028076884,COTI-USDT
26,1590796800,0.02186,0.021796,0.022146,0.020904,782486.34831403,16745.45755265397342,COTI-USDT
27,1590710400,0.021984,0.021866,0.023,0.021443,1146871.69596715,25266.4003540924766,COTI-USDT
28,1590624000,0.021897,0.021985,0.024647,0.021591,1271178.80552908,29675.66675826534825,COTI-USDT
29,1590537600,0.022653,0.021897,0.023129,0.021175,1528797.88441148,33959.78023064789944,COTI-USDT
30,1590451200,0.02371,0.022636,0.024009,0.021482,2159353.48279248,49479.21491046927242,COTI-USDT
31,1590364800,0.021438,0.023736,0.02413,0.0202,2661688.04718554,58329.0840489492317,COTI-USDT
32,1590278400,0.023117,0.021438,0.024897,0.021438,2177157.44055232,50745.31347352981314,COTI-USDT
33,1590192000,0.020811,0.023234,0.023398,0.020811,908809.45534274,19927.95441242312156,COTI-USDT
34,1590105600,0.019913,0.020795,0.02165,0.01951,1121186.80763274,23279.29653641652895,COTI-USDT
35,1590019200,0.021438,0.020037,0.021438,0.018852,1766117.16046543,35681.24994411964179,COTI-USDT
36,1589932800,0.020112,0.021438,0.021983,0.020112,1459493.57828606,30664.50233516460187,COTI-USDT
37,1589846400,0.019805,0.020163,0.020997,0.01971,1627916.83884277,32955.30137376878081,COTI-USDT
38,1589760000,0.018719,0.019811,0.020464,0.018062,2180999.09020391,41596.16625145318548,COTI-USDT
39,1589673600,0.019089,0.018844,0.019452,0.018447,1040479.72202776,19711.22054785936308,COTI-USDT
40,1589587200,0.019117,0.019051,0.019779,0.018795,468745.89489067,9032.15749791436298,COTI-USDT
41,1589500800,0.018387,0.019117,0.02,0.018136,1065033.11298754,20418.91929101882167,COTI-USDT
42,1589414400,0.018771,0.018388,0.018983,0.018115,922810.49905296,17031.34830490323121,COTI-USDT
43,1589328000,0.01834,0.018781,0.019599,0.018161,855373.48323336,15880.23659361922712,COTI-USDT
44,1589241600,0.017989,0.018216,0.018714,0.017851,2394610.85339839,43697.18768864840955,COTI-USDT
45,1589155200,0.018423,0.018074,0.019538,0.017144,2333770.77616727,42321.96313143227746,COTI-USDT
46,1589068800,0.019938,0.018423,0.020058,0.01696,3835537.90144525,69601.05789883744555,COTI-USDT
47,1588982400,0.019427,0.019938,0.020866,0.019288,1407363.94986881,27819.53630554734728,COTI-USDT
48,1588896000,0.018533,0.019427,0.020704,0.01844,1921984.96528864,36938.51488076990785,COTI-USDT
49,1588809600,0.019216,0.018532,0.020804,0.0182,2856926.83418273,54408.47934629624891,COTI-USDT
50,1588723200,0.020534,0.019288,0.02255,0.019141,1623972.98302386,33670.93988950992034,COTI-USDT
51,1588636800,0.021326,0.020568,0.021326,0.019906,1851558.9696,37769.4927930755,COTI-USDT
52,1588550400,0.020659,0.021309,0.021486,0.019502,732926.40156951,14902.6602359283917,COTI-USDT
53,1588464000,0.022055,0.020731,0.02229,0.020055,1458902.90496692,30786.5965577434212,COTI-USDT
54,1588377600,0.02221,0.02204,0.022519,0.021704,532618.09471732,11804.49204478246936,COTI-USDT
55,1588291200,0.021536,0.02221,0.0228,0.0195,2241130.60488157,48897.07734576045459,COTI-USDT
56,1588204800,0.022752,0.021525,0.023234,0.021382,4102896.05808418,91465.0997320868847,COTI-USDT
57,1588118400,0.02269,0.02285,0.023899,0.021897,1975166.44690721,44909.15801587502588,COTI-USDT
58,1588032000,0.022848,0.022681,0.023654,0.022175,846094.51790582,19184.26747727868069,COTI-USDT
59,1587945600,0.023546,0.022848,0.023998,0.022235,1185498.86371279,27061.50901911373594,COTI-USDT
60,1587859200,0.0215,0.023682,0.0262,0.021455,3400848.885575,79010.53566990238457,COTI-USDT
61,1587772800,0.021453,0.0215,0.022773,0.021302,791005.31046955,17198.71204691639377,COTI-USDT
62,1587686400,0.021237,0.021453,0.022665,0.021214,1603063.89325225,34965.89859738493555,COTI-USDT
63,1587600000,0.019701,0.021138,0.021789,0.019283,2711082.35026483,56831.58552700005033,COTI-USDT
64,1587513600,0.018999,0.019789,0.020185,0.018861,1678959.52130136,33088.55963575935988,COTI-USDT
65,1587427200,0.018481,0.018939,0.019835,0.018481,1834696.63730692,34846.63037033168272,COTI-USDT
66,1587340800,0.021027,0.018481,0.021855,0.018289,3058789.75555191,60379.94621691972448,COTI-USDT
67,1587254400,0.019692,0.021027,0.021569,0.019505,2203875.44021836,44786.46879388163773,COTI-USDT
68,1587168000,0.018906,0.019708,0.02014,0.018906,1871370.32406352,36771.55225162501559,COTI-USDT
69,1587081600,0.018182,0.018906,0.019077,0.017893,2212911.82097001,40694.84211856659406,COTI-USDT
70,1586995200,0.017065,0.018177,0.018586,0.016337,1313849.11447411,23378.17634247776825,COTI-USDT
71,1586908800,0.018109,0.017082,0.018406,0.016815,950861.0081,16855.4619053683,COTI-USDT
72,1586822400,0.017666,0.018105,0.01885,0.01766,1471832.7838782,26981.75879555811436,COTI-USDT
73,1586736000,0.017231,0.01776,0.018,0.01622,1506802.93077694,26083.22590295267944,COTI-USDT
74,1586649600,0.01742,0.017281,0.018534,0.017156,1379969.74599276,24681.31472891605264,COTI-USDT
75,1586563200,0.016702,0.0173,0.017999,0.016196,1187969.28180866,20161.07571552071946,COTI-USDT
76,1586476800,0.019006,0.016721,0.02,0.016446,2304147.38219849,40387.56730380997911,COTI-USDT
77,1586390400,0.019942,0.019125,0.020522,0.018611,2039451.0678169,39822.58646374177473,COTI-USDT
78,1586304000,0.019788,0.020148,0.020499,0.01931,1315169.60250849,26079.64179782544985,COTI-USDT
79,1586217600,0.020127,0.019897,0.0214,0.019531,3207991.56797244,65985.23971312762257,COTI-USDT
80,1586131200,0.020689,0.02027,0.022827,0.019667,4003067.78702408,84440.07599760174037,COTI-USDT
81,1586044800,0.020023,0.020747,0.022521,0.019142,2783966.26822126,56310.1342491564676,COTI-USDT
82,1585958400,0.019509,0.020047,0.020762,0.019413,948467.56216347,19057.64065252336414,COTI-USDT
83,1585872000,0.019379,0.019603,0.023,0.018685,5440198.83680657,113347.14201805227501,COTI-USDT
84,1585785600,0.01756,0.019415,0.020205,0.017143,4697007.32778,89521.25223613627834,COTI-USDT
85,1585699200,0.016764,0.01756,0.017626,0.015907,2166053.79527291,35761.0302320383621,COTI-USDT
86,1585612800,0.01681,0.016705,0.017692,0.01586,2779973.80701554,46587.8191943874319,COTI-USDT
87,1585526400,0.015573,0.01681,0.018712,0.015384,6081112.64028311,105471.45762090303023,COTI-USDT
88,1585440000,0.014243,0.015664,0.016376,0.014101,3167359.89763608,48463.77276573891396,COTI-USDT
89,1585353600,0.014433,0.014289,0.015,0.01359,1764529.71453364,24885.02184787441482,COTI-USDT
90,1585267200,0.015777,0.014503,0.016998,0.0145,1486910.67622512,23204.29711405869707,COTI-USDT
91,1585180800,0.014373,0.015777,0.016899,0.014373,3803812.71903487,60324.42672576840786,COTI-USDT
92,1585094400,0.012853,0.014364,0.015616,0.012509,4429765.84634065,63368.43162632912906,COTI-USDT
93,1585008000,0.012822,0.012937,0.0136,0.012564,2209638.96704517,28968.71362711302146,COTI-USDT
94,1584921600,0.01139,0.012822,0.012996,0.01125,2340814.3636921,28474.60920883976259,COTI-USDT
95,1584835200,0.013368,0.011279,0.014066,0.0111,4610246.27700216,58132.39863308688326,COTI-USDT
96,1584748800,0.013542,0.013427,0.014546,0.01231,4507247.5585609,60267.4316366648755,COTI-USDT
97,1584662400,0.01355,0.013589,0.015822,0.01231,8517931.61779055,120114.59772615482301,COTI-USDT
98,1584576000,0.011797,0.013498,0.014799,0.010988,10447527.22880873,138305.28270865074195,COTI-USDT
99,1584489600,0.011345,0.011609,0.011794,0.009794,8734216.71064432,95030.68144642423697,COTI-USDT
100,1584403200,0.009684,0.011194,0.0125,0.009334,4782713.40750332,53471.38666560250054,COTI-USDT
101,1584316800,0.011544,0.009688,0.011637,0.008,11702758.89878649,111124.14281889085731,COTI-USDT
102,1584230400,0.012054,0.01158,0.013839,0.0109,6701109.19721688,80189.49430075873503,COTI-USDT
103,1584144000,0.0139,0.012041,0.014782,0.011343,6859515.15046417,90632.72835460414684,COTI-USDT
104,1584057600,0.010799,0.013528,0.015752,0.0076,14628785.22966326,170642.79690805367474,COTI-USDT
105,1583971200,0.023437,0.010799,0.023893,0.01,22093774.90587256,326632.00061509414225,COTI-USDT
106,1583884800,0.02853,0.023437,0.028888,0.021566,8408736.90474214,214547.51089773859167,COTI-USDT
107,1583798400,0.027459,0.028681,0.030826,0.0255,4536159.30086207,127436.85803711751975,COTI-USDT
108,1583712000,0.030324,0.02746,0.032803,0.026372,5877347.68140586,175134.25438952383332,COTI-USDT
109,1583625600,0.032095,0.030324,0.034415,0.029,5429179.15350443,174406.36870354593457,COTI-USDT
110,1583539200,0.030612,0.0321,0.032998,0.028215,4828733.85134857,149433.94388431289039,COTI-USDT
111,1583452800,0.029204,0.030673,0.032998,0.028688,7114457.03922133,221049.32618854558417,COTI-USDT
112,1583366400,0.024938,0.029079,0.032629,0.023743,6534872.07058209,185326.25467208456671,COTI-USDT
113,1583280000,0.028403,0.024938,0.029841,0.0234,6424053.92334699,174722.20755972651545,COTI-USDT
114,1583193600,0.023801,0.028403,0.029092,0.022827,20489379.97889971,523605.86042454866299,COTI-USDT
115,1583107200,0.018746,0.023797,0.023886,0.01871,7968605.94282779,173718.20368619650505,COTI-USDT
116,1583020800,0.018834,0.018785,0.020367,0.01776,14840460.95867054,278638.99161776113889,COTI-USDT
117,1582934400,0.01937,0.018879,0.02015,0.018289,11127874.74392736,212424.10894223281222,COTI-USDT
118,1582848000,0.020544,0.019456,0.021238,0.017401,9343841.77270226,179652.69802070635088,COTI-USDT
119,1582761600,0.019873,0.020405,0.022977,0.018912,16729144.92656041,353417.12832981025533,COTI-USDT
120,1582675200,0.029011,0.019856,0.030805,0.01725,50469966.83759504,1179328.23580706545408,COTI-USDT
121,1582588800,0.031261,0.029025,0.037618,0.026235,65049336.54426337,2145658.71079087085136,COTI-USDT
122,1582502400,0.030853,0.031261,0.03166,0.02775,9360197.97041392,276651.59117840293646,COTI-USDT
123,1582416000,0.029761,0.030894,0.030894,0.027868,3676816.43256606,109596.305134100748,COTI-USDT
124,1582329600,0.026859,0.030097,0.030097,0.026642,3936120.86891092,111308.67441975666423,COTI-USDT
125,1582243200,0.024397,0.026921,0.027105,0.024397,3786308.54334894,99168.67560102377046,COTI-USDT
126,1582156800,0.023441,0.024397,0.026,0.022675,12267879.56638965,297143.78417397294342,COTI-USDT
127,1582070400,0.024186,0.023439,0.026699,0.02283,12523896.89516614,311654.03035857725097,COTI-USDT
128,1581984000,0.023399,0.024199,0.025118,0.022027,8412058.36262435,199305.85040198168938,COTI-USDT
129,1581897600,0.020689,0.023399,0.023399,0.0203,15436672.87719652,338296.01203935312964,COTI-USDT
130,1581811200,0.019804,0.020695,0.022325,0.019501,10026149.53057771,209936.09714796716945,COTI-USDT
131,1581724800,0.019316,0.019524,0.021158,0.019235,14975169.86934359,301624.01145795159633,COTI-USDT
132,1581638400,0.018727,0.01931,0.0207,0.017974,9649761.37322921,185237.2460398654566,COTI-USDT
133,1581552000,0.016086,0.018727,0.020168,0.01529,6156435.07445989,109698.79328785506699,COTI-USDT
134,1581465600,0.015289,0.015976,0.0175,0.015101,3193770.67023028,51879.1975185058752,COTI-USDT
135,1581379200,0.014413,0.015285,0.016,0.0141,15498668.06365918,227041.68022559505414,COTI-USDT
136,1581292800,0.0146,0.014391,0.01517,0.0138,27317313.70777692,397074.3952317415659,COTI-USDT
137,1581206400,0.011971,0.014598,0.014967,0.011964,11145480.9039255,155624.22580307151243,COTI-USDT
138,1581120000,0.01239,0.011968,0.013162,0.0115,14762868.9061749,183601.39898585980411,COTI-USDT
139,1581033600,0.011502,0.012383,0.0137,0.011033,10500244.832891,129966.29142791816121,COTI-USDT
140,1580947200,0.011346,0.011502,0.011952,0.011124,15280601.44469439,176119.81292160865515,COTI-USDT
141,1580860800,0.011242,0.011346,0.012015,0.0101,17085625.3223514,195141.029330432571,COTI-USDT
142,1580774400,0.011206,0.011243,0.011295,0.010026,16085254.94797542,176516.53476169647836,COTI-USDT
143,1580688000,0.010686,0.011206,0.012205,0.010633,17360554.70327803,193458.52779580606228,COTI-USDT
144,1580601600,0.011337,0.010686,0.011698,0.0105,8455216.16869582,92727.92777506773064,COTI-USDT
145,1580515200,0.011722,0.011338,0.011786,0.01108,13263382.07790834,152503.50709176871708,COTI-USDT
146,1580428800,0.012132,0.011676,0.012299,0.01128,17061352.8528,203293.92532920832088,COTI-USDT
147,1580342400,0.012075,0.012123,0.01236,0.011951,10749830.76528852,130023.0890772734866,COTI-USDT
148,1580256000,0.011839,0.012056,0.0147,0.0116,17679358.26926817,212767.90985968430632,COTI-USDT
149,1580169600,0.011032,0.011834,0.011896,0.011017,24514367.63459197,278490.23450061674718,COTI-USDT
150,1580083200,0.0104,0.01105,0.011099,0.010241,16158942.23516392,172847.93529804402,COTI-USDT
151,1579996800,0.010332,0.010398,0.010478,0.010008,16897012.5815017,173677.68806880322028,COTI-USDT
152,1579910400,0.010303,0.010337,0.010479,0.0098,17958050.64837278,182476.47338615980644,COTI-USDT
153,1579824000,0.010039,0.010304,0.01093,0.009781,18727283.79061713,189333.3560667807309,COTI-USDT
154,1579737600,0.010954,0.010039,0.011,0.009801,19568036.24544269,204834.5736482848084,COTI-USDT
155,1579651200,0.011141,0.01096,0.011349,0.010695,18279955.42057763,200819.15505239445315,COTI-USDT
156,1579564800,0.010741,0.01114,0.011411,0.010584,8934668.71633164,98122.70945900796837,COTI-USDT
157,1579478400,0.009952,0.010741,0.010995,0.0093,12646109.61699333,123073.04399225031334,COTI-USDT
158,1579392000,0.010688,0.00995,0.011066,0.0095,19747837.45377201,200986.41564819165755,COTI-USDT
159,1579305600,0.010996,0.010689,0.010998,0.010269,10591202.23347456,113915.2162024826874,COTI-USDT
160,1579219200,0.011029,0.010996,0.011121,0.010568,19105699.73591412,208382.78103053656618,COTI-USDT
161,1579132800,0.010845,0.011014,0.011027,0.010003,20214782.50092545,213644.13010048630464,COTI-USDT
162,1579046400,0.010894,0.010838,0.011826,0.00971,20966431.64479248,219460.2622353707958,COTI-USDT
163,1578960000,0.0109,0.010916,0.011107,0.010662,11661724.15576318,127702.06491851806614,COTI-USDT
164,1578873600,0.01058,0.010903,0.011288,0.010386,16361914.51026711,174704.86463583279588,COTI-USDT
165,1578787200,0.010356,0.010582,0.010683,0.009899,7141583.39721328,74734.95638334942672,COTI-USDT
166,1578700800,0.010877,0.01035,0.010985,0.010275,16280169.95745418,172678.48961781530804,COTI-USDT
167,1578614400,0.010269,0.010875,0.011106,0.009503,22764698.30159879,231523.57131357800257,COTI-USDT
168,1578528000,0.010691,0.010276,0.010691,0.009241,5129147.58416401,52102.74253628612105,COTI-USDT
169,1578441600,0.011209,0.010691,0.011902,0.010381,22732746.72822891,246556.61758811853984,COTI-USDT
170,1578355200,0.008988,0.011207,0.011253,0.008881,24966565.32729383,248634.50798347335917,COTI-USDT
171,1578268800,0.009745,0.008983,0.0102,0.008954,22262751.58527303,213236.368987176297,COTI-USDT
172,1578182400,0.009883,0.009739,0.01035,0.009651,7639116.26681041,75644.41057240058328,COTI-USDT
173,1578096000,0.008714,0.009891,0.01,0.008388,10305763.77678787,93369.85084024746076,COTI-USDT
174,1578009600,0.008088,0.008714,0.008899,0.007891,22013507.40152403,183922.04486905688259,COTI-USDT
175,1577923200,0.008357,0.008106,0.008508,0.007923,19577719.4769,161470.0919587559,COTI-USDT
