,time,open,close,high,low,volume,turnover,market_name
0,1593043200,0.0003741,0.0003703,0.0003842,0.00033,19612725.1073265,6987.499893505582078,MTV-USDT
1,1592956800,0.0004785,0.0003741,0.0005087,0.00035,46397905.15201687,18970.637589424884571,MTV-USDT
2,1592870400,0.0003888,0.0004803,0.0005277,0.00035,91708131.01851728,38435.576828873527766,MTV-USDT
3,1592784000,0.0004007,0.0003884,0.00041,0.0003861,11669265.13916128,4620.748836473006188,MTV-USDT
4,1592697600,0.000414,0.0004006,0.0004351,0.00038,13696849.44128021,5488.852687570743642,MTV-USDT
5,1592611200,0.0004432,0.0004166,0.0004432,0.0004047,7422338.7142,3099.3294233504,MTV-USDT
6,1592524800,0.0004296,0.0004451,0.0004465,0.0004065,22619765.04970606,9651.186086939273982,MTV-USDT
7,1592438400,0.0004498,0.0004295,0.0004706,0.0004241,8127107.09290667,3580.238020776957376,MTV-USDT
8,1592352000,0.0004493,0.0004489,0.0004983,0.000437,15668176.5302,7351.89316654771615,MTV-USDT
9,1592265600,0.0004494,0.0004494,0.0004558,0.0004362,8982934.3444,4005.20648806322,MTV-USDT
10,1592179200,0.0004438,0.0004493,0.0004654,0.0004167,18028413.4930167,7927.330181700464289,MTV-USDT
11,1592092800,0.0004617,0.0004438,0.0004778,0.0004438,4812207.76194413,2213.990038084058794,MTV-USDT
12,1592006400,0.0005161,0.0004617,0.0005277,0.0004299,20618770.1323445,9574.021833405604819,MTV-USDT
13,1591920000,0.000464,0.0005191,0.00058,0.000464,56074347.80222642,28675.958868612231993,MTV-USDT
14,1591833600,0.0004028,0.0004651,0.0004678,0.0003957,54036504.97980739,23688.457191490506303,MTV-USDT
15,1591747200,0.0004151,0.0004028,0.0004311,0.0003792,24102870.61521564,9614.388296009164053,MTV-USDT
16,1591660800,0.0004288,0.0004152,0.0004677,0.0004051,16406850.45694748,7013.139678204093849,MTV-USDT
17,1591574400,0.0004406,0.0004288,0.0004521,0.0004103,15853112.88761166,6734.948194570097154,MTV-USDT
18,1591488000,0.0004461,0.0004406,0.0004593,0.0004098,11294605.53731869,4932.908565476428027,MTV-USDT
19,1591401600,0.0004406,0.0004422,0.0004521,0.0004281,6218785.1022,2744.94070794235,MTV-USDT
20,1591315200,0.0005134,0.000444,0.0005218,0.0004229,30746764.76210868,14211.133376659913403,MTV-USDT
21,1591228800,0.000407,0.0005183,0.0005187,0.0003889,46613001.97738881,21345.706149615383733,MTV-USDT
22,1591142400,0.0004046,0.000407,0.0004296,0.0003792,19255388.22342302,7695.09865164686624,MTV-USDT
23,1591056000,0.0005125,0.0004046,0.0005181,0.00038,58003500.83543878,25383.733798632400546,MTV-USDT
24,1590969600,0.0004277,0.0005125,0.0005788,0.0004277,59346572.55432656,30867.320178769128737,MTV-USDT
25,1590883200,0.0004777,0.00043,0.0004999,0.0004129,103619385.06924706,46270.931146023653953,MTV-USDT
26,1590796800,0.0004749,0.0004777,0.0005849,0.0004313,71752671.78290764,37383.488142384813914,MTV-USDT
27,1590710400,0.000366,0.0004806,0.0005324,0.000328,110949586.56409044,46822.173802274688624,MTV-USDT
28,1590624000,0.0002615,0.0003638,0.0003827,0.0002485,93401159.58940574,29709.982444432863934,MTV-USDT
29,1590537600,0.0002442,0.0002615,0.000276,0.0002272,53324887.2144657,13427.895824926407987,MTV-USDT
30,1590451200,0.0002586,0.0002454,0.0002698,0.0002288,53799688.96291758,13322.419874451208329,MTV-USDT
31,1590364800,0.0002831,0.0002586,0.0002943,0.0002385,49220948.33231586,13101.58299304389474,MTV-USDT
32,1590278400,0.0002785,0.0002831,0.0002998,0.0002352,106546357.14429539,29388.609063264832531,MTV-USDT
33,1590192000,0.0001918,0.0002785,0.0003188,0.0001918,159384329.29343857,41680.968017729894616,MTV-USDT
34,1590105600,0.0001834,0.0001918,0.0001948,0.0001812,3735460.2429,701.43334553864,MTV-USDT
