,startsAt,open,high,low,close,volume,quoteVolume,market_name
0,2019-06-26T00:00:00Z,0.00000598,0.00000601,0.00000422,0.00000500,20709276.38616613,111.28114477,STPT-BTC
1,2019-06-27T00:00:00Z,0.00000494,0.00000695,0.00000450,0.00000645,17169597.67605060,96.85237187,STPT-BTC
2,2019-06-28T00:00:00Z,0.00000647,0.00000835,0.00000581,0.00000695,62731109.75649018,445.02901002,STPT-BTC
3,2019-06-29T00:00:00Z,0.00000695,0.00000736,0.00000657,0.00000712,13228218.51878906,92.02110728,STPT-BTC
4,2019-06-30T00:00:00Z,0.00000712,0.00000719,0.00000640,0.00000669,8375531.80048549,55.74433578,STPT-BTC
5,2019-07-01T00:00:00Z,0.00000669,0.00000675,0.00000592,0.00000611,8800333.99092833,54.67586526,STPT-BTC
6,2019-07-02T00:00:00Z,0.00000611,0.00000710,0.00000578,0.00000626,14715229.64061917,96.57994814,STPT-BTC
7,2019-07-03T00:00:00Z,0.00000627,0.00000731,0.00000457,0.00000482,35821433.95406008,207.37376108,STPT-BTC
8,2019-07-04T00:00:00Z,0.00000482,0.00000507,0.00000394,0.00000407,31168902.52873072,138.18447093,STPT-BTC
9,2019-07-05T00:00:00Z,0.00000407,0.00000412,0.00000352,0.00000381,23261930.68608582,88.18084007,STPT-BTC
10,2019-07-06T00:00:00Z,0.00000381,0.00000449,0.00000346,0.00000368,18232001.20639536,68.36308314,STPT-BTC
11,2019-07-07T00:00:00Z,0.00000368,0.00000373,0.00000301,0.00000303,20533079.66263558,68.66058487,STPT-BTC
12,2019-07-08T00:00:00Z,0.00000303,0.00000370,0.00000302,0.00000319,47682268.73510132,161.25791797,STPT-BTC
13,2019-07-09T00:00:00Z,0.00000320,0.00000320,0.00000290,0.00000290,12242577.14440090,37.01804372,STPT-BTC
14,2019-07-10T00:00:00Z,0.00000290,0.00000291,0.00000220,0.00000252,28776900.39852974,71.85047750,STPT-BTC
15,2019-07-11T00:00:00Z,0.00000252,0.00000252,0.00000198,0.00000213,25970861.07212126,57.18227608,STPT-BTC
16,2019-07-12T00:00:00Z,0.00000214,0.00000297,0.00000200,0.00000290,50974094.43478912,131.89045685,STPT-BTC
17,2019-07-13T00:00:00Z,0.00000289,0.00000408,0.00000286,0.00000338,69941702.77099150,249.98335738,STPT-BTC
18,2019-07-14T00:00:00Z,0.00000340,0.00000374,0.00000302,0.00000323,33111671.63761874,111.41281080,STPT-BTC
19,2019-07-15T00:00:00Z,0.00000325,0.00000325,0.00000280,0.00000310,19280994.61495728,57.31572222,STPT-BTC
20,2019-07-16T00:00:00Z,0.00000309,0.00000384,0.00000290,0.00000327,32980473.43604212,112.82246049,STPT-BTC
21,2019-07-17T00:00:00Z,0.00000327,0.00000380,0.00000314,0.00000340,29806247.16744923,102.84180184,STPT-BTC
22,2019-07-18T00:00:00Z,0.00000341,0.00000342,0.00000295,0.00000301,13711466.88141433,43.02118540,STPT-BTC
23,2019-07-19T00:00:00Z,0.00000300,0.00000346,0.00000297,0.00000314,14421036.65015142,46.41718511,STPT-BTC
24,2019-07-20T00:00:00Z,0.00000312,0.00000338,0.00000296,0.00000320,9216559.32085694,29.49178386,STPT-BTC
25,2019-07-21T00:00:00Z,0.00000315,0.00000350,0.00000313,0.00000350,6805794.17749872,22.43736364,STPT-BTC
26,2019-07-22T00:00:00Z,0.00000350,0.00000358,0.00000317,0.00000346,11439360.18019993,38.02248132,STPT-BTC
27,2019-07-23T00:00:00Z,0.00000343,0.00000358,0.00000304,0.00000325,17599582.31311513,58.30857691,STPT-BTC
28,2019-07-24T00:00:00Z,0.00000323,0.00000327,0.00000313,0.00000321,3842399.04346586,12.27533932,STPT-BTC
29,2019-07-25T00:00:00Z,0.00000316,0.00000323,0.00000300,0.00000316,4803817.05811337,14.99444414,STPT-BTC
30,2019-07-26T00:00:00Z,0.00000314,0.00000315,0.00000290,0.00000302,5986244.86921174,17.92722522,STPT-BTC
31,2019-07-27T00:00:00Z,0.00000297,0.00000299,0.00000280,0.00000284,5111077.58281187,14.86400866,STPT-BTC
32,2019-07-28T00:00:00Z,0.00000284,0.00000332,0.00000272,0.00000308,8679235.69915802,26.34544742,STPT-BTC
33,2019-07-29T00:00:00Z,0.00000309,0.00000318,0.00000260,0.00000292,15659525.27363713,44.52680829,STPT-BTC
34,2019-07-30T00:00:00Z,0.00000289,0.00000290,0.00000249,0.00000261,19133731.31875263,51.95345104,STPT-BTC
35,2019-07-31T00:00:00Z,0.00000260,0.00000261,0.00000224,0.00000234,14507147.65279433,35.01849397,STPT-BTC
36,2019-08-01T00:00:00Z,0.00000231,0.00000270,0.00000228,0.00000238,11243465.69217528,28.01710979,STPT-BTC
37,2019-08-02T00:00:00Z,0.00000240,0.00000240,0.00000213,0.00000224,3935332.53851620,8.88740983,STPT-BTC
38,2019-08-03T00:00:00Z,0.00000223,0.00000227,0.00000210,0.00000214,2094112.49977526,4.52521531,STPT-BTC
39,2019-08-04T00:00:00Z,0.00000214,0.00000220,0.00000196,0.00000203,4117460.79475634,8.53492857,STPT-BTC
40,2019-08-05T00:00:00Z,0.00000203,0.00000203,0.00000173,0.00000175,11630971.81211142,21.09614212,STPT-BTC
41,2019-08-06T00:00:00Z,0.00000177,0.00000185,0.00000151,0.00000162,7448091.92351718,12.19710168,STPT-BTC
42,2019-08-07T00:00:00Z,0.00000162,0.00000169,0.00000152,0.00000162,2672804.10839847,4.30957732,STPT-BTC
43,2019-08-08T00:00:00Z,0.00000158,0.00000205,0.00000156,0.00000156,10948705.77542572,19.52068636,STPT-BTC
44,2019-08-09T00:00:00Z,0.00000156,0.00000210,0.00000155,0.00000177,8010146.05921403,14.72580771,STPT-BTC
45,2019-08-10T00:00:00Z,0.00000175,0.00000185,0.00000161,0.00000182,2177042.05808854,3.70199523,STPT-BTC
46,2019-08-11T00:00:00Z,0.00000181,0.00000183,0.00000141,0.00000161,9027159.37316486,14.73165757,STPT-BTC
47,2019-08-12T00:00:00Z,0.00000161,0.00000175,0.00000160,0.00000168,3352001.99367194,5.51220917,STPT-BTC
48,2019-08-13T00:00:00Z,0.00000164,0.00000166,0.00000156,0.00000161,3198410.35188623,5.14889681,STPT-BTC
49,2019-08-14T00:00:00Z,0.00000161,0.00000161,0.00000154,0.00000159,3856781.32364641,6.05926661,STPT-BTC
50,2019-08-15T00:00:00Z,0.00000159,0.00000199,0.00000159,0.00000166,9139718.73144276,16.25817431,STPT-BTC
51,2019-08-16T00:00:00Z,0.00000166,0.00000171,0.00000158,0.00000159,1929207.08170856,3.12199036,STPT-BTC
52,2019-08-17T00:00:00Z,0.00000159,0.00000166,0.00000151,0.00000163,2505886.78547974,3.91777911,STPT-BTC
53,2019-08-18T00:00:00Z,0.00000166,0.00000191,0.00000159,0.00000176,8535515.05999902,15.15823534,STPT-BTC
54,2019-08-19T00:00:00Z,0.00000176,0.00000190,0.00000162,0.00000180,7355149.96777237,12.85661712,STPT-BTC
55,2019-08-20T00:00:00Z,0.00000177,0.00000200,0.00000173,0.00000197,6711960.85813126,12.73046225,STPT-BTC
56,2019-08-21T00:00:00Z,0.00000197,0.00000245,0.00000192,0.00000201,15870471.07103623,34.59521294,STPT-BTC
57,2019-08-22T00:00:00Z,0.00000201,0.00000209,0.00000187,0.00000196,4475176.09191086,8.97447129,STPT-BTC
58,2019-08-23T00:00:00Z,0.00000197,0.00000199,0.00000169,0.00000181,8190126.66526362,14.87135032,STPT-BTC
59,2019-08-24T00:00:00Z,0.00000182,0.00000208,0.00000176,0.00000203,5223905.53674073,10.18738971,STPT-BTC
60,2019-08-25T00:00:00Z,0.00000204,0.00000230,0.00000184,0.00000190,5675821.03488960,11.86604101,STPT-BTC
61,2019-08-26T00:00:00Z,0.00000191,0.00000195,0.00000185,0.00000190,870460.85584347,1.65192734,STPT-BTC
62,2019-08-27T00:00:00Z,0.00000191,0.00000191,0.00000168,0.00000172,2536262.23897317,4.51714998,STPT-BTC
63,2019-08-28T00:00:00Z,0.00000172,0.00000176,0.00000165,0.00000171,3389432.95577145,5.75385891,STPT-BTC
64,2019-08-29T00:00:00Z,0.00000170,0.00000176,0.00000160,0.00000173,2595217.01652617,4.34075450,STPT-BTC
65,2019-08-30T00:00:00Z,0.00000173,0.00000187,0.00000171,0.00000181,3404587.88602614,6.10383803,STPT-BTC
66,2019-08-31T00:00:00Z,0.00000181,0.00000207,0.00000176,0.00000197,3797837.22086987,7.26484093,STPT-BTC
67,2019-09-01T00:00:00Z,0.00000194,0.00000195,0.00000182,0.00000186,1422933.04955400,2.65594958,STPT-BTC
68,2019-09-02T00:00:00Z,0.00000188,0.00000188,0.00000170,0.00000180,1248336.12627064,2.23383357,STPT-BTC
69,2019-09-03T00:00:00Z,0.00000181,0.00000181,0.00000158,0.00000165,2368905.87451546,3.96042088,STPT-BTC
70,2019-09-04T00:00:00Z,0.00000165,0.00000169,0.00000159,0.00000164,876336.65217177,1.43991206,STPT-BTC
71,2019-09-05T00:00:00Z,0.00000161,0.00000166,0.00000156,0.00000165,1282693.63803769,2.05164991,STPT-BTC
72,2019-09-06T00:00:00Z,0.00000165,0.00000165,0.00000156,0.00000159,2066123.32235405,3.28116948,STPT-BTC
73,2019-09-07T00:00:00Z,0.00000158,0.00000160,0.00000145,0.00000157,2166418.38671022,3.28878199,STPT-BTC
74,2019-09-08T00:00:00Z,0.00000157,0.00000157,0.00000127,0.00000133,13189576.31390288,18.28500411,STPT-BTC
75,2019-09-09T00:00:00Z,0.00000136,0.00000139,0.00000128,0.00000134,4447493.04511778,5.91117845,STPT-BTC
76,2019-09-10T00:00:00Z,0.00000133,0.00000138,0.00000130,0.00000131,2218418.66214528,2.94657244,STPT-BTC
77,2019-09-11T00:00:00Z,0.00000131,0.00000144,0.00000127,0.00000136,5785019.09316817,7.79264264,STPT-BTC
78,2019-09-12T00:00:00Z,0.00000133,0.00000135,0.00000127,0.00000131,2619701.51498376,3.42405491,STPT-BTC
79,2019-09-13T00:00:00Z,0.00000128,0.00000145,0.00000126,0.00000133,3717896.36467936,5.00091587,STPT-BTC
80,2019-09-14T00:00:00Z,0.00000133,0.00000143,0.00000128,0.00000132,3409013.63959647,4.57531419,STPT-BTC
81,2019-09-15T00:00:00Z,0.00000131,0.00000133,0.00000129,0.00000130,599580.58395862,0.78304440,STPT-BTC
82,2019-09-16T00:00:00Z,0.00000130,0.00000141,0.00000129,0.00000131,4391544.45153380,5.90484049,STPT-BTC
83,2019-09-17T00:00:00Z,0.00000130,0.00000131,0.00000122,0.00000127,5781464.60375078,7.28609536,STPT-BTC
84,2019-09-18T00:00:00Z,0.00000126,0.00000148,0.00000124,0.00000137,7120514.78156423,9.74383220,STPT-BTC
85,2019-09-19T00:00:00Z,0.00000136,0.00000136,0.00000122,0.00000129,7744525.07927117,9.82863101,STPT-BTC
86,2019-09-20T00:00:00Z,0.00000129,0.00000131,0.00000122,0.00000128,3519206.20163038,4.45344085,STPT-BTC
87,2019-09-21T00:00:00Z,0.00000128,0.00000128,0.00000120,0.00000125,1772230.22000982,2.18127426,STPT-BTC
88,2019-09-22T00:00:00Z,0.00000126,0.00000135,0.00000119,0.00000122,2112290.55911180,2.64933262,STPT-BTC
