,close,high,low,open,time,volume,market_name
0,0.002598,0.002617,0.002534,0.002574,2020-05-19T00:00:00Z,582838637.6,ONE-USDT
1,0.002574,0.00263,0.002533,0.00256,2020-05-18T00:00:00Z,674880771.25,ONE-USDT
2,0.00256,0.002591,0.002529,0.00253,2020-05-17T00:00:00Z,727259947.09,ONE-USDT
3,0.002531,0.002553,0.002508,0.002509,2020-05-16T00:00:00Z,496118190.22,ONE-USDT
4,0.00251,0.002588,0.00245,0.002527,2020-05-15T00:00:00Z,463190289.27,ONE-USDT
5,0.002527,0.002532,0.002398,0.002422,2020-05-14T00:00:00Z,467586490.21,ONE-USDT
6,0.002422,0.002431,0.002272,0.002283,2020-05-13T00:00:00Z,718737702.04,ONE-USDT
7,0.002282,0.002287,0.002256,0.00226,2020-05-12T00:00:00Z,666507721.67,ONE-USDT
8,0.002259,0.0023,0.002192,0.002264,2020-05-11T00:00:00Z,565778365.4,ONE-USDT
9,0.002263,0.002508,0.002204,0.002508,2020-05-10T00:00:00Z,506919780.29,ONE-USDT
10,0.002508,0.00255,0.002484,0.002512,2020-05-09T00:00:00Z,566997263.4,ONE-USDT
11,0.002519,0.00275,0.002201,0.002272,2020-05-08T00:00:00Z,660867312.84,ONE-USDT
12,0.002271,0.002318,0.002225,0.002248,2020-05-07T00:00:00Z,610052963.32,ONE-USDT
13,0.002253,0.002397,0.002253,0.002345,2020-05-06T00:00:00Z,662634028.86,ONE-USDT
14,0.002346,0.002365,0.002284,0.00234,2020-05-05T00:00:00Z,603692711.17,ONE-USDT
15,0.00234,0.002355,0.00224,0.00233,2020-05-04T00:00:00Z,585958303.67,ONE-USDT
16,0.002329,0.002438,0.002325,0.002412,2020-05-03T00:00:00Z,756745784.1,ONE-USDT
17,0.002412,0.002424,0.00239,0.0024,2020-05-02T00:00:00Z,859868987.67,ONE-USDT
18,0.002399,0.002409,0.002352,0.002371,2020-05-01T00:00:00Z,849880063.18,ONE-USDT
19,0.002372,0.002486,0.002369,0.002409,2020-04-30T00:00:00Z,752531575.32,ONE-USDT
20,0.00241,0.002484,0.002282,0.002298,2020-04-29T00:00:00Z,779276169.65,ONE-USDT
21,0.002298,0.002305,0.002226,0.002291,2020-04-28T00:00:00Z,705157759.18,ONE-USDT
22,0.002291,0.002331,0.002253,0.002327,2020-04-27T00:00:00Z,786894694.2,ONE-USDT
23,0.002327,0.002345,0.002254,0.002294,2020-04-26T00:00:00Z,505908711.77,ONE-USDT
24,0.002294,0.00241,0.002291,0.002388,2020-04-25T00:00:00Z,897853381.41,ONE-USDT
25,0.002388,0.002436,0.002372,0.002393,2020-04-24T00:00:00Z,802317074.19,ONE-USDT
26,0.002392,0.002472,0.002334,0.002366,2020-04-23T00:00:00Z,758180034.53,ONE-USDT
27,0.002375,0.002397,0.0023,0.002313,2020-04-22T00:00:00Z,923494938.19,ONE-USDT
28,0.002314,0.002365,0.002302,0.00234,2020-04-21T00:00:00Z,1227987738.99,ONE-USDT
29,0.002341,0.00244,0.002286,0.002377,2020-04-20T00:00:00Z,704597483.9,ONE-USDT
30,0.002376,0.0025,0.002355,0.0025,2020-04-19T00:00:00Z,976533444,ONE-USDT
31,0.002497,0.002501,0.002347,0.002355,2020-04-18T00:00:00Z,672114785.02,ONE-USDT
32,0.002355,0.002382,0.002319,0.002356,2020-04-17T00:00:00Z,1000943101.27,ONE-USDT
33,0.002356,0.002394,0.002137,0.002192,2020-04-16T00:00:00Z,683344315.65,ONE-USDT
34,0.002193,0.002223,0.002185,0.002205,2020-04-15T00:00:00Z,803757424.72,ONE-USDT
35,0.002206,0.002246,0.002188,0.002232,2020-04-14T00:00:00Z,780120304.48,ONE-USDT
36,0.002232,0.002249,0.002142,0.002248,2020-04-13T00:00:00Z,1055835076.51,ONE-USDT
37,0.002248,0.002305,0.0022,0.00222,2020-04-12T00:00:00Z,782680917.74,ONE-USDT
38,0.00222,0.00226,0.002178,0.002244,2020-04-11T00:00:00Z,692938346.62,ONE-USDT
39,0.00224,0.002418,0.002178,0.002417,2020-04-10T00:00:00Z,775904495.72,ONE-USDT
40,0.002417,0.002468,0.002379,0.002463,2020-04-09T00:00:00Z,823223056.24,ONE-USDT
41,0.002464,0.002464,0.002301,0.00235,2020-04-08T00:00:00Z,667417488.19,ONE-USDT
42,0.002348,0.002514,0.002311,0.002479,2020-04-07T00:00:00Z,780840470.01,ONE-USDT
