,close,high,low,open,time,volume,market_name
0,0.0000002687,0.0000002694,0.0000002616,0.0000002649,2020-05-19T00:00:00Z,6986847330.57,ONE-BTC
1,0.0000002648,0.0000002696,0.0000002616,0.0000002658,2020-05-18T00:00:00Z,11555093797.16,ONE-BTC
2,0.0000002658,0.00000027,0.000000261,0.0000002697,2020-05-17T00:00:00Z,11506359918.87,ONE-BTC
3,0.0000002696,0.000000271,0.0000002662,0.0000002695,2020-05-16T00:00:00Z,11186862593.22,ONE-BTC
4,0.0000002697,0.000000271,0.0000002575,0.0000002594,2020-05-15T00:00:00Z,6201205442.79,ONE-BTC
5,0.0000002589,0.000000263,0.0000002533,0.0000002599,2020-05-14T00:00:00Z,60356121.76,ONE-BTC
6,0.0000002603,0.0000002678,0.0000002553,0.0000002588,2020-05-13T00:00:00Z,55449241.16,ONE-BTC
7,0.0000002588,0.0000002682,0.0000002514,0.0000002629,2020-05-12T00:00:00Z,52280035.88,ONE-BTC
8,0.0000002635,0.0000002694,0.0000002505,0.000000259,2020-05-11T00:00:00Z,56887740.23,ONE-BTC
9,0.0000002593,0.0000002729,0.0000002576,0.0000002629,2020-05-10T00:00:00Z,57414025.42,ONE-BTC
10,0.0000002626,0.0000002645,0.0000002533,0.0000002554,2020-05-09T00:00:00Z,51256907.04,ONE-BTC
11,0.0000002553,0.0000002622,0.00000022,0.0000002261,2020-05-08T00:00:00Z,6628090736.71,ONE-BTC
12,0.0000002261,0.000000251,0.0000002258,0.000000247,2020-05-07T00:00:00Z,9699943156.01,ONE-BTC
13,0.000000247,0.0000002658,0.0000002469,0.0000002609,2020-05-06T00:00:00Z,7065571496.17,ONE-BTC
14,0.0000002607,0.000000265,0.0000002576,0.0000002637,2020-05-05T00:00:00Z,7691493774.14,ONE-BTC
15,0.0000002636,0.0000002721,0.0000002543,0.0000002619,2020-05-04T00:00:00Z,9187061974.51,ONE-BTC
16,0.0000002619,0.0000002731,0.0000002615,0.00000027,2020-05-03T00:00:00Z,5684176293.36,ONE-BTC
17,0.00000027,0.0000002732,0.0000002694,0.0000002722,2020-05-02T00:00:00Z,3899849805.51,ONE-BTC
18,0.0000002721,0.0000002768,0.0000002657,0.0000002737,2020-05-01T00:00:00Z,54701746.28,ONE-BTC
19,0.0000002739,0.0000002827,0.0000002617,0.0000002767,2020-04-30T00:00:00Z,55222299.96,ONE-BTC
20,0.000000277,0.0000002965,0.0000002714,0.0000002957,2020-04-29T00:00:00Z,70350347.39,ONE-BTC
21,0.0000002957,0.0000002992,0.00000029,0.0000002938,2020-04-28T00:00:00Z,50899090.94,ONE-BTC
22,0.0000002939,0.000000304,0.0000002939,0.000000304,2020-04-27T00:00:00Z,58781578.93,ONE-BTC
23,0.000000304,0.0000003088,0.0000002983,0.0000003055,2020-04-26T00:00:00Z,59596734.96,ONE-BTC
24,0.0000003055,0.000000319,0.000000305,0.0000003188,2020-04-25T00:00:00Z,48564631.91,ONE-BTC
25,0.0000003186,0.0000003233,0.0000003168,0.0000003224,2020-04-24T00:00:00Z,53372572.18,ONE-BTC
26,0.000000322,0.0000003333,0.0000003159,0.0000003321,2020-04-23T00:00:00Z,9765340143.42,ONE-BTC
27,0.0000003321,0.0000003417,0.0000003296,0.0000003376,2020-04-22T00:00:00Z,8676722857.17,ONE-BTC
28,0.0000003378,0.0000003436,0.0000003365,0.0000003432,2020-04-21T00:00:00Z,8801365280.68,ONE-BTC
29,0.0000003432,0.0000003441,0.0000003323,0.0000003339,2020-04-20T00:00:00Z,10251814315.81,ONE-BTC
30,0.0000003342,0.0000003448,0.0000003323,0.0000003439,2020-04-19T00:00:00Z,5500787307.18,ONE-BTC
31,0.0000003439,0.0000003467,0.0000003341,0.0000003349,2020-04-18T00:00:00Z,8788905044.35,ONE-BTC
32,0.0000003349,0.0000003352,0.0000003273,0.000000333,2020-04-17T00:00:00Z,9716391035.64,ONE-BTC
33,0.0000003329,0.000000335,0.0000003246,0.0000003302,2020-04-16T00:00:00Z,8354418691.19,ONE-BTC
34,0.0000003302,0.0000003305,0.0000003191,0.0000003225,2020-04-15T00:00:00Z,4834483062.08,ONE-BTC
35,0.0000003225,0.0000003261,0.00000032,0.0000003255,2020-04-14T00:00:00Z,1044092430.46,ONE-BTC
36,0.0000003256,0.0000003274,0.0000003181,0.0000003235,2020-04-13T00:00:00Z,55832354.72,ONE-BTC
37,0.0000003237,0.0000003295,0.0000003216,0.0000003233,2020-04-12T00:00:00Z,49341813.91,ONE-BTC
38,0.0000003233,0.0000003266,0.0000003194,0.0000003256,2020-04-11T00:00:00Z,43963833.4,ONE-BTC
39,0.000000326,0.0000003331,0.000000319,0.0000003315,2020-04-10T00:00:00Z,55748135.68,ONE-BTC
40,0.0000003312,0.000000334,0.0000003272,0.0000003336,2020-04-09T00:00:00Z,46724871.19,ONE-BTC
41,0.0000003333,0.000000334,0.0000003232,0.0000003274,2020-04-08T00:00:00Z,5522150001.68,ONE-BTC
42,0.0000003279,0.0000003389,0.0000003234,0.0000003364,2020-04-07T00:00:00Z,5469827814.98,ONE-BTC
43,0.0000003364,0.000000338,0.000000318,0.0000003256,2020-04-06T00:00:00Z,6225332782.74,ONE-BTC
44,0.0000003256,0.0000003283,0.0000003225,0.0000003234,2020-04-05T00:00:00Z,6846693609.99,ONE-BTC
45,0.0000003235,0.0000003262,0.00000032,0.0000003249,2020-04-04T00:00:00Z,6795476219.99,ONE-BTC
46,0.0000003254,0.0000003307,0.0000003158,0.000000329,2020-04-03T00:00:00Z,5423376585.3,ONE-BTC
47,0.0000003291,0.000000334,0.000000325,0.0000003311,2020-04-02T00:00:00Z,1247921766.37,ONE-BTC
48,0.0000003312,0.0000003456,0.0000003292,0.0000003381,2020-04-01T00:00:00Z,1540739182,ONE-BTC
49,0.0000003381,0.0000003411,0.000000335,0.0000003411,2020-03-31T00:00:00Z,47237901.01,ONE-BTC
50,0.0000003408,0.000000346,0.0000003385,0.0000003456,2020-03-30T00:00:00Z,38176235.9,ONE-BTC
51,0.0000003455,0.000000346,0.0000003396,0.000000341,2020-03-29T00:00:00Z,40504072.91,ONE-BTC
52,0.0000003409,0.000000343,0.000000329,0.0000003311,2020-03-28T00:00:00Z,42108746.73,ONE-BTC
53,0.000000331,0.0000003325,0.000000323,0.0000003261,2020-03-27T00:00:00Z,46133565.15,ONE-BTC
54,0.0000003259,0.0000003311,0.0000003238,0.0000003282,2020-03-26T00:00:00Z,42595055.06,ONE-BTC
55,0.0000003283,0.0000003342,0.0000003145,0.0000003293,2020-03-25T00:00:00Z,51959041.5,ONE-BTC
56,0.0000003293,0.000000334,0.000000321,0.0000003242,2020-03-24T00:00:00Z,10419383115.68,ONE-BTC
57,0.0000003251,0.0000003409,0.0000003193,0.0000003386,2020-03-23T00:00:00Z,9140875850.05,ONE-BTC
58,0.0000003386,0.0000003405,0.00000033,0.0000003387,2020-03-22T00:00:00Z,9169324404.34,ONE-BTC
59,0.0000003385,0.00000034,0.0000003268,0.0000003277,2020-03-21T00:00:00Z,9254536927.4,ONE-BTC
60,0.0000003271,0.0000003468,0.00000032,0.0000003439,2020-03-20T00:00:00Z,5514667728.01,ONE-BTC
61,0.0000003437,0.000000352,0.0000003378,0.0000003432,2020-03-19T00:00:00Z,7819702374.54,ONE-BTC
62,0.0000003431,0.000000349,0.00000034,0.0000003446,2020-03-18T00:00:00Z,9934077908.94,ONE-BTC
63,0.0000003451,0.0000003478,0.000000331,0.000000344,2020-03-17T00:00:00Z,9021737265.79,ONE-BTC
64,0.0000003441,0.000000357,0.00000034,0.0000003532,2020-03-16T00:00:00Z,4487146756.31,ONE-BTC
65,0.0000003526,0.000000354,0.000000337,0.000000347,2020-03-15T00:00:00Z,9281388.95,ONE-BTC
66,0.0000003443,0.0000003582,0.000000343,0.000000354,2020-03-14T00:00:00Z,14526580.48,ONE-BTC
67,0.000000354,0.000000354,0.00000032,0.0000003413,2020-03-13T00:00:00Z,33913216.25,ONE-BTC
68,0.0000003428,0.000000375,0.00000032,0.0000003746,2020-03-12T00:00:00Z,91401339.2,ONE-BTC
69,0.0000003746,0.000000381,0.0000003696,0.0000003787,2020-03-11T00:00:00Z,55653601.77,ONE-BTC
70,0.0000003788,0.0000003837,0.00000037,0.0000003783,2020-03-10T00:00:00Z,76624885.87,ONE-BTC
71,0.0000003779,0.000000384,0.000000372,0.0000003742,2020-03-09T00:00:00Z,4862743070.35,ONE-BTC
72,0.0000003735,0.0000003891,0.0000003589,0.0000003885,2020-03-08T00:00:00Z,4809485585.69,ONE-BTC
73,0.0000003885,0.000000392,0.000000387,0.0000003915,2020-03-07T00:00:00Z,5854820419.31,ONE-BTC
74,0.0000003915,0.000000395,0.00000039,0.0000003912,2020-03-06T00:00:00Z,5288540628.24,ONE-BTC
75,0.0000003912,0.0000003949,0.00000039,0.0000003945,2020-03-05T00:00:00Z,5253990208.03,ONE-BTC
76,0.0000003943,0.0000003997,0.000000392,0.0000003989,2020-03-04T00:00:00Z,4701036739.7,ONE-BTC
77,0.000000399,0.000000406,0.0000003974,0.000000399,2020-03-03T00:00:00Z,1786845003.74,ONE-BTC
78,0.000000399,0.0000004,0.0000003972,0.0000003994,2020-03-02T00:00:00Z,76111857.39,ONE-BTC
79,0.0000003993,0.0000004091,0.0000003912,0.0000004088,2020-03-01T00:00:00Z,53060295.81,ONE-BTC
80,0.0000004088,0.0000004152,0.0000004072,0.0000004112,2020-02-29T00:00:00Z,48587337.96,ONE-BTC
81,0.0000004111,0.0000004147,0.0000004066,0.0000004123,2020-02-28T00:00:00Z,51358860.61,ONE-BTC
82,0.0000004126,0.000000418,0.00000041,0.0000004149,2020-02-27T00:00:00Z,62321951.95,ONE-BTC
83,0.0000004149,0.0000004216,0.0000004098,0.0000004216,2020-02-26T00:00:00Z,59711148.06,ONE-BTC
84,0.0000004233,0.0000004262,0.0000004147,0.000000419,2020-02-25T00:00:00Z,50922087.63,ONE-BTC
