,timestamp,open,close,min,max,volume,volumequote,market_name
0,2019-10-08T00:00:00.000Z,0.000141019,0.000141019,0.000141019,0.000141019,18200,,WIN-USD
1,2019-10-09T00:00:00.000Z,0.000143,0.000102003,0.000077653,0.000154418,889900,,WIN-USD
2,2019-10-10T00:00:00.000Z,0.000146419,0.000149181,0.000146419,0.000149181,181200,,WIN-USD
3,2019-10-11T00:00:00.000Z,0.000146225,0.000093003,0.000093003,0.000146225,313000,,WIN-USD
4,2019-10-13T00:00:00.000Z,0.00015321,0.00015321,0.00015321,0.00015321,700,,WIN-USD
5,2019-10-14T00:00:00.000Z,0.000153695,0.000153695,0.000153695,0.000153695,100000,,WIN-USD
6,2019-10-15T00:00:00.000Z,0.000155554,0.000107,0.0001,0.000155554,105800,,WIN-USD
7,2019-10-16T00:00:00.000Z,0.00011,0.000107,0.000107,0.000148594,4400,,WIN-USD
8,2019-10-18T00:00:00.000Z,0.000138747,0.000107,0.000107,0.000150042,63400,,WIN-USD
9,2019-10-19T00:00:00.000Z,0.000147,0.000147,0.000147,0.000147,106100,,WIN-USD
10,2019-10-22T00:00:00.000Z,0.000147,0.000147,0.000147,0.000147,388600,,WIN-USD
11,2019-10-23T00:00:00.000Z,0.000147,0.00010042,0.00010042,0.000147001,167900,,WIN-USD
12,2019-10-24T00:00:00.000Z,0.000127,0.000127,0.000127,0.000127,100000,,WIN-USD
13,2019-10-27T00:00:00.000Z,0.000153784,0.000153784,0.000153784,0.000153784,1000000,,WIN-USD
14,2019-10-28T00:00:00.000Z,0.000132958,0.000127228,0.000127228,0.000153728,1374500,,WIN-USD
15,2019-10-29T00:00:00.000Z,0.000151899,0.000127233,0.000127226,0.000160334,440000,,WIN-USD
16,2019-10-30T00:00:00.000Z,0.000156166,0.000160065,0.00013945,0.000163355,7200,,WIN-USD
17,2019-10-31T00:00:00.000Z,0.00013945,0.000211736,0.000127226,0.000211736,77600,,WIN-USD
18,2019-11-01T00:00:00.000Z,0.000204207,0.000181134,0.00018,0.000204319,3905600,,WIN-USD
19,2019-11-02T00:00:00.000Z,0.000195786,0.00018,0.00018,0.000196134,26900,,WIN-USD
20,2019-11-03T00:00:00.000Z,0.000186048,0.000181,0.000181,0.000186768,564100,,WIN-USD
21,2019-11-04T00:00:00.000Z,0.000180003,0.000180001,0.000180001,0.000184073,155700,,WIN-USD
22,2019-11-05T00:00:00.000Z,0.00018,0.000174,0.000127226,0.000180001,5673500,,WIN-USD
23,2019-11-06T00:00:00.000Z,0.00017777,0.000179451,0.000174003,0.000179451,5900,,WIN-USD
24,2019-11-07T00:00:00.000Z,0.000174001,0.000173943,0.0001531,0.000180615,261000,,WIN-USD
25,2019-11-08T00:00:00.000Z,0.000175871,0.000171757,0.000171757,0.000176889,72900,,WIN-USD
26,2019-11-09T00:00:00.000Z,0.00017371,0.000174399,0.00017371,0.000174399,47500,,WIN-USD
27,2019-11-10T00:00:00.000Z,0.000186555,0.000186555,0.000186555,0.000186555,100,,WIN-USD
28,2019-11-11T00:00:00.000Z,0.00018173,0.000180872,0.00013,0.00018173,420200,,WIN-USD
29,2019-11-12T00:00:00.000Z,0.000132886,0.000132886,0.000132886,0.000132886,300,,WIN-USD
30,2019-11-13T00:00:00.000Z,0.0001788,0.000179871,0.000133112,0.00018,126000,,WIN-USD
31,2019-11-14T00:00:00.000Z,0.00014,0.00014,0.00014,0.00014,200,,WIN-USD
32,2019-11-15T00:00:00.000Z,0.000133112,0.000174734,0.000133112,0.000174734,36900,,WIN-USD
33,2019-11-16T00:00:00.000Z,0.000175654,0.000175654,0.000175654,0.000175654,100,,WIN-USD
34,2019-11-17T00:00:00.000Z,0.000175457,0.000175457,0.000175457,0.000175457,141000,,WIN-USD
35,2019-11-18T00:00:00.000Z,0.000166724,0.000161941,0.000161941,0.00016795,138100,,WIN-USD
36,2019-11-19T00:00:00.000Z,0.000136336,0.000155124,0.000136336,0.000155124,400,,WIN-USD
37,2019-11-20T00:00:00.000Z,0.000155139,0.000155138,0.000155138,0.000155139,800,,WIN-USD
38,2019-11-21T00:00:00.000Z,0.000133472,0.00013,0.00013,0.000133472,70600,,WIN-USD
39,2019-11-22T00:00:00.000Z,0.00013,0.000128472,0.000127983,0.00013,284300,,WIN-USD
40,2019-11-23T00:00:00.000Z,0.000127226,0.00012,0.00012,0.000127226,110600,,WIN-USD
41,2019-11-24T00:00:00.000Z,0.000124518,0.000124518,0.000124518,0.000124518,10000,,WIN-USD
42,2019-11-25T00:00:00.000Z,0.000112,0.000138222,0.000102001,0.000138222,137900,,WIN-USD
43,2019-11-26T00:00:00.000Z,0.000138222,0.000110029,0.000102033,0.000138222,9406900,,WIN-USD
44,2019-11-27T00:00:00.000Z,0.000102031,0.000102103,0.0001,0.000102103,404600,,WIN-USD
45,2019-11-28T00:00:00.000Z,0.00010759,0.000113221,0.000093001,0.000117204,8417200,,WIN-USD
46,2019-11-29T00:00:00.000Z,0.000113221,0.000092001,0.000092001,0.000113221,21100,,WIN-USD
47,2019-11-30T00:00:00.000Z,0.000113006,0.000106893,0.000090003,0.000113071,19200,,WIN-USD
48,2019-12-01T00:00:00.000Z,0.000090003,0.000090003,0.000090003,0.000090003,600,,WIN-USD
49,2019-12-02T00:00:00.000Z,0.000099988,0.000100195,0.000099988,0.000100779,15400,,WIN-USD
50,2019-12-03T00:00:00.000Z,0.000091243,0.000091243,0.000091243,0.000099494,7700,,WIN-USD
51,2019-12-04T00:00:00.000Z,0.000091243,0.000091243,0.000091243,0.00009953,23500,,WIN-USD
52,2019-12-05T00:00:00.000Z,0.000099341,0.000090003,0.000090003,0.000104299,74700,,WIN-USD
53,2019-12-06T00:00:00.000Z,0.000100395,0.000090004,0.000090004,0.000103142,1507200,,WIN-USD
54,2019-12-07T00:00:00.000Z,0.000090004,0.0000705,0.0000705,0.000103156,121100,,WIN-USD
55,2019-12-08T00:00:00.000Z,0.000101771,0.0000705,0.0000705,0.000104474,172000,,WIN-USD
56,2019-12-09T00:00:00.000Z,0.000070502,0.000070502,0.000070502,0.000103962,2600,,WIN-USD
