,timestamp,open,close,min,max,volume,volumequote,market_name
0,2020-01-27T00:00:00.000Z,0.0000020201,0.00000223,0.0000018901,0.000015,8570,,MATIC-BTC
1,2020-01-28T00:00:00.000Z,0.00000237,0.000002119,0.0000016801,0.00000237,4718,,MATIC-BTC
2,2020-01-29T00:00:00.000Z,0.0000017709,0.0000018889,0.0000017464,0.00000205,2428,,MATIC-BTC
3,2020-01-30T00:00:00.000Z,0.0000018885,0.0000019199,0.0000017263,0.000075,380289,,MATIC-BTC
4,2020-01-31T00:00:00.000Z,0.0000018669,0.0000015201,0.0000013137,0.0000023688,532197,,MATIC-BTC
5,2020-02-01T00:00:00.000Z,0.0000016,0.0000019402,0.0000014702,0.0000019402,119068,,MATIC-BTC
6,2020-02-02T00:00:00.000Z,0.0000019399,0.0000022293,0.00000137,0.0000022293,53298,,MATIC-BTC
7,2020-02-03T00:00:00.000Z,0.0000020005,0.0000023216,0.0000017103,0.0000024258,26718,,MATIC-BTC
8,2020-02-04T00:00:00.000Z,0.0000023205,0.0000023137,0.0000021741,0.0000027385,44179,,MATIC-BTC
9,2020-02-05T00:00:00.000Z,0.0000023133,0.0000022,0.0000022,0.0000023423,41195,,MATIC-BTC
10,2020-02-06T00:00:00.000Z,0.0000022988,0.000002769,0.0000022988,0.0000029998,18391,,MATIC-BTC
11,2020-02-07T00:00:00.000Z,0.0000024916,0.0000025156,0.0000021196,0.0000025156,17612,,MATIC-BTC
12,2020-02-08T00:00:00.000Z,0.000002291,0.00000217,0.00000217,0.00000245,31454,,MATIC-BTC
13,2020-02-09T00:00:00.000Z,0.0000021,0.000002042,0.000002042,0.00000219,11219,,MATIC-BTC
14,2020-02-10T00:00:00.000Z,0.0000020486,0.0000021998,0.0000020486,0.0000021998,26371,,MATIC-BTC
15,2020-02-11T00:00:00.000Z,0.0000022,0.0000020859,0.0000020511,0.0000024074,9848,,MATIC-BTC
16,2020-02-12T00:00:00.000Z,0.0000023095,0.0000021764,0.00000208,0.0000023462,75282,,MATIC-BTC
17,2020-02-13T00:00:00.000Z,0.0000022538,0.0000022,0.0000021992,0.0000022538,25903,,MATIC-BTC
18,2020-02-14T00:00:00.000Z,0.0000022783,0.0000022593,0.0000022593,0.000002319,257,,MATIC-BTC
19,2020-02-15T00:00:00.000Z,0.0000022637,0.0000020727,0.0000020416,0.000002398,40932,,MATIC-BTC
20,2020-02-16T00:00:00.000Z,0.0000020802,0.000002,0.000002,0.0000021001,44858,,MATIC-BTC
21,2020-02-17T00:00:00.000Z,0.0000019432,0.0000019203,0.00000192,0.0000019432,49081,,MATIC-BTC
22,2020-02-18T00:00:00.000Z,0.00000206,0.000002129,0.00000206,0.000002129,50331,,MATIC-BTC
23,2020-02-19T00:00:00.000Z,0.0000021282,0.000002163,0.0000021282,0.000002163,1269,,MATIC-BTC
