,timestamp,open,close,min,max,volume,volumequote,market_name
0,2019-02-14T00:00:00.000Z,0.000008014,0.000007778,0.000007436,0.000008033,129590,,BTT-ETH
1,2019-02-15T00:00:00.000Z,0.00000777,0.000007652,0.000007459,0.000008299,1150180,,BTT-ETH
2,2019-02-16T00:00:00.000Z,0.00000753,0.000006818,0.000006818,0.000007557,1064060,,BTT-ETH
3,2019-02-17T00:00:00.000Z,0.000007173,0.000006767,0.000006391,0.000007179,757660,,BTT-ETH
4,2019-02-18T00:00:00.000Z,0.00000656,0.000006449,0.00000634,0.000006783,2710120,,BTT-ETH
5,2019-02-19T00:00:00.000Z,0.00000634,0.000006519,0.000006135,0.000007184,7490060,,BTT-ETH
6,2019-02-20T00:00:00.000Z,0.000006574,0.00000624,0.00000624,0.000006676,603410,,BTT-ETH
7,2019-02-21T00:00:00.000Z,0.000006339,0.0000067,0.000006284,0.000006975,5495340,,BTT-ETH
8,2019-02-22T00:00:00.000Z,0.000006801,0.000006701,0.000006648,0.000007082,2412250,,BTT-ETH
9,2019-02-23T00:00:00.000Z,0.00000664,0.000006188,0.000006181,0.000006641,4030930,,BTT-ETH
10,2019-02-24T00:00:00.000Z,0.000006303,0.000006623,0.000005906,0.000006643,7591470,,BTT-ETH
11,2019-02-25T00:00:00.000Z,0.00000666,0.000006291,0.00000618,0.00000666,1127170,,BTT-ETH
12,2019-02-26T00:00:00.000Z,0.000006257,0.0000063,0.00000621,0.000006339,814100,,BTT-ETH
13,2019-02-27T00:00:00.000Z,0.000006297,0.00000634,0.00000628,0.0000066,2608320,,BTT-ETH
14,2019-02-28T00:00:00.000Z,0.000006341,0.000006,0.000006,0.000006341,498030,,BTT-ETH
15,2019-03-01T00:00:00.000Z,0.000006141,0.000005995,0.000005935,0.000006141,287920,,BTT-ETH
16,2019-03-02T00:00:00.000Z,0.000005988,0.000005863,0.0000058,0.000005988,656650,,BTT-ETH
17,2019-03-03T00:00:00.000Z,0.000005865,0.000006229,0.0000058,0.000006229,764780,,BTT-ETH
18,2019-03-04T00:00:00.000Z,0.000006132,0.000005996,0.000005896,0.0000062,5471650,,BTT-ETH
19,2019-03-05T00:00:00.000Z,0.000006067,0.000005614,0.00000557,0.000006067,177830,,BTT-ETH
20,2019-03-06T00:00:00.000Z,0.00000557,0.00000564,0.000005432,0.000005694,857280,,BTT-ETH
21,2019-03-07T00:00:00.000Z,0.000005655,0.000005519,0.000005502,0.000005656,219600,,BTT-ETH
22,2019-03-08T00:00:00.000Z,0.000005516,0.000005552,0.000005413,0.000005653,2047890,,BTT-ETH
23,2019-03-09T00:00:00.000Z,0.000005553,0.000005423,0.000005377,0.000005569,3225240,,BTT-ETH
24,2019-03-10T00:00:00.000Z,0.000005454,0.000005564,0.000005454,0.000005587,300120,,BTT-ETH
25,2019-03-11T00:00:00.000Z,0.000005584,0.000005654,0.000005584,0.0000062,714640,,BTT-ETH
26,2019-03-12T00:00:00.000Z,0.000005628,0.000005632,0.000005614,0.000005822,837650,,BTT-ETH
27,2019-03-13T00:00:00.000Z,0.000005659,0.0000057,0.000005649,0.000005712,2187470,,BTT-ETH
28,2019-03-14T00:00:00.000Z,0.000005655,0.000005647,0.000005619,0.000005717,543960,,BTT-ETH
29,2019-03-15T00:00:00.000Z,0.00000562,0.000005487,0.000005485,0.00000562,408480,,BTT-ETH
30,2019-03-16T00:00:00.000Z,0.000005463,0.000005592,0.0000053,0.000005717,1431700,,BTT-ETH
31,2019-03-17T00:00:00.000Z,0.000005559,0.0000062,0.000005559,0.0000062,4501480,,BTT-ETH
32,2019-03-18T00:00:00.000Z,0.0000062,0.000005927,0.000005658,0.000006337,2481910,,BTT-ETH
33,2019-03-19T00:00:00.000Z,0.000005916,0.000005895,0.00000579,0.000005931,3194680,,BTT-ETH
34,2019-03-20T00:00:00.000Z,0.000005885,0.000005911,0.000005788,0.000005911,3664790,,BTT-ETH
35,2019-03-21T00:00:00.000Z,0.000006043,0.000005791,0.000005754,0.000006115,3144330,,BTT-ETH
36,2019-03-22T00:00:00.000Z,0.000005781,0.000005753,0.000005712,0.000005895,6351150,,BTT-ETH
37,2019-03-23T00:00:00.000Z,0.0000058,0.000006006,0.000005705,0.000006088,1343650,,BTT-ETH
38,2019-03-24T00:00:00.000Z,0.000005999,0.000005817,0.000005726,0.000006026,68920,,BTT-ETH
39,2019-03-25T00:00:00.000Z,0.000005735,0.000005633,0.000005601,0.00000574,18946260,,BTT-ETH
