asset,day,close,volume
elrond,2019-07-04,0.006724044,224467855.727734
elrond,2019-07-05,0.0057234196,44075998.753893
elrond,2019-07-06,0.0059614033,29996659.1620336
elrond,2019-07-07,0.0063121873,34394419.9121793
elrond,2019-07-08,0.005181835,35332544.9505208
elrond,2019-07-09,0.0049114525,29320972.5520584
elrond,2019-07-10,0.0046159467,18419117.1822805
elrond,2019-07-11,0.003624087,12675291.286247
elrond,2019-07-12,0.0054267403,112068622.043227
elrond,2019-07-13,0.0064586173,106196560.327103
elrond,2019-07-14,0.005385315,78425110.1349687
elrond,2019-07-15,0.0045701116,35834087.3622212
elrond,2019-07-16,0.0036873657,30836311.0867461
elrond,2019-07-17,0.004636414,28686459.191468
elrond,2019-07-18,0.0045668483,30888069.9955457
elrond,2019-07-19,0.004318513,12179130.118119
elrond,2019-07-20,0.0044636135,11831376.8069899
elrond,2019-07-21,0.004178674,7546614.66348523
elrond,2019-07-22,0.0038669873,8230296.43263708
elrond,2019-07-23,0.0035685906,10410417.376156
elrond,2019-07-24,0.0036737453,10721473.4468359
elrond,2019-07-25,0.003640203,8210541.66084057
elrond,2019-07-26,0.0036519873,4876621.17730525
elrond,2019-07-27,0.0033311027,5216010.82405313
elrond,2019-07-28,0.0031600771,4720446.17651633
elrond,2019-07-29,0.0030840018,4012910.00619464
elrond,2019-07-30,0.0032183535,5087877.28486146
elrond,2019-07-31,0.003201676,5211646.53339632
elrond,2019-08-01,0.0027902734,7235008.21029342
elrond,2019-08-02,0.0028166343,5789733.30004035
elrond,2019-08-03,0.0028801824,3554630.63048991
elrond,2019-08-04,0.0027912464,2471624.31872535
elrond,2019-08-05,0.0027372942,7707158.78559063
elrond,2019-08-06,0.00299275,27585166.9375785
elrond,2019-08-07,0.0026852484,16631519.7490045
elrond,2019-08-08,0.002650617,7069867.92889642
elrond,2019-08-09,0.002260202,3783173.9031362
elrond,2019-08-10,0.0024458012,3824489.77432131
elrond,2019-08-11,0.0023077275,5096941.71205692
elrond,2019-08-12,0.0024946257,3474073.09634909
elrond,2019-08-13,0.002664462,5158305.24127417
elrond,2019-08-14,0.0023088672,4574834.25305629
elrond,2019-08-15,0.0023735596,3017316.20738738
elrond,2019-08-16,0.0022955642,2315288.4492475
elrond,2019-08-17,0.002290802,1444171.16467234
elrond,2019-08-18,0.0029005262,8040037.74187814
elrond,2019-08-19,0.0029141237,14827478.6451191
elrond,2019-08-20,0.0035226112,18827250.9849687
elrond,2019-08-21,0.0029356587,20826357.186508
elrond,2019-08-22,0.0026778402,7954677.0124236
elrond,2019-08-23,0.0027050232,6676434.5223411
elrond,2019-08-24,0.0024381597,6127544.10980125
elrond,2019-08-25,0.0023751892,3607627.47194826
elrond,2019-08-26,0.0022873252,4584401.44137491
elrond,2019-08-27,0.0023493173,5033678.79714252
elrond,2019-08-28,0.002105569,4005061.01502386
elrond,2019-08-29,0.0020146512,3331421.00845927
elrond,2019-08-30,0.0020578562,3035463.60743784
elrond,2019-08-31,0.0019949784,2827502.05096876
elrond,2019-09-01,0.0020266671,2423590.21331304
elrond,2019-09-02,0.0020937102,4349267.92965063
elrond,2019-09-03,0.002074458,3793797.06020125
elrond,2019-09-04,0.0020812866,3586361.88847459
elrond,2019-09-05,0.0020807493,2783190.80925088
elrond,2019-09-06,0.0019689768,2666607.19937185
elrond,2019-09-07,0.0020410176,2798714.0803728
elrond,2019-09-08,0.0019890976,2770121.48089835
elrond,2019-09-09,0.0019663915,3098399.74974936
elrond,2019-09-10,0.0019363783,3696302.00984585
elrond,2019-09-11,0.0017965267,3437545.82479351
elrond,2019-09-12,0.0017994524,2818527.29592709
elrond,2019-09-13,0.0017640034,2764629.57605069
elrond,2019-09-14,0.0017743367,869090.463948953
elrond,2019-09-15,0.0017836092,960366.445613595
elrond,2019-09-16,0.001688847,1467097.2401579
elrond,2019-09-17,0.0017385031,1630746.9086138
elrond,2019-09-18,0.0020173143,3996127.42894927
elrond,2019-09-19,0.0019145806,2666982.68856665
elrond,2019-09-20,0.0019847967,4246696.48731552
elrond,2019-09-21,0.0020918245,6281644.0197579
elrond,2019-09-22,0.0020981114,10903747.5832737
elrond,2019-09-23,0.0017833936,5214397.50370524
elrond,2019-09-24,0.0015233055,3522038.83166
elrond,2019-09-25,0.0016287864,2806405.90879327
elrond,2019-09-26,0.0016094426,9312321.37421438
elrond,2019-09-27,0.0015398613,3590099.26927384
elrond,2019-09-28,0.0015073895,2594265.45918088
elrond,2019-09-29,0.0014482043,2752538.46534213
elrond,2019-09-30,0.0014442665,2392007.19253357
elrond,2019-10-01,0.0014195056,2612647.18934463
elrond,2019-10-02,0.001432494,1942385.77870301
elrond,2019-10-03,0.0014035202,2043856.65128849
elrond,2019-10-04,0.0014109282,1855171.88126496
elrond,2019-10-05,0.0013904315,1675108.06590874
elrond,2019-10-06,0.0013678237,1849685.39566829
elrond,2019-10-07,0.0014069985,1880626.86890707
elrond,2019-10-08,0.0015210619,3457653.38825384
elrond,2019-10-09,0.0016803545,6769345.04402252
elrond,2019-10-10,0.0016341757,5337853.83886347
elrond,2019-10-11,0.0016593162,3281922.46006982
elrond,2019-10-12,0.0016624529,2366267.06447071
elrond,2019-10-13,0.0016049048,1746036.80104604
elrond,2019-10-14,0.0016169875,2077287.16674855
elrond,2019-10-15,0.001554956,2039163.24639388
elrond,2019-10-16,0.001462156,1441492.04157693
elrond,2019-10-17,0.0014722818,1345773.12059857
elrond,2019-10-18,0.001462138,1644637.89978187
elrond,2019-10-19,0.0014339107,1459757.02031616
elrond,2019-10-20,0.0014805844,2193514.52724341
elrond,2019-10-21,0.0016018583,2657154.86254542
elrond,2019-10-22,0.0015391539,2205665.9109582
elrond,2019-10-23,0.0013678701,1777873.5030913
elrond,2019-10-24,0.0013892207,1073750.56660517
elrond,2019-10-25,0.0014997169,1359956.21395714
elrond,2019-10-26,0.001499107,2233226.10957388
elrond,2019-10-27,0.0015401468,2095928.92794727
elrond,2019-10-28,0.001483325,2280878.67939949
elrond,2019-10-29,0.0016035138,11693063.1174604
elrond,2019-10-30,0.0016072597,1361232.33433444
elrond,2019-10-31,0.0017605056,5965841.09000505
elrond,2019-11-01,0.0017676044,4881115.3814962
elrond,2019-11-02,0.0018150466,4299689.76963536
elrond,2019-11-03,0.002001093,5451751.24635983
elrond,2019-11-04,0.002057481,7219457.69249457
elrond,2019-11-05,0.0023395205,19653813.5116185
elrond,2019-11-06,0.0022351877,8698748.98085995
elrond,2019-11-07,0.0020762552,5515702.99890724
elrond,2019-11-08,0.0018915305,3266865.47669773
elrond,2019-11-09,0.002104091,5208802.69850258
elrond,2019-11-10,0.0021031788,4352823.09793058
elrond,2019-11-11,0.0020121725,3545958.72720401
elrond,2019-11-12,0.0020876152,4064292.44682637
elrond,2019-11-13,0.002063776,2745317.79055586
elrond,2019-11-14,0.0020314597,3763044.57940372
elrond,2019-11-15,0.0020106398,2812181.52797879
elrond,2019-11-16,0.0019774705,2701538.97182568
elrond,2019-11-17,0.0019943682,2844594.63882751
elrond,2019-11-18,0.0018253659,3206391.25893191
elrond,2019-11-19,0.0018066656,2877237.48814827
elrond,2019-11-20,0.0018362532,2658201.51259936
elrond,2019-11-21,0.0016759497,2910220.69980862
elrond,2019-11-22,0.0017874681,6713307.04248313
elrond,2019-11-23,0.0018130512,5204765.74450498
elrond,2019-11-24,0.0016657313,3522522.63508087
elrond,2019-11-25,0.0018466121,5334775.40751165
elrond,2019-11-26,0.0021476503,22785932.7592899
elrond,2019-11-27,0.0020251668,7287210.23980125
elrond,2019-11-28,0.0021476778,5059378.68331891
elrond,2019-11-29,0.0021012393,3999900.83363881
elrond,2019-11-30,0.002140041,4009056.60473845
elrond,2019-12-01,0.001976337,4427529.89462471
elrond,2019-12-02,0.0020229497,4508459.31393205
elrond,2019-12-03,0.002200756,5910456.38544077
elrond,2019-12-04,0.0022754003,4507631.05601418
elrond,2019-12-05,0.0022071828,4535419.83928751
elrond,2019-12-06,0.0021508986,6144335.38821718
elrond,2019-12-07,0.0022167175,3946824.25098486
elrond,2019-12-08,0.0025264854,9008419.64405126
elrond,2019-12-09,0.002491407,9547553.50812457
elrond,2019-12-10,0.0021676319,10062506.080159
elrond,2019-12-11,0.0021153167,3466456.08821375
elrond,2019-12-12,0.0019765515,3649607.07525213
elrond,2019-12-13,0.0020721594,3630932.81313367
elrond,2019-12-14,0.0019372205,2403535.71498707
elrond,2019-12-15,0.0019020201,2824649.48218761
elrond,2019-12-16,0.0017277524,4532003.07202892
elrond,2019-12-17,0.0017708823,3862883.60677094
elrond,2019-12-18,0.0019949418,4739080.45982593
elrond,2019-12-19,0.0019920822,3397847.01014726
elrond,2019-12-20,0.0019843252,2856043.67199926
elrond,2019-12-21,0.0019890233,2439867.39363686
elrond,2019-12-22,0.001889731,3160742.4749501
elrond,2019-12-23,0.0019124064,2571806.66158456
elrond,2019-12-24,0.001875348,2011008.54338771
elrond,2019-12-25,0.0018172858,2135109.76383854
elrond,2019-12-26,0.0018439636,2282311.17009236
elrond,2019-12-27,0.0018550856,2110952.76942707
elrond,2019-12-28,0.0018481239,2094841.22120115
elrond,2019-12-29,0.0018370108,2924187.80690548
elrond,2019-12-30,0.0018890967,3940406.77069857
elrond,2019-12-31,0.0018023095,3133751.38917502
elrond,2020-01-01,0.0018341505,2577965.88104823
