asset,day,close,volume
cartesi,2020-04-23,0.05682152,77610769.3469695
cartesi,2020-04-24,0.052728653,17173546.7328464
cartesi,2020-04-25,0.051966444,8443380.83728484
cartesi,2020-04-26,0.046194214,10734466.6274191
cartesi,2020-04-27,0.041873913,10910913.6489277
cartesi,2020-04-28,0.041360773,14798771.7624101
cartesi,2020-04-29,0.04167237,8847945.03569718
cartesi,2020-04-30,0.039952774,6055703.37725592
cartesi,2020-05-01,0.040356327,2908761.37590058
cartesi,2020-05-02,0.037449475,2696010.38708577
cartesi,2020-05-03,0.037573587,3124247.32383728
cartesi,2020-05-04,0.03797177,6182460.77076358
cartesi,2020-05-05,0.037283614,3904664.87169364
cartesi,2020-05-06,0.035216607,2477892.26559092
cartesi,2020-05-07,0.032086555,2128279.45635557
cartesi,2020-05-08,0.03202531,1480197.8058341
cartesi,2020-05-09,0.032462705,1188558.76127623
cartesi,2020-05-10,0.028915029,1615718.76455305
cartesi,2020-05-11,0.027647464,1003530.69131683
cartesi,2020-05-12,0.028933309,1083998.40166948
cartesi,2020-05-13,0.029624745,633906.082785419
cartesi,2020-05-14,0.02844647,3112394.52807149
cartesi,2020-05-15,0.028319808,2740320.66015753
cartesi,2020-05-16,0.028834758,2854053.49453666
cartesi,2020-05-17,0.037746195,7577197.48596236
cartesi,2020-05-18,0.036160536,9801578.51784759
cartesi,2020-05-19,0.03770691,9234162.95768134
cartesi,2020-05-20,0.038821325,8309160.163909
cartesi,2020-05-21,0.033002682,7870749.94673332
cartesi,2020-05-22,0.033819247,6210388.45124148
cartesi,2020-05-23,0.032950107,3731333.41668931
cartesi,2020-05-24,0.030636307,4219353.721271
cartesi,2020-05-25,0.033752527,5412763.83704371
cartesi,2020-05-26,0.03262426,6585068.59471172
cartesi,2020-05-27,0.031381845,4754686.46773323
cartesi,2020-05-28,0.031144213,3798212.23146047
cartesi,2020-05-29,0.0361872,7826854.70261067
cartesi,2020-05-30,0.03437569,5884931.14879115
cartesi,2020-05-31,0.031807777,3826124.37388618
cartesi,2020-06-01,0.032417975,3824019.90031289
cartesi,2020-06-02,0.03171966,2174075.24999898
cartesi,2020-06-03,0.031723738,1341057.39272249
cartesi,2020-06-04,0.03199486,1090224.74773236
cartesi,2020-06-05,0.03398965,2023202.30003122
cartesi,2020-06-06,0.035009056,2957665.40355719
cartesi,2020-06-07,0.033344094,1887008.97880709
cartesi,2020-06-08,0.03273396,2405750.41159349
cartesi,2020-06-09,0.032557383,2201050.69949413
cartesi,2020-06-10,0.0334671,2890383.32028746
cartesi,2020-06-11,0.0361492,4650857.23336445
cartesi,2020-06-12,0.03997788,12803168.3572975
cartesi,2020-06-13,0.03980994,4451917.00449621
cartesi,2020-06-14,0.04044394,7712284.5483794
cartesi,2020-06-15,0.037100676,6301219.44244988
cartesi,2020-06-16,0.037513215,2673430.59078496
cartesi,2020-06-17,0.035520684,2247702.79779384
cartesi,2020-06-18,0.038141314,2976774.58146244
cartesi,2020-06-19,0.037234005,2952270.75993296
cartesi,2020-06-20,0.03632397,2308070.5912815
cartesi,2020-06-21,0.03526153,1388776.05869344
cartesi,2020-06-22,0.03901719,2958892.64782176
cartesi,2020-06-23,0.038404003,4377608.31738421
cartesi,2020-06-24,0.036434762,2348627.60921239
