asset,day,close,volume
troy,2019-12-06,0.009213372,23178108.088205
troy,2019-12-07,0.008218873,12459985.0802481
troy,2019-12-08,0.008261375,19351557.0660179
troy,2019-12-09,0.007986841,7229707.73004931
troy,2019-12-10,0.0072091925,9755528.30701495
troy,2019-12-11,0.008149991,7762269.94364633
troy,2019-12-12,0.007290267,4255357.89327482
troy,2019-12-13,0.0073348465,2182531.71427809
troy,2019-12-14,0.007049166,2319628.65751256
troy,2019-12-15,0.00751168,3922774.3152594
troy,2019-12-16,0.007046002,4258561.05122858
troy,2019-12-17,0.0066351774,2349739.33598061
troy,2019-12-18,0.007017027,2380066.79290081
troy,2019-12-19,0.006808283,3200159.24942203
troy,2019-12-20,0.0075662625,4598041.8882721
troy,2019-12-21,0.007854459,4569415.82486518
troy,2019-12-22,0.007812621,3410438.68178881
troy,2019-12-23,0.007672784,21386346.5567082
troy,2019-12-24,0.0078044226,27178845.7669607
troy,2019-12-25,0.0074377516,19320262.4687847
troy,2019-12-26,0.007203488,20292626.2918703
troy,2019-12-27,0.00726476,10120766.6543215
troy,2019-12-28,0.0071861735,2008978.77465491
troy,2019-12-29,0.006942506,33878487.901867
troy,2019-12-30,0.006959837,1971144.27981751
troy,2019-12-31,0.006669341,1937082.49679011
troy,2020-01-01,0.006808861,1237560.50730393
troy,2020-01-02,0.00654438,1275620.85825701
troy,2020-01-03,0.00647439,1987775.38302053
troy,2020-01-04,0.006442808,987235.860017239
troy,2020-01-05,0.006655177,1276622.26276904
troy,2020-01-06,0.006467146,1352146.76901813
troy,2020-01-07,0.0061499877,2133263.83255735
troy,2020-01-08,0.0059030326,1607238.76640739
troy,2020-01-09,0.0058963695,2764384.22773387
troy,2020-01-10,0.0056888657,1762644.0017094
troy,2020-01-11,0.0056777387,1153928.33331422
troy,2020-01-12,0.0059101065,2549922.24587498
troy,2020-01-13,0.006196722,4067080.08480412
troy,2020-01-14,0.005642819,4617811.25311943
troy,2020-01-15,0.005437481,2768518.98961979
troy,2020-01-16,0.0053568534,2179496.92525029
troy,2020-01-17,0.0052685402,1915271.57148589
troy,2020-01-18,0.0051316484,1092084.82704401
troy,2020-01-19,0.0049384036,1901114.30349624
troy,2020-01-20,0.0048946193,1156691.80156488
troy,2020-01-21,0.005246538,2720338.6546216
troy,2020-01-22,0.004947161,1696557.82856628
troy,2020-01-23,0.0047206786,1133844.12400656
troy,2020-01-24,0.00476214,708577.987424815
troy,2020-01-25,0.0050811246,1594765.2218802
troy,2020-01-26,0.005094631,1589355.33403252
troy,2020-01-27,0.005001333,1411172.74864184
troy,2020-01-28,0.0047707963,1750984.98640674
troy,2020-01-29,0.004694708,1950051.23946973
troy,2020-01-30,0.004558372,1095623.13091909
troy,2020-01-31,0.004761111,1072368.61175521
troy,2020-02-01,0.00470983,923338.485340856
troy,2020-02-02,0.0046597207,1059232.4040241
troy,2020-02-03,0.0047057723,1430256.69228763
troy,2020-02-04,0.004937626,1951356.92060894
troy,2020-02-05,0.004865841,1347960.49331397
troy,2020-02-06,0.005849789,7643653.48262048
troy,2020-02-07,0.005691807,3763739.83454476
troy,2020-02-08,0.0052362722,2637841.49265337
troy,2020-02-09,0.0053885113,3072156.00817905
troy,2020-02-10,0.0055546286,2378323.81694922
troy,2020-02-11,0.00583548,2705798.93948782
troy,2020-02-12,0.006944558,8679142.62941607
troy,2020-02-13,0.006562937,5561873.94538154
troy,2020-02-14,0.007012674,4629561.73783631
troy,2020-02-15,0.006149331,3151439.49576047
troy,2020-02-16,0.005792433,2835003.01820047
troy,2020-02-17,0.0056704856,2267926.9619721
troy,2020-02-18,0.0058564837,1783592.24563414
troy,2020-02-19,0.0057116863,1728688.37846585
troy,2020-02-20,0.0052049584,2862559.16426874
troy,2020-02-21,0.0051535014,1594184.71500762
troy,2020-02-22,0.0053327973,1376364.30512787
troy,2020-02-23,0.0056100274,1811834.85025226
troy,2020-02-24,0.0051950035,1238593.14428036
troy,2020-02-25,0.0046855286,1269663.13579753
troy,2020-02-26,0.0039586043,1856416.60930142
troy,2020-02-27,0.0040884325,1126097.7104464
troy,2020-02-28,0.004024033,973377.559406517
troy,2020-02-29,0.0039416607,672955.779312172
troy,2020-03-01,0.0039490876,759293.887024511
troy,2020-03-02,0.004428917,1172754.44325504
