,close,currencyVol,high,low,open,time,vol,market_name
0,0.03284852,0,0.03348145,0.0328246,0.03330296,1541635200000,74248.0627,btc-eth
1,0.03284335,0,0.03310552,0.03261461,0.03285006,1541721600000,52764.0905,btc-eth
2,0.03315715,0,0.03333085,0.03280123,0.03284417,1541808000000,46248.2798,btc-eth
3,0.03298947,0,0.03320324,0.03280016,0.03315723,1541894400000,68750.2398,btc-eth
4,0.03298877,0,0.03312814,0.03279258,0.03298979,1541980800000,96487.4116,btc-eth
5,0.03247913,0,0.03301898,0.03235891,0.03299089,1542067200000,122138.6559,btc-eth
6,0.0316925,0,0.03262604,0.03021641,0.03247945,1542153600000,341237.0131,btc-eth
7,0.03203793,0,0.03227936,0.03129341,0.03169087,1542240000000,65738.651,btc-eth
8,0.03130811,0,0.03217504,0.03123539,0.03203692,1542326400000,52359.5306,btc-eth
9,0.03130563,0,0.03161643,0.03109377,0.0313098,1542412800000,39321.8304,btc-eth
10,0.03160032,0,0.03193468,0.03126625,0.03130148,1542499200000,226297.9817,btc-eth
11,0.03063815,0,0.03163701,0.02909443,0.03160418,1542585600000,718714.4469,btc-eth
12,0.02929322,0,0.03088738,0.02876617,0.03063817,1542672000000,396420.6924,btc-eth
13,0.02966328,0,0.03010279,0.02878763,0.02928849,1542758400000,50955.2838,btc-eth
14,0.02893396,0,0.02989383,0.02888745,0.02966408,1542844800000,25031.6475,btc-eth
15,0.02829116,0,0.02918311,0.02797263,0.02892876,1542931200000,42198.4494,btc-eth
16,0.02922182,0,0.02936614,0.02815726,0.02828985,1543017600000,35617.365,btc-eth
17,0.02903002,0,0.02938747,0.02789075,0.02922177,1543104000000,150396.3375,btc-eth
18,0.02867331,0,0.02916321,0.02838395,0.02903258,1543190400000,131488.5257,btc-eth
19,0.0287321,0,0.02904022,0.02778578,0.02866997,1543276800000,144983.3986,btc-eth
20,0.02879834,0,0.02909128,0.02795843,0.02873009,1543363200000,147229.8881,btc-eth
21,0.02746405,0,0.02892055,0.02739155,0.02879856,1543449600000,108201.2755,btc-eth
22,0.02817447,0,0.02851294,0.02732543,0.02746222,1543536000000,138295.2725,btc-eth
23,0.02817627,0,0.02878845,0.02782543,0.02816589,1543622400000,144940.111,btc-eth
24,0.02803935,0,0.02835895,0.02790756,0.02817668,1543708800000,99056.5932,btc-eth
25,0.02799319,0,0.0284,0.02770093,0.02803053,1543795200000,217607.0476,btc-eth
26,0.0278024,0,0.02807729,0.02771655,0.02798342,1543881600000,432113.8626,btc-eth
27,0.02726987,0,0.02789635,0.02724533,0.0278022,1543968000000,99623.0577,btc-eth
28,0.02596608,0,0.02729986,0.02551843,0.02724464,1544054400000,449778.378,btc-eth
29,0.02736577,0,0.02774155,0.02461583,0.02596735,1544140800000,503835.907,btc-eth
30,0.02648144,0,0.02811265,0.0255071,0.02736717,1544227200000,294933.4174,btc-eth
31,0.02630488,0,0.02700023,0.02610374,0.02648144,1544313600000,190291.3713,btc-eth
32,0.02617415,0,0.02643557,0.02584308,0.02630372,1544400000000,152216.1677,btc-eth
33,0.02596075,0,0.02653686,0.02575112,0.02617231,1544486400000,154455.1292,btc-eth
34,0.0259327,0,0.02627952,0.02583544,0.02596063,1544572800000,149799.5461,btc-eth
35,0.02614918,0,0.02652273,0.02585791,0.02593201,1544659200000,155030.986,btc-eth
36,0.02598904,0,0.02654368,0.02586319,0.02615014,1544745600000,153708.0633,btc-eth
37,0.02608059,0,0.02616339,0.02589018,0.02599314,1544832000000,104120.0054,btc-eth
38,0.02622724,0,0.0267359,0.02608013,0.02608153,1544918400000,113378.3996,btc-eth
39,0.02680608,0,0.02713726,0.02616936,0.02622799,1545004800000,174719.0124,btc-eth
40,0.027485,0,0.02760325,0.02584894,0.02680476,1545091200000,50929.9338,btc-eth
41,0.02694554,0,0.02825757,0.0268743,0.02748748,1545177600000,157465.0207,btc-eth
