,c_price,o_price,min_price,max_price,volume,amount,timestamp,market_name
0,0.00000005,0.00000005,0.00000004,0.00000006,6571412.7500,6571412.7500,1552608000000,UNCBTC
1,0.00000006,0.00000005,0.00000004,0.00000006,21708598.6546,21708598.6546,1552694400000,UNCBTC
2,0.00000006,0.00000005,0.00000004,0.00000007,9079166.1376,9079166.1376,1552780800000,UNCBTC
3,0.00000006,0.00000005,0.00000005,0.00000006,8487699.7618,8487699.7618,1552867200000,UNCBTC
4,0.00000006,0.00000005,0.00000004,0.00000006,26998037.9210,26998037.9210,1552953600000,UNCBTC
5,0.00000006,0.00000005,0.00000004,0.00000006,19829175.1484,19829175.1484,1553040000000,UNCBTC
6,0.00000006,0.00000005,0.00000004,0.00000006,10124120.3012,10124120.3012,1553126400000,UNCBTC
7,0.00000003,0.00000005,0.00000003,0.00000006,18550056.4370,18550056.4370,1553212800000,UNCBTC
8,0.00000006,0.00000005,0.00000005,0.00000006,4458578.8380,4458578.8380,1553299200000,UNCBTC
9,0.00000006,0.00000005,0.00000005,0.00000006,7390760.5332,7390760.5332,1553385600000,UNCBTC
10,0.00000006,0.00000005,0.00000005,0.00000006,25342936.8928,25342936.8928,1553472000000,UNCBTC
11,0.00000006,0.00000005,0.00000005,0.00000006,813000,813000,1553558400000,UNCBTC
12,0.00000006,0.00000005,0.00000005,0.00000006,786000,786000,1553644800000,UNCBTC
13,0.00000006,0.00000005,0.00000004,0.00000006,783000,783000,1553731200000,UNCBTC
14,0.00000006,0.00000005,0.00000005,0.00000006,714000,714000,1553817600000,UNCBTC
15,0.00000006,0.00000005,0.00000005,0.00000006,687000,687000,1553904000000,UNCBTC
16,0.00000006,0.00000005,0.00000005,0.00000006,801000,801000,1553990400000,UNCBTC
17,0.00000006,0.00000005,0.00000005,0.00000006,660000,660000,1554076800000,UNCBTC
18,0.00000005,0.00000005,0.00000005,0.00000006,843000,843000,1554163200000,UNCBTC
19,0.00000006,0.00000005,0.00000005,0.00000006,699000,699000,1554249600000,UNCBTC
20,0.00000006,0.00000006,0.00000005,0.00000006,708000,708000,1554336000000,UNCBTC
21,0.00000005,0.00000006,0.00000005,0.00000006,723000,723000,1554422400000,UNCBTC
22,0.00000006,0.00000005,0.00000005,0.00000006,675000,675000,1554508800000,UNCBTC
23,0.00000006,0.00000006,0.00000005,0.00000006,810000,810000,1554595200000,UNCBTC
24,0.00000005,0.00000006,0.00000005,0.00000006,759000,759000,1554681600000,UNCBTC
25,0.00000006,0.00000005,0.00000005,0.00000006,621000,621000,1554768000000,UNCBTC
